today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],time,angDes,angAct,rateDes,rateDes_f,Kp1D,Kp2D,Kp1,Kp2,mRac
Sun Sep 23 20:21:53 2018,200675777,681.594,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5090,9996,48,8,30,854,-1.17316,31.2252,-15.2128,2.82764,-0.601287,-0.424625,10.3992,24.5438,-49.95,200.676,20,6.22933,1.37707,-0.844511,-0.00579101,-0.000394594,-3.03557,0.35598,-5.64456,
Sun Sep 23 20:21:53 2018,200685778,681.594,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,8,66,970,7.0198,-11.9471,52.8065,0.694938,0.316075,0.0883306,10.3992,24.5438,-49.95,200.686,20,6.72947,1.32705,-0.840969,-0.0103735,-0.000486844,-3.03567,0.355975,-8.1114,
Sun Sep 23 20:21:53 2018,200695779,681.594,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,8,66,970,9.43794,-16.2423,35.7023,-0.80881,0.481029,0.522534,10.3992,24.5438,-49.95,200.696,20,7.26915,1.27308,-0.837421,-0.0010649,-0.000195082,-3.03568,0.355973,-1.65643,
Sun Sep 23 20:21:53 2018,200705780,681.594,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5102,9996,48,18,48,892,-3.25611,10.7548,-30.4159,1.13233,-0.129835,0.0915233,10.3992,24.5438,-49.95,200.706,20,7.78587,1.22141,-0.833868,2.02668e-05,-3.06055e-06,-3.03568,0.355973,2.89008,
Sun Sep 23 20:21:53 2018,200715781,683.697,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5102,9996,48,18,48,892,-5.66947,9.18895,18.5646,3.74607,-0.470387,-0.328845,10.3992,24.5438,-49.95,200.716,20,8.62937,1.13706,-0.830311,-0.00222237,-0.000223165,-3.0357,0.355971,-3.03267,
Sun Sep 23 20:21:53 2018,200725782,683.697,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5118,9996,48,18,66,952,0.0670376,21.3323,24.2054,3.73436,-0.260735,-0.0840737,10.3992,24.5438,-49.95,200.726,20,9.94657,1.00534,-0.82675,-0.0171301,-0.000459725,-3.03587,0.355967,-11.0147,
Sun Sep 23 20:21:53 2018,200735783,683.697,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5118,9996,48,18,66,952,6.88572,-5.93283,62.9148,2.85212,0.174533,0.379928,10.3992,24.5438,-49.95,200.736,20,10.9116,0.908837,-0.823187,-0.0170195,-0.000414207,-3.03604,0.355962,-11.0142,
Sun Sep 23 20:21:53 2018,200745784,683.697,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5160,9996,72,20,48,1086,9.07402,-0.454898,11.7364,0.29479,0.0489543,0.607672,10.3992,24.5438,-49.95,200.746,20,11.7297,0.827033,-0.819622,-0.0104723,-0.000303665,-3.03615,0.355959,-8.36507,
Sun Sep 23 20:21:53 2018,200755785,683.697,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5160,9996,72,20,48,1086,1.47004,-33.1836,50.1202,1.10254,0.0468259,0.156441,10.3992,24.5438,-49.95,200.756,20,12.4937,0.750626,-0.816057,-0.000327467,-8.33831e-05,-3.03615,0.355959,-0.627836,
Sun Sep 23 20:21:53 2018,200765786,683.697,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5116,9996,66,8,90,938,-5.84185,4.54898,-15.1026,1.42393,-0.110679,0.0180918,10.3992,24.5438,-49.95,200.766,20,13.4473,0.655271,-0.812493,-0.00211139,-0.000125486,-3.03617,0.355957,-3.11424,
Sun Sep 23 20:21:53 2018,200775787,682.906,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5116,9996,66,8,90,938,-7.513,5.29119,-14.5424,1.5974,-0.436332,-0.0287341,10.3992,24.5438,-49.95,200.776,20,14.1757,0.582426,-0.808929,-0.00317944,-0.000130048,-3.03621,0.355956,-4.11603,
Sun Sep 23 20:21:53 2018,200785788,682.906,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5118,9996,48,8,78,960,-6.60321,4.11803,-13.058,0.942903,-0.44591,0.0904591,10.3992,24.5438,-49.95,200.786,20,14.9357,0.506428,-0.805368,-0.00383818,-0.000121683,-3.03624,0.355955,-4.66983,
Sun Sep 23 20:21:53 2018,200795789,682.906,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5118,9996,48,8,78,960,-1.17316,-4.60644,6.8953,0.669397,-0.427818,0.135156,10.3992,24.5438,-49.95,200.796,20,15.5828,0.441715,-0.801809,-0.00164509,-7.70665e-05,-3.03626,0.355954,-2.70567,
Sun Sep 23 20:21:53 2018,200805790,682.906,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5116,9996,48,8,62,966,1.75256,-0.641646,-3.25611,0.175597,-0.284148,0.0936517,10.3992,24.5438,-49.95,200.806,20,16.1614,0.383861,-0.798254,-0.000982441,-5.63373e-05,-3.03627,0.355953,-1.89583,
Sun Sep 23 20:21:53 2018,200815791,683.497,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5116,9996,48,8,62,966,-5.04698,-5.52103,14.8488,0.0979086,0.0415047,-0.0553397,10.3992,24.5438,-49.95,200.816,20,16.5668,0.343318,-0.794703,-0.000170382,-3.33121e-05,-3.03627,0.355953,-0.410955,
Sun Sep 23 20:21:53 2018,200825792,683.497,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5144,9996,66,18,62,978,-4.39097,-16.5966,11.1761,-1.25366,-0.0957802,-0.192625,10.3992,24.5438,-49.95,200.826,20,16.7791,0.32209,-0.791156,-8.70471e-05,-2.86358e-05,-3.03627,0.355953,-0.182629,
Sun Sep 23 20:21:53 2018,200835793,683.497,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5144,9996,66,18,62,978,-1.66636,-15.3851,8.91601,-1.62826,-0.0446974,-0.416112,10.3992,24.5438,-49.95,200.836,20,16.6732,0.332678,-0.787614,-0.000584257,1.55042e-05,-3.03628,0.355953,3.92487,
Sun Sep 23 20:21:53 2018,200845794,683.497,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5158,9996,66,18,40,1088,-1.05345,-5.51624,12.3684,-1.55696,0.379928,-0.384185,10.3992,24.5438,-49.95,200.846,20,16.2394,0.376057,-0.784076,-0.00137456,3.17463e-05,-3.03629,0.355953,5.07774,
Sun Sep 23 20:21:53 2018,200855795,683.497,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5158,9996,66,18,40,1088,-3.01191,9.3326,11.0804,-2.55414,0.39057,0.17879,10.3992,24.5438,-49.95,200.856,20,15.5092,0.449079,-0.780543,-0.00120885,3.48672e-05,-3.0363,0.355954,4.88726,
Sun Sep 23 20:21:53 2018,200865796,683.497,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5090,9996,48,16,0,870,-3.28963,-0.0670376,17.4442,-1.86878,0.0351194,0.200074,10.3992,24.5438,-49.95,200.866,20,14.3413,0.565867,-0.777013,-0.00453902,0.000100562,-3.03635,0.355955,7.95668,
Sun Sep 23 20:21:53 2018,200875797,682.211,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5090,9996,48,16,0,870,0.378284,-11.3437,-2.48039,-4.07491,-0.169212,0.194753,10.3992,24.5438,-49.95,200.876,20,13.1469,0.685306,-0.773485,-0.00204686,7.5061e-05,-3.03637,0.355955,5.91824,
Sun Sep 23 20:21:53 2018,200885798,682.211,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5108,9996,62,18,98,920,-1.37427,-13.2639,-14.7148,-4.94119,-0.161762,-0.249028,10.3992,24.5438,-49.95,200.886,20,11.4964,0.850356,-0.769959,-0.0134674,0.000281039,-3.0365,0.355958,12.6762,
Sun Sep 23 20:21:53 2018,200895799,682.211,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5108,9996,62,18,98,920,-1.68552,-7.77637,-19.1105,-5.02527,-0.207524,-0.369286,10.3992,24.5438,-49.95,200.896,20,9.92442,1.00756,-0.766432,-0.0206283,0.000420631,-3.03671,0.355962,15.3636,
Sun Sep 23 20:21:53 2018,200905800,682.211,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5122,9996,48,18,74,946,-1.71425,7.89129,-39.3224,-4.14409,-0.19156,-0.266056,10.3992,24.5438,-49.95,200.906,20,8.46965,1.15303,-0.762903,-0.0214195,0.000491465,-3.03693,0.355967,15.6718,
Sun Sep 23 20:21:53 2018,200915801,682.185,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5122,9996,48,18,74,946,-2.51391,-2.77249,9.8258,-0.955673,-0.032991,-0.446974,10.3992,24.5438,-49.95,200.916,20,6.95728,1.30427,-0.759371,-0.0140266,0.000441459,-3.03707,0.355972,13.0502,
Sun Sep 23 20:21:53 2018,200925802,682.185,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5128,9996,48,18,62,964,1.58496,25.4599,-8.07804,0.664076,0.15112,-0.524663,10.3992,24.5438,-49.95,200.926,20,5.78941,1.42106,-0.755835,-0.00019098,2.83982e-05,-3.03707,0.355972,3.4083,
Sun Sep 23 20:21:53 2018,200935803,682.185,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5128,9996,48,18,62,964,10.5872,-19.0483,88.0061,-0.848187,0.0627892,-0.305432,10.3992,24.5438,-49.95,200.936,20,4.802,1.5198,-0.752293,-0.000940576,-0.000215259,-3.03708,0.35597,-1.47585,
Sun Sep 23 20:21:53 2018,200945804,682.185,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,18,58,978,2.2314,-15.8975,31.9339,-4.73367,0.528919,0.539562,10.3992,24.5438,-49.95,200.946,20,3.87308,1.61269,-0.748744,-8.43463e-05,1.60371e-05,-3.03708,0.35597,3.15008,
Sun Sep 23 20:21:53 2018,200955805,682.185,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,18,58,978,-13.4985,13.8098,-31.2539,-0.660883,0.208588,0.222423,10.3992,24.5438,-49.95,200.956,20,2.61596,1.7384,-0.745187,-0.0188802,0.000693359,-3.03727,0.355977,14.9962,
Sun Sep 23 20:21:53 2018,200965806,682.185,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5134,9996,48,8,54,994,-4.63996,24.4735,-11.6981,2.08694,-0.42569,-0.312882,10.3992,24.5438,-49.95,200.966,20,2.17712,1.78229,-0.741622,5.33588e-05,-1.43899e-05,-3.03727,0.355977,2.64173,
Sun Sep 23 20:21:53 2018,200975807,681.351,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5134,9996,48,8,54,994,11.4826,8.14029,18.081,-0.859893,0.203267,0.109615,10.3992,24.5438,-49.95,200.976,20,1.90525,1.80947,-0.738048,-0.0058956,-0.000511175,-3.03732,0.355972,-5.6946,
Sun Sep 23 20:21:53 2018,200985808,681.351,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5124,9996,48,8,48,994,-13.1011,29.3098,-56.0004,-1.09296,0.308625,0.485286,10.3992,24.5438,-49.95,200.986,20,1.7033,1.82967,-0.734464,-0.000107855,2.29493e-05,-3.03733,0.355972,3.26309,
Sun Sep 23 20:21:53 2018,200995809,681.351,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5124,9996,48,8,48,994,-12.8425,35.008,-23.3913,4.00787,-0.737507,-0.242643,10.3992,24.5438,-49.95,200.996,20,1.81345,1.81865,-0.730872,-0.000395746,6.5851e-05,-3.03733,0.355973,3.96707,
Sun Sep 23 20:21:53 2018,201005810,681.351,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5128,9996,66,18,48,994,13.8193,-11.4586,44.3454,1.84111,-0.442717,-0.0478901,10.3992,24.5438,-49.95,201.006,20,2.72163,1.72784,-0.72727,-0.0189778,-0.000818154,-3.03752,0.355964,-11.5589,
Sun Sep 23 20:21:53 2018,201015811,681.716,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5128,9996,66,18,48,994,1.38864,9.68215,3.10289,0.478901,0.707709,0.533176,10.3992,24.5438,-49.95,201.016,20,3.88612,1.61139,-0.72366,-0.00472202,-0.000413283,-3.03757,0.35596,-5.0189,
Sun Sep 23 20:21:53 2018,201025812,681.716,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5170,9996,48,8,46,1088,-20.5279,2.65756,23.3195,6.63863,-0.559782,-0.195817,10.3992,24.5438,-49.95,201.026,20,4.92778,1.50722,-0.720043,-0.000574175,-0.000180707,-3.03757,0.355958,-0.918188,
Sun Sep 23 20:21:53 2018,201035813,681.716,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5170,9996,48,8,46,1088,15.9262,-18.4401,39.2745,3.75245,-0.771563,-0.164955,10.3992,24.5438,-49.95,201.036,20,7.3018,1.26982,-0.71642,-0.0488275,-0.000933958,-3.03806,0.355949,-19.7166,
Sun Sep 23 20:21:53 2018,201045814,681.716,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5158,9996,48,8,80,1086,1.79086,-4.6256,-21.5143,1.85707,0.734315,0.520406,10.3992,24.5438,-49.95,201.046,20,9.05345,1.09465,-0.712794,-0.0167556,-0.00048879,-3.03823,0.355944,-11.0112,
Sun Sep 23 20:21:53 2018,201055815,681.716,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5158,9996,48,8,80,1086,7.00543,-30.6601,67.9762,4.80178,0.295854,0.0893948,10.3992,24.5438,-49.95,201.056,20,11.3192,0.868078,-0.709166,-0.00476569,-0.00022277,-3.03828,0.355942,-5.33331,
Sun Sep 23 20:21:53 2018,201065816,681.716,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5116,9996,48,8,0,940,2.57137,2.78685,6.50744,3.64071,-0.827967,0.0117065,10.3992,24.5438,-49.95,201.066,20,13.8728,0.612722,-0.705539,-0.0264449,-0.000337446,-3.03854,0.355939,-14.3723,
Sun Sep 23 20:21:53 2018,201075817,681.637,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5116,9996,48,8,0,940,-10.2951,9.25598,-37.9864,2.62863,-0.531048,0.346937,10.3992,24.5438,-49.95,201.076,20,16.3322,0.36678,-0.701915,-0.0158102,-0.000159279,-3.0387,0.355937,-10.9325,
Sun Sep 23 20:21:53 2018,201085818,681.637,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5118,9996,48,8,100,920,-11.1282,10.3334,-28.807,3.25653,-0.469323,0.286276,10.3992,24.5438,-49.95,201.086,20,18.58,0.141999,-0.698296,-0.00874528,-4.72421e-05,-3.03879,0.355937,-7.93731,
Sun Sep 23 20:21:53 2018,201095819,681.637,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5118,9996,48,8,100,920,-5.09486,-4.45322,-4.64475,2.87447,-0.619379,0.168147,10.3992,24.5438,-49.95,201.096,20,20.9427,-0.094271,-0.694685,-0.0128672,3.72485e-05,-3.03891,0.355937,-9.92986,
Sun Sep 23 20:21:53 2018,201105820,681.637,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5116,9996,48,18,80,944,1.25456,-5.59764,28.8358,3.75671,-0.35013,-0.125578,10.3992,24.5438,-49.95,201.106,20,23.5248,-0.352484,-0.691085,-0.0102491,0.00012568,-3.03902,0.355938,-8.86103,
Sun Sep 23 20:21:53 2018,201115821,681.733,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5116,9996,48,18,80,944,3.56736,-19.7091,49.4451,4.22391,-0.141542,-0.417176,10.3992,24.5438,-49.95,201.116,20,25.8788,-0.587884,-0.687496,-0.0166956,0.000261268,-3.03918,0.355941,-11.6266,
Sun Sep 23 20:21:53 2018,201125822,681.733,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5124,9996,66,8,72,966,-5.42526,-4.99909,-12.0141,1.0589,-0.177725,-0.154313,10.3992,24.5438,-49.95,201.126,20,27.6874,-0.768744,-0.683923,-0.0207302,0.000377286,-3.03939,0.355945,-13.1117,
Sun Sep 23 20:21:53 2018,201135823,681.733,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5124,9996,66,8,72,966,2.55222,-8.04452,19.3739,1.34199,-0.188368,-0.394827,10.3992,24.5438,-49.95,201.136,20,29.0952,-0.909524,-0.680366,-0.00184172,0.000158191,-3.03941,0.355946,-3.54218,
Sun Sep 23 20:21:53 2018,201145824,681.733,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5122,9996,66,18,64,974,-2.30322,7.44118,10.9654,1.16852,-0.147927,-0.0383121,10.3992,24.5438,-49.95,201.146,20,30.575,-1.0575,-0.676827,-0.00270922,0.00021349,-3.03944,0.355948,-4.4553,
Sun Sep 23 20:21:53 2018,201155825,681.733,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5122,9996,66,18,64,974,0.565032,9.13148,16.4338,0.978022,0.238386,0.320332,10.3992,24.5438,-49.95,201.156,20,31.3797,-1.13797,-0.673307,-0.00215221,0.000209594,-3.03946,0.35595,-3.95672,
Sun Sep 23 20:21:53 2018,201165826,681.733,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5144,9996,48,8,62,978,-4.7501,-10.7021,11.8082,-0.394827,-0.376735,0.214973,10.3992,24.5438,-49.95,201.166,20,32.0278,-1.20278,-0.669807,-0.00161161,0.000198197,-3.03947,0.355952,-3.4008,
Sun Sep 23 20:21:53 2018,201175827,682.454,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5144,9996,48,8,62,978,-0.507571,-19.8575,10.9607,-1.13127,-0.289469,-0.337359,10.3992,24.5438,-49.95,201.176,20,32.2142,-1.22142,-0.666329,0.000107196,3.31618e-05,-3.03947,0.355953,0.765298,
Sun Sep 23 20:21:53 2018,201185828,682.454,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,8,58,982,3.62961,-2.03507,13.8098,-1.77406,0.326717,-0.160698,10.3992,24.5438,-49.95,201.186,20,31.873,-1.1873,-0.66287,-0.000529887,-5.5613e-05,-3.03948,0.355952,3.01585,
Sun Sep 23 20:21:53 2018,201195829,682.454,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,8,58,982,-5.73651,10.1801,10.4196,-2.11142,-0.0478901,0.319267,10.3992,24.5438,-49.95,201.196,20,30.9725,-1.09725,-0.659433,-0.00197742,-0.000122302,-3.0395,0.355951,5.00169,
Sun Sep 23 20:21:53 2018,201205830,682.454,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5124,9996,70,8,8,966,-1.97761,-13.2735,5.24809,-3.95785,-0.426754,-0.0148991,10.3992,24.5438,-49.95,201.206,20,29.8402,-0.984015,-0.656014,-0.00307298,-0.000143214,-3.03953,0.35595,6.06747,
Sun Sep 23 20:21:53 2018,201215831,681.724,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5124,9996,70,8,8,966,5.26724,-2.66714,8.81545,-4.01638,0.694938,-0.34268,10.3992,24.5438,-49.95,201.216,20,27.7891,-0.778905,-0.652614,-0.0130816,-0.000257447,-3.03966,0.355947,11.7533,
Sun Sep 23 20:21:53 2018,201225832,681.724,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5104,9996,48,18,116,912,-3.40455,15.1505,4.69264,-4.24413,0.441653,0.117065,10.3992,24.5438,-49.95,201.226,20,25.8943,-0.589433,-0.64923,-0.0135238,-0.000198471,-3.0398,0.355945,11.9992,
Sun Sep 23 20:21:53 2018,201235833,681.724,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5104,9996,48,18,116,912,-13.2543,29.0943,-28.06,-4.66875,-0.032991,0.526791,10.3992,24.5438,-49.95,201.236,20,23.1207,-0.312075,-0.64586,-0.0152715,-0.000112293,-3.03995,0.355944,12.7908,
Sun Sep 23 20:21:53 2018,201245834,681.724,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,8,82,950,-4.48673,30.325,-21.8303,-5.09338,0.487415,0.504442,10.3992,24.5438,-49.95,201.246,20,20.4657,-0.0465667,-0.642501,-0.0187976,-1.87489e-05,-3.04014,0.355944,14.1771,
Sun Sep 23 20:21:53 2018,201255835,681.724,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,8,82,950,0,5.28161,32.475,-4.21433,0.601287,0.120257,10.3992,24.5438,-49.95,201.256,20,18.0051,0.199487,-0.639152,-0.0226871,8.88559e-05,-3.04036,0.355945,15.5567,
Sun Sep 23 20:21:53 2018,201265836,681.724,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5134,9996,48,46,70,968,5.09965,-5.43005,34.6824,-5.64784,0.869471,0.105358,10.3992,24.5438,-49.95,201.266,20,16.0176,0.39824,-0.63581,-0.0150811,0.000142511,-3.04051,0.355946,12.9555,
Sun Sep 23 20:21:53 2018,201275837,682.68,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5134,9996,48,46,70,968,-2.3128,-4.66869,-7.50343,-7.23779,0.600222,0.363965,10.3992,24.5438,-49.95,201.276,20,13.6378,0.636216,-0.632472,-0.028326,0.000319085,-3.0408,0.355949,17.4004,
Sun Sep 23 20:21:53 2018,201285838,682.68,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,18,62,984,-2.75333,6.29196,-30.0041,-2.6744,0.0553397,-0.0734315,10.3992,24.5438,-49.95,201.286,20,11.4726,0.852741,-0.629136,-0.047832,0.000563547,-3.04128,0.355955,22.3156,
Sun Sep 23 20:21:53 2018,201295839,682.68,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5126,9996,48,18,62,984,-3.03585,20.9541,-11.7555,0.571488,-0.204331,-0.61725,10.3992,24.5438,-49.95,201.296,20,9.94053,1.00595,-0.6258,-0.00547875,0.000206078,-3.04133,0.355957,8.49179,
Sun Sep 23 20:21:53 2018,201305840,682.68,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5130,9996,68,18,56,988,16.1465,-1.97761,61.4065,-1.92625,-0.0798168,-0.343744,10.3992,24.5438,-49.95,201.306,20,8.70465,1.12953,-0.622464,-0.00068233,-0.000134861,-3.04134,0.355956,-1.33603,
Sun Sep 23 20:21:53 2018,201315841,681.794,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5130,9996,68,18,56,988,-4.86502,9.19373,-9.14106,-4.19836,0.351194,0.432075,10.3992,24.5438,-49.95,201.316,20,7.46435,1.25356,-0.619125,-0.00251784,0.000163856,-3.04136,0.355957,6.30463,
Sun Sep 23 20:21:53 2018,201325842,681.794,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5150,9996,48,8,32,1070,-14.1162,1.55623,32.767,1.67296,-0.455488,-0.391635,10.3992,24.5438,-49.95,201.326,20,5.96279,1.40372,-0.615782,-0.015041,0.000502894,-3.04151,0.355962,13.2691,
Sun Sep 23 20:21:53 2018,201335843,681.794,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5150,9996,48,8,32,1070,3.54342,-0.823605,35.2857,1.12914,-0.266056,-0.376735,10.3992,24.5438,-49.95,201.336,20,5.74731,1.42527,-0.612434,-0.00382338,-0.00032573,-3.04155,0.355959,-4.58106,
Sun Sep 23 20:21:53 2018,201345844,681.794,1518,1514,1088,1514,1940,1514,0.18779,-7.62939e-06,0.0999999,-2.38419e-07,20,-1.19209e-07,5130,9996,48,18,6,970,11.3389,1.05824,28.3043,-0.155377,0.424625,-0.0244772,10.3992,24.5438,-49.95,201.346,20,5.38879,1.46112,-0.609082,-0.0019627,-0.000253975,-3.04157,0.355956,-2.91427,
