today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],time,angDes,angAct,rateDes,rateDes_f,Kp1D,Kp2D,Kp1,Kp2,mRac
Sun Sep 23 20:13:16 2018,13491295,682.333,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5158,9996,74,44,0,1080,-0.464475,-0.445322,9.96467,-0.163891,-0.0404405,0.0468259,16.8539,6.13594,-57.5813,13.4913,-1.90735e-06,40.1941,-32.8157,-9.58961,0.00115865,0.0310674,-7.61177e-06,0.0208074,-0.682809,
Sun Sep 23 20:13:16 2018,13501296,682.333,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,8,0,1080,0.430956,0.651223,10.161,-0.177725,0.0244772,0.0925875,16.8539,6.13594,-57.5813,13.5013,-1.90735e-06,40.8562,-33.3563,-9.64879,0.00155449,0.0316381,7.93308e-06,0.0211238,-0.704613,
Sun Sep 23 20:13:16 2018,13511297,682.333,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,8,0,1080,0.0957681,0.512359,10.8026,-0.277763,0.0234129,0.0681104,16.8539,6.13594,-57.5813,13.5113,-1.90735e-06,41.6431,-33.9988,-9.70837,0.00169384,0.032403,2.48715e-05,0.0214478,-0.729204,
Sun Sep 23 20:13:16 2018,13521298,682.333,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,8,0,1080,-0.603339,0.531513,10.3094,-0.252221,-0.0319267,-0.0500185,16.8539,6.13594,-57.5813,13.5213,-1.90735e-06,42.4246,-34.6368,-9.76838,0.00263614,0.0328725,5.12329e-05,0.0217765,-0.754285,
Sun Sep 23 20:13:16 2018,13531299,682.333,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,8,0,1080,0.268151,0.0670376,11.2432,-0.335231,-0.0489543,-0.0851379,16.8539,6.13594,-57.5813,13.5313,-1.90735e-06,42.9152,-35.0374,-9.82884,0.00241543,0.0335539,7.53871e-05,0.0221121,-0.774768,
Sun Sep 23 20:13:16 2018,13541300,682.949,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5136,9996,72,16,48,1006,0.177171,-0.129287,9.38048,-0.42569,-0.00957802,-0.0106422,16.8539,6.13594,-57.5813,13.5413,-1.90735e-06,43.2529,-35.3131,-9.88974,0.00320297,0.0337399,0.000107417,0.0224495,-0.792796,
Sun Sep 23 20:13:16 2018,13551301,682.949,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5136,9996,72,16,48,1006,-0.45011,-1.46046,9.18416,-0.715159,-0.0468259,-0.100037,16.8539,6.13594,-57.5813,13.5513,-1.90735e-06,43.7945,-35.7552,-9.95111,0.00405488,0.0340584,0.000147966,0.0227901,-0.814927,
Sun Sep 23 20:13:16 2018,13561302,682.949,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5152,9996,48,8,44,1012,0.186748,-1.36469,8.50899,-1.01633,-0.0148991,-0.17879,16.8539,6.13594,-57.5813,13.5613,-1.90735e-06,44.2313,-36.1119,-10.013,0.0066494,0.0335761,0.00021446,0.0231258,-0.83527,
Sun Sep 23 20:13:16 2018,13571303,682.949,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5146,9996,48,8,42,1026,-0.497994,-2.13563,9.46667,-1.47395,-0.0755599,-0.120257,16.8539,6.13594,-57.5813,13.5713,-1.90735e-06,44.2376,-36.117,-10.0753,0.0092069,0.0327181,0.000306529,0.023453,-0.847364,
Sun Sep 23 20:13:16 2018,13581304,682.063,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5146,9996,48,8,42,1026,0.344765,-2.37505,8.96868,-1.8741,0.00851379,0.0478901,16.8539,6.13594,-57.5813,13.5813,-1.90735e-06,44.1976,-36.0843,-10.1381,0.0127705,0.0312638,0.000434233,0.0237656,-0.858208,
Sun Sep 23 20:13:16 2018,13591305,682.063,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,66,18,38,1016,-0.00957681,-3.08852,8.63349,-2.33491,-0.0138349,0.173469,12.1922,15.5203,-50.9906,13.5913,-1.90735e-06,44.4203,-36.2661,-10.2013,0.015606,0.0301995,0.000590293,0.0240676,-0.873946,
Sun Sep 23 20:13:16 2018,13601306,682.063,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,66,18,38,1016,0.215478,-4.42448,9.17458,-2.71696,0.0500185,0.262863,12.1922,15.5203,-50.9906,13.6013,-1.90735e-06,44.9421,-36.6921,-10.265,0.0185161,0.0290972,0.000775454,0.0243586,-0.89558,
Sun Sep 23 20:13:16 2018,13611307,682.063,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,66,18,38,1016,0.59855,-5.47315,10.1275,-3.2544,0.0659819,0.196881,12.1922,15.5203,-50.9906,13.6113,-1.90735e-06,45.5538,-37.1915,-10.3292,0.0206822,0.0283111,0.000982276,0.0246417,-0.919132,
Sun Sep 23 20:13:16 2018,13621308,682.063,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,74,18,38,1014,1.2402,-4.84108,11.9423,-3.81312,0.140478,0.209652,12.1922,15.5203,-50.9906,13.6213,-1.90735e-06,45.8689,-37.4488,-10.3939,0.0232347,0.0267365,0.00121462,0.0249091,-0.936769,
Sun Sep 23 20:13:16 2018,13631309,682.063,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,74,18,38,1014,1.65679,-7.12514,9.54329,-4.46442,0.139413,0.292662,12.1922,15.5203,-50.9906,13.6313,-1.90735e-06,45.9325,-37.5008,-10.459,0.0253417,0.0249227,0.00146804,0.0251583,-0.949054,
Sun Sep 23 20:13:16 2018,13641310,682.489,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5136,9996,48,8,48,1002,1.17316,-8.24084,7.67581,-5.10828,0.147927,0.275634,12.1922,15.5203,-50.9906,13.6413,-1.90735e-06,45.9422,-37.5086,-10.5247,0.0270555,0.0227312,0.00173859,0.0253856,-0.959942,
Sun Sep 23 20:13:16 2018,13651311,682.489,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,48,8,48,1004,1.54665,-8.60955,6.23929,-5.80215,0.0798168,0.15112,12.1922,15.5203,-50.9906,13.6513,-1.90735e-06,45.7238,-37.3304,-10.5908,0.0280062,0.0204665,0.00201866,0.0255903,-0.965607,
Sun Sep 23 20:13:16 2018,13661312,682.489,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,48,8,48,1004,1.13485,-9.58638,9.05966,-6.5088,0.0223487,0.0255414,12.1922,15.5203,-50.9906,13.6613,-1.90735e-06,44.9211,-36.675,-10.6574,0.0281708,0.0178066,0.00230036,0.0257684,-0.958403,
Sun Sep 23 20:13:16 2018,13671313,682.489,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,68,8,62,994,-0.42138,-7.16345,21.6292,-7.24205,0.0755599,-0.0446974,12.1922,15.5203,-50.9906,13.6713,-1.90735e-06,43.5104,-35.5233,-10.7244,0.0274384,0.0149752,0.00257475,0.0259181,-0.937455,
Sun Sep 23 20:13:16 2018,13681314,682.793,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,68,8,62,994,-0.924162,-11.971,8.32703,-7.64964,-0.145799,0.0500185,12.1922,15.5203,-50.9906,13.6813,-1.90735e-06,41.4893,-33.8732,-10.7918,0.0257072,0.012024,0.00283182,0.0260383,-0.902509,
Sun Sep 23 20:13:16 2018,13691315,682.793,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,68,8,62,994,-2.92571,-12.2823,13.7762,-8.31904,-0.0478901,0.166019,12.1922,15.5203,-50.9906,13.6913,-1.90735e-06,39.3797,-32.1508,-10.8595,0.0245539,0.0103198,0.00307736,0.0261415,-0.864012,
Sun Sep 23 20:13:16 2018,13701316,682.793,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5126,9996,74,16,58,1000,2.46603,-11.0229,22.9795,-9.26727,0.353322,0.0798168,12.1922,15.5203,-50.9906,13.7013,-1.90735e-06,37.0983,-30.2883,-10.9274,0.0216989,0.0079002,0.00329435,0.0262205,-0.82158,
Sun Sep 23 20:13:16 2018,13711317,682.793,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5126,9996,74,16,58,1000,-2.42293,-19.1728,0.153229,-9.63123,0.032991,0.127707,12.1922,15.5203,-50.9906,13.7113,-1.90735e-06,34.5591,-28.2152,-10.9955,0.0160156,0.00487613,0.00345451,0.0262693,-0.773207,
Sun Sep 23 20:13:16 2018,13721318,682.793,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5148,9996,48,18,32,1024,-0.852336,-10.2472,22.4959,-10.6646,0.279891,0.169212,12.1922,15.5203,-50.9906,13.7213,-1.90735e-06,31.6023,-25.8011,-11.0636,0.0137956,0.00369571,0.00359246,0.0263063,-0.713332,
Sun Sep 23 20:13:16 2018,13731319,682.793,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5152,9996,48,8,14,1054,1.27372,-10.9128,14.2216,-10.9402,0.318203,0.227744,12.1922,15.5203,-50.9906,13.7313,-1.90735e-06,28.3785,-23.1691,-11.1317,0.00498187,0.00108233,0.00364228,0.0263171,-0.648588,
Sun Sep 23 20:13:16 2018,13741320,683.219,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5152,9996,48,8,14,1054,-5.28161,-11.746,4.35745,-11.2222,0.052147,0.313946,12.1922,15.5203,-50.9906,13.7413,-1.90735e-06,25.3967,-20.7347,-11.1997,0.00283899,0.000538066,0.00367067,0.0263225,-0.585946,
Sun Sep 23 20:13:16 2018,13751321,683.219,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5152,9996,48,8,14,1054,0.54109,-8.0924,23.0035,-12.1896,0.571488,0.27457,12.1922,15.5203,-50.9906,13.7513,-1.90735e-06,22.4638,-18.3402,-11.2675,0.000507774,8.29838e-05,0.00367575,0.0263233,-0.524024,
Sun Sep 23 20:13:16 2018,13761322,683.219,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,74,18,0,1074,-0.110133,-9.76355,22.4911,-12.2545,0.537433,0.153248,12.1922,15.5203,-50.9906,13.7613,-1.90735e-06,19.2928,-15.7512,-11.3349,-0.0104184,-0.00134624,0.00357156,0.0263098,-0.457949,
Sun Sep 23 20:13:16 2018,13771323,683.219,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,74,18,0,1074,-0.972046,-12.2679,16.7977,-12.6164,0.566167,0.172404,12.1922,15.5203,-50.9906,13.7713,-1.90735e-06,15.581,-12.7208,-11.4019,-0.0104482,-0.00108457,0.00346708,0.026299,-0.377032,
Sun Sep 23 20:13:16 2018,13781324,682.289,1518,1515,1524,1514,1088,1514,0.18779,0.0469437,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5178,9996,48,18,0,1080,0.186748,-9.94551,13.9055,-12.8175,0.602351,0.147927,12.1922,15.5203,-50.9906,13.7813,-1.90735e-06,11.1925,-9.13789,-11.4684,-0.0144832,-0.001049,0.00332225,0.0262885,-0.282136,
Sun Sep 23 20:13:16 2018,13791325,682.289,1518,1515,1524,1514,1088,1514,0.18779,0.0469437,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5162,9996,48,16,0,1088,0.833182,-9.45231,14.7579,-13.0953,0.588516,0.0862022,12.1922,15.5203,-50.9906,13.7913,-1.90735e-06,6.74595,-5.50761,-11.5342,-0.0164489,-0.000706801,0.00315776,0.0262814,-0.185223,
Sun Sep 23 20:13:16 2018,13801326,682.289,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5162,9996,48,16,0,1088,0.335188,-7.73327,8.55688,-13.4805,0.559782,0.118129,12.1922,15.5203,-50.9906,13.8013,-1.90735e-06,1.75079,-1.42941,-11.5992,-0.0195921,-0.000213856,0.00296184,0.0262793,-0.0763499,
Sun Sep 23 20:13:16 2018,13811327,682.289,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5162,9996,48,16,0,1088,0.995988,-12.0811,7.21612,-13.3656,0.529984,0.0542754,12.1922,15.5203,-50.9906,13.8113,-1.90735e-06,-3.78934,3.09374,-11.6631,-0.0244993,0.000562251,0.00271685,0.0262849,0.044694,
Sun Sep 23 20:13:16 2018,13821328,682.289,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5152,9996,74,16,0,1088,-0.56982,-8.26957,13.8481,-13.4305,0.41824,-0.0297983,12.1922,15.5203,-50.9906,13.8213,-1.90735e-06,-9.55071,7.7975,-11.726,-0.0219144,0.00127849,0.0024977,0.0262977,0.171673,
Sun Sep 23 20:13:16 2018,13831329,682.289,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5152,9996,74,16,0,1088,0.588974,-9.23204,8.96868,-13.7147,0.432075,0.0308625,12.1922,15.5203,-50.9906,13.8313,-1.90735e-06,-17.1683,14.0167,-11.7875,-0.0220668,0.002303,0.00227704,0.0263207,0.338348,
Sun Sep 23 20:13:16 2018,13841330,683.227,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,20,0,1086,0.54109,-8.0924,7.8051,-13.737,0.282019,0.0234129,12.1922,15.5203,-50.9906,13.8413,-1.90735e-06,-24.8051,20.2516,-11.8474,-0.0256087,0.00378148,0.00202095,0.0263586,0.506087,
Sun Sep 23 20:13:16 2018,13851331,683.227,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,8,0,1090,-0.320823,-7.01022,9.72525,-13.8285,0.271377,0.104294,12.1922,15.5203,-50.9906,13.8513,-1.90735e-06,-33.2939,27.1822,-11.9056,-0.0251587,0.0049783,0.00176936,0.0264083,0.693531,
Sun Sep 23 20:13:16 2018,13861332,683.227,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,8,0,1090,-0.0143652,-6.03818,8.8777,-13.7413,0.185175,0.148991,12.1922,15.5203,-50.9906,13.8613,-1.90735e-06,-42.6409,34.8134,-11.9616,-0.0258165,0.00649931,0.0015112,0.0264733,0.900729,
Sun Sep 23 20:13:16 2018,13871333,683.227,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,20,0,1090,0.92895,-6.14352,5.31513,-14.0243,0.181982,0.156441,12.1922,15.5203,-50.9906,13.8713,-1.90735e-06,-52.0273,42.4768,-12.0154,-0.0237158,0.007331,0.00127404,0.0265466,1.11011,
Sun Sep 23 20:13:16 2018,13881334,683.062,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,20,0,1090,0.0670376,-5.49709,13.3309,-13.8328,0.148991,0.273506,12.1922,15.5203,-50.9906,13.8813,-1.90735e-06,-62.3761,50.9258,-12.0665,-0.0274574,0.00997046,0.000999465,0.0266463,1.34297,
Sun Sep 23 20:13:16 2018,13891335,683.062,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5166,9996,72,20,0,1088,-0.0574608,-4.18028,4.01268,-14.4234,0.451231,0.429947,12.1922,15.5203,-50.9906,13.8913,-1.90735e-06,-75.322,61.4953,-12.1147,-0.0237661,0.0105655,0.000761803,0.026752,1.63458,
Sun Sep 23 20:13:16 2018,13901336,683.062,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5166,9996,72,20,0,1088,-1.05824,-1.01993,2.8491,-14.449,0.286276,0.223487,12.1922,15.5203,-50.9906,13.9013,-1.90735e-06,-92.3876,75.4282,-12.1595,-0.0326534,0.0170763,0.000435269,0.0269228,2.02446,
Sun Sep 23 20:13:16 2018,13911337,683.062,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5166,9996,72,20,0,1088,-1.04866,2.82037,8.73405,-14.6448,0.262863,-0.00212845,12.1922,15.5203,-50.9906,13.9113,-1.90735e-06,-114.396,93.3962,-12.2005,-0.0324886,0.0210002,0.000110383,0.0271328,2.5325,
Sun Sep 23 20:13:16 2018,13921338,683.062,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5152,9996,70,46,0,1088,-2.75333,3.91213,17.2718,-14.4713,0.309689,-0.104294,12.1922,15.5203,-50.9906,13.9213,-1.90735e-06,-132.254,107.977,-12.2369,-0.0352624,0.0259991,-0.000242241,0.0273928,2.96132,
Sun Sep 23 20:13:16 2018,13931339,683.062,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5152,9996,70,46,0,1088,-1.24977,-1.08697,8.85376,-14.3904,0.539562,0.0340552,12.1922,15.5203,-50.9906,13.9313,-1.90735e-06,-145.515,118.803,-12.2684,-0.031879,0.0261713,-0.000561031,0.0276545,3.29356,
Sun Sep 23 20:13:16 2018,13941340,681.151,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,46,0,1090,0.325611,3.16035,3.16513,-14.6341,0.645984,0.019156,12.1922,15.5203,-50.9906,13.9413,-1.90735e-06,-156.984,128.167,-12.2945,-0.0301618,0.0268633,-0.000862649,0.0279231,3.59123,
Sun Sep 23 20:13:16 2018,13951341,681.151,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,8,0,1092,3.95043,6.99586,5.09486,-15.145,0.776884,-0.0574681,12.1922,15.5203,-50.9906,13.9513,-1.90735e-06,-166.175,135.67,-12.3148,-0.0339415,0.0314666,-0.00120206,0.0282378,3.84862,
Sun Sep 23 20:13:16 2018,13961342,681.151,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,8,0,1092,-0.56982,8.44195,5.99508,-15.4408,0.439525,-0.262863,12.1922,15.5203,-50.9906,13.9613,-1.90735e-06,-172.847,141.118,-12.3292,-0.0426453,0.039736,-0.00162852,0.0286351,4.06559,
Sun Sep 23 20:13:16 2018,13971343,681.151,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,8,0,1092,0.0335188,10.4674,9.414,-15.7037,0.126643,-0.719416,12.1922,15.5203,-50.9906,13.9713,-1.90735e-06,-178.189,145.479,-12.3374,-0.0479196,0.0451486,-0.00210771,0.0290866,4.26405,
Sun Sep 23 20:13:16 2018,13981344,683.288,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,72,46,0,1090,4.2521,12.6462,11.2432,-15.7654,0.287341,-0.734315,19.7227,16.9641,27.75,13.9813,-1.90735e-06,179.081,-146.208,-12.3423,-0.0527871,-0.0491469,-0.00263558,0.0285951,-4.13944,
Sun Sep 23 20:13:16 2018,13991345,683.288,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,72,46,0,1090,6.61278,12.4307,19.1057,-16.3358,0.15112,-0.354387,19.7227,16.9641,27.75,13.9913,-1.90735e-06,177.526,-144.938,-12.3494,-0.0538543,-0.0495105,-0.00317413,0.0281,-4.02273,
Sun Sep 23 20:13:16 2018,14001346,683.288,1518,1515,1524,1514,1088,1514,0.18779,0.0469437,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5158,9996,72,20,4,1080,4.64954,13.3453,19.642,-16.3944,-0.157505,-0.207524,19.7227,16.9641,27.75,14.0013,-1.90735e-06,173.397,-141.567,-12.3618,-0.06492,-0.0562598,-0.00382333,0.0275374,-3.83593,
Sun Sep 23 20:13:16 2018,14011347,683.288,1518,1515,1524,1514,1088,1514,0.18779,0.0469437,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5112,9716,62,8,140,862,0.311246,17.5256,19.3451,-16.1847,-0.731122,-0.392699,19.7227,16.9641,27.75,14.0113,-1.90735e-06,167.374,-136.649,-12.379,-0.0658292,-0.0548695,-0.00448162,0.0269887,-3.61452,
Sun Sep 23 20:13:16 2018,14021348,683.288,1518,1515,1524,1514,1088,1514,0.18779,0.0469437,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5112,9716,62,8,140,862,-0.588974,13.872,27.0449,-16.8147,-0.783269,-0.491672,19.7227,16.9641,27.75,14.0213,-1.90735e-06,161.592,-131.929,-12.401,-0.0612384,-0.0499182,-0.005094,0.0264896,-3.4123,
Sun Sep 23 20:13:16 2018,14031349,683.288,1518,1515,1524,1514,1088,1514,0.18779,0.0469437,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5112,9716,62,8,140,862,-2.29843,7.69975,27.9882,-17.1596,-0.276698,-0.109615,19.7227,16.9641,27.75,14.0313,-1.90735e-06,155.867,-127.255,-12.4275,-0.0737704,-0.0558298,-0.00583171,0.0259313,-3.20182,
Sun Sep 23 20:13:16 2018,14041350,682.472,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,74,46,110,898,-5.67905,-2.94487,18.5024,-16.7115,-0.797104,0.325653,19.7227,16.9641,27.75,14.0414,-1.90735e-06,148.263,-121.046,-12.4582,-0.0806723,-0.0569077,-0.00663843,0.0253622,-2.95609,
Sun Sep 23 20:13:16 2018,14051351,682.472,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,74,46,110,898,0.263362,0.818817,25.2397,-17.2841,-0.448038,1.1185,19.7227,16.9641,27.75,14.0514,-1.90735e-06,137.397,-112.175,-12.493,-0.0704985,-0.0473218,-0.00734342,0.024889,-2.66921,
Sun Sep 23 20:13:16 2018,14061352,682.472,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5130,9996,48,8,90,944,4.5825,-2.37984,43.1866,-19.1528,0.316075,1.60911,19.7227,16.9641,27.75,14.0614,-1.90735e-06,124.735,-101.837,-12.5313,-0.0821478,-0.0484013,-0.00816489,0.024405,-2.34421,
Sun Sep 23 20:13:16 2018,14071353,682.472,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5130,9996,48,8,90,944,7.52258,0.344765,34.261,-19.123,0.632149,1.25366,19.7227,16.9641,27.75,14.0714,-1.90735e-06,112.994,-92.2522,-12.5727,-0.126028,-0.0607029,-0.00942517,0.0237979,-2.01489,
Sun Sep 23 20:13:16 2018,14081354,683.497,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5152,9996,48,8,74,964,-2.68629,-15.3085,19.733,-19.354,0.208588,0.500185,19.7227,16.9641,27.75,14.0814,-1.90735e-06,103.212,-84.2657,-12.617,-0.124416,-0.0548237,-0.0106693,0.0232497,-1.75512,
Sun Sep 23 20:13:16 2018,14091355,683.497,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5134,9996,48,8,68,970,3.93607,3.2609,40.4381,-21.011,0.698131,0.319267,19.7227,16.9641,27.75,14.0914,-1.90735e-06,94.8365,-77.4275,-12.6637,-0.129484,-0.0518013,-0.0119642,0.0227317,-1.5285,
Sun Sep 23 20:13:16 2018,14101356,683.497,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5134,9996,48,8,68,970,-5.08528,-15.5719,27.9786,-20.7641,0.456552,0.346937,6.45469,23.4609,-49.95,14.1014,-1.90735e-06,87.1389,-71.143,-12.7125,-0.174359,-0.0590378,-0.0137078,0.0221413,-1.28718,
Sun Sep 23 20:13:16 2018,14111357,683.497,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5134,9996,48,8,68,970,3.50511,-3.36146,48.9327,-21.3973,1.25366,0.330974,6.45469,23.4609,-49.95,14.1114,-1.90735e-06,79.0845,-64.5671,-12.7632,-0.166131,-0.0516594,-0.0153691,0.0216247,-1.07712,
