Time - pot	Amplitude - pot	Time - accel	Amplitude - accel	Time - Force	Amplitude - Force
0	1.12243	0	2.25763	0	0.882251
0.000488	1.12456	0.000488	2.25763	0.000488	0.882673
0.000977	1.12378	0.000977	2.25764	0.000977	0.881647
0.001465	1.12409	0.001465	2.25756	0.001465	0.88277
0.001953	1.12273	0.001953	2.25766	0.001953	0.881668
0.002441	1.12164	0.002441	2.25768	0.002441	0.88155
0.00293	1.11963	0.00293	2.25757	0.00293	0.882587
0.003418	1.12123	0.003418	2.25764	0.003418	0.880892
0.003906	1.12086	0.003906	2.25761	0.003906	0.881682
0.004395	1.12169	0.004395	2.25762	0.004395	0.882308
0.004883	1.12413	0.004883	2.25764	0.004883	0.882169
0.005371	1.12495	0.005371	2.25763	0.005371	0.88081
0.005859	1.12183	0.005859	2.25764	0.005859	0.88175
0.006348	1.12462	0.006348	2.25763	0.006348	0.881396
0.006836	1.12449	0.006836	2.25766	0.006836	0.880417
0.007324	1.12096	0.007324	2.25764	0.007324	0.881039
0.007812	1.12147	0.007812	2.25766	0.007812	0.881629
0.008301	1.11985	0.008301	2.25762	0.008301	0.88125
0.008789	1.12	0.008789	2.25761	0.008789	0.88243
0.009277	1.12286	0.009277	2.25761	0.009277	0.881707
0.009766	1.12358	0.009766	2.25769	0.009766	0.880431
0.010254	1.12374	0.010254	2.25771	0.010254	0.881525
0.010742	1.12393	0.010742	2.25763	0.010742	0.88209
0.01123	1.1208	0.01123	2.25768	0.01123	0.882652
0.011719	1.11974	0.011719	2.25763	0.011719	0.882466
0.012207	1.12169	0.012207	2.25767	0.012207	0.881432
0.012695	1.12337	0.012695	2.25762	0.012695	0.881032
0.013184	1.11988	0.013184	2.25763	0.013184	0.881554
0.013672	1.12154	0.013672	2.25765	0.013672	0.881039
0.01416	1.1223	0.01416	2.25763	0.01416	0.881514
0.014648	1.12301	0.014648	2.25764	0.014648	0.881865
0.015137	1.12088	0.015137	2.25765	0.015137	0.881654
0.015625	1.1214	0.015625	2.25764	0.015625	0.881246
0.016113	1.12007	0.016113	2.25762	0.016113	0.88125
0.016602	1.12157	0.016602	2.25765	0.016602	0.880728
0.01709	1.12526	0.01709	2.25767	0.01709	0.880942
0.017578	1.12495	0.017578	2.25762	0.017578	0.881117
0.018066	1.12177	0.018066	2.25765	0.018066	0.881421
0.018555	1.11866	0.018555	2.25763	0.018555	0.881067
0.019043	1.12027	0.019043	2.25764	0.019043	0.881843
0.019531	1.12081	0.019531	2.25759	0.019531	0.881253
0.02002	1.12298	0.02002	2.25761	0.02002	0.880524
0.020508	1.12365	0.020508	2.25763	0.020508	0.881668
0.020996	1.12062	0.020996	2.25762	0.020996	0.881929
0.021484	1.11961	0.021484	2.25761	0.021484	0.880982
0.021973	1.12163	0.021973	2.25769	0.021973	0.882176
0.022461	1.12168	0.022461	2.25767	0.022461	0.881486
0.022949	1.11842	0.022949	2.25763	0.022949	0.881307
0.023437	1.12081	0.023437	2.25762	0.023437	0.880939
0.023926	1.12271	0.023926	2.25755	0.023926	0.880481
0.024414	1.12371	0.024414	2.25763	0.024414	0.881193
0.024902	1.12233	0.024902	2.2576	0.024902	0.880853
0.025391	1.12178	0.025391	2.25762	0.025391	0.881246
0.025879	1.11927	0.025879	2.25769	0.025879	0.880771
0.026367	1.12012	0.026367	2.2576	0.026367	0.881421
0.026855	1.12213	0.026855	2.25765	0.026855	0.880442
0.027344	1.11962	0.027344	2.25771	0.027344	0.882623
0.027832	1.12194	0.027832	2.25767	0.027832	0.881997
0.02832	1.11968	0.02832	2.25764	0.02832	0.881429
0.028809	1.12104	0.028809	2.25764	0.028809	0.882108
0.029297	1.12147	0.029297	2.25764	0.029297	0.880488
0.029785	1.11978	0.029785	2.25762	0.029785	0.881221
0.030273	1.12209	0.030273	2.25765	0.030273	0.881067
0.030762	1.12192	0.030762	2.25768	0.030762	0.882137
0.03125	1.12123	0.03125	2.25765	0.03125	0.880785
0.031738	1.12348	0.031738	2.25765	0.031738	0.880635
0.032227	1.11859	0.032227	2.25775	0.032227	0.880452
0.032715	1.12082	0.032715	2.25765	0.032715	0.881218
0.033203	1.12316	0.033203	2.25764	0.033203	0.882401
0.033691	1.11905	0.033691	2.25769	0.033691	0.880198
0.03418	1.11981	0.03418	2.25757	0.03418	0.880939
0.034668	1.12093	0.034668	2.25769	0.034668	0.879912
0.035156	1.12019	0.035156	2.25767	0.035156	0.880188
0.035645	1.12324	0.035645	2.25763	0.035645	0.880788
0.036133	1.12123	0.036133	2.25763	0.036133	0.881632
0.036621	1.12306	0.036621	2.25761	0.036621	0.880542
0.037109	1.12128	0.037109	2.25768	0.037109	0.881078
0.037598	1.12296	0.037598	2.25764	0.037598	0.881282
0.038086	1.12586	0.038086	2.25765	0.038086	0.882298
0.038574	1.12323	0.038574	2.25765	0.038574	0.880685
0.039062	1.11884	0.039062	2.25761	0.039062	0.880388
0.039551	1.12158	0.039551	2.25761	0.039551	0.881722
0.040039	1.12096	0.040039	2.25765	0.040039	0.880456
0.040527	1.12188	0.040527	2.25766	0.040527	0.880417
0.041016	1.12255	0.041016	2.25771	0.041016	0.880724
0.041504	1.12271	0.041504	2.25767	0.041504	0.880599
0.041992	1.12129	0.041992	2.25764	0.041992	0.880585
0.04248	1.12289	0.04248	2.25772	0.04248	0.880778
0.042969	1.12309	0.042969	2.25769	0.042969	0.88022
0.043457	1.1239	0.043457	2.25765	0.043457	0.88008
0.043945	1.12345	0.043945	2.25763	0.043945	0.881446
0.044434	1.12054	0.044434	2.25764	0.044434	0.881278
0.044922	1.12521	0.044922	2.25763	0.044922	0.8811
0.04541	1.1216	0.04541	2.25765	0.04541	0.880527
0.045898	1.12241	0.045898	2.2577	0.045898	0.881286
0.046387	1.12173	0.046387	2.25771	0.046387	0.880839
0.046875	1.12134	0.046875	2.25765	0.046875	0.880931
0.047363	1.12367	0.047363	2.25766	0.047363	0.880746
0.047852	1.12234	0.047852	2.25767	0.047852	0.880238
0.04834	1.12154	0.04834	2.2577	0.04834	0.88008
0.048828	1.12226	0.048828	2.25766	0.048828	0.880603
0.049316	1.12458	0.049316	2.25763	0.049316	0.881529
0.049805	1.12414	0.049805	2.2577	0.049805	0.881318
0.050293	1.12023	0.050293	2.25762	0.050293	0.88091
0.050781	1.12115	0.050781	2.25771	0.050781	0.881375
0.05127	1.11872	0.05127	2.25768	0.05127	0.880749
0.051758	1.12155	0.051758	2.2576	0.051758	0.880924
0.052246	1.1193	0.052246	2.25762	0.052246	0.880524
0.052734	1.11743	0.052734	2.25761	0.052734	0.880788
0.053223	1.12035	0.053223	2.25766	0.053223	0.880892
0.053711	1.12215	0.053711	2.25763	0.053711	0.879912
0.054199	1.12327	0.054199	2.25764	0.054199	0.880778
0.054687	1.1219	0.054687	2.25764	0.054687	0.881568
0.055176	1.1224	0.055176	2.25764	0.055176	0.880313
0.055664	1.1232	0.055664	2.25764	0.055664	0.88066
0.056152	1.12381	0.056152	2.25768	0.056152	0.880735
0.056641	1.12315	0.056641	2.2576	0.056641	0.881396
0.057129	1.11939	0.057129	2.25769	0.057129	0.880206
0.057617	1.12192	0.057617	2.25761	0.057617	0.881078
0.058105	1.12218	0.058105	2.25763	0.058105	0.880166
0.058594	1.12521	0.058594	2.25763	0.058594	0.881611
0.059082	1.12372	0.059082	2.25761	0.059082	0.881418
0.05957	1.12364	0.05957	2.2577	0.05957	0.880163
0.060059	1.12366	0.060059	2.25761	0.060059	0.880799
0.060547	1.1192	0.060547	2.25773	0.060547	0.879977
0.061035	1.12247	0.061035	2.25769	0.061035	0.881496
0.061523	1.12255	0.061523	2.25763	0.061523	0.8813
0.062012	1.12185	0.062012	2.2576	0.062012	0.881082
0.0625	1.12293	0.0625	2.25763	0.0625	0.881675
0.062988	1.11937	0.062988	2.25762	0.062988	0.881185
0.063477	1.12054	0.063477	2.25766	0.063477	0.879633
0.063965	1.12237	0.063965	2.25764	0.063965	0.8816
