Time - pot	Amplitude - pot	Time - accel	Amplitude - accel	Time - Force	Amplitude - Force
0	1.1211	0	2.2749	0	0.580634
0.000488	1.12029	0.000488	2.27496	0.000488	0.582104
0.000977	1.12107	0.000977	2.27495	0.000977	0.582851
0.001465	1.12133	0.001465	2.27486	0.001465	0.581889
0.001953	1.12233	0.001953	2.27489	0.001953	0.581893
0.002441	1.12283	0.002441	2.27487	0.002441	0.582065
0.00293	1.12216	0.00293	2.27489	0.00293	0.582243
0.003418	1.12289	0.003418	2.27488	0.003418	0.581453
0.003906	1.12249	0.003906	2.27488	0.003906	0.582369
0.004395	1.12269	0.004395	2.27493	0.004395	0.582748
0.004883	1.12137	0.004883	2.27491	0.004883	0.582637
0.005371	1.12372	0.005371	2.27492	0.005371	0.582905
0.005859	1.11976	0.005859	2.27492	0.005859	0.581646
0.006348	1.11844	0.006348	2.27493	0.006348	0.581614
0.006836	1.11961	0.006836	2.27491	0.006836	0.582143
0.007324	1.12061	0.007324	2.2749	0.007324	0.581439
0.007812	1.12066	0.007812	2.27487	0.007812	0.582923
0.008301	1.12091	0.008301	2.27489	0.008301	0.582336
0.008789	1.1218	0.008789	2.27488	0.008789	0.58209
0.009277	1.11936	0.009277	2.27487	0.009277	0.581707
0.009766	1.12178	0.009766	2.2749	0.009766	0.583988
0.010254	1.12355	0.010254	2.27487	0.010254	0.582386
0.010742	1.12162	0.010742	2.27487	0.010742	0.581432
0.01123	1.12114	0.01123	2.27494	0.01123	0.581868
0.011719	1.12273	0.011719	2.27488	0.011719	0.58347
0.012207	1.12259	0.012207	2.27493	0.012207	0.582487
0.012695	1.11881	0.012695	2.27489	0.012695	0.582719
0.013184	1.12201	0.013184	2.27491	0.013184	0.582322
0.013672	1.12099	0.013672	2.27494	0.013672	0.581424
0.01416	1.12351	0.01416	2.27487	0.01416	0.582351
0.014648	1.12243	0.014648	2.27487	0.014648	0.581818
0.015137	1.12408	0.015137	2.27494	0.015137	0.582326
0.015625	1.11936	0.015625	2.27491	0.015625	0.582351
0.016113	1.12005	0.016113	2.27486	0.016113	0.58209
0.016602	1.12058	0.016602	2.27487	0.016602	0.582075
0.01709	1.11891	0.01709	2.27493	0.01709	0.581814
0.017578	1.11897	0.017578	2.27497	0.017578	0.582687
0.018066	1.11981	0.018066	2.27489	0.018066	0.581725
0.018555	1.12546	0.018555	2.27493	0.018555	0.582165
0.019043	1.12552	0.019043	2.27493	0.019043	0.58204
0.019531	1.12195	0.019531	2.27495	0.019531	0.582183
0.02002	1.12053	0.02002	2.27488	0.02002	0.582923
0.020508	1.11975	0.020508	2.27495	0.020508	0.583427
0.020996	1.11983	0.020996	2.27493	0.020996	0.582769
0.021484	1.11931	0.021484	2.27496	0.021484	0.582694
0.021973	1.12335	0.021973	2.27494	0.021973	0.582301
0.022461	1.12142	0.022461	2.27499	0.022461	0.583434
0.022949	1.12059	0.022949	2.27492	0.022949	0.582293
0.023437	1.12333	0.023437	2.27493	0.023437	0.582304
0.023926	1.12422	0.023926	2.27494	0.023926	0.581274
0.024414	1.12282	0.024414	2.27493	0.024414	0.582265
0.024902	1.12203	0.024902	2.27494	0.024902	0.582851
0.025391	1.1207	0.025391	2.27491	0.025391	0.582823
0.025879	1.11932	0.025879	2.27493	0.025879	0.582554
0.026367	1.11944	0.026367	2.27491	0.026367	0.583817
0.026855	1.11985	0.026855	2.27491	0.026855	0.581936
0.027344	1.12249	0.027344	2.27494	0.027344	0.581632
0.027832	1.12723	0.027832	2.27495	0.027832	0.583316
0.02832	1.12574	0.02832	2.27495	0.02832	0.580219
0.028809	1.12309	0.028809	2.27491	0.028809	0.583441
0.029297	1.12207	0.029297	2.27489	0.029297	0.583105
0.029785	1.12448	0.029785	2.27493	0.029785	0.582873
0.030273	1.12413	0.030273	2.27493	0.030273	0.582887
0.030762	1.12374	0.030762	2.27489	0.030762	0.582218
0.03125	1.12529	0.03125	2.27494	0.03125	0.582708
0.031738	1.126	0.031738	2.27493	0.031738	0.58239
0.032227	1.12258	0.032227	2.27496	0.032227	0.580999
0.032715	1.12523	0.032715	2.27489	0.032715	0.582544
0.033203	1.12258	0.033203	2.27492	0.033203	0.582948
0.033691	1.11859	0.033691	2.27496	0.033691	0.582723
0.03418	1.12199	0.03418	2.27493	0.03418	0.581761
0.034668	1.12294	0.034668	2.27493	0.034668	0.582951
0.035156	1.12172	0.035156	2.27489	0.035156	0.583048
0.035645	1.12204	0.035645	2.2749	0.035645	0.583023
0.036133	1.12099	0.036133	2.27496	0.036133	0.583552
0.036621	1.12314	0.036621	2.27493	0.036621	0.583259
0.037109	1.12265	0.037109	2.27494	0.037109	0.58303
0.037598	1.1213	0.037598	2.27496	0.037598	0.583066
0.038086	1.12477	0.038086	2.27497	0.038086	0.582583
0.038574	1.12336	0.038574	2.27495	0.038574	0.582379
0.039062	1.12444	0.039062	2.27489	0.039062	0.582637
0.039551	1.12518	0.039551	2.27492	0.039551	0.58259
0.040039	1.12117	0.040039	2.27499	0.040039	0.582869
0.040527	1.12021	0.040527	2.27491	0.040527	0.58279
0.041016	1.12417	0.041016	2.27495	0.041016	0.581943
0.041504	1.12258	0.041504	2.27491	0.041504	0.583202
0.041992	1.1196	0.041992	2.27488	0.041992	0.582855
0.04248	1.12023	0.04248	2.27495	0.04248	0.582383
0.042969	1.1219	0.042969	2.27494	0.042969	0.58234
0.043457	1.12249	0.043457	2.27492	0.043457	0.582547
0.043945	1.12306	0.043945	2.27499	0.043945	0.582569
0.044434	1.12585	0.044434	2.27496	0.044434	0.582022
0.044922	1.12582	0.044922	2.27491	0.044922	0.582479
0.04541	1.12008	0.04541	2.27489	0.04541	0.582837
0.045898	1.11777	0.045898	2.27492	0.045898	0.583431
0.046387	1.11887	0.046387	2.27488	0.046387	0.583094
0.046875	1.12084	0.046875	2.27494	0.046875	0.583824
0.047363	1.12395	0.047363	2.27488	0.047363	0.582808
0.047852	1.12128	0.047852	2.27489	0.047852	0.581099
0.04834	1.12056	0.04834	2.27493	0.04834	0.582358
0.048828	1.12102	0.048828	2.27489	0.048828	0.582748
0.049316	1.11998	0.049316	2.27491	0.049316	0.58377
0.049805	1.12165	0.049805	2.27487	0.049805	0.583112
