Var1,Var2,Var3,Var4
0,0,0,0
0.00464013603215244,0.00116003296734953,1.19765265385807e-06,0.00695301188817403
0.00928027206430487,0.00232005969057431,1.57253208066747e-05,0.0138260062186058
0.0177795391263842,0.00444482623676615,0.000158118075174351,0.0257202489695508
0.0276885851825663,0.00692192517621478,0.000694326511565017,0.0373655919878986
0.0414753049579968,0.0103680830694606,0.00245547101943952,0.0474756723001266
0.059925906126273,0.0149792349574639,0.00700231075411422,0.0478615452200984
0.0738139565565721,0.0184493000978305,0.0118930469376174,0.0393375189612783
0.0877020069868712,0.0219184756260005,0.0175478844714498,0.0262235469273039
0.103231727757804,0.0257964738950029,0.0240391560020313,0.0105439073578299
0.119425106210258,0.0298385371802242,0.0301815704978045,-0.00205819990548177
0.134376417944909,0.0335688347958564,0.0347829068145142,-0.00728443211194714
0.147739004462395,0.0369011699489468,0.0379151969127138,-0.00608416178260236
0.160976491672048,0.0402006843535443,0.0402436663355537,-0.000257891892056786
0.175731012198409,0.0438762455160142,0.0422882644280446,0.00952788652781764
0.192084942478082,0.0479474437640915,0.0444639819758546,0.0209007707294215
0.208003655102842,0.0519072208525286,0.0470641660790648,0.0290583286407828
0.221897936717566,0.0553607420763307,0.0500124059574967,0.0320900167130039
0.234676061797228,0.0585344801765201,0.0533364775072258,0.0311880160157657
0.248431367307293,0.0619482491344143,0.0574669581917405,0.0268877456560426
0.264345907985416,0.0658942266257721,0.0626616709321786,0.0193953341615611
0.281150786163584,0.0700564274733633,0.0681662259751835,0.0113412089890788
0.296214383666271,0.0737831559610232,0.0727457319998935,0.00622454376677828
0.309143983735111,0.0769786040967076,0.0762475174832882,0.00438651968051643
0.32192781844524,0.0801348649686084,0.0792935430747142,0.00504793136336495
0.336743374579241,0.0837886426439383,0.0823937206255502,0.00836953211032854
0.353824308413422,0.0879953835706726,0.0856540871876668,0.0140477782980348
0.370398578601923,0.0920712092760957,0.0888388999355699,0.0193938560431548
0.384147875744087,0.0954475515643539,0.0917108988119049,0.0224199165146941
0.396288716431397,0.0984251686480103,0.0945059371557166,0.023515388953762
0.4096211900495,0.101690858616468,0.0978687577969552,0.0229326049170785
0.42591989061462,0.105676950224316,0.102315110714034,0.0201710370616911
0.44382843841285,0.110048651879411,0.1074025314545,0.015876722549469
0.456234102651883,0.113071878312277,0.110894034451853,0.0130670631625445
0.468639766890915,0.116090754304293,0.114259870476694,0.0109853029655921
0.484255995805266,0.119884545918609,0.118239237845426,0.0098718484390965
0.502870870774245,0.124397257534643,0.122594068627648,0.0108191334419708
0.515677879550605,0.127495763134129,0.125404151486495,0.012549669885806
0.528484888326965,0.130589040804485,0.128144505641022,0.0146672109807806
0.54430014259169,0.134401497354326,0.131548715407937,0.0171166916783288
0.562621557734927,0.138807570976698,0.135666811872061,0.0188445546278213
0.575345122535409,0.141860599355203,0.138684183576882,0.0190584946699239
0.588068687335891,0.144907886331839,0.141828506882987,0.0184762766931099
0.603827770815327,0.148674034436133,0.145849854937293,0.0169450769930409
0.622263613656235,0.153068149231179,0.150612227001738,0.0147355333766466
0.635080369683951,0.156115333814433,0.153879151155561,0.0134170959532336
0.647897125711668,0.159156107183011,0.157063388580504,0.0125563116150441
0.663701819878177,0.162896755753701,0.160847852769059,0.0122934179078513
0.682133757779996,0.167246353604262,0.165076795252543,0.0130173501103139
0.694942437059867,0.17026062265381,0.16793635242196,0.0139456213910988
0.707751116339738,0.173267908391382,0.170774020008075,0.01496333029984
0.723580541205616,0.176974588209665,0.174305117363461,0.0160168250772224
0.742128262051368,0.181303672745092,0.178538383310412,0.0165917366080801
0.754927762186223,0.184282037568199,0.181533441128739,0.0164915786367561
0.767727262321078,0.187252854814339,0.18458080893478,0.0160322752773523
0.783596309387096,0.19092546457555,0.188400666266028,0.0151487898571349
0.802277479312915,0.195233469138526,0.192892671594163,0.0140447852661782
0.815078447755864,0.198175647183797,0.195929941909131,0.0134742316479953
0.827879416198812,0.201109706753928,0.198916189950017,0.0131611008234688
0.843798965253841,0.204747056494474,0.202552349423434,0.0131682424262415
0.86263224735779,0.209033376191195,0.206761053541622,0.0136339358974333
0.875400414087315,0.211928799495656,0.209579642800365,0.0140949401717436
0.888168580816839,0.214815585349011,0.212392069680097,0.0145410940134856
0.904144451609819,0.218415264300271,0.215926500912753,0.0149325803251061
0.923195045007501,0.22268950194549,0.220186878425831,0.0150157411179516
0.935926471187782,0.22553471635054,0.223061925686807,0.0148367439823996
0.948657897368063,0.228370791600306,0.225951934068271,0.0145131451922101
0.964698986429233,0.231930943819687,0.229596255070429,0.0140081324955513
0.983997689698087,0.236194296660919,0.233951713959369,0.0134554962092967
0.996698441321304,0.23898809543296,0.236784119528044,0.0132238554294915
1.00939919294452,0.241772256499233,0.239584482013684,0.0131266469132921
1.02551693871375,0.245291412751992,0.243093496828977,0.013187495538095
1.04509419816297,0.249544472540958,0.247304206165499,0.0134415982527543
1.05774322521325,0.252279719476493,0.250007173444019,0.0136352761948457
1.07039225226353,0.255004875390259,0.252706781784772,0.0137885616329243
1.08659303106056,0.258480321480777,0.256168764165258,0.0138693438931164
1.1065149074072,0.262730755032687,0.260438440257703,0.0137538886499049
1.11912161483126,0.265407019270366,0.26314327997786,0.0135824357550394
1.13172832225531,0.268072738320137,0.265845309419888,0.0133645734014954
1.14802483633969,0.271502877271305,0.269323952923092,0.0130735460892796
1.16832249007638,0.275749954012306,0.273617884292252,0.0127924183203185
1.18089466749768,0.278366337521715,0.276249380445586,0.0127017424567715
1.19346684491897,0.280971721446215,0.278859456914326,0.0126735871913337
1.20986981262631,0.284354267679995,0.28223592577739,0.0127100514156331
1.23058506192829,0.288598714559736,0.286465078315471,0.0128018174655863
1.24312420996038,0.291152907348979,0.289012019848614,0.0128453250021897
1.25566335799247,0.293695655665818,0.291553636975467,0.0128521121421095
1.27218276560186,0.297027901156365,0.294896107352008,0.0127907628261424
1.29337057239355,0.301272147962533,0.299171448597742,0.0126041961887498
1.30591116763426,0.303768325704431,0.301690962144098,0.012464181361995
1.31845176287498,0.306252560337908,0.304199420100233,0.0123188414260537
1.33510347651056,0.309532563632392,0.307508253585018,0.0121458602842411
1.35675973257587,0.313766213778058,0.311767759026159,0.0119907285113952
