today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG
Thu Sep 19 06:27:12 2019,6297099,-5890.57,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,0,22,20,62,66,0.0574608,0.0383072,-9.42837,0.0106422,0,-0.00638535,-20.0256,59.9186,8.14746,-90.3493,59.5877,
Thu Sep 19 06:27:12 2019,6307505,-5890.57,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4870,0,22,20,66,64,0.177171,0.124498,-9.5385,0.0117065,-0.00319267,0.00106422,-20.0256,59.9186,8.14746,-91.0642,59.8751,
Thu Sep 19 06:27:12 2019,6317506,-5890.57,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4870,0,22,20,66,64,0.114922,0.0287304,-9.5816,0.00744957,-0.00212845,-0.0106422,-20.0256,59.9186,8.14746,-90.6872,60.1613,
Thu Sep 19 06:27:12 2019,6327507,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,24,20,62,64,0.172383,0.114922,-9.70131,0.00638535,-0.0042569,-0.00532112,-20.0256,59.9186,8.14746,-91.0181,60.4483,
Thu Sep 19 06:27:12 2019,6337508,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,24,20,62,64,0.100556,0.114922,-9.57202,0.00851379,-0.00319267,-0.00532112,-20.0256,59.9186,8.14746,-90.602,60.7345,
Thu Sep 19 06:27:12 2019,6347509,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,64,66,0.0957681,0.0047884,-9.73482,0.00957802,-0.00212845,-0.00319267,-20.0256,59.9186,8.14746,-90.5637,61.0207,
Thu Sep 19 06:27:12 2019,6357510,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,64,66,0.114922,0.124498,-9.69173,0.00638535,-0.00212845,-0.00532112,-20.0256,59.9186,8.14746,-90.6794,61.3072,
Thu Sep 19 06:27:12 2019,6367511,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,22,20,62,66,0.172383,-0.023942,-9.59117,0.00744957,-0.00319267,-0.00212845,-20.0256,59.9186,8.14746,-91.0297,61.594,
Thu Sep 19 06:27:12 2019,6377512,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,22,20,62,66,0.0287304,0.0383072,-9.76355,0.00957802,-0.00212845,-0.00744957,-20.0256,59.9186,8.14746,-90.1687,61.8801,
Thu Sep 19 06:27:12 2019,6387513,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,22,22,62,66,0.196325,0.158017,-9.77313,0.00744957,-0.00638535,-0.00212845,-20.0256,59.9186,8.14746,-91.1509,62.1678,
Thu Sep 19 06:27:12 2019,6397514,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,22,22,62,66,0.0287304,0.124498,-9.76355,0.0106422,-0.00106422,-0.00638535,-18.065,60.8162,7.51465,-90.1687,62.4528,
Thu Sep 19 06:27:12 2019,6407515,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,24,22,64,64,0.0430956,0.071826,-9.84975,0.0042569,-0.00212845,-0.0042569,-18.065,60.8162,7.51465,-90.2508,62.7396,
Thu Sep 19 06:27:12 2019,6417516,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,24,22,64,64,0.21069,0.047884,-9.80186,0.00744957,-0.00106422,-0.00744957,-18.065,60.8162,7.51465,-91.2315,63.0257,
Thu Sep 19 06:27:12 2019,6427517,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,24,20,64,66,0.110133,-0.0287304,-9.68694,0.0042569,-0.00106422,-0.00106422,-18.065,60.8162,7.51465,-90.6515,63.3122,
Thu Sep 19 06:27:12 2019,6437518,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,24,20,64,66,0.0814029,0.0814029,-9.63427,0.00638535,-0.00319267,-0.00532112,-18.065,60.8162,7.51465,-90.4842,63.5993,
Thu Sep 19 06:27:12 2019,6447519,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,24,20,62,66,0.215478,0.0957681,-9.59117,0.00744957,-0.00212845,-0.00638535,-18.065,60.8162,7.51465,-91.2871,63.8855,
Thu Sep 19 06:27:12 2019,6457520,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,24,20,62,66,0.0861913,0.023942,-9.69652,0.00638535,-0.00212845,-0.00744957,-18.065,60.8162,7.51465,-90.5094,64.172,
Thu Sep 19 06:27:12 2019,6467521,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,22,20,64,66,0.105345,0.00957681,-9.60075,0.00744957,-0.00212845,-0.00319267,-18.065,60.8162,7.51465,-90.6287,64.4584,
Thu Sep 19 06:27:12 2019,6477522,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,22,20,64,66,0.114922,0.0574608,-9.61511,0.0042569,-0.0042569,-0.0042569,-18.065,60.8162,7.51465,-90.6849,64.7455,
Thu Sep 19 06:27:12 2019,6487523,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,22,20,62,62,0.0861913,0.0526724,-9.79228,0.00957802,-0.00212845,-0.00532112,-18.065,60.8162,7.51465,-90.5044,65.0314,
Thu Sep 19 06:27:12 2019,6497524,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,22,20,62,62,0.148441,0.0287304,-9.56244,0.0106422,0.00212845,-0.00212845,-18.065,60.8162,7.51465,-90.8894,65.3167,
Thu Sep 19 06:27:12 2019,6507525,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,64,66,0.0957681,0.0383072,-9.76355,0.00638535,-0.00532112,-0.00106422,-18.065,60.8162,7.51465,-90.562,65.6053,
Thu Sep 19 06:27:12 2019,6517526,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,64,66,0.162806,0.0622492,-9.63427,0.00638535,0,-0.00212845,-18.065,60.8162,7.51465,-90.9682,65.8902,
Thu Sep 19 06:27:12 2019,6527527,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,24,20,62,66,0.167594,0.0383072,-9.67257,0.00638535,-0.00532112,-0.00532112,-19.6055,58.3477,7.43555,-90.9927,66.1782,
Thu Sep 19 06:27:12 2019,6537528,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,24,20,62,66,0.153229,0.0383072,-9.7444,0.00957802,-0.00638535,-0.00212845,-19.6055,58.3477,7.43555,-90.901,66.465,
Thu Sep 19 06:27:12 2019,6547529,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,24,20,62,66,0.0957681,-0.0047884,-9.63427,0.00744957,-0.00319267,-0.00532112,-19.6055,58.3477,7.43555,-90.5696,66.7506,
Thu Sep 19 06:27:12 2019,6557530,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,24,20,62,66,0.229843,0.0191536,-9.68215,0.0106422,-0.00319267,-0.00212845,-19.6055,58.3477,7.43555,-91.36,67.0371,
Thu Sep 19 06:27:12 2019,6567531,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,24,20,66,66,0.196325,0.023942,-9.57681,0.00638535,-0.0042569,-0.00319267,-19.6055,58.3477,7.43555,-91.1745,67.3238,
Thu Sep 19 06:27:12 2019,6577532,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,24,20,66,66,0.114922,0.0766145,-9.72525,0.00851379,0,-0.00957802,-19.6055,58.3477,7.43555,-90.6771,67.6091,
Thu Sep 19 06:27:12 2019,6587533,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,64,0.0622492,0.0670376,-9.79707,0.00319267,-0.00212845,-0.00957802,-19.6055,58.3477,7.43555,-90.3641,67.8962,
Thu Sep 19 06:27:12 2019,6597534,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,64,0.11971,0.0574608,-9.6199,0.00638535,-0.00212845,-0.00638535,-19.6055,58.3477,7.43555,-90.713,68.1827,
Thu Sep 19 06:27:12 2019,6607535,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,0,22,18,62,66,0.248997,0.0430956,-9.663,0.00851379,-0.0042569,-0.0042569,-19.6055,58.3477,7.43555,-91.4762,68.4697,
Thu Sep 19 06:27:12 2019,6617536,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,0,22,18,62,66,0.220267,0.0622492,-9.64384,0.00744957,0.00212845,-0.00744957,-19.6055,58.3477,7.43555,-91.3085,68.7544,
Thu Sep 19 06:27:12 2019,6627537,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4828,0,24,20,62,66,0.129287,0.0430956,-9.71088,0.00744957,0.00319267,-0.00638535,-19.6055,58.3477,7.43555,-90.7628,69.0406,
Thu Sep 19 06:27:12 2019,6637538,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4828,0,24,20,62,66,0.138864,0.0574608,-9.57202,0.00851379,-0.0042569,-0.00851379,-19.6055,58.3477,7.43555,-90.8312,69.3292,
Thu Sep 19 06:27:12 2019,6647539,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4808,0,22,20,66,66,0.153229,0.0287304,-9.71088,0.00744957,-0.00106422,-0.00638535,-19.6055,58.3477,7.43555,-90.9041,69.6148,
Thu Sep 19 06:27:12 2019,6657540,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4808,0,22,20,66,66,0.0622492,0.0957681,-9.57681,0.00744957,-0.00319267,-0.00851379,-19.6055,58.3477,7.43555,-90.3725,69.9018,
Thu Sep 19 06:27:12 2019,6667541,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,66,0.215478,0.0670376,-9.53371,0.00106422,-0.0042569,-0.00319267,-19.6055,58.3477,7.43555,-91.2948,70.1886,
Thu Sep 19 06:27:12 2019,6677542,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,66,0.134075,0.071826,-9.57681,0.0117065,-0.00319267,-0.0042569,-19.6055,58.3477,7.43555,-90.8022,70.4748,
Thu Sep 19 06:27:12 2019,6687543,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,64,0.158017,0.0670376,-9.57202,0.00851379,0.0042569,-0.00319267,-19.6055,58.3477,7.43555,-90.9458,70.7591,
Thu Sep 19 06:27:12 2019,6697544,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,64,0.143652,0.0766145,-9.65342,0.00957802,-0.00212845,-0.00638535,-19.6055,58.3477,7.43555,-90.8526,71.0474,
Thu Sep 19 06:27:12 2019,6707545,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,22,18,62,66,0.124498,0.134075,-9.61511,0.00532112,-0.00106422,-0.00744957,-19.6055,58.3477,7.43555,-90.7419,71.3336,
Thu Sep 19 06:27:12 2019,6717546,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,22,18,62,66,0.0814029,0.0526724,-9.64863,0.00851379,0.00319267,-0.00638535,-19.6055,58.3477,7.43555,-90.4835,71.6189,
Thu Sep 19 06:27:12 2019,6727547,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,24,18,64,66,0.191536,0.0861913,-9.67257,0.00532112,0,-0.00638535,-19.6055,58.3477,7.43555,-91.1345,71.9063,
Thu Sep 19 06:27:12 2019,6737548,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,24,18,64,66,0.134075,0.110133,-9.67257,0.00319267,-0.00212845,-0.00532112,-19.6055,58.3477,7.43555,-90.7942,72.1934,
Thu Sep 19 06:27:12 2019,6747549,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4806,0,20,20,66,66,0.177171,0.023942,-9.64863,0.0106422,-0.00212845,-0.00638535,-19.6055,58.3477,7.43555,-91.052,72.4798,
Thu Sep 19 06:27:12 2019,6757550,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4806,0,20,20,66,66,0.172383,0.0814029,-9.54808,0.0127707,-0.00319267,-0.00319267,-19.6055,58.3477,7.43555,-91.0344,72.7666,
Thu Sep 19 06:27:12 2019,6767551,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,20,20,62,66,0.205901,0.0143652,-9.5816,0.0127707,-0.00319267,-0.0042569,-19.6055,58.3477,7.43555,-91.2311,73.0531,
Thu Sep 19 06:27:12 2019,6777552,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4820,0,20,20,62,66,0.0622492,0.0335188,-9.71567,0.00851379,0,-0.0042569,-19.6055,58.3477,7.43555,-90.3672,73.3387,
Thu Sep 19 06:27:12 2019,6787553,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,66,0.100556,0.0287304,-9.67257,0.00638535,-0.00106422,-0.00212845,-19.6055,58.3477,7.43555,-90.5957,73.6254,
Thu Sep 19 06:27:12 2019,6797554,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,66,0.191536,0.0335188,-9.6199,0.00319267,-0.00319267,-0.00851379,-19.6055,58.3477,7.43555,-91.1407,73.9125,
Thu Sep 19 06:27:12 2019,6807555,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,0,22,20,66,66,0.129287,0.0430956,-9.63427,0.00851379,-0.00319267,-0.00957802,-19.6055,58.3477,7.43555,-90.7689,74.199,
Thu Sep 19 06:27:12 2019,6817556,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,0,22,20,66,66,0.191536,0.0335188,-9.663,0.00744957,0.00106422,-0.00744957,-19.6055,58.3477,7.43555,-91.1356,74.4843,
Thu Sep 19 06:27:12 2019,6827557,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,0,22,20,62,66,0.105345,-0.0430956,-9.64863,0.00851379,-0.0042569,-0.00957802,-19.6055,58.3477,7.43555,-90.6256,74.7723,
Thu Sep 19 06:27:12 2019,6837558,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,0,22,20,62,66,0.124498,0.134075,-9.58638,0.00744957,-0.0042569,-0.0106422,-19.6055,58.3477,7.43555,-90.7441,75.0587,
Thu Sep 19 06:27:12 2019,6847559,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4806,0,24,20,64,66,0.0861913,0.134075,-9.58638,0.00744957,-0.00212845,-0.00212845,-19.6055,58.3477,7.43555,-90.5152,75.3446,
Thu Sep 19 06:27:12 2019,6857560,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4806,0,24,20,64,66,0.110133,0.0766145,-9.78271,0.00851379,-0.00106422,-0.00744957,-19.6055,58.3477,7.43555,-90.6451,75.6308,
Thu Sep 19 06:27:12 2019,6867561,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,18,64,66,0.158017,0.0383072,-9.69652,0.00319267,-0.00212845,-0.00638535,-19.6055,58.3477,7.43555,-90.9337,75.9176,
Thu Sep 19 06:27:12 2019,6877562,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,18,64,66,0.138864,0.023942,-9.663,0.00851379,-0.00532112,-0.00319267,-19.6055,58.3477,7.43555,-90.8234,76.205,
Thu Sep 19 06:27:12 2019,6887563,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,64,0.143652,0.00957681,-9.63427,0.00532112,-0.00212845,-0.00638535,-19.6055,58.3477,7.43555,-90.8543,76.4905,
Thu Sep 19 06:27:12 2019,6897564,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,24,20,66,64,0.153229,0.124498,-9.73004,0.00744957,-0.00319267,-0.00851379,-19.6055,58.3477,7.43555,-90.9023,76.7773,
Thu Sep 19 06:27:12 2019,6907565,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,22,20,66,66,0.11971,-0.023942,-9.65342,0.00638535,-0.00319267,-0.00532112,-19.6055,58.3477,7.43555,-90.7105,77.0638,
Thu Sep 19 06:27:12 2019,6917566,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,22,20,66,66,0.124498,-0.023942,-9.65821,0.0042569,-0.00319267,-0.00532112,-19.6055,58.3477,7.43555,-90.7386,77.3503,
Thu Sep 19 06:27:12 2019,6927567,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,24,20,62,66,0.143652,0.191536,-9.65821,0.00851379,-0.00319267,-0.00532112,-19.6055,58.3477,7.43555,-90.8522,77.6367,
Thu Sep 19 06:27:12 2019,6937568,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,24,20,62,66,0.124498,0.143652,-9.69173,0.00957802,-0.00532112,-0.0042569,-19.6055,58.3477,7.43555,-90.736,77.9238,
Thu Sep 19 06:27:12 2019,6947569,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,22,20,64,66,0.172383,0.047884,-9.66779,0.00532112,-0.00319267,-0.00638535,-19.6055,58.3477,7.43555,-91.0216,78.2097,
Thu Sep 19 06:27:12 2019,6957570,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4818,0,22,20,64,66,0.11971,0.047884,-9.65342,0.00957802,0.00106422,-0.00744957,-19.6055,58.3477,7.43555,-90.7105,78.4949,
Thu Sep 19 06:27:12 2019,6967571,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,0,22,20,66,64,0.201113,0.0143652,-9.51456,0.0106422,-0.00319267,-0.0127707,-19.6055,58.3477,7.43555,-91.211,78.7826,
Thu Sep 19 06:27:12 2019,6977572,-8068.6,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,0,22,20,66,64,0.177171,-0.0143652,-9.60075,0.0106422,-0.0042569,-0.00638535,-19.6055,58.3477,7.43555,-91.0573,79.0694,
Thu Sep 19 06:27:12 2019,6987573,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,0,22,22,66,66,0.148441,0.201113,-9.65342,0.00319267,-0.00532112,-0.0106422,-19.6055,58.3477,7.43555,-90.881,79.3562,
Thu Sep 19 06:27:12 2019,6997574,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,0,22,22,66,66,0.143652,0.0526724,-9.66779,0.00851379,-0.00106422,-0.0042569,-19.6055,58.3477,7.43555,-90.8514,79.6415,
Thu Sep 19 06:27:12 2019,7007575,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,24,18,66,62,0.196325,0.023942,-9.5385,0.00744957,-0.0042569,-0.0042569,-19.6055,58.3477,7.43555,-91.1792,79.9289,
Thu Sep 19 06:27:12 2019,7017576,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,24,18,66,62,0.100556,0.0430956,-9.59596,0.00957802,-0.00212845,-0.0042569,-19.6055,58.3477,7.43555,-90.6005,80.2147,
Thu Sep 19 06:27:12 2019,7027577,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,24,20,66,66,0.124498,0.071826,-9.71567,0.00851379,-0.00106422,-0.0042569,-19.6055,58.3477,7.43555,-90.7342,80.5009,
Thu Sep 19 06:27:12 2019,7037578,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,24,20,66,66,0.047884,0.124498,-9.62948,0.00638535,-0.0042569,-0.00532112,-19.0453,59.2453,8.06836,-90.285,80.7883,
Thu Sep 19 06:27:12 2019,7047579,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,0,24,18,66,64,0.143652,0.0383072,-9.69173,0.00744957,-0.00532112,-0.0042569,-19.0453,59.2453,8.06836,-90.8493,81.0751,
Thu Sep 19 06:27:12 2019,7057580,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,0,24,18,66,64,0.143652,-0.00957681,-9.69173,0.00957802,-0.00212845,-0.00744957,-19.0453,59.2453,8.06836,-90.8493,81.3606,
Thu Sep 19 06:27:12 2019,7067581,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,0,22,20,62,66,0.162806,0.00957681,-9.57202,0.00957802,-0.00638535,-0.00212845,-19.0453,59.2453,8.06836,-90.9745,81.6483,
Thu Sep 19 06:27:12 2019,7077582,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,0,22,20,62,66,0.129287,0.071826,-9.72046,0.00532112,-0.0042569,-0.00744957,-19.0453,59.2453,8.06836,-90.7621,81.9342,
Thu Sep 19 06:27:12 2019,7087583,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,24,22,66,66,0.110133,0.110133,-9.65342,0.00532112,-0.00212845,-0.00744957,-19.0453,59.2453,8.06836,-90.6537,82.2201,
Thu Sep 19 06:27:12 2019,7097584,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,24,22,66,66,0.191536,-0.0143652,-9.54329,0.0159634,-0.00319267,-0.00319267,-19.0453,59.2453,8.06836,-91.1499,82.5069,
Thu Sep 19 06:27:12 2019,7107585,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,0,24,20,62,64,0.110133,0.129287,-9.64384,0.0042569,-0.00212845,-0.00744957,-19.0453,59.2453,8.06836,-90.6544,82.793,
Thu Sep 19 06:27:12 2019,7117586,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,0,24,20,62,64,0.105345,0.047884,-9.61033,0.00212845,-0.00106422,-0.00851379,-19.0453,59.2453,8.06836,-90.6281,83.0792,
Thu Sep 19 06:27:12 2019,7127587,2502.56,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4812,0,20,20,62,62,0.138864,-0.0622492,-9.414,0.0106422,-0.00532112,-0,-19.0453,59.2453,8.06836,-90.8452,83.3669,
Thu Sep 19 06:27:12 2019,7137588,2502.56,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4812,0,20,20,62,62,0.143652,0.0814029,-9.63906,0.00532112,-0.00319267,-0.00638535,-19.0453,59.2453,8.06836,-90.8539,83.6528,
Thu Sep 19 06:27:12 2019,7147589,2502.56,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,22,20,64,66,0.138864,0.124498,-9.73004,0.0138349,-0.00319267,-0,-19.0453,59.2453,8.06836,-90.8177,83.9392,
Thu Sep 19 06:27:12 2019,7157590,2502.56,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4814,0,22,20,64,66,0.11971,0.0143652,-9.73004,0.00744957,-0.00319267,-0,-19.0453,59.2453,8.06836,-90.705,84.2257,
Thu Sep 19 06:27:12 2019,7167591,2502.56,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,22,22,62,66,0.0814029,0.143652,-9.70131,0.00106422,-0.0042569,-0.00532112,-18.4852,60.5918,7.43555,-90.4808,84.5125,
Thu Sep 19 06:27:12 2019,7177592,2502.56,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,22,22,62,66,0.234632,0.186748,-9.70131,0.0106422,-0.00319267,-0.0042569,-18.4852,60.5918,7.43555,-91.3855,84.7987,
Thu Sep 19 06:27:12 2019,7187593,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,20,20,64,66,0.0909797,-0.0047884,-9.65342,0.00957802,-0.00319267,-0.0042569,-18.4852,60.5918,7.43555,-90.54,85.0851,
Thu Sep 19 06:27:12 2019,7197594,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4816,0,20,20,64,66,0.124498,0.0814029,-9.68215,0.00744957,-0.00106422,-0.00319267,-18.4852,60.5918,7.43555,-90.7368,85.371,
Thu Sep 19 06:27:12 2019,7207595,nan,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,0,22,20,62,66,0.134075,0.0574608,-9.57202,0.00532112,-0.00212845,-0.00638535,-18.4852,60.5918,7.43555,-90.8026,85.6578,
