"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PSUN","TAVG","TMAX","TMIN","TOBS","TSUN"
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-09",,,"41","18","40",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-10",,,"61","20","20",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-11",,,"31","20","26",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-12",,,"47","26","31",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-13",,,"47","5","5",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-14",,,"39","5","35",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-15",,,"36","-3","-3",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-16",,,"13","-3","8",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-17",,,"29","8","27",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-18",,,"46","27","28",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-19",,,"49","22","22",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-20",,,"36","22","26",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-21",,,"30","20","20",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-22",,,"50","20","36",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-23",,,"66","25","25",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-24",,,"45","25","36",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-25",,,"36","6","6",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-26",,,"19","6","14",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-27",,,"17","12","12",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-28",,,"15","7","7",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-29",,,"37","7","26",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-30",,,"42","25","25",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-01-31",,,"45","25","35",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-01",,,"70","33","33",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-02",,,"44","23","23",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-03",,,"45","9","9",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-04",,,"27","8","8",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-05",,,"33","8","27",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-06",,,"62","27","46",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-07",,,"67","46","52",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-08",,,"71","33","33",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-09",,,"51","33","51",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-10",,,"64","47","47",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-11",,,"70","38","38",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-12",,,"45","34","34",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-13",,,"46","34","34",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-14",,,"47","21","21",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-15",,,"38","20","20",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-16",,,"39","20","21",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-17",,,"45","21","43",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-18",,,"56","38","38",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-19",,,"38","15","15",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-21",,,,,"17",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-22",,,"35","17","17",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-23",,,"39","17","20",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-24",,,"48","20","36",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-25",,,"57","35","37",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-26",,,"69","37","51",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-27",,,"66","17","18",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-02-28",,,"32","18","20",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-01",,,"29","8","8",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-02",,,"22","8","13",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-03",,,"34","13","24",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-04",,,"43","24","30",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-05",,,"64","30","57",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-06",,,"79","47","47",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-07",,,"69","47","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-08",,,"71","43","43",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-09",,,"50","35","35",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-10",,,"61","35","61",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-11",,,"61","17","17",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-12",,,"30","13","17",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-13",,,"40","17","30",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-14",,,"47","30","35",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-15",,,"59","35","44",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-16",,,"61","44","44",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-17",,,"73","44","49",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-18",,,"79","47","47",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-19",,,"61","39","39",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-20",,,"62","39","42",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-21",,,"60","41","47",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-22",,,"67","47","48",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-23",,,"74","48","61",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-24",,,"68","51","51",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-25",,,"54","33","33",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-26",,,"51","33","37",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-27",,,"56","31","31",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-28",,,"35","30","30",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-29",,,"33","25","25",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-30",,,"46","25","45",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-03-31",,,"68","35","35",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-01",,,"48","33","33",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-02",,,"55","32","41",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-03",,,"41","31","33",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-04",,,"54","33","44",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-05",,,"70","43","45",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-06",,,"45","28","28",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-07",,,"40","25","25",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-08",,,"55","25","39",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-09",,,"66","38","48",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-10",,,"56","40","40",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-11",,,"57","37","37",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-12",,,"62","37","45",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-13",,,"49","40","41",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-14",,,"43","34","34",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-15",,,"61","34","41",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-16",,,"67","41","51",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-17",,,"68","47","49",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-18",,,"71","48","56",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-19",,,"67","52","52",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-20",,,"61","44","47",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-21",,,"65","44","45",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-22",,,"67","45","48",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-23",,,"81","48","61",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-24",,,"82","59","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-25",,,"82","63","67",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-26",,,"76","64","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-27",,,"77","57","57",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-28",,,"60","40","42",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-29",,,"67","42","58",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-04-30",,,"65","58","61",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-01",,,"74","54","54",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-02",,,"58","48","53",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-03",,,"62","51","52",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-04",,,"68","52","56",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-05",,,"69","53","53",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-06",,,"68","53","58",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-07",,,"78","58","59",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-08",,,"81","59","62",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-09",,,"79","49","49",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-10",,,"68","49","53",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-11",,,"63","50","50",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-12",,,"70","50","56",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-13",,,"69","56","69",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-14",,,"83","51","51",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-15",,,"73","51","68",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-16",,,"84","48","48",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-17",,,"62","44","44",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-18",,,"68","44","52",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-19",,,"78","52","58",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-20",,,"80","58","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-21",,,"79","60","62",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-22",,,"80","61","62",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-23",,,"87","62","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-24",,,"83","63","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-25",,,"71","64","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-26",,,"73","61","61",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-27",,,"62","58","58",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-28",,,"72","57","57",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-29",,,"87","54","54",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-30",,,"90","54","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-05-31",,,"88","64","72",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-01",,,"88","65","66",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-02",,,"70","57","58",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-03",,,"75","57","57",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-04",,,"81","57","60",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-05",,,"78","60","65",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-06",,,"85","65","67",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-07",,,"86","67","67",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-08",,,"88","65","65",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-09",,,"75","60","60",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-10",,,"65","58","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-11",,,"74","63","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-12",,,"76","62","62",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-13",,,"80","62","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-14",,,"80","62","62",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-15",,,"80","62","67",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-16",,,"87","63","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-17",,,"83","63","74",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-18",,,"94","74","78",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-19",,,"92","77","77",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-20",,,"88","72","72",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-21",,,"84","70","70",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-22",,,"93","70","80",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-23",,,"95","80","84",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-24",,,"99","73","76",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-25",,,"93","69","73",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-26",,,"92","73","79",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-27",,,"92","78","80",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-28",,,"96","69","70",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-29",,,"85","69","70",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-06-30",,,"91","66","69",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-01",,,"86","62","65",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-02",,,"85","65","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-03",,,"86","66","66",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-04",,,"88","66","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-05",,,"83","67","67",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-06",,,"84","65","66",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-07",,,"85","65","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-08",,,"84","65","68",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-09",,,"87","68","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-10",,,"89","71","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-11",,,"83","71","75",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-12",,,"88","75","75",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-13",,,"77","69","70",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-14",,,"81","70","72",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-15",,,"88","72","77",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-16",,,"82","68","69",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-17",,,"83","58","60",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-18",,,"78","58","60",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-19",,,"79","60","62",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-20",,,"83","62","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-21",,,"78","64","66",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-22",,,"73","60","62",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-23",,,"84","62","69",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-24",,,"86","69","70",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-25",,,"93","70","72",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-26",,,"84","71","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-27",,,"86","66","69",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-28",,,"89","68","68",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-29",,,"75","62","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-30",,,"74","62","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-07-31",,,"77","60","66",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-01",,,"83","60","66",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-02",,,"79","60","60",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-03",,,"85","60","69",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-04",,,"94","69","70",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-05",,,"94","70","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-13",,,"90","71","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-14",,,"90","69","70",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-15",,,"85","67","67",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-16",,,"85","67","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-17",,,"83","69","71",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-18",,,"76","66","67",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-19",,,"77","67","67",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-20",,,"80","61","61",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-21",,,"78","60","60",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-22",,,"77","57","57",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-23",,,"77","57","57",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-24",,,"79","57","61",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-25",,,"82","61","67",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-26",,,"88","67","72",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-27",,,"82","70","70",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-28",,,"72","64","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-29",,,"75","60","60",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-30",,,"73","52","52",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-08-31",,,"69","52","57",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-01",,,"67","51","51",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-02",,,"73","51","60",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-03",,,"73","59","59",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-04",,,"77","59","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-05",,,"68","61","68",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-06",,,"78","62","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-07",,,"75","58","58",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-08",,,"78","58","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-09",,,"75","64","68",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-10",,,"78","65","65",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-11",,,"81","64","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-12",,,"82","64","64",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-13",,,"80","62","62",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-14",,,"77","61","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-15",,,"78","63","63",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-22",,,,,"55",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-23",,,"65","50","50",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-24",,,"70","50","51",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-25",,,"74","51","53",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-26",,,"76","53","53",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-27",,,"73","53","58",
"USC00145972","OLATHE 3 E, KS US","38.8875","-94.7602","321.6","2009-09-28",,,"87","51","51",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-01",,,"46","27","27",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-02",,,"42","23","24",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-03",,,"47","24","31",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-04",,,"51","31","42",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-05",,,"49","42","43",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-06",,,"47","31","31",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-07",,,"46","24","24",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-08",,,"45","24","26",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-09",,,"53","26","35",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-10",,,"42","23","29",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-11",,,"55","29","42",
"USC00238526","UNITY VILLAGE 2.6ESE, MO US","38.9388","-94.3558","286.5","2007-01-12",,,"59","27","27",
