0.000	0.181	0.113
0.000	0.190	0.116
0.000	0.182	0.098
0.001	0.170	0.131
0.001	0.203	0.122
0.001	0.185	0.100
0.001	0.187	0.125
0.001	0.186	0.119
0.002	0.216	0.105
0.002	0.199	0.132
0.002	0.187	0.112
0.002	0.173	0.121
0.002	0.199	0.115
0.003	0.176	0.122
0.003	0.195	0.114
0.003	0.187	0.093
0.003	0.176	0.115
0.003	0.191	0.111
0.004	0.158	0.106
0.004	0.193	0.100
0.004	0.153	0.097
0.004	0.172	0.121
0.004	0.143	0.108
0.005	0.163	0.113
0.005	0.180	0.137
0.005	0.176	0.115
0.005	0.176	0.110
0.005	0.158	0.084
0.006	0.168	0.089
0.006	0.178	0.124
0.006	0.177	0.114
0.006	0.158	0.077
0.006	0.171	0.101
0.007	0.153	0.130
0.007	0.142	0.113
0.007	0.145	0.120
0.007	0.169	0.136
0.007	0.146	0.092
0.008	0.161	0.108
0.008	0.150	0.124
0.008	0.141	0.114
0.008	0.170	0.116
0.008	0.147	0.096
0.009	0.137	0.120
0.009	0.138	0.128
0.009	0.128	0.108
0.009	0.134	0.093
0.009	0.145	0.120
0.010	0.122	0.107
0.010	0.137	0.118
0.010	0.143	0.109
0.010	0.144	0.110
0.010	0.152	0.135
0.011	0.118	0.111
0.011	0.145	0.092
0.011	0.136	0.083
0.011	0.145	0.097
0.011	0.134	0.107
0.012	0.145	0.117
0.012	0.133	0.130
0.012	0.115	0.117
0.012	0.130	0.119
0.012	0.116	0.131
0.013	0.132	0.129
0.013	0.107	0.114
0.013	0.115	0.119
0.013	0.131	0.129
0.013	0.126	0.117
0.014	0.128	0.122
0.014	0.119	0.126
0.014	0.107	0.110
0.014	0.134	0.127
0.014	0.112	0.127
0.015	0.123	0.113
0.015	0.116	0.149
0.015	0.097	0.115
0.015	0.113	0.140
0.015	0.109	0.129
0.016	0.069	0.114
0.016	0.134	0.135
0.016	0.103	0.130
0.016	0.123	0.149
0.016	0.115	0.125
0.017	0.115	0.149
0.017	0.093	0.156
0.017	0.110	0.147
0.017	0.094	0.139
0.017	0.102	0.163
0.018	0.100	0.122
0.018	0.101	0.161
0.018	0.120	0.132
0.018	0.115	0.128
0.018	0.104	0.133
0.019	0.121	0.130
0.019	0.083	0.149
0.019	0.089	0.148
0.019	0.111	0.157
0.019	0.100	0.133
0.020	0.096	0.141
0.020	0.105	0.146
0.020	0.102	0.155
0.020	0.098	0.157
0.020	0.088	0.140
0.021	0.103	0.154
0.021	0.097	0.143
0.021	0.088	0.109
0.021	0.104	0.144
0.021	0.097	0.131
0.022	0.072	0.135
0.022	0.102	0.120
0.022	0.080	0.142
