0.000	0.109	-0.929
0.000	0.113	-0.958
0.000	0.076	-0.964
0.001	0.063	-0.964
0.001	0.086	-0.951
0.001	0.089	-0.947
0.001	0.091	-0.965
0.001	0.075	-0.951
0.002	0.102	-0.963
0.002	0.087	-0.952
0.002	0.119	-0.925
0.002	0.114	-0.937
0.002	0.122	-0.942
0.003	0.147	-0.925
0.003	0.117	-0.923
0.003	0.128	-0.917
0.003	0.130	-0.942
0.003	0.103	-0.936
0.004	0.104	-0.937
0.004	0.091	-0.922
0.004	0.090	-0.937
0.004	0.096	-0.950
0.004	0.094	-0.944
0.005	0.095	-0.928
0.005	0.089	-0.939
0.005	0.115	-0.960
0.005	0.126	-0.927
0.005	0.108	-0.938
0.006	0.115	-0.942
0.006	0.136	-0.933
0.006	0.106	-0.935
0.006	0.111	-0.939
0.006	0.110	-0.935
0.007	0.110	-0.948
0.007	0.073	-0.966
0.007	0.104	-0.943
0.007	0.086	-0.925
0.007	0.083	-0.949
0.008	0.090	-0.943
0.008	0.093	-0.964
0.008	0.086	-0.958
0.008	0.104	-0.961
0.008	0.121	-0.926
0.009	0.118	-0.962
0.009	0.124	-0.972
0.009	0.111	-0.945
0.009	0.132	-0.969
0.009	0.107	-0.933
0.010	0.098	-0.962
0.010	0.097	-0.951
0.010	0.126	-0.969
0.010	0.113	-0.938
0.010	0.069	-0.938
0.011	0.083	-0.951
0.011	0.082	-0.956
0.011	0.094	-0.957
0.011	0.095	-0.945
0.011	0.095	-0.956
0.012	0.118	-0.943
0.012	0.130	-0.930
0.012	0.111	-0.947
0.012	0.092	-0.932
0.012	0.136	-0.934
0.013	0.119	-0.962
0.013	0.105	-0.937
0.013	0.119	-0.935
0.013	0.092	-0.927
0.013	0.082	-0.952
0.014	0.083	-0.961
0.014	0.091	-0.939
0.014	0.052	-0.927
0.014	0.083	-0.948
0.014	0.093	-0.952
0.015	0.104	-0.962
0.015	0.110	-0.935
0.015	0.092	-0.932
0.015	0.095	-0.933
0.015	0.101	-0.936
0.016	0.074	-0.958
0.016	0.098	-0.955
0.016	0.114	-0.928
0.016	0.068	-0.934
0.016	0.101	-0.975
0.017	0.080	-0.940
0.017	0.096	-0.943
0.017	0.084	-0.917
0.017	0.073	-0.946
0.017	0.118	-0.961
0.018	0.112	-0.938
0.018	0.090	-0.963
0.018	0.093	-0.972
0.018	0.102	-0.949
0.018	0.116	-0.945
0.019	0.112	-0.935
0.019	0.110	-0.932
0.019	0.110	-0.948
0.019	0.098	-0.957
0.019	0.110	-0.919
0.020	0.084	-0.937
0.020	0.123	-0.930
0.020	0.094	-0.926
0.020	0.094	-0.952
0.020	0.094	-0.937
0.021	0.073	-0.943
0.021	0.085	-0.923
0.021	0.095	-0.940
0.021	0.095	-0.930
0.021	0.076	-0.949
0.022	0.071	-0.949
0.022	0.105	-0.939
0.022	0.083	-0.941
0.022	0.102	-0.942
0.022	0.118	-0.927
0.023	0.096	-0.922
0.023	0.116	-0.935
0.023	0.074	-0.946
0.023	0.109	-0.927
0.023	0.116	-0.916
0.024	0.096	-0.944
0.024	0.068	-0.925
0.024	0.086	-0.964
0.024	0.095	-0.951
0.024	0.086	-0.941
0.025	0.100	-0.938
0.025	0.100	-0.943
0.025	0.111	-0.933
0.025	0.093	-0.951
0.025	0.098	-0.948
0.026	0.106	-0.936
0.026	0.086	-0.931
0.026	0.115	-0.912
0.026	0.087	-0.923
0.026	0.098	-0.931
0.027	0.100	-0.925
0.027	0.069	-0.923
0.027	0.069	-0.949
0.027	0.117	-0.951
0.027	0.108	-0.945
0.028	0.082	-0.934
0.028	0.078	-0.938
0.028	0.099	-0.926
0.028	0.070	-0.937
0.028	0.084	-0.948
0.029	0.086	-0.943
0.029	0.093	-0.919
0.029	0.098	-0.952
0.029	0.106	-0.934
0.029	0.098	-0.968
0.030	0.103	-0.910
0.030	0.105	-0.920
0.030	0.102	-0.930
0.030	0.109	-0.967
0.030	0.097	-0.969
0.031	0.104	-0.928
0.031	0.071	-0.927
0.031	0.085	-0.966
0.031	0.104	-0.942
0.031	0.088	-0.938
0.032	0.083	-0.947
0.032	0.084	-0.932
0.032	0.098	-0.952
0.032	0.091	-0.940
0.032	0.097	-0.940
0.033	0.114	-0.930
0.033	0.091	-0.948
0.033	0.101	-0.933
0.033	0.113	-0.934
0.033	0.065	-0.918
0.034	0.104	-0.917
0.034	0.097	-0.928
0.034	0.106	-0.936
0.034	0.099	-0.938
0.034	0.101	-0.939
0.035	0.107	-0.928
0.035	0.085	-0.926
0.035	0.097	-0.934
0.035	0.102	-0.935
0.035	0.088	-0.931
0.036	0.102	-0.927
0.036	0.112	-0.925
0.036	0.109	-0.916
0.036	0.134	-0.927
0.036	0.098	-0.935
0.037	0.088	-0.931
0.037	0.095	-0.912
0.037	0.102	-0.933
0.037	0.092	-0.926
0.037	0.101	-0.926
0.038	0.098	-0.914
0.038	0.093	-0.935
0.038	0.088	-0.928
0.038	0.078	-0.955
0.038	0.098	-0.910
0.039	0.107	-0.934
0.039	0.098	-0.937
0.039	0.134	-0.927
0.039	0.091	-0.941
0.039	0.104	-0.933
0.040	0.111	-0.939
0.040	0.085	-0.912
0.040	0.081	-0.948
0.040	0.087	-0.928
0.040	0.090	-0.939
