today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS_FILT
Sun Feb 18 10:54:01 2018,113528544,608.91,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5488,1102,0,32,14,0.0430956,0.100556,-10.3573,0.0106422,-0.0117065,0.0106422,45.9785,38.85,22.6313,2.38419e-07,0.0106422,
Sun Feb 18 10:54:01 2018,113538545,608.91,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5492,1102,0,32,12,0,0.129287,-10.3669,0.00851379,-0.0170276,0.0106422,45.9785,38.85,22.6313,2.38419e-07,0.0106422,
Sun Feb 18 10:54:01 2018,113548546,608.91,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5492,1102,0,32,12,0.0766145,0.105345,-10.3094,0.0106422,-0.0117065,0.00957802,45.9785,38.85,22.6313,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113558547,608.91,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5494,1108,0,20,32,0.0670376,0.0622492,-10.4483,0.0117065,-0.0159634,0.00957802,45.9785,38.85,22.6313,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113568548,608.91,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5494,1108,0,20,32,0.11971,0.023942,-10.3717,0.0117065,-0.0170276,0.00744957,45.9785,38.85,22.6313,2.38419e-07,0.00744957,
Sun Feb 18 10:54:01 2018,113578549,607.398,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5520,1104,0,32,12,0.177171,0.114922,-10.3669,0.0117065,-0.0148991,0.00851379,45.9785,38.85,22.6313,2.38419e-07,0.00851379,
Sun Feb 18 10:54:01 2018,113588550,607.398,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5520,1104,0,32,12,0.114922,0.0957681,-10.41,0.00744957,-0.0148991,0.0106422,45.9785,38.85,22.6313,2.38419e-07,0.0106422,
Sun Feb 18 10:54:01 2018,113598551,607.398,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5484,1104,0,32,12,0.0766145,0.071826,-10.4148,0.00851379,-0.0180918,0.0117065,45.9785,38.85,22.6313,2.38419e-07,0.0117065,
Sun Feb 18 10:54:01 2018,113608552,607.398,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5484,1104,0,32,12,0.138864,0.0957681,-10.3717,0.0148991,-0.0170276,0.00744957,45.9785,38.85,22.6313,2.38419e-07,0.00744957,
Sun Feb 18 10:54:01 2018,113618553,607.329,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5302,5502,1110,0,30,14,0.0430956,0.0574608,-10.343,0.00851379,-0.0127707,0.00957802,45.9785,38.85,22.6313,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113628554,607.329,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5302,5502,1110,0,30,14,0.0383072,0.105345,-10.3286,0.00638535,-0.0138349,0.00638535,45.9785,38.85,22.6313,2.38419e-07,0.00638535,
Sun Feb 18 10:54:01 2018,113638555,607.329,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5502,1106,0,20,32,0.0526724,0.0670376,-10.3046,0.0127707,-0.0170276,0.00744957,45.9785,38.85,22.6313,2.38419e-07,0.00744957,
Sun Feb 18 10:54:01 2018,113648556,607.329,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5502,1106,0,20,32,0.0143652,0.100556,-10.4866,0.00957802,-0.0170276,0.00957802,45.9785,38.85,22.6313,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113658557,607.329,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5526,1106,0,32,32,0.114922,0.143652,-10.4818,0.00851379,-0.0138349,0.00957802,45.9785,38.85,22.6313,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113668558,607.329,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5526,1106,0,32,32,0.0814029,0.00957681,-10.2568,0.0106422,-0.00957802,0.0117065,44.7686,37.2891,22.7977,2.38419e-07,0.0117065,
Sun Feb 18 10:54:01 2018,113678559,607.668,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5490,1108,0,8,32,0.110133,0.0766145,-10.4914,0.00957802,-0.0159634,0.00957802,44.7686,37.2891,22.7977,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113688560,607.668,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5490,1108,0,8,32,0.134075,0.071826,-10.4052,0.00957802,-0.0159634,0.0138349,44.7686,37.2891,22.7977,2.38419e-07,0.0138349,
Sun Feb 18 10:54:01 2018,113698561,607.668,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5348,5490,1110,0,32,14,0.0909797,0.0383072,-10.3477,0.00532112,-0.0159634,0.0106422,44.7686,37.2891,22.7977,2.38419e-07,0.0106422,
Sun Feb 18 10:54:01 2018,113708562,607.668,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5348,5490,1110,0,32,14,0.0383072,0.0287304,-10.4483,0.00851379,-0.0138349,0.00957802,44.7686,37.2891,22.7977,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113718563,609.18,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5498,1104,0,30,12,0.162806,0.0383072,-10.386,0.00957802,-0.0148991,0.0117065,44.7686,37.2891,22.7977,2.38419e-07,0.0117065,
Sun Feb 18 10:54:01 2018,113728564,609.18,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5498,1104,0,30,12,0.0574608,0.148441,-10.3908,0.00744957,-0.0170276,0.0117065,44.7686,37.2891,22.7977,2.38419e-07,0.0117065,
Sun Feb 18 10:54:01 2018,113738565,609.18,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5526,1108,0,30,12,0.100556,0.11971,-10.2568,0.0127707,-0.0170276,0.00532112,44.7686,37.2891,22.7977,2.38419e-07,0.00532112,
Sun Feb 18 10:54:01 2018,113748566,609.18,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5526,1108,0,30,12,0.143652,0.0383072,-10.4148,0.0106422,-0.0180918,0.00851379,44.7686,37.2891,22.7977,2.38419e-07,0.00851379,
Sun Feb 18 10:54:01 2018,113758567,609.18,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5492,1102,0,8,32,0.071826,0.0622492,-10.386,0.0042569,-0.0138349,0.0127707,44.7686,37.2891,22.7977,2.38419e-07,0.0127707,
Sun Feb 18 10:54:01 2018,113768568,609.18,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5492,1102,0,8,32,0.100556,0.110133,-10.3525,0.0042569,-0.0170276,0.00851379,44.7686,37.2891,22.7977,2.38419e-07,0.00851379,
Sun Feb 18 10:54:01 2018,113778569,607.555,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5498,1104,0,32,14,0.0814029,0.100556,-10.41,0.0106422,-0.0170276,0.00851379,44.7686,37.2891,22.7977,2.38419e-07,0.00851379,
Sun Feb 18 10:54:01 2018,113788570,607.555,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5498,1104,0,32,14,0.100556,0.124498,-10.4196,0.0127707,-0.0180918,0.00638535,44.7686,37.2891,22.7977,2.38419e-07,0.00638535,
Sun Feb 18 10:54:01 2018,113798571,607.555,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5494,1102,0,32,14,0.0526724,0.114922,-10.3621,0.00957802,-0.0180918,0.00957802,44.7686,37.2891,22.7977,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113808572,607.555,1514,1514,1133,1514,1088,1514,-7.62939e-06,7.62939e-06,0.952817,2.38419e-07,-0.5,-1.19209e-07,5350,5494,1102,0,32,14,0.114922,0.162806,-10.3573,0.00851379,-0.0138349,0.0117065,44.7686,37.2891,22.7977,2.38419e-07,0.0117065,
Sun Feb 18 10:54:01 2018,113818573,608.102,1514,1514,1133,1514,1088,1514,-7.62939e-06,7.62939e-06,0.952817,2.38419e-07,-0.5,-1.19209e-07,5340,5506,1108,0,8,32,0.0574608,0.0622492,-10.3477,0.0106422,-0.0117065,0.00638535,44.7686,37.2891,22.7977,2.38419e-07,0.00638535,
Sun Feb 18 10:54:01 2018,113828574,608.102,1514,1514,1178,1514,1088,1514,-7.62939e-06,7.62939e-06,1.00563,2.38419e-07,-0.5,-1.19209e-07,5340,5506,1108,0,8,32,0.0861913,0.0957681,-10.4483,0.0106422,-0.0127707,0.00957802,44.7686,37.2891,22.7977,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113838575,608.102,1514,1514,1178,1514,1088,1514,-7.62939e-06,7.62939e-06,1.00563,2.38419e-07,-0.5,-1.19209e-07,5350,5488,1110,0,20,32,0.0814029,0.0909797,-10.2185,0.0106422,-0.0159634,0.00957802,44.7686,37.2891,22.7977,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113848576,608.102,1514,1514,1212,1514,1088,1514,-7.62939e-06,7.62939e-06,1.04554,2.38419e-07,-0.5,-1.19209e-07,5350,5488,1110,0,20,32,0.0526724,0.0766145,-10.2615,0.00851379,-0.0180918,0.00744957,44.7686,37.2891,22.7977,2.38419e-07,0.00744957,
Sun Feb 18 10:54:01 2018,113858577,608.102,1514,1514,1212,1514,1088,1514,-7.62939e-06,7.62939e-06,1.04554,2.38419e-07,-0.5,-1.19209e-07,5344,5492,1110,0,8,32,0.110133,0.105345,-10.3382,0.00319267,-0.0138349,0.0138349,44.7686,37.2891,22.7977,2.38419e-07,0.0138349,
Sun Feb 18 10:54:01 2018,113868578,608.102,1514,1514,1236,1514,1088,1514,-7.62939e-06,7.62939e-06,1.07371,2.38419e-07,-0.5,-1.19209e-07,5344,5492,1110,0,8,32,0.071826,0.0909797,-10.4148,0.00851379,-0.0138349,0.00638535,44.7686,37.2891,22.7977,2.38419e-07,0.00638535,
Sun Feb 18 10:54:01 2018,113878579,609.466,1514,1514,1236,1514,1088,1514,-7.62939e-06,7.62939e-06,1.07371,2.38419e-07,-0.5,-1.19209e-07,5346,5498,1102,0,20,32,0.0670376,0.0287304,-10.4339,0.00744957,-0.0148991,0.00957802,44.7686,37.2891,22.7977,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113888580,609.466,1514,1514,1247,1514,1088,1514,-7.62939e-06,7.62939e-06,1.08662,2.38419e-07,-0.5,-1.19209e-07,5346,5498,1102,0,20,32,0.0526724,0.0909797,-10.3956,0.0106422,-0.0148991,0.00851379,44.7686,37.2891,22.7977,2.38419e-07,0.00851379,
Sun Feb 18 10:54:01 2018,113898581,609.466,1514,1514,1247,1514,1088,1514,-7.62939e-06,7.62939e-06,1.08662,2.38419e-07,-0.5,-1.19209e-07,5346,5490,1098,0,8,32,0.0766145,0.0287304,-10.2951,0.0117065,-0.0138349,0.00851379,44.7686,37.2891,22.7977,2.38419e-07,0.00851379,
Sun Feb 18 10:54:01 2018,113908582,609.466,1514,1514,1247,1514,1088,1514,-7.62939e-06,7.62939e-06,1.08662,2.38419e-07,-0.5,-1.19209e-07,5346,5490,1098,0,8,32,0.023942,0.0526724,-10.252,0.0106422,-0.0148991,0.0117065,44.7686,37.2891,22.7977,2.38419e-07,0.0117065,
Sun Feb 18 10:54:01 2018,113918583,609.127,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5344,5526,1108,0,8,30,0.162806,0.0191536,-10.3525,0.00638535,-0.0138349,0.00851379,46.4971,39.0234,22.4648,2.38419e-07,0.00851379,
Sun Feb 18 10:54:01 2018,113928584,609.127,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5344,5526,1108,0,8,30,0.0287304,0.0430956,-10.4148,0.00744957,-0.0159634,0.0138349,46.4971,39.0234,22.4648,2.38419e-07,0.0138349,
Sun Feb 18 10:54:01 2018,113938585,609.127,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5338,5504,1104,0,20,32,0.0670376,0.047884,-10.3717,0.0148991,-0.0117065,0.0148991,46.4971,39.0234,22.4648,2.38419e-07,0.0148991,
Sun Feb 18 10:54:01 2018,113948586,609.127,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5338,5504,1104,0,20,32,0.071826,0.071826,-10.3573,0.0127707,-0.0202203,0.00957802,46.4971,39.0234,22.4648,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,113958587,609.127,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5340,5516,1108,0,34,14,0.0814029,0.0909797,-10.3477,0.00638535,-0.0148991,0.00638535,46.4971,39.0234,22.4648,2.38419e-07,0.00638535,
Sun Feb 18 10:54:01 2018,113968588,609.127,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5340,5516,1108,0,34,14,0.138864,0.0430956,-10.2663,0.00851379,-0.0159634,0.00744957,46.4971,39.0234,22.4648,2.38419e-07,0.00744957,
Sun Feb 18 10:54:01 2018,113978589,607.963,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1110,0,8,30,0.0622492,0.100556,-10.4148,0.00957802,-0.0148991,0.0106422,46.4971,39.0234,22.4648,2.38419e-07,0.0106422,
Sun Feb 18 10:54:01 2018,113988590,607.963,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1110,0,8,30,0.0766145,0.100556,-10.2807,0.00638535,-0.0180918,0.00851379,46.4971,39.0234,22.4648,2.38419e-07,0.00851379,
Sun Feb 18 10:54:01 2018,113998593,607.963,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5350,5492,1104,0,22,30,0.0861913,0.114922,-10.3908,0.0138349,-0.0202203,0.0117065,46.4971,39.0234,22.4648,2.38419e-07,0.0117065,
Sun Feb 18 10:54:01 2018,114008594,607.963,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5350,5492,1104,0,22,30,0.186748,0.0430956,-10.3956,0.00638535,-0.0117065,0.00744957,46.4971,39.0234,22.4648,2.38419e-07,0.00744957,
Sun Feb 18 10:54:01 2018,114018595,609.258,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5350,5502,1106,0,32,16,0.0574608,0.0909797,-10.3717,0.00957802,-0.0148991,0.00957802,46.4971,39.0234,22.4648,2.38419e-07,0.00957802,
Sun Feb 18 10:54:01 2018,114028596,609.258,1514,1514,1250,1514,1088,1514,-7.62939e-06,7.62939e-06,1.09014,2.38419e-07,-0.5,-1.19209e-07,5350,5502,1106,0,32,16,0.0766145,0.11971,-10.343,0.0117065,-0.0148991,0.00851379,46.4971,39.0234,22.4648,2.38419e-07,0.00851379,
