today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS_FILT
Sun Feb 18 10:54:12 2018,123660342,607.503,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5354,5506,1106,0,18,32,-0.229843,0.292093,-10.501,-0.0148991,-0.0553397,-0.0383121,35.9531,38.1562,32.6156,2.38419e-07,-0.0383121,
Sun Feb 18 10:54:12 2018,123670347,607.503,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5356,5490,1102,0,8,32,-0.292093,0.272939,-10.5249,-0.0127707,-0.0510828,-0.0446974,35.9531,38.1562,32.6156,2.38419e-07,-0.0446974,
Sun Feb 18 10:54:12 2018,123680348,607.503,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5356,5490,1102,0,8,32,-0.23942,0.3304,-10.477,-0.0234129,-0.0489543,-0.0404405,35.9531,38.1562,32.6156,2.38419e-07,-0.0404405,
Sun Feb 18 10:54:12 2018,123690349,607.503,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5356,5490,1102,0,8,32,-0.292093,0.392649,-10.3813,-0.0244772,-0.0446974,-0.0404405,35.9531,38.1562,32.6156,2.38419e-07,-0.0404405,
Sun Feb 18 10:54:12 2018,123700361,635.612,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5354,5510,1110,0,8,32,-0.339977,0.344765,-10.4483,-0.0148991,-0.0372479,-0.042569,35.9531,38.1562,32.6156,2.38419e-07,-0.042569,
Sun Feb 18 10:54:12 2018,123710362,635.612,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5354,5510,1110,0,8,32,-0.263362,0.220267,-10.4196,-0.0202203,-0.0287341,-0.0436332,35.9531,38.1562,32.6156,2.38419e-07,-0.0436332,
Sun Feb 18 10:54:12 2018,123720363,635.612,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5514,1110,0,32,32,-0.344765,0.225055,-10.4674,-0.019156,-0.032991,-0.0468259,35.9531,38.1562,32.6156,2.38419e-07,-0.0468259,
Sun Feb 18 10:54:12 2018,123730364,635.612,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5520,1106,0,32,14,-0.311246,0.301669,-10.4196,-0.0202203,-0.0212845,-0.0446974,35.9531,38.1562,32.6156,2.38419e-07,-0.0446974,
Sun Feb 18 10:54:12 2018,123740365,635.612,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5520,1106,0,32,14,-0.416591,0.277727,-10.501,-0.0159634,-0.0212845,-0.042569,35.9531,38.1562,32.6156,2.38419e-07,-0.042569,
Sun Feb 18 10:54:12 2018,123750366,635.612,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5490,1102,0,30,32,-0.363919,0.368707,-10.5393,-0.00851379,-0.0138349,-0.0383121,35.9531,38.1562,32.6156,2.38419e-07,-0.0383121,
