today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS_FILT
Sun Feb 18 11:02:01 2018,92534538,606.608,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5500,1080,0,32,32,0,0.114922,-10.4004,0.00957802,-0.0138349,0.0127707,29.3848,31.9125,30.2859,2.38419e-07,0.0127707,
Sun Feb 18 11:02:01 2018,92544539,606.608,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5520,1086,0,30,32,0.105345,0.177171,-10.3813,0.00638535,-0.0159634,0.00532112,29.3848,31.9125,30.2859,2.38419e-07,0.00532112,
Sun Feb 18 11:02:01 2018,92554540,606.608,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5520,1086,0,30,32,-0.0335188,0.124498,-10.3477,0.00851379,-0.00957802,0.0117065,29.3848,31.9125,30.2859,2.38419e-07,0.0117065,
Sun Feb 18 11:02:01 2018,92564541,607.39,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5506,1078,0,8,32,0.0287304,0.0622492,-10.4674,0.00851379,-0.0127707,0.00957802,29.3848,31.9125,30.2859,2.38419e-07,0.00957802,
Sun Feb 18 11:02:01 2018,92574542,607.39,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5506,1078,0,8,32,0.114922,0.0909797,-10.2759,0.0042569,-0.0138349,0.0127707,29.3848,31.9125,30.2859,2.38419e-07,0.0127707,
Sun Feb 18 11:02:01 2018,92584543,607.39,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5526,1080,0,30,32,0.0957681,0.153229,-10.3382,0.0148991,-0.0180918,0.0127707,29.3848,31.9125,30.2859,2.38419e-07,0.0127707,
Sun Feb 18 11:02:01 2018,92594544,607.39,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5526,1080,0,30,32,0.0574608,0.071826,-10.4339,0.0117065,-0.0106422,0.00851379,28.1748,31.0453,33.4477,2.38419e-07,0.00851379,
Sun Feb 18 11:02:01 2018,92604545,606.781,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5516,1080,0,8,32,0.0287304,0.0957681,-10.4674,0.00957802,-0.0138349,0.00638535,28.1748,31.0453,33.4477,2.38419e-07,0.00638535,
Sun Feb 18 11:02:01 2018,92614546,606.781,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5516,1080,0,8,32,0.114922,0.124498,-10.4435,0.00744957,-0.0138349,0.00744957,28.1748,31.0453,33.4477,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,92624547,606.781,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5488,1076,0,32,14,0.11971,0.129287,-10.2903,0.0117065,-0.0159634,0.00957802,28.1748,31.0453,33.4477,2.38419e-07,0.00957802,
Sun Feb 18 11:02:01 2018,92634548,606.781,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5488,1076,0,32,14,0.0814029,0.129287,-10.41,0.0106422,-0.0159634,0.00851379,28.1748,31.0453,33.4477,2.38419e-07,0.00851379,
Sun Feb 18 11:02:01 2018,92644549,606.781,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5498,1086,0,8,30,0.0574608,0.134075,-10.3573,0.0106422,-0.0106422,0.0106422,28.1748,31.0453,33.4477,2.38419e-07,0.0106422,
Sun Feb 18 11:02:01 2018,92654550,606.781,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5498,1086,0,8,30,0.0526724,0.186748,-10.3525,0.0106422,-0.0202203,0.00851379,28.1748,31.0453,33.4477,2.38419e-07,0.00851379,
Sun Feb 18 11:02:01 2018,92664551,606.599,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5506,1086,0,8,30,0.0383072,0.162806,-10.3477,0.0148991,-0.0117065,0.00744957,28.1748,31.0453,33.4477,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,92674552,606.599,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5506,1086,0,8,30,0.023942,0.129287,-10.4052,0.0106422,-0.0148991,0.0117065,28.1748,31.0453,33.4477,2.38419e-07,0.0117065,
Sun Feb 18 11:02:01 2018,92684553,606.599,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5520,1088,0,8,32,0.0526724,0.100556,-10.3477,0.00638535,-0.0159634,0.00744957,28.1748,31.0453,33.4477,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,92694554,606.599,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5520,1088,0,8,32,0.100556,0.100556,-10.4818,0.00532112,-0.0148991,0.0106422,28.1748,31.0453,33.4477,2.38419e-07,0.0106422,
Sun Feb 18 11:02:01 2018,92704555,606.303,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5328,5522,1086,0,8,32,0.100556,0.124498,-10.4387,0.0117065,-0.0180918,0.0106422,28.1748,31.0453,33.4477,2.38419e-07,0.0106422,
Sun Feb 18 11:02:01 2018,92714556,606.303,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5328,5522,1086,0,8,32,0.0814029,0.158017,-10.4483,0.00319267,-0.0148991,0.0117065,28.1748,31.0453,33.4477,2.38419e-07,0.0117065,
Sun Feb 18 11:02:01 2018,92724557,606.303,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5488,1086,0,8,32,0.0574608,0.0861913,-10.4531,0.00744957,-0.0148991,0.00532112,28.1748,31.0453,33.4477,2.38419e-07,0.00532112,
Sun Feb 18 11:02:01 2018,92734558,606.303,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5488,1086,0,8,32,0.0909797,0.0574608,-10.41,0.00744957,-0.0106422,0.00851379,28.1748,31.0453,33.4477,2.38419e-07,0.00851379,
Sun Feb 18 11:02:01 2018,92744559,606.303,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5332,5520,1086,0,32,32,0.0766145,0.225055,-10.4962,0.0127707,-0.0170276,0.00957802,28.1748,31.0453,33.4477,2.38419e-07,0.00957802,
Sun Feb 18 11:02:01 2018,92754560,606.303,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5332,5520,1086,0,32,32,0.138864,0.129287,-10.2951,0.0106422,-0.019156,0.00851379,28.1748,31.0453,33.4477,2.38419e-07,0.00851379,
Sun Feb 18 11:02:01 2018,92764561,607.181,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5524,1080,0,32,14,0.201113,0.186748,-10.3908,0.00957802,-0.0170276,0.00638535,28.1748,31.0453,33.4477,2.38419e-07,0.00638535,
Sun Feb 18 11:02:01 2018,92774562,607.181,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5524,1080,0,32,14,0.0622492,0.196325,-10.4004,0.0138349,-0.0148991,0.00957802,28.1748,31.0453,33.4477,2.38419e-07,0.00957802,
Sun Feb 18 11:02:01 2018,92784563,607.181,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5514,1080,0,8,32,0.143652,0.172383,-10.5297,0.00957802,-0.0170276,0.0127707,28.1748,31.0453,33.4477,2.38419e-07,0.0127707,
Sun Feb 18 11:02:01 2018,92794564,607.181,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5514,1080,0,8,32,0.100556,0.11971,-10.3525,0.0138349,-0.0148991,0.0127707,28.1748,31.0453,33.4477,2.38419e-07,0.0127707,
Sun Feb 18 11:02:01 2018,92804565,606.321,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5522,1086,0,8,32,0.124498,0.148441,-10.2903,0.0106422,-0.0117065,0.0117065,28.1748,31.0453,33.4477,2.38419e-07,0.0117065,
Sun Feb 18 11:02:01 2018,92814566,606.321,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5522,1086,0,8,32,0.138864,0.124498,-10.3046,0.00851379,-0.0159634,0.00744957,28.1748,31.0453,33.4477,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,92824567,606.321,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5510,1080,0,32,14,0.0191536,0.114922,-10.3286,0.0106422,-0.0170276,0.00744957,28.1748,31.0453,33.4477,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,92834568,606.321,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5334,5510,1080,0,32,14,0.023942,0.162806,-10.1849,0.0106422,-0.00851379,0.00319267,28.1748,31.0453,33.4477,2.38419e-07,0.00319267,
Sun Feb 18 11:02:01 2018,92844569,606.321,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5506,1078,0,8,32,0.071826,0.124498,-10.41,0.00851379,-0.0180918,0.00744957,27.1377,31.7391,32.1164,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,92854570,606.321,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5506,1078,0,8,32,0.0766145,0.129287,-10.4435,0.0127707,-0.0159634,0.0127707,27.1377,31.7391,32.1164,2.38419e-07,0.0127707,
Sun Feb 18 11:02:01 2018,92864571,606.095,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5494,1084,0,8,32,0.114922,0.0861913,-10.3669,0.00532112,-0.0127707,0.0106422,27.1377,31.7391,32.1164,2.38419e-07,0.0106422,
Sun Feb 18 11:02:01 2018,92874572,606.095,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5494,1084,0,8,32,0.110133,0.0574608,-10.4722,0.00957802,-0.0106422,0.0127707,27.1377,31.7391,32.1164,2.38419e-07,0.0127707,
Sun Feb 18 11:02:01 2018,92884573,606.095,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5494,1080,0,8,32,0.0814029,0.143652,-10.2903,0.00851379,-0.00957802,0.0117065,27.1377,31.7391,32.1164,2.38419e-07,0.0117065,
Sun Feb 18 11:02:01 2018,92894574,606.095,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5494,1080,0,8,32,0.105345,0.071826,-10.4004,0.00744957,-0.0170276,0.00851379,27.1377,31.7391,32.1164,2.38419e-07,0.00851379,
Sun Feb 18 11:02:01 2018,92904575,606.043,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5506,1080,0,32,14,0.0814029,0.196325,-10.4004,0.00744957,-0.0106422,0.00744957,27.1377,31.7391,32.1164,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,92914576,606.043,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5506,1080,0,32,14,0.153229,0.110133,-10.4435,0.0117065,-0.0148991,0.0106422,27.1377,31.7391,32.1164,2.38419e-07,0.0106422,
Sun Feb 18 11:02:01 2018,92924577,606.043,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1080,0,8,30,0.105345,0.0574608,-10.2759,0.0106422,-0.0127707,0.0042569,27.1377,31.7391,32.1164,2.38419e-07,0.0042569,
Sun Feb 18 11:02:01 2018,92934578,606.043,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1080,0,8,30,0.11971,0.0670376,-10.2951,0.0042569,-0.0170276,0.00851379,27.1377,31.7391,32.1164,2.38419e-07,0.00851379,
Sun Feb 18 11:02:01 2018,92944579,606.043,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5484,1080,0,32,32,0.0670376,0.129287,-10.4196,0.0106422,-0.0138349,0.00744957,27.1377,31.7391,32.1164,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,92954580,606.043,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5484,1080,0,32,32,0.071826,0.148441,-10.3956,0.00744957,-0.0138349,0.00957802,27.1377,31.7391,32.1164,2.38419e-07,0.00957802,
Sun Feb 18 11:02:01 2018,92964581,605.912,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5488,1080,0,32,14,0.00957681,0.100556,-10.319,0.00744957,-0.0138349,0.0117065,27.1377,31.7391,32.1164,2.38419e-07,0.0117065,
Sun Feb 18 11:02:01 2018,92974582,605.912,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5488,1080,0,32,14,-0.0143652,0.11971,-10.4339,0.0117065,-0.0138349,0.00957802,27.1377,31.7391,32.1164,2.38419e-07,0.00957802,
Sun Feb 18 11:02:01 2018,92984583,605.912,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5490,1078,0,8,32,0.0383072,0.0670376,-10.3717,0.00638535,-0.0138349,0.0106422,27.1377,31.7391,32.1164,2.38419e-07,0.0106422,
Sun Feb 18 11:02:01 2018,92994584,605.912,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5490,1078,0,8,32,0.143652,0.0191536,-10.3669,0.0106422,-0.0170276,0.00744957,27.1377,31.7391,32.1164,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,93004585,607.268,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1080,0,8,30,0.0383072,0.114922,-10.2951,0.00957802,-0.0138349,0.00744957,27.1377,31.7391,32.1164,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,93014586,607.268,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1080,0,8,30,0.0861913,0.134075,-10.4531,0.00957802,-0.0138349,0.00851379,27.1377,31.7391,32.1164,2.38419e-07,0.00851379,
Sun Feb 18 11:02:01 2018,93024587,607.268,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5506,1080,0,32,30,0.100556,0.0526724,-10.4291,0.00851379,-0.0148991,0.0106422,27.1377,31.7391,32.1164,2.38419e-07,0.0106422,
Sun Feb 18 11:02:01 2018,93034588,607.268,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5506,1080,0,32,30,0.172383,0.110133,-10.3621,0.0127707,-0.0148991,0.00638535,27.1377,31.7391,32.1164,2.38419e-07,0.00638535,
Sun Feb 18 11:02:01 2018,93044589,607.268,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5328,5512,1080,0,8,30,0.0670376,0.153229,-10.2759,0.00532112,-0.0148991,0.00638535,27.1377,31.7391,32.1164,2.38419e-07,0.00638535,
Sun Feb 18 11:02:01 2018,93054590,607.268,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5328,5512,1080,0,8,30,0.105345,0.11971,-10.3334,0.00957802,-0.0117065,0.00744957,27.1377,31.7391,32.1164,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,93064591,606.19,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5514,1080,0,32,32,0.11971,0.153229,-10.5105,0.00957802,-0.0117065,0.0117065,27.1377,31.7391,32.1164,2.38419e-07,0.0117065,
Sun Feb 18 11:02:01 2018,93074592,606.19,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5514,1080,0,32,32,0.110133,0.0814029,-10.3908,0.0127707,-0.0138349,0.00744957,27.1377,31.7391,32.1164,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,93084593,606.19,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5494,1080,0,8,32,0.153229,0.129287,-10.3813,0.00957802,-0.0148991,0.00532112,27.1377,31.7391,32.1164,2.38419e-07,0.00532112,
Sun Feb 18 11:02:01 2018,93094594,606.19,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5494,1080,0,8,32,0.177171,0.134075,-10.4196,0.0117065,-0.0138349,0.0106422,28.1748,33.4734,32.782,2.38419e-07,0.0106422,
Sun Feb 18 11:02:01 2018,93104595,606.26,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5522,1086,0,32,30,0.0574608,0.0814029,-10.3621,0.00744957,-0.0138349,0.00744957,28.1748,33.4734,32.782,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,93114596,606.26,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5522,1086,0,32,30,0.0430956,0.129287,-10.3717,0.0148991,-0.0106422,0.00957802,28.1748,33.4734,32.782,2.38419e-07,0.00957802,
Sun Feb 18 11:02:01 2018,93124597,606.26,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5524,1080,0,8,32,0.0574608,0.0861913,-10.4435,0.00638535,-0.00957802,0.0106422,28.1748,33.4734,32.782,2.38419e-07,0.0106422,
Sun Feb 18 11:02:01 2018,93134598,606.26,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5524,1080,0,8,32,0.0766145,0.129287,-10.4339,0.0127707,-0.0159634,0.00957802,28.1748,33.4734,32.782,2.38419e-07,0.00957802,
Sun Feb 18 11:02:01 2018,93144599,606.26,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5492,1080,0,8,30,0,0.138864,-10.3813,0.00744957,-0.0159634,0.0117065,28.1748,33.4734,32.782,2.38419e-07,0.0117065,
Sun Feb 18 11:02:01 2018,93154600,606.26,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5492,1080,0,8,30,0.110133,0.114922,-10.386,0.0106422,-0.0148991,0.00957802,28.1748,33.4734,32.782,2.38419e-07,0.00957802,
Sun Feb 18 11:02:01 2018,93164601,607.155,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5332,5524,1080,0,8,30,0.00957681,0.114922,-10.4627,0.0117065,-0.0106422,0.0042569,28.1748,33.4734,32.782,2.38419e-07,0.0042569,
Sun Feb 18 11:02:01 2018,93174602,607.155,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5332,5524,1080,0,8,30,0.0383072,0.21069,-10.4339,0.0127707,-0.0148991,0.00744957,28.1748,33.4734,32.782,2.38419e-07,0.00744957,
Sun Feb 18 11:02:01 2018,93184603,607.155,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1080,0,32,14,0.0957681,0.110133,-10.5776,0.00851379,-0.0159634,0.0127707,28.1748,33.4734,32.782,2.38419e-07,0.0127707,
Sun Feb 18 11:02:01 2018,93194604,607.155,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1080,0,32,14,0.0957681,0.023942,-10.5441,0.00638535,-0.0138349,0.00638535,28.1748,33.4734,32.782,2.38419e-07,0.00638535,
