today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS_FILT
Sun Feb 18 11:01:57 2018,88626921,605.973,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5494,1080,0,8,30,0.0383072,0.0861913,-10.3238,0.0127707,-0.0159634,0.00957802,26.9648,31.2188,29.2875,2.38419e-07,0.00957802,
Sun Feb 18 11:01:57 2018,88636922,607.085,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5516,1080,0,32,14,0.110133,0.129287,-10.3813,0.0106422,-0.00744957,0.0117065,26.9648,31.2188,29.2875,2.38419e-07,0.0117065,
Sun Feb 18 11:01:57 2018,88646924,607.085,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5516,1080,0,32,14,0.162806,0.225055,-10.3142,0.0106422,-0.0127707,0.0117065,26.9648,31.2188,29.2875,2.38419e-07,0.0117065,
Sun Feb 18 11:01:57 2018,88656925,607.085,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5524,1080,0,8,32,0.0814029,0.21069,-10.3477,0.0106422,-0.0159634,0.00851379,26.9648,31.2188,29.2875,2.38419e-07,0.00851379,
Sun Feb 18 11:01:57 2018,88666926,607.085,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5524,1080,0,8,32,0.100556,0.148441,-10.3669,0.0106422,-0.0170276,0.0127707,26.9648,31.2188,29.2875,2.38419e-07,0.0127707,
Sun Feb 18 11:01:57 2018,88676927,607.085,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5524,1080,0,8,32,0.023942,0.158017,-10.3813,0.00851379,-0.0138349,0.0117065,26.9648,31.2188,29.2875,2.38419e-07,0.0117065,
Sun Feb 18 11:01:57 2018,88686928,607.007,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5506,1080,0,32,14,0.0957681,0.0814029,-10.2472,0.0106422,-0.0138349,0.00957802,26.9648,31.2188,29.2875,2.38419e-07,0.00957802,
Sun Feb 18 11:01:57 2018,88696929,607.007,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5506,1080,0,32,14,0.158017,0.177171,-10.4866,0.00851379,-0.0202203,0.00957802,26.9648,31.2188,29.2875,2.38419e-07,0.00957802,
Sun Feb 18 11:01:57 2018,88706930,607.007,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5348,5502,1080,0,8,30,0.0143652,0.134075,-10.2711,0.0159634,-0.0159634,0.00638535,26.9648,31.2188,29.2875,2.38419e-07,0.00638535,
Sun Feb 18 11:01:57 2018,88716931,607.007,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5524,1086,0,6,32,0.0143652,0.0909797,-10.386,0.0117065,-0.0138349,0.0117065,26.9648,31.2188,29.2875,2.38419e-07,0.0117065,
