today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitch,desired pitch,roll,desired roll,yaw,desired yaw,msl,kppitch,kdpitch,kipitch,lampitch,pp,pd,pi,kproll,kdroll,kiroll,lamroll,rp,rd,ri,kpyaw,kdyaw,kiyaw,lamyaw,yp,yd,yi
Thu Oct  3 09:59:03 2019,27190232,579.524,1505,1515,1727,1514,1088,1514,0.422539,-0.0469437,1.575,0,-0.05,-1.19209e-07,5382,5566,36,18,8,28,-2.99275,-0.0526724,-15.1505,-0.792847,0.310753,0.0276698,31.1719,66.5191,22.6436,-29.1557,-0.0469437,1.29744,0.422539,0.0276698,0,579.524,0.0022,0.00035,0.00018,0.0740091,0.0648377,-0.00823664,0.017408,0.0022,0.00035,0.00018,-0.0122147,-0.00163804,0.00838274,-0.0189594,0.28,0,0.03,-0.0483042,-0.00774755,0,-0.0405567,
Thu Oct  3 09:59:03 2019,27200233,579.524,1487,1515,1727,1514,1088,1514,1.26761,-0.0469437,1.575,0,-0.05,-1.19209e-07,5382,5550,34,8,28,10,0.560243,3.16035,-9.9503,-0.832223,0.284148,0.0436332,31.1719,66.5191,22.6436,-28.7261,-0.0469437,1.11799,0.422539,0.0436332,0,579.524,0.0022,0.00035,0.00018,0.0687985,0.0640393,-0.0127016,0.0174607,0.0022,0.00035,0.00018,-0.0254473,-0.00192478,-0.00456169,-0.0189609,0.28,0,0.03,-0.0527846,-0.0122173,-0,-0.0405674,
Thu Oct  3 09:59:03 2019,27210234,579.524,1487,1515,1726,1514,1088,1514,1.26761,-0.0469437,1.57394,0,-0.05,-1.19209e-07,5382,5550,34,8,28,10,-1.39343,1.71904,-15.9837,-1.02272,0.403341,0.0244772,31.1719,66.5191,22.6436,-28.183,-0.0469437,1.10846,1.26761,0.0244772,0,579.524,0.0022,0.00035,0.00018,0.0655685,0.0630941,-0.0150383,0.0175127,0.0022,0.00035,0.00018,0.0172256,0.000329153,0.035858,-0.0189615,0.28,0,0.03,-0.0474312,-0.0068536,0,-0.0405776,
Thu Oct  3 09:59:03 2019,27220235,579.524,1444,1514,1726,1514,1088,1514,3.28639,7.62939e-06,1.57394,0,-0.05,-1.19209e-07,5382,5550,34,8,28,10,-0.35913,1.69509,-10.6781,-0.647048,0.599158,0.00851379,31.1719,66.5191,22.6436,-27.8364,-0.0469437,1.12926,1.26761,0.00851379,0,579.524,0.0022,0.00035,0.00018,0.0604544,0.0618993,-0.0190087,0.0175638,0.0022,0.00035,0.00018,-0.0182774,0.000350126,0.000333661,-0.0189612,0.28,0,0.03,-0.0429664,-0.00238386,0,-0.0405825,
Thu Oct  3 09:59:03 2019,27230236,579.063,1444,1514,1726,1514,1088,1514,3.28639,7.62939e-06,1.57394,0,-0.05,-1.19209e-07,5380,5544,34,8,28,10,-0.368707,-2.87783,-7.65187,-0.842866,0.660883,-0.00744957,31.1719,66.5191,22.6436,-27.3775,7.62939e-06,1.24531,3.28639,-0.00744957,0,579.063,0.0022,0.00035,0.00018,0.0683684,0.0612401,-0.010486,0.0176142,0.0022,0.00035,0.00018,0.0557158,0.00474568,0.0699293,-0.0189591,0.28,0,0.03,-0.0384968,0.00208588,0,-0.0405827,
Thu Oct  3 09:59:03 2019,27240237,579.063,1385,1508,1726,1514,1088,1514,6.05634,0.281693,1.57394,0,-0.05,-1.19209e-07,5380,5544,34,8,28,10,-0.402226,-0.651223,-12.0093,-1.01208,0.619379,0.0117065,31.1719,66.5191,22.6436,-26.8164,7.62939e-06,1.46161,3.28639,0.0117065,0,579.063,0.0022,0.00035,0.00018,0.0618315,0.0602305,-0.0160629,0.0176639,0.0022,0.00035,0.00018,-0.0185267,0.00449037,-0.00406174,-0.0189554,0.28,0,0.03,-0.0438611,-0.00327781,-0,-0.0405833,
Thu Oct  3 09:59:03 2019,27250238,579.063,1385,1508,1727,1514,1088,1514,6.05634,0.281693,1.575,0,-0.05,-1.19209e-07,5404,5516,34,8,28,10,1.50356,-1.3216,-8.82024,-0.615122,0.802425,0.0500185,31.1719,66.5191,22.6436,-26.3163,0.281693,1.68452,6.05634,0.0500185,0,579.063,0.0022,0.00035,0.00018,0.0675497,0.0596158,-0.009779,0.0177129,0.0022,0.00035,0.00018,0.080537,0.0101084,0.089378,-0.0189494,0.28,0,0.03,-0.0545978,-0.0140052,-0,-0.0405926,
Thu Oct  3 09:59:03 2019,27260239,579.063,1350,1498,1727,1514,1088,1514,7.69954,0.751175,1.575,0,-0.05,-1.19209e-07,5404,5516,34,8,28,10,-1.43652,-1.29287,-12.2104,-0.812003,0.852444,0.0468259,31.1719,66.5191,22.6436,-25.7563,0.281693,1.8654,6.05634,0.0468259,0,579.063,0.0022,0.00035,0.00018,0.0587731,0.0585156,-0.0175037,0.0177613,0.0022,0.00035,0.00018,-0.0171251,0.00961802,-0.00780183,-0.0189413,0.28,0,0.03,-0.0537184,-0.0131112,0,-0.0406071,
Thu Oct  3 09:59:03 2019,27270240,579.063,1350,1498,1727,1514,1088,1514,7.69954,0.751175,1.575,0,-0.05,-1.19209e-07,5378,5550,40,20,6,28,-1.73819,0.847547,-20.7098,-0.616186,0.628957,0.0957802,31.1719,66.5191,22.6436,-25.1498,0.751175,2.22778,7.69954,0.0957802,0,579.063,0.0022,0.00035,0.00018,0.0729592,0.0583165,-0.00316643,0.017809,0.0022,0.00035,0.00018,0.0450839,0.0128351,0.0511809,-0.0189321,0.28,0,0.03,-0.0674469,-0.0268185,-0,-0.0406285,
Thu Oct  3 09:59:03 2019,27280241,579.063,1350,1498,1727,1514,1088,1514,7.69954,0.751175,1.575,0,-0.05,-1.19209e-07,5378,5550,40,20,6,28,-0.0191536,4.48195,-15.6533,-0.0659819,0.645984,0.117065,31.1719,66.5191,22.6436,-24.5625,0.751175,2.37789,7.69954,0.117065,0,579.063,0.0022,0.00035,0.00018,0.0536102,0.0569822,-0.0212282,0.0178562,0.0022,0.00035,0.00018,-0.0195675,0.0120379,-0.0126834,-0.018922,0.28,0,0.03,-0.0734385,-0.0327781,-0,-0.0406604,
Thu Oct  3 09:59:03 2019,27290242,578.629,1321,1486,1727,1514,1088,1514,9.06104,1.31456,1.575,0,-0.05,-1.19209e-07,5354,5576,34,8,26,30,-0.287304,0.35913,-11.0421,-0.159634,0.670461,0.0542754,31.1719,66.5191,22.6436,-23.9396,0.751175,2.9766,7.69954,0.0542754,0,578.629,0.0022,0.00035,0.00018,0.0530381,0.0556902,-0.0205544,0.0179023,0.0022,0.00035,0.00018,-0.0124585,0.0117076,-0.00525388,-0.0189123,0.28,0,0.03,-0.0558832,-0.0151971,0,-0.0406861,
Thu Oct  3 09:59:03 2019,27300243,578.629,1321,1486,1727,1514,1088,1514,9.06104,1.31456,1.575,0,-0.05,-1.19209e-07,5354,5576,34,8,26,30,0.924162,-2.80122,-11.497,0.114936,0.715159,0.0564039,31.1719,66.5191,22.6436,-23.4096,1.31456,3.69873,9.06104,0.0564039,0,578.629,0.0022,0.00035,0.00018,0.0714214,0.0555591,-0.00208549,0.0179478,0.0022,0.00035,0.00018,0.0211817,0.0133858,0.026698,-0.018902,0.28,0,0.03,-0.0564958,-0.0157931,-0,-0.0407027,
Thu Oct  3 09:59:03 2019,27310244,578.629,1264,1475,1727,1514,1088,1514,11.7371,1.83099,1.575,0,-0.05,-1.19209e-07,5344,5558,32,8,28,10,0.962469,-2.33195,-7.58004,0.3778,0.803489,0.0468259,31.1719,66.5191,22.6436,-22.842,1.31456,4.20001,9.06104,0.0468259,0,578.629,0.0022,0.00035,0.00018,0.0538353,0.0543931,-0.0185506,0.0179928,0.0022,0.00035,0.00018,-0.0323693,0.0117971,-0.0252747,-0.0188917,0.28,0,0.03,-0.0538295,-0.0131112,0,-0.0407182,
Thu Oct  3 09:59:03 2019,27320245,578.629,1264,1475,1726,1514,1088,1514,11.7371,1.83099,1.57394,0,-0.05,-1.19209e-07,5344,5558,32,8,28,10,-0.42138,-3.47638,-13.6948,0.25435,0.846058,0.0117065,31.1719,66.5191,22.6436,-22.2535,1.83099,4.46002,11.7371,0.0117065,0,578.629,0.0022,0.00035,0.00018,0.070529,0.0542806,-0.00178889,0.0180373,0.0022,0.00035,0.00018,0.0738187,0.0165816,0.0761172,-0.0188801,0.28,0,0.03,-0.0440048,-0.00327781,0,-0.040727,
Thu Oct  3 09:59:03 2019,27330246,578.021,1197,1474,1726,1514,1088,1514,14.8826,1.87794,1.57394,0,-0.05,-1.19209e-07,5374,5572,32,8,28,10,0.35913,-1.83396,-5.8227,0.346937,0.783269,0.0255414,31.1719,66.5191,22.6436,-21.6839,1.83099,4.88395,11.7371,0.0255414,0,578.021,0.0022,0.00035,0.00018,0.0504696,0.0529859,-0.0205975,0.0180811,0.0022,0.00035,0.00018,-0.0119577,0.0160096,-0.00910051,-0.0188667,0.28,0,0.03,-0.0478842,-0.00715159,-0,-0.0407326,
Thu Oct  3 09:59:03 2019,27340247,578.021,1197,1474,1727,1514,1088,1514,14.8826,1.87794,1.575,0,-0.05,-1.19209e-07,5374,5572,32,8,28,10,-2.0638,-0.354342,-14.868,0.455488,0.687489,0.100037,31.1719,66.5191,22.6436,-21.1493,1.87794,5.41146,14.8826,0.100037,0,578.021,0.0022,0.00035,0.00018,0.0516673,0.0518361,-0.0182928,0.018124,0.0022,0.00035,0.00018,0.0984023,0.0219971,0.0952564,-0.0188512,0.28,0,0.03,-0.0687618,-0.0280104,-0,-0.0407514,
Thu Oct  3 09:59:03 2019,27350248,578.021,1163,1472,1727,1514,1088,1514,16.4789,1.97183,1.575,0,-0.05,-1.19209e-07,5370,5522,32,8,28,10,-1.21625,4.97036,-10.2615,0.517213,0.76837,0.134092,31.1719,66.5191,22.6436,-20.6528,1.87794,5.78541,14.8826,0.134092,0,578.021,0.0022,0.00035,0.00018,0.050114,0.0506599,-0.0187119,0.018166,0.0022,0.00035,0.00018,-0.01646,0.0208366,-0.0184629,-0.0188337,0.28,0,0.03,-0.0783324,-0.0375458,-0,-0.0407865,
Thu Oct  3 09:59:03 2019,27360249,578.021,1163,1472,1727,1514,1088,1514,16.4789,1.97183,1.575,0,-0.05,-1.19209e-07,5370,5522,32,8,28,10,0.023942,2.26491,-10.5919,0.86415,1.09296,0.0691746,31.1719,66.5191,22.6436,-20.1058,1.97183,6.16347,16.4789,0.0691746,0,578.021,0.0022,0.00035,0.00018,0.0538887,0.0497741,-0.0140924,0.018207,0.0022,0.00035,0.00018,0.0474903,0.0235256,0.0427801,-0.0188155,0.28,0,0.03,-0.0601859,-0.0193689,0,-0.040817,
Thu Oct  3 09:59:03 2019,27370250,578.021,1155,1466,1727,1514,1088,1514,16.8545,2.25352,1.575,0,-0.05,-1.19209e-07,5384,5506,38,8,8,30,1.66636,-0.172383,-15.2271,1.11956,1.21002,0.042569,31.1719,66.5191,22.6436,-19.5485,1.97183,7.19312,16.4789,0.042569,0,578.021,0.0022,0.00035,0.00018,0.0476755,0.0485709,-0.0191426,0.0182473,0.0022,0.00035,0.00018,-0.00933459,0.0226939,-0.0132319,-0.0187966,0.28,0,0.03,-0.0527531,-0.0119193,0,-0.0408338,
Thu Oct  3 09:59:03 2019,27380251,578.021,1155,1466,1727,1514,1088,1514,16.8545,2.25352,1.575,0,-0.05,-1.19209e-07,5384,5506,38,8,8,30,2.14042,1.36469,-12.9287,1.2941,1.05358,0.0872664,31.1719,66.5191,22.6436,-18.8976,2.25352,8.13437,16.8545,0.0872664,0,578.021,0.0022,0.00035,0.00018,0.0566037,0.0479644,-0.00964755,0.0182868,0.0022,0.00035,0.00018,-0.0204158,0.021255,-0.0228921,-0.0187786,0.28,0,0.03,-0.0652879,-0.0244346,-0,-0.0408533,
Thu Oct  3 09:59:03 2019,27390252,578.655,1155,1465,1727,1514,1088,1514,16.8545,2.30048,1.575,0,-0.05,-1.19209e-07,5382,5550,36,10,26,30,-4.09408,1.48919,-10.0796,1.54738,0.984407,0.0564039,31.1719,66.5191,22.6436,-18.6412,2.25352,9.27367,16.8545,0.0564039,0,578.655,0.0022,0.00035,0.00018,0.0420755,0.0465324,-0.0227824,0.0183254,0.0022,0.00035,0.00018,-0.0325219,0.0191842,-0.032944,-0.0187621,0.28,0,0.03,-0.0566679,-0.0157931,0,-0.0408748,
Thu Oct  3 09:59:03 2019,27400253,578.655,1155,1465,1727,1514,1088,1514,16.8545,2.30048,1.575,0,-0.05,-1.19209e-07,5360,5514,38,18,8,28,-0.0287304,0.612916,-7.52737,1.53568,1.16852,-0.00851379,31.1719,66.5191,22.6436,-18.1476,2.30048,10.4182,16.8545,-0.00851379,0,578.655,0.0022,0.00035,0.00018,0.0571065,0.0460718,-0.00732854,0.0183633,0.0022,0.00035,0.00018,-0.0419449,0.0166778,-0.0398752,-0.0187474,0.28,0,0.03,-0.0384981,0.00238386,0,-0.040882,
Thu Oct  3 09:59:03 2019,27410254,578.655,1155,1465,1727,1514,1088,1514,16.8545,2.30048,1.575,0,-0.05,-1.19209e-07,5360,5514,38,18,8,28,0.957681,-3.54342,-7.79073,1.889,1.22386,0.0276698,31.1719,66.5191,22.6436,-17.4344,2.30048,11.7273,16.8545,0.0276698,0,578.655,0.0022,0.00035,0.00018,0.0461087,0.0449857,-0.0172776,0.0184006,0.0022,0.00035,0.00018,-0.0446348,0.0141597,-0.0400597,-0.0187348,0.28,0,0.03,-0.0486324,-0.00774755,-0,-0.0408849,
Thu Oct  3 09:59:03 2019,27420255,578.655,1171,1458,1727,1514,1088,1514,16.1033,2.62911,1.575,0,-0.05,-1.19209e-07,5360,5514,38,18,8,28,-0.402226,0.35913,-13.6517,2.0348,1.17384,0.0361836,25.1156,65.4434,22.2979,-16.7502,2.30048,12.9988,16.8545,0.0361836,0,578.655,0.0022,0.00035,0.00018,0.0368904,0.0434166,-0.0249629,0.0184367,0.0022,0.00035,0.00018,-0.0532609,0.0112798,-0.0458163,-0.0187244,0.28,0,0.03,-0.0510259,-0.0101314,-0,-0.0408944,
Thu Oct  3 09:59:03 2019,27430256,576.378,1171,1458,1727,1514,1088,1514,16.1033,2.62911,1.575,0,-0.05,-1.19209e-07,5380,5540,40,18,8,28,0.512359,-0.23942,-11.4108,1.81876,1.09615,0.0744957,25.1156,65.4434,22.2979,-15.8794,2.62911,14.3738,16.1033,0.0744957,0,576.378,0.0022,0.00035,0.00018,0.048664,0.0426345,-0.0124425,0.0184719,0.0022,0.00035,0.00018,-0.0826823,0.00682985,-0.0707952,-0.018717,0.28,0,0.03,-0.0617698,-0.0208588,-0,-0.040911,
Thu Oct  3 09:59:03 2019,27440257,576.378,1182,1453,1727,1514,1088,1514,15.5869,2.86385,1.575,0,-0.05,-1.19209e-07,5380,5540,40,18,8,28,-0.325611,-2.32716,-15.864,1.87623,1.19087,0.071303,25.1156,65.4434,22.2979,-15.0921,2.62911,15.7728,16.1033,0.071303,0,576.378,0.0022,0.00035,0.00018,0.0287472,0.0407188,-0.0304776,0.018506,0.0022,0.00035,0.00018,-0.0630331,0.00380484,-0.0481253,-0.0187126,0.28,0,0.03,-0.0608978,-0.0199648,0,-0.0409329,
Thu Oct  3 09:59:03 2019,27450258,576.378,1182,1453,1727,1514,1088,1514,15.5869,2.86385,1.575,0,-0.05,-1.19209e-07,5372,5580,38,20,8,28,-0.42138,-1.84832,-11.6598,1.91454,1.31964,0.0446974,25.1156,65.4434,22.2979,-14.5725,2.86385,17.0995,15.5869,0.0446974,0,576.378,0.0022,0.00035,0.00018,0.0387,0.039503,-0.0193418,0.0185388,0.0022,0.00035,0.00018,-0.0861592,-0.000409038,-0.0670389,-0.0187112,0.28,0,0.03,-0.0534656,-0.0125153,0,-0.0409503,
Thu Oct  3 09:59:03 2019,27460259,576.378,1179,1456,1727,1514,1088,1514,15.7277,2.72301,1.575,0,-0.05,-1.19209e-07,5372,5580,38,20,8,28,-0.110133,-3.64876,-15.3325,1.82834,1.22492,0.019156,25.1156,65.4434,22.2979,-13.8452,2.86385,18.2469,15.5869,0.019156,0,576.378,0.0022,0.00035,0.00018,0.0387466,0.03836,-0.0181841,0.0185707,0.0022,0.00035,0.00018,-0.0684748,-0.00332776,-0.0464342,-0.0187128,0.28,0,0.03,-0.0463236,-0.00536369,0,-0.0409599,
Thu Oct  3 09:59:03 2019,27470260,576.378,1179,1456,1726,1514,1088,1514,15.7277,2.72301,1.57394,0,-0.05,-1.19209e-07,5384,5562,38,8,28,10,-1.59933,-2.69587,-8.64307,1.7698,1.20577,0.0351194,25.1156,65.4434,22.2979,-13.4893,2.72301,19.3495,15.7277,0.0351194,0,576.378,0.0022,0.00035,0.00018,0.0246638,0.03645,-0.0303875,0.0186013,0.0022,0.00035,0.00018,-0.059488,-0.00554218,-0.0352294,-0.0187164,0.28,0,0.03,-0.0508015,-0.00983343,-0,-0.040968,
Thu Oct  3 09:59:03 2019,27480261,576.378,1179,1460,1726,1514,1088,1514,15.7277,2.53522,1.57394,0,-0.05,-1.19209e-07,5368,5554,34,8,26,10,-1.42216,-2.43251,-10.726,1.67296,1.21215,0.0468259,25.1156,65.4434,22.2979,-12.8885,2.72301,20.1415,15.7277,0.0468259,0,576.378,0.0022,0.00035,0.00018,0.0418443,0.0356672,-0.0124537,0.0186308,0.0022,0.00035,0.00018,-0.0652807,-0.0079679,-0.0385909,-0.0187219,0.28,0,0.03,-0.0540916,-0.0131112,-0,-0.0409803,
Thu Oct  3 09:59:03 2019,27490262,577.143,1179,1460,1726,1514,1088,1514,15.7277,2.53522,1.57394,0,-0.05,-1.19209e-07,5368,5554,34,8,26,10,-2.80122,-1.46525,-9.57681,1.53355,1.20577,0.071303,25.1156,65.4434,22.2979,-12.4212,2.53522,20.664,15.7277,0.071303,0,577.143,0.0022,0.00035,0.00018,0.0249897,0.0339322,-0.0276018,0.0186593,0.0022,0.00035,0.00018,-0.0561621,-0.00971045,-0.0277225,-0.0187292,0.28,0,0.03,-0.0609629,-0.0199648,-0,-0.040998,
Thu Oct  3 09:59:03 2019,27500263,577.143,1179,1460,1727,1514,1088,1514,15.7277,2.53522,1.575,0,-0.05,-1.19209e-07,5368,5554,34,8,26,10,-2.78685,-0.292093,-10.5441,1.52503,1.20151,0.0574681,25.1156,65.4434,22.2979,-11.9494,2.53522,21.0536,15.7277,0.0574681,0,577.143,0.0022,0.00035,0.00018,0.0352367,0.0329042,-0.0163541,0.0186866,0.0022,0.00035,0.00018,-0.0478819,-0.0108598,-0.0182846,-0.0187376,0.28,0,0.03,-0.0571084,-0.0160911,0,-0.0410174,
Thu Oct  3 09:59:03 2019,27510264,577.143,1184,1462,1727,1514,1088,1514,15.493,2.44132,1.575,0,-0.05,-1.19209e-07,5366,5540,34,8,26,30,-1.20668,1.1971,-7.41724,1.48991,1.10254,0.0542754,25.1156,65.4434,22.2979,-11.3935,2.53522,21.3021,15.7277,0.0542754,0,577.143,0.0022,0.00035,0.00018,0.0340639,0.0318661,-0.0165153,0.0187131,0.0022,0.00035,0.00018,-0.0441006,-0.0117169,-0.0136368,-0.0187468,0.28,0,0.03,-0.0562312,-0.0151971,0,-0.0410341,
Thu Oct  3 09:59:03 2019,27520265,577.143,1184,1462,1727,1514,1088,1514,15.493,2.44132,1.575,0,-0.05,-1.19209e-07,5366,5540,34,8,26,30,-0.344765,1.22104,-4.79798,1.31964,1.0472,0.0819453,25.1156,65.4434,22.2979,-10.7116,2.44132,21.8993,15.493,0.0819453,0,577.143,0.0022,0.00035,0.00018,0.0264347,0.0304367,-0.0227406,0.0187386,0.0022,0.00035,0.00018,-0.04845,-0.0127801,-0.0169131,-0.0187568,0.28,0,0.03,-0.0639992,-0.0229447,-0,-0.0410546,
Thu Oct  3 09:59:03 2019,27530266,577.786,1202,1459,1727,1514,1088,1514,14.6479,2.58216,1.575,0,-0.05,-1.19209e-07,5388,5532,38,18,6,26,-1.23541,-0.651223,-6.16746,1.13978,0.942903,0.10323,25.1156,65.4434,22.2979,-10.3178,2.44132,22.1639,15.493,0.10323,0,577.786,0.0022,0.00035,0.00018,0.0238322,0.0289365,-0.0238671,0.0187629,0.0022,0.00035,0.00018,-0.053764,-0.0140939,-0.0209023,-0.0187678,0.28,0,0.03,-0.0699867,-0.0289043,-0,-0.0410823,
Thu Oct  3 09:59:03 2019,27540267,577.786,1202,1459,1727,1514,1088,1514,14.6479,2.58216,1.575,0,-0.05,-1.19209e-07,5388,5532,38,18,6,26,-1.5706,2.0638,-4.20422,1.05358,0.974829,0.0702388,21.0188,67.4156,16.248,-9.66465,2.58216,22.1717,14.6479,0.0702388,0,577.786,0.0022,0.00035,0.00018,0.038311,0.0283799,-0.00885521,0.0187863,0.0022,0.00035,0.00018,-0.0741528,-0.0165351,-0.0388373,-0.0187804,0.28,0,0.03,-0.0607752,-0.0196669,0,-0.0411084,
Thu Oct  3 09:59:03 2019,27550268,577.786,1227,1453,1727,1514,1088,1514,13.4742,2.86385,1.575,0,-0.05,-1.19209e-07,5390,5502,40,18,8,28,2.81079,2.58574,-5.45399,0.985472,1.03443,0.0308625,21.0188,67.4156,16.248,-9.24875,2.58216,22.6131,14.6479,0.0308625,0,577.786,0.0022,0.00035,0.00018,0.0228925,0.026943,-0.0228595,0.018809,0.0022,0.00035,0.00018,-0.0356223,-0.0165525,-0.000275908,-0.0187939,0.28,0,0.03,-0.049765,-0.0086415,0,-0.0411235,
Thu Oct  3 09:59:03 2019,27560269,577.786,1227,1453,1727,1514,1088,1514,13.4742,2.86385,1.575,0,-0.05,-1.19209e-07,5390,5502,40,18,8,28,0.344765,2.3128,-5.12359,0.870535,1.02059,0.0564039,21.0188,67.4156,16.248,-8.78851,2.86385,22.6775,13.4742,0.0564039,0,577.786,0.0022,0.00035,0.00018,0.0407816,0.0266477,-0.00469707,0.0188309,0.0022,0.00035,0.00018,-0.095443,-0.0201057,-0.0565284,-0.0188089,0.28,0,0.03,-0.0569297,-0.0157931,-0,-0.0411366,
Thu Oct  3 09:59:03 2019,27570270,577.786,1252,1449,1727,1514,1088,1514,12.3005,3.05165,1.575,0,-0.05,-1.19209e-07,5390,5488,36,10,30,10,1.50835,0.292093,-9.52892,0.754535,0.998242,0.0383121,21.0188,67.4156,16.248,-8.30855,2.86385,22.712,13.4742,0.0383121,0,577.786,0.0022,0.00035,0.00018,0.0283788,0.0256352,-0.0161087,0.0188523,0.0022,0.00035,0.00018,-0.0413271,-0.0202474,-0.00225432,-0.0188254,0.28,0,0.03,-0.0518782,-0.0107274,0,-0.0411508,
Thu Oct  3 09:59:03 2019,27580271,577.786,1252,1449,1727,1514,1088,1514,12.3005,3.05165,1.575,0,-0.05,-1.19209e-07,5390,5488,36,10,30,10,-0.0287304,0.181959,-8.47547,0.573617,1.04294,0.00851379,21.0188,67.4156,16.248,-7.90558,3.05165,22.7976,12.3005,0.00851379,0,577.786,0.0022,0.00035,0.00018,0.03364,0.0249925,-0.0102254,0.018873,0.0022,0.00035,0.00018,-0.0840355,-0.0229054,-0.042287,-0.0188431,0.28,0,0.03,-0.0435417,-0.00238386,0,-0.0411578,
Thu Oct  3 09:59:03 2019,27590272,578.542,1262,1448,1727,1514,1088,1514,11.831,3.09859,1.575,0,-0.05,-1.19209e-07,5380,5526,32,8,28,10,2.55222,0.746991,-9.57202,0.457616,1.08551,0.0319267,21.0188,67.4156,16.248,-7.45568,3.05165,22.5179,12.3005,0.0319267,0,578.542,0.0022,0.00035,0.00018,0.0288948,0.0241059,-0.0141042,0.0188931,0.0022,0.00035,0.00018,-0.0449495,-0.0230936,-0.00299399,-0.0188619,0.28,0,0.03,-0.0501034,-0.00893948,-0,-0.0411639,
Thu Oct  3 09:59:03 2019,27600273,578.542,1262,1448,1727,1514,1088,1514,11.831,3.09859,1.575,0,-0.05,-1.19209e-07,5384,5536,38,18,6,28,2.87304,-0.268151,-10.9702,0.238386,1.11318,0.0319267,21.0188,67.4156,16.248,-7.07895,3.09859,22.4251,11.831,0.0319267,0,578.542,0.0022,0.00035,0.00018,0.0280286,0.0232194,-0.0141033,0.0189124,0.0022,0.00035,0.00018,-0.0490372,-0.0235113,-0.00664501,-0.0188809,0.28,0,0.03,-0.050113,-0.00893948,0,-0.0411735,
Thu Oct  3 09:59:03 2019,27610274,578.542,1262,1448,1727,1514,1088,1514,11.831,3.09859,1.575,0,-0.05,-1.19209e-07,5384,5536,38,18,6,28,1.16358,-3.52905,-14.8488,-0.122386,1.20257,-0.00744957,21.0188,67.4156,16.248,-6.68778,3.09859,22.5302,11.831,-0.00744957,0,578.542,0.0022,0.00035,0.00018,0.0281362,0.0223906,-0.0131855,0.0189311,0.0022,0.00035,0.00018,-0.0389565,-0.023307,0.00325054,-0.0189001,0.28,0,0.03,-0.0390913,0.00208588,0,-0.0411772,
Thu Oct  3 09:59:03 2019,27620275,578.542,1264,1449,1727,1514,1088,1514,11.7371,3.05165,1.575,0,-0.05,-1.19209e-07,5384,5536,38,18,6,28,0.0766145,-2.35111,-15.9023,-0.426754,1.24621,-0.0148991,21.0188,67.4156,16.248,-6.59069,3.09859,22.4814,11.831,-0.0148991,0,578.542,0.0022,0.00035,0.00018,0.0267881,0.02153,-0.013691,0.0189491,0.0022,0.00035,0.00018,-0.0461379,-0.0235383,-0.00368032,-0.0189193,0.28,0,0.03,-0.037002,0.00417176,0,-0.0411738,
Thu Oct  3 09:59:03 2019,27630276,577.951,1264,1449,1727,1514,1088,1514,11.7371,3.05165,1.575,0,-0.05,-1.19209e-07,5382,5540,32,8,28,28,0.622492,-1.15879,-10.5058,-0.557654,1.31112,0.0159634,21.0188,67.4156,16.248,-6.46226,3.05165,22.3512,11.7371,0.0159634,0,577.951,0.0022,0.00035,0.00018,0.0351384,0.0212132,-0.0050413,0.0189665,0.0022,0.00035,0.00018,-0.0441548,-0.0236375,-0.00157867,-0.0189386,0.28,0,0.03,-0.0456437,-0.00446974,-0,-0.041174,
Thu Oct  3 09:59:03 2019,27640277,577.951,1281,1447,1727,1514,1088,1514,10.939,3.14555,1.575,0,-0.05,-1.19209e-07,5382,5540,32,8,28,28,2.9305,-0.948104,-9.94551,-0.775819,1.30687,0.0212845,21.0188,67.4156,16.248,-5.91124,3.05165,21.9001,11.7371,0.0212845,0,577.951,0.0022,0.00035,0.00018,0.0354192,0.0209306,-0.00449516,0.0189838,0.0022,0.00035,0.00018,-0.0377501,-0.023351,0.00455865,-0.0189578,0.28,0,0.03,-0.0471392,-0.00595966,-0,-0.0411795,
Thu Oct  3 09:59:03 2019,27650278,577.951,1281,1447,1727,1514,1088,1514,10.939,3.14555,1.575,0,-0.05,-1.19209e-07,5384,5550,38,18,6,28,-1.63763,-2.37026,-12.4546,-0.94716,1.33667,0.0159634,21.0188,67.4156,16.248,-5.75249,3.14555,21.6408,10.939,0.0159634,0,577.951,0.0022,0.00035,0.00018,0.0229261,0.0199249,-0.0159993,0.0190005,0.0022,0.00035,0.00018,-0.055239,-0.0241145,-0.0121473,-0.0189772,0.28,0,0.03,-0.0456549,-0.00446974,0,-0.0411851,
Thu Oct  3 09:59:03 2019,27660279,577.951,1303,1440,1727,1514,1088,1514,9.90611,3.47418,1.575,0,-0.05,-1.19209e-07,5384,5550,38,18,6,28,-0.464475,-1.35991,-14.054,-1.05571,1.37285,0.0468259,21.0188,67.4156,16.248,-5.47054,3.14555,21.2007,10.939,0.0468259,0,577.951,0.0022,0.00035,0.00018,0.0330362,0.0195757,-0.00555617,0.0190167,0.0022,0.00035,0.00018,-0.0334658,-0.0235441,0.00907504,-0.0189967,0.28,0,0.03,-0.0543058,-0.0131112,-0,-0.0411946,
