today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitch,desired pitch,roll,desired roll,yaw,desired yaw,msl,kppitch,kdpitch,kipitch,lampitch,pp,pd,pi,kproll,kdroll,kiroll,lamroll,rp,rd,ri,kpyaw,kdyaw,kiyaw,lamyaw,yp,yd,yi
Thu Oct  3 09:59:03 2019,32670780,577.951,1414,1624,1752,1514,1088,1514,4.69484,-5.16431,1.60141,0,-0.05,-1.19209e-07,5396,5480,38,18,8,28,-0.627281,-1.29287,-10.9176,-0.0266056,-0.423561,-0.00106422,11.7563,58.4508,33.5332,-9.13611,-5.58685,0.209543,4.64789,-0.00106422,0,577.951,0.0022,0.00035,0.00018,0.0422918,0.00731025,0.00916857,0.025813,0.0022,0.00035,0.00018,-0.0109874,0.0101792,-0.00237587,-0.0187908,0.28,0,0.03,-0.0462375,0.000297983,-0,-0.0465355,
Thu Oct  3 09:59:03 2019,32680781,577.951,1414,1624,1752,1514,1088,1514,4.69484,-5.16431,1.60141,0,-0.05,-1.19209e-07,5396,5480,38,18,8,28,-2.2314,0.440533,-9.69652,0.101101,-0.538498,0.0393763,11.7563,58.4508,33.5332,-9.28599,-5.16431,0.264982,4.69484,0.0393763,0,577.951,0.0022,0.00035,0.00018,0.0572709,0.00873795,0.0227134,0.0258196,0.0022,0.00035,0.00018,-0.0138713,0.00986765,-0.00495637,-0.0187826,0.28,0,0.03,-0.0575666,-0.0110254,-0,-0.0465413,
Thu Oct  3 09:59:03 2019,32690782,577.656,1414,1624,1767,1514,1088,1514,4.69484,-5.16431,1.61725,0,-0.05,-1.19209e-07,5350,5576,34,8,30,14,-2.04944,-0.464475,-8.74362,0.303304,-0.57681,0.0532112,11.7563,58.4508,33.5332,-9.50083,-5.16431,0.417524,4.69484,0.0532112,0,577.656,0.0022,0.00035,0.00018,0.0401402,0.00906768,0.00524568,0.0258269,0.0022,0.00035,0.00018,-0.0109692,0.00974569,-0.00194036,-0.0187745,0.28,0,0.03,-0.0614543,-0.0148991,-0,-0.0465551,
Thu Oct  3 09:59:03 2019,32700783,577.656,1415,1600,1767,1514,1088,1514,4.64789,-4.03755,1.61725,0,-0.05,-1.19209e-07,5372,5558,36,20,8,28,-1.55623,1.18752,-7.72369,0.518277,-0.630021,0.0649177,11.7563,58.4508,33.5332,-9.68201,-5.16431,0.531646,4.69484,0.0649177,0,577.656,0.0022,0.00035,0.00018,0.0428943,0.00954034,0.00751953,0.0258345,0.0022,0.00035,0.00018,-0.0146956,0.00941009,-0.00533897,-0.0187667,0.28,0,0.03,-0.0647498,-0.018177,-0,-0.0465729,
Thu Oct  3 09:59:03 2019,32710784,577.656,1415,1600,1791,1514,1088,1514,4.64789,-4.03755,1.64261,0,-0.05,-1.19209e-07,5372,5558,36,20,8,28,-2.35589,0.938527,-12.2966,0.686425,-0.661947,0.0744957,11.7563,58.4508,33.5332,-9.79552,-4.03755,0.699033,4.64789,0.0744957,0,577.656,0.0022,0.00035,0.00018,0.0840391,0.0124178,0.0457778,0.0258435,0.0022,0.00035,0.00018,-0.015341,0.00905573,-0.00563756,-0.0187591,0.28,0,0.03,-0.0674526,-0.0208588,-0,-0.0465938,
Thu Oct  3 09:59:03 2019,32720785,577.656,1415,1565,1791,1514,1088,1514,4.64789,-2.39436,1.64261,0,-0.05,-1.19209e-07,5372,5558,36,20,8,28,-0.703895,-0.770933,-11.1139,0.604479,-0.590644,0.0404405,11.9344,65.0848,25.4092,-9.91408,-4.03755,0.9506,4.64789,0.0404405,0,577.656,0.0022,0.00035,0.00018,0.0424941,0.0126675,0.00397289,0.0258537,0.0022,0.00035,0.00018,-0.015923,0.00868748,-0.00585855,-0.0187519,0.28,0,0.03,-0.0579344,-0.0113233,0,-0.046611,
Thu Oct  3 09:59:03 2019,32730786,578.368,1415,1565,1792,1514,1088,1514,4.64789,-2.39436,1.64366,0,-0.05,-1.19209e-07,5358,5572,38,20,8,28,0.392649,0.349553,-11.1139,0.525727,-0.507635,0.0159634,11.9344,65.0848,25.4092,-9.98942,-2.39436,1.14476,4.64789,0.0159634,0,578.368,0.0022,0.00035,0.00018,0.10407,0.0165434,0.0616614,0.0258657,0.0022,0.00035,0.00018,-0.0194158,0.00813403,-0.00880483,-0.018745,0.28,0,0.03,-0.0510892,-0.00446974,0,-0.0466195,
Thu Oct  3 09:59:03 2019,32740787,578.368,1418,1535,1792,1514,1088,1514,4.50705,-0.985909,1.64366,0,-0.05,-1.19209e-07,5340,5538,36,8,28,12,-0.56982,1.20668,-7.97269,0.54914,-0.56191,0.0127707,11.9344,65.0848,25.4092,-10.1621,-2.39436,1.36604,4.64789,0.0127707,0,578.368,0.0022,0.00035,0.00018,0.0452253,0.0167091,0.00263688,0.0258793,0.0022,0.00035,0.00018,-0.0178271,0.00770689,-0.00679544,-0.0187385,0.28,0,0.03,-0.0501996,-0.00357579,0,-0.0466238,
Thu Oct  3 09:59:03 2019,32750788,578.368,1418,1535,1792,1514,1088,1514,4.50705,-0.985909,1.64366,0,-0.05,-1.19209e-07,5340,5538,36,8,28,12,-0.0143652,0.378284,-8.10198,0.595966,-0.469323,-0.00957802,11.9344,65.0848,25.4092,-10.1974,-0.985909,1.67556,4.50705,-0.00957802,0,578.368,0.0022,0.00035,0.00018,0.101421,0.0201876,0.0553394,0.0258944,0.0022,0.00035,0.00018,-0.0244965,0.00691023,-0.0126742,-0.0187325,0.28,0,0.03,-0.0439424,0.00268185,0,-0.0466243,
Thu Oct  3 09:59:03 2019,32760789,578.368,1419,1517,1792,1514,1088,1514,4.4601,-0.140839,1.64366,0,-0.05,-1.19209e-07,5388,5580,38,18,8,28,1.1157,-2.0638,-12.9239,0.619379,-0.355451,-0.0042569,11.9344,65.0848,25.4092,-10.1758,-0.985909,2.05923,4.50705,-0.0042569,0,578.368,0.0022,0.00035,0.00018,0.0474122,0.0202653,0.00123594,0.0259109,0.0022,0.00035,0.00018,-0.0233313,0.00622927,-0.0108334,-0.0187272,0.28,0,0.03,-0.0454303,0.00119193,-0,-0.0466222,
Thu Oct  3 09:59:03 2019,32770790,578.368,1419,1517,1797,1514,1088,1514,4.4601,-0.140839,1.64894,0,-0.05,-1.19209e-07,5388,5580,38,18,8,28,-2.60968,-2.45645,-21.4999,0.564039,-0.309689,0.0287341,11.9344,65.0848,25.4092,-10.2192,-0.140839,2.43062,4.4601,0.0287341,0,578.368,0.0022,0.00035,0.00018,0.076825,0.0220768,0.02882,0.0259282,0.0022,0.00035,0.00018,-0.028512,0.00528192,-0.0150715,-0.0187225,0.28,0,0.03,-0.0546714,-0.00804554,-0,-0.0466259,
Thu Oct  3 09:59:03 2019,32780791,578.368,1415,1516,1797,1514,1088,1514,4.64789,-0.093895,1.64894,0,-0.05,-1.19209e-07,5388,5580,38,18,8,28,1.95367,-1.32639,-21.6005,0.527855,-0.145799,0.0308625,11.9344,65.0848,25.4092,-10.1394,-0.140839,2.80268,4.4601,0.0308625,0,578.368,0.0022,0.00035,0.00018,0.0496387,0.0221724,0.00151996,0.0259463,0.0022,0.00035,0.00018,-0.0272525,0.00446485,-0.0129988,-0.0187185,0.28,0,0.03,-0.0552763,-0.0086415,-0,-0.0466348,
Thu Oct  3 09:59:03 2019,32790792,578.142,1415,1516,1797,1514,1088,1514,4.64789,-0.093895,1.64894,0,-0.05,-1.19209e-07,5370,5534,36,8,28,12,-2.56658,3.50032,-6.50744,0.455488,0.0287341,0.0627892,11.9344,65.0848,25.4092,-10.3111,-0.093895,2.84879,4.64789,0.0627892,0,578.142,0.0022,0.00035,0.00018,0.0469157,0.0221002,-0.00114889,0.0259645,0.0022,0.00035,0.00018,-0.0211049,0.00405946,-0.00644941,-0.018715,0.28,0,0.03,-0.0642298,-0.017581,-0,-0.0466489,
Thu Oct  3 09:59:03 2019,32800793,578.142,1415,1516,1805,1514,1088,1514,4.64789,-0.093895,1.65739,0,-0.05,-1.19209e-07,5370,5534,36,8,28,12,-3.79242,-1.24498,-4.34308,0.534241,0.282019,0.0659819,11.9344,65.0848,25.4092,-10.2928,-0.093895,3.13613,4.64789,0.0659819,0,578.142,0.0022,0.00035,0.00018,0.0544677,0.0224778,0.00600725,0.0259827,0.0022,0.00035,0.00018,-0.0163675,0.00395802,-0.00161381,-0.0187117,0.28,0,0.03,-0.0651431,-0.0184749,-0,-0.0466682,
Thu Oct  3 09:59:03 2019,32810794,578.142,1421,1513,1808,1514,1088,1514,4.3662,0.0469513,1.66056,0,-0.05,-1.19209e-07,5362,5572,36,8,28,10,1.77171,-0.651223,-9.89763,0.508699,0.21923,0.0468259,11.9344,65.0848,25.4092,-10.0588,-0.093895,3.24715,4.64789,0.0468259,0,578.142,0.0022,0.00035,0.00018,0.0477982,0.0224375,-0.000640368,0.0260011,0.0022,0.00035,0.00018,-0.02544,0.00332586,-0.0100571,-0.0187087,0.28,0,0.03,-0.0597963,-0.0131112,0,-0.0466851,
Thu Oct  3 09:59:03 2019,32820795,578.142,1421,1513,1808,1514,1088,1514,4.3662,0.0469513,1.66056,0,-0.05,-1.19209e-07,5392,5550,34,8,26,12,-2.7246,0.124498,-10.9128,0.0819453,0.289469,0.042569,11.9344,65.0848,25.4092,-9.96881,0.0469513,3.30239,4.3662,0.042569,0,578.142,0.0022,0.00035,0.00018,0.0449919,0.0222326,-0.00325999,0.0260193,0.0022,0.00035,0.00018,-0.0299889,0.00246192,-0.0137444,-0.0187064,0.28,0,0.03,-0.0586178,-0.0119193,0,-0.0466985,
Thu Oct  3 09:59:03 2019,32830796,576.891,1430,1505,1808,1514,1088,1514,3.94366,0.422539,1.66056,0,-0.05,-1.19209e-07,5392,5550,34,8,26,12,1.48441,0.354342,-9.57202,-0.234129,0.365029,0.0372479,11.9344,65.0848,25.4092,-9.51432,0.0469513,3.34164,4.3662,0.0372479,0,576.891,0.0022,0.00035,0.00018,0.0449233,0.0220347,-0.0031488,0.0260374,0.0022,0.00035,0.00018,-0.0182975,0.00234039,-0.00193354,-0.0187044,0.28,0,0.03,-0.0571399,-0.0104294,0,-0.0467105,
Thu Oct  3 09:59:03 2019,32840797,576.891,1430,1505,1808,1514,1088,1514,3.94366,0.422539,1.66056,0,-0.05,-1.19209e-07,5406,5536,36,8,28,12,-3.10289,5.02304,-6.4021,-0.0851379,0.257542,-0.00106422,11.9344,65.0848,25.4092,-9.48007,0.422539,3.18911,3.94366,-0.00106422,0,576.891,0.0022,0.00035,0.00018,0.0451548,0.0218611,-0.00276165,0.0260554,0.0022,0.00035,0.00018,-0.0335412,0.00132445,-0.0161627,-0.0187029,0.28,0,0.03,-0.0464179,0.000297983,0,-0.0467159,
Thu Oct  3 09:59:03 2019,32850798,576.891,1431,1493,1808,1514,1088,1514,3.89672,0.985916,1.66056,0,-0.05,-1.19209e-07,5406,5536,36,8,28,12,0.584185,1.18274,-6.27281,0.114936,0.401213,-0.0202203,10.3313,67.4156,17.6309,-8.90559,0.422539,3.16083,3.94366,-0.0202203,0,576.891,0.0022,0.00035,0.00018,0.0466603,0.0217857,-0.00119866,0.0260733,0.0022,0.00035,0.00018,-0.011703,0.00166002,0.00533865,-0.0187017,0.28,0,0.03,-0.041051,0.00566167,0,-0.0467127,
Thu Oct  3 09:59:03 2019,32860799,576.891,1431,1493,1808,1514,1088,1514,3.89672,0.985916,1.66056,0,-0.05,-1.19209e-07,5406,5536,36,8,28,12,3.34709,-2.49476,-16.3907,0.245836,0.675782,-0.0457616,10.3313,67.4156,17.6309,-8.33466,0.985916,3.52964,3.89672,-0.0457616,0,576.891,0.0022,0.00035,0.00018,0.0474637,0.0217613,-0.00038866,0.0260911,0.0022,0.00035,0.00018,-0.0177345,0.00161896,-0.000653111,-0.0187003,0.28,0,0.03,-0.0338896,0.0128133,0,-0.0467028,
Thu Oct  3 09:59:03 2019,32870800,576.891,1431,1484,1808,1514,1088,1514,3.89672,1.40845,1.66056,0,-0.05,-1.19209e-07,5382,5538,32,8,28,12,-5.27203,1.652,-13.3692,0.488479,0.800297,-0.118129,10.3313,67.4156,17.6309,-8.18258,0.985916,3.82709,3.89672,-0.118129,0,576.891,0.0022,0.00035,0.00018,0.0266314,0.0205053,-0.0199823,0.0261084,0.0022,0.00035,0.00018,-0.0308,0.000807587,-0.0129083,-0.0186993,0.28,0,0.03,-0.0136021,0.0330761,0,-0.0466782,
Thu Oct  3 09:59:03 2019,32880801,576.891,1431,1484,1808,1514,1088,1514,3.89672,1.40845,1.66056,0,-0.05,-1.19209e-07,5382,5538,32,8,28,12,3.78284,-1.48441,-19.417,0.678975,0.813067,-0.0351194,10.3313,67.4156,17.6309,-7.88685,1.40845,3.86896,3.89672,-0.0351194,0,576.891,0.0022,0.00035,0.00018,0.0566917,0.0211003,0.00946607,0.0261254,0.0022,0.00035,0.00018,-0.0289565,0.000153197,-0.0104107,-0.0186989,0.28,0,0.03,-0.0368218,0.00983343,-0,-0.0466552,
Thu Oct  3 09:59:03 2019,32890802,578.342,1435,1477,1808,1514,1088,1514,3.70892,1.73709,1.66056,0,-0.05,-1.19209e-07,5356,5532,34,8,26,12,7.09641,4.00789,-10.1754,0.749214,0.779012,-0.0159634,10.3313,67.4156,17.6309,-7.10296,1.40845,4.00505,3.89672,-0.0159634,0,578.342,0.0022,0.00035,0.00018,0.0362414,0.0204497,-0.0103506,0.0261424,0.0022,0.00035,0.00018,-0.0201033,6.10789e-05,-0.00146552,-0.0186989,0.28,0,0.03,-0.0421778,0.00446974,-0,-0.0466476,
Thu Oct  3 09:59:03 2019,32900803,578.342,1435,1477,1808,1514,1088,1514,3.70892,1.73709,1.66056,0,-0.05,-1.19209e-07,5370,5522,36,18,8,30,-3.44286,-0.636858,-11.5975,0.921618,0.601287,0.0478901,10.3313,67.4156,17.6309,-7.04124,1.73709,4.5765,3.70892,0.0478901,0,578.342,0.0022,0.00035,0.00018,0.0296728,0.0194481,-0.015934,0.0261587,0.0022,0.00035,0.00018,-0.0306866,-0.000651474,-0.0113361,-0.0186991,0.28,0,0.03,-0.0600616,-0.0134092,-0,-0.0466524,
Thu Oct  3 09:59:03 2019,32910804,578.342,1435,1477,1808,1514,1088,1514,3.70892,1.73709,1.66056,0,-0.05,-1.19209e-07,5370,5522,36,18,8,30,-0.215478,2.27928,-4.29041,1.05039,0.47358,0.0979086,10.3313,67.4156,17.6309,-6.67599,1.73709,4.844,3.70892,0.0979086,0,578.342,0.0022,0.00035,0.00018,0.0433267,0.0193123,-0.0021602,0.0261746,0.0022,0.00035,0.00018,-0.0406097,-0.00190867,-0.0200008,-0.0187001,0.28,0,0.03,-0.0740886,-0.0274144,-0,-0.0466742,
Thu Oct  3 09:59:03 2019,32920805,578.342,1437,1469,1808,1514,1088,1514,3.61503,2.11268,1.66056,0,-0.05,-1.19209e-07,5370,5522,36,18,8,30,0.866701,0.474052,-11.1761,1.22173,0.522534,0.0840737,10.3313,67.4156,17.6309,-6.38176,1.73709,5.25749,3.70892,0.0840737,0,578.342,0.0022,0.00035,0.00018,0.0319151,0.0185088,-0.0127837,0.02619,0.0022,0.00035,0.00018,-0.0305617,-0.00249717,-0.00936255,-0.018702,0.28,0,0.03,-0.0702422,-0.0235406,0,-0.0467015,
Thu Oct  3 09:59:03 2019,32930806,577.821,1437,1469,1807,1514,1088,1514,3.61503,2.11268,1.65951,0,-0.05,-1.19209e-07,5380,5548,38,18,8,28,0,3.12683,-10.8314,1.22705,0.538498,0.0925875,10.3313,67.4156,17.6309,-5.96992,2.11268,5.47425,3.61503,0.0925875,0,577.821,0.0022,0.00035,0.00018,0.0477406,0.0186878,0.0028476,0.0262052,0.0022,0.00035,0.00018,-0.0400765,-0.00361343,-0.0177586,-0.0187044,0.28,0,0.03,-0.0726525,-0.0259245,-0,-0.046728,
Thu Oct  3 09:59:03 2019,32940807,577.821,1438,1464,1807,1514,1088,1514,3.56808,2.34742,1.65951,0,-0.05,-1.19209e-07,5388,5534,36,16,6,28,-0.56982,2.01113,-8.26957,1.16107,0.376735,0.0755599,10.3313,67.4156,17.6309,-5.8569,2.11268,5.69072,3.61503,0.0755599,0,577.821,0.0022,0.00035,0.00018,0.0295874,0.0177817,-0.0144145,0.0262202,0.0022,0.00035,0.00018,-0.0303844,-0.00409029,-0.00758654,-0.0187076,0.28,0,0.03,-0.06791,-0.0211568,0,-0.0467533,
Thu Oct  3 09:59:03 2019,32950808,577.821,1438,1464,1807,1514,1088,1514,3.56808,2.34742,1.65951,0,-0.05,-1.19209e-07,5388,5534,36,16,6,28,-1.13964,0.0622492,-14.7483,1.03868,0.323524,-0.00106422,10.3313,67.4156,17.6309,-5.6559,2.34742,5.88986,3.56808,-0.00106422,0,577.821,0.0022,0.00035,0.00018,0.0485448,0.0180495,0.00426044,0.0262348,0.0022,0.00035,0.00018,-0.0326007,-0.00466982,-0.00921972,-0.0187112,0.28,0,0.03,-0.0464664,0.000297983,0,-0.0467644,
Thu Oct  3 09:59:03 2019,32960809,577.821,1437,1460,1807,1514,1088,1514,3.61503,2.53522,1.65951,0,-0.05,-1.19209e-07,5392,5532,40,18,8,28,-2.37984,-2.98318,-19.7713,0.730058,0.382057,0.0319267,10.3313,67.4156,17.6309,-5.16864,2.34742,6.30923,3.56808,0.0319267,0,577.821,0.0022,0.00035,0.00018,0.0368217,0.0176073,-0.00703501,0.0262494,0.0022,0.00035,0.00018,-0.0307929,-0.00510792,-0.00696977,-0.0187152,0.28,0,0.03,-0.0557085,-0.00893948,-0,-0.0467691,
Thu Oct  3 09:59:03 2019,32970810,577.821,1437,1460,1807,1514,1088,1514,3.61503,2.53522,1.65951,0,-0.05,-1.19209e-07,5392,5532,40,18,8,28,-2.94966,-1.2785,-14.528,0.664076,0.467194,0.0585323,10.3313,67.4156,17.6309,-4.98171,2.53522,6.63721,3.61503,0.0585323,0,577.821,0.0022,0.00035,0.00018,0.0327306,0.0169485,-0.0104814,0.0262636,0.0022,0.00035,0.00018,-0.0376816,-0.00592724,-0.0130347,-0.0187197,0.28,0,0.03,-0.0631717,-0.0163891,-0,-0.0467826,
Thu Oct  3 09:59:03 2019,32980811,577.821,1437,1460,1807,1514,1088,1514,3.61503,2.53522,1.65951,0,-0.05,-1.19209e-07,5392,5532,40,18,8,28,3.10767,-0.991199,-17.1664,0.668333,0.628957,0.0234129,10.3313,67.4156,17.6309,-4.6921,2.53522,7.06669,3.61503,0.0234129,0,577.821,0.0022,0.00035,0.00018,0.0362719,0.0165372,-0.00654257,0.0262773,0.0022,0.00035,0.00018,-0.036853,-0.0066488,-0.0114793,-0.0187248,0.28,0,0.03,-0.0533505,-0.00655562,0,-0.0467949,
Thu Oct  3 09:59:03 2019,32990812,576.352,1437,1460,1807,1514,1088,1514,3.61503,2.53522,1.65951,0,-0.05,-1.19209e-07,5362,5500,34,8,28,12,1.73819,-4.06057,-23.6164,0.554461,0.593837,0.0457616,10.3313,67.4156,17.6309,-4.20819,2.53522,7.44922,3.61503,0.0457616,0,576.352,0.0022,0.00035,0.00018,0.0320542,0.0159001,-0.0101364,0.0262905,0.0022,0.00035,0.00018,-0.041356,-0.00759365,-0.0150317,-0.0187307,0.28,0,0.03,-0.0596186,-0.0128133,-0,-0.0468053,
Thu Oct  3 09:59:03 2019,33000813,576.352,1437,1460,1807,1514,1088,1514,3.61503,2.53522,1.65951,0,-0.05,-1.19209e-07,5362,5500,34,8,28,12,-3.6344,-0.895431,-9.165,0.319267,0.489543,0.0361836,10.3313,67.4156,17.6309,-4.18361,2.53522,7.69032,3.61503,0.0361836,0,576.352,0.0022,0.00035,0.00018,0.0242017,0.0148355,-0.0169369,0.0263031,0.0022,0.00035,0.00018,-0.040561,-0.00843521,-0.0133885,-0.0187372,0.28,0,0.03,-0.056949,-0.0101314,0,-0.0468176,
Thu Oct  3 09:59:03 2019,33010814,576.352,1435,1462,1807,1514,1088,1514,3.70892,2.44132,1.65951,0,-0.05,-1.19209e-07,5402,5536,34,8,28,10,1.49877,-3.80678,-16.8935,0.210716,0.389506,-0.00957802,10.3313,67.4156,17.6309,-3.8515,2.53522,8.2145,3.61503,-0.00957802,0,576.352,0.0022,0.00035,0.00018,0.0402367,0.0147814,-0.000859983,0.0263152,0.0022,0.00035,0.00018,-0.0361486,-0.00896564,-0.00843858,-0.0187443,0.28,0,0.03,-0.0441397,0.00268185,0,-0.0468216,
Thu Oct  3 09:59:03 2019,33020815,576.352,1435,1462,1807,1514,1088,1514,3.70892,2.44132,1.65951,0,-0.05,-1.19209e-07,5372,5520,34,8,28,12,5.19542,-1.01993,-15.2463,0.344809,0.526791,-0.0266056,10.3313,67.4156,17.6309,-3.41714,2.44132,8.44761,3.70892,-0.0266056,0,576.352,0.0022,0.00035,0.00018,0.025261,0.0138442,-0.0149102,0.0263269,0.0022,0.00035,0.00018,-0.0437242,-0.00991226,-0.0150599,-0.0187521,0.28,0,0.03,-0.0393666,0.00744957,0,-0.0468161,
Thu Oct  3 09:59:03 2019,33030816,577.725,1428,1458,1807,1514,1088,1514,4.03756,2.62911,1.65951,0,-0.05,-1.19209e-07,5372,5520,34,8,28,12,-0.483629,3.96001,-11.6023,0.572553,0.716223,-0.0723673,10.3313,67.4156,17.6309,-3.41986,2.44132,8.78757,3.70892,-0.0723673,0,577.725,0.0022,0.00035,0.00018,0.0240235,0.0128886,-0.0152029,0.0263379,0.0022,0.00035,0.00018,-0.0373443,-0.0104251,-0.00815883,-0.0187604,0.28,0,0.03,-0.0265385,0.0202628,0,-0.0468013,
Thu Oct  3 09:59:03 2019,33040817,577.725,1428,1458,1807,1514,1088,1514,4.03756,2.62911,1.65951,0,-0.05,-1.19209e-07,5378,5534,40,18,6,30,-0.517148,1.36469,-18.2151,0.81626,0.814132,-0.0776884,10.3313,67.4156,17.6309,-3.04999,2.62911,9.02001,4.03756,-0.0776884,0,577.725,0.0022,0.00035,0.00018,0.0463242,0.0133077,0.00666786,0.0263486,0.0022,0.00035,0.00018,-0.0296155,-0.01045,-0.000396571,-0.0187689,0.28,0,0.03,-0.025026,0.0217527,0,-0.0467788,
Thu Oct  3 09:59:03 2019,33050818,577.725,1420,1457,1807,1514,1088,1514,4.41315,2.67606,1.65951,0,-0.05,-1.19209e-07,5378,5534,40,18,6,30,1.75734,-0.536301,-9.90721,0.734315,0.855636,-0.019156,10.3313,67.4156,17.6309,-2.63403,2.62911,9.08787,4.03756,-0.019156,0,577.725,0.0022,0.00035,0.00018,0.0259077,0.012494,-0.0129455,0.0263591,0.0022,0.00035,0.00018,-0.0378743,-0.0109614,-0.00813523,-0.0187777,0.28,0,0.03,-0.0414006,0.00536369,-0,-0.0467643,
Thu Oct  3 09:59:03 2019,33060819,577.725,1420,1457,1802,1514,1088,1514,4.41315,2.67606,1.65423,0,-0.05,-1.19209e-07,5378,5534,40,18,6,30,1.69509,1.3216,-10.4531,0.71303,0.66514,0.0404405,10.3313,67.4156,17.6309,-2.43621,2.67606,9.22103,4.41315,0.0404405,0,577.725,0.0022,0.00035,0.00018,0.0251363,0.0116822,-0.012915,0.026369,0.0022,0.00035,0.00018,-0.0183003,-0.0102844,0.0107705,-0.0187864,0.28,0,0.03,-0.0580908,-0.0113233,-0,-0.0467675,
Thu Oct  3 09:59:03 2019,33070820,577.725,1400,1462,1802,1514,1088,1514,5.35212,2.44132,1.65423,0,-0.05,-1.19209e-07,5396,5524,36,18,6,28,1.54187,-1.8148,-10.2855,0.773691,0.571488,0.0308625,10.3313,67.4156,17.6309,-2.096,2.67606,9.32238,4.41315,0.0308625,0,577.725,0.0022,0.00035,0.00018,0.0307014,0.011247,-0.00692399,0.0263784,0.0022,0.00035,0.00018,-0.034033,-0.0105773,-0.00466075,-0.0187949,0.28,0,0.03,-0.0554197,-0.0086415,0,-0.0467782,
Thu Oct  3 09:59:03 2019,33080821,577.725,1400,1462,1787,1514,1088,1514,5.35212,2.44132,1.63838,0,-0.05,-1.19209e-07,5396,5524,36,18,6,28,1.12527,-0.0335188,-16.3668,0.798168,0.517213,0.0510828,10.3313,67.4156,17.6309,-1.91124,2.44132,9.37586,5.35212,0.0510828,0,577.725,0.0022,0.00035,0.00018,0.016246,0.0099821,-0.0201232,0.0263871,0.0022,0.00035,0.00018,0.00177951,-0.00873457,0.0293169,-0.0188028,0.28,0,0.03,-0.0610936,-0.0143032,-0,-0.0467904,
Thu Oct  3 09:59:03 2019,33090822,578.499,1372,1467,1787,1514,1088,1514,6.66667,2.20657,1.63838,0,-0.05,-1.19209e-07,5392,5510,32,8,26,28,-3.04542,1.74298,-7.37414,0.66514,0.32991,0.0649177,10.3313,67.4156,17.6309,-1.8348,2.44132,9.48036,5.35212,0.0649177,0,578.499,0.0022,0.00035,0.00018,0.029504,0.00957563,-0.00646669,0.0263951,0.0022,0.00035,0.00018,-0.0295342,-0.00885224,-0.00187197,-0.01881,0.28,0,0.03,-0.0649848,-0.018177,-0,-0.0468078,
Thu Oct  3 09:59:03 2019,33100823,578.499,1372,1467,1787,1514,1088,1514,6.66667,2.20657,1.63838,0,-0.05,-1.19209e-07,5388,5532,38,18,8,28,5.42526,4.38618,-8.75799,0.657691,0.399084,0.0542754,10.3313,67.4156,17.6309,-1.48013,2.20657,9.49533,6.66667,0.0542754,0,578.499,0.0022,0.00035,0.00018,0.0244022,0.00889102,-0.0108914,0.0264026,0.0022,0.00035,0.00018,0.0173456,-0.00619012,0.0423519,-0.0188162,0.28,0,0.03,-0.0620228,-0.0151971,0,-0.0468257,
Thu Oct  3 09:59:03 2019,33110824,578.499,1372,1467,1782,1514,1088,1514,6.66667,2.20657,1.6331,0,-0.05,-1.19209e-07,5388,5532,38,18,8,28,1.75256,1.02951,-13.9726,0.908848,0.61725,0.0574681,10.3313,67.4156,17.6309,-1.09886,2.20657,9.56728,6.66667,0.0574681,0,578.499,0.0022,0.00035,0.00018,0.0221068,0.00811074,-0.0124135,0.0264096,0.0022,0.00035,0.00018,-0.0255681,-0.00622304,-0.000523777,-0.0188212,0.28,0,0.03,-0.0629336,-0.0160911,-0,-0.0468425,
Thu Oct  3 09:59:03 2019,33120825,578.499,1340,1475,1782,1514,1088,1514,8.16902,1.83099,1.6331,0,-0.05,-1.19209e-07,5388,5532,38,18,8,28,-3.055,0.0383072,-4.03184,0.682168,0.543819,0.0638535,10.3313,67.4156,17.6309,-1.28631,2.20657,9.70474,6.66667,0.0638535,0,578.499,0.0022,0.00035,0.00018,0.0203436,0.00727196,-0.0133442,0.0264159,0.0022,0.00035,0.00018,-0.0277262,-0.00638134,-0.00251842,-0.0188264,0.28,0,0.03,-0.0647397,-0.017879,-0,-0.0468607,
Thu Oct  3 09:59:03 2019,33130826,577.508,1340,1475,1782,1514,1088,1514,8.16902,1.83099,1.6331,0,-0.05,-1.19209e-07,5354,5534,38,20,8,28,4.62081,-1.58975,-13.4171,0.470387,0.253285,0.0138349,10.3313,67.4156,17.6309,-0.821589,1.83099,9.58158,8.16902,0.0138349,0,577.508,0.0022,0.00035,0.00018,0.0266951,0.00685807,-0.0065846,0.0264217,0.0022,0.00035,0.00018,0.025562,-0.00337859,0.047771,-0.0188304,0.28,0,0.03,-0.0507461,-0.00387378,0,-0.0468723,
