today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS_FILT
Sun Feb 18 10:53:55 2018,107513067,608.667,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5502,1108,0,32,32,0.0766145,0.0383072,-10.4962,0.00957802,-0.0180918,0.00957802,45.46,36.9422,22.4648,2.38419e-07,0.00957802,
Sun Feb 18 10:53:55 2018,107523068,608.667,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5502,1108,0,32,32,0.138864,0.0335188,-10.41,0.00319267,-0.0138349,0.0117065,45.46,36.9422,22.4648,2.38419e-07,0.0117065,
Sun Feb 18 10:53:55 2018,107533071,608.667,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5526,1108,0,32,14,0.0861913,0.0814029,-10.4866,0.00851379,-0.0159634,0.0159634,45.46,36.9422,22.4648,2.38419e-07,0.0159634,
Sun Feb 18 10:53:55 2018,107543072,608.667,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5526,1108,0,32,14,0.110133,0.0861913,-10.3813,0.0117065,-0.0127707,0.0106422,45.46,36.9422,22.4648,2.38419e-07,0.0106422,
Sun Feb 18 10:53:55 2018,107553073,659.811,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5332,5512,1108,0,18,30,0.0191536,0.0861913,-10.4531,0.0117065,-0.0159634,0.00744957,45.46,36.9422,22.4648,2.38419e-07,0.00744957,
Sun Feb 18 10:53:55 2018,107563074,659.811,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5332,5512,1108,0,18,30,0.0574608,0.100556,-10.4435,0.0127707,-0.0180918,0.00957802,45.46,36.9422,22.4648,2.38419e-07,0.00957802,
Sun Feb 18 10:53:55 2018,107573075,659.811,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5522,1104,0,30,32,0.0622492,0.167594,-10.3765,0.0042569,-0.0106422,0.00851379,45.46,36.9422,22.4648,2.38419e-07,0.00851379,
Sun Feb 18 10:53:55 2018,107583076,659.811,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5522,1104,0,30,32,0.0957681,0.0670376,-10.3573,0.00851379,-0.0148991,0.00957802,45.46,36.9422,22.4648,2.38419e-07,0.00957802,
Sun Feb 18 10:53:55 2018,107593077,608.528,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5354,5488,1106,0,8,30,0.0909797,0.105345,-10.2663,0.0106422,-0.0170276,0.0117065,45.46,36.9422,22.4648,2.38419e-07,0.0117065,
Sun Feb 18 10:53:55 2018,107603079,608.528,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5354,5488,1106,0,8,30,0.114922,0.0814029,-10.3717,0.00638535,-0.0159634,0.0106422,45.46,36.9422,22.4648,2.38419e-07,0.0106422,
