microseconds_since_start, kpe(P)=0.0035, kiei(I)=1e-09, kded(D)=0.0006,P_CMD,signal, mad_pitch,,,,,,,,,,,,,,,,,,,,,,,,,,
55009680,0.0310559,2.29E-12,0.0274692,5.85E-02,0.281685,-8.59143,,,,,,,,,,,,,,,,,,,,,,,,,,
55019681,0.0328625,2.58E-12,0.0309697,6.38E-02,0.281685,-9.1076,,,,,,,,,,,,,,,,,,,,,,,,,,
55029682,0.0350363,3.11E-12,0.037266,7.23E-02,0.281685,-9.7287,,,,,,,,,,,,,,,,,,,,,,,,,,
55039683,0.0376279,3.70E-12,0.0444272,8.21E-02,0.281685,-10.4691,,,,,,,,,,,,,,,,,,,,,,,,,,
55049684,0.0406565,4.33E-12,0.0519192,9.26E-02,0.281685,-11.3345,,,,,,,,,,,,,,,,,,,,,,,,,,
55059685,0.0432418,3.69E-12,0.0443183,8.76E-02,0.281685,-12.0731,,,,,,,,,,,,,,,,,,,,,,,,,,
55069686,0.0462074,4.24E-12,0.0508396,9.70E-02,0.281685,-12.9204,,,,,,,,,,,,,,,,,,,,,,,,,,
55079687,0.0485734,3.38E-12,0.0405601,8.91E-02,0.281685,-13.5964,,,,,,,,,,,,,,,,,,,,,,,,,,
55089688,0.0514625,4.13E-12,0.0495275,1.01E-01,0.281685,-14.4219,,,,,,,,,,,,,,,,,,,,,,,,,,
55099689,0.0543527,4.13E-12,0.049546,1.04E-01,0.281685,-15.2477,,,,,,,,,,,,,,,,,,,,,,,,,,
55109690,0.0564017,2.93E-12,0.035125,9.15E-02,0.281685,-15.8331,,,,,,,,,,,,,,,,,,,,,,,,,,
55119691,0.0587767,3.39E-12,0.0407146,9.95E-02,0.281685,-16.5117,,,,,,,,,,,,,,,,,,,,,,,,,,
55129692,0.0599239,1.64E-12,0.0196662,7.96E-02,0.281685,-16.8394,,,,,,,,,,,,,,,,,,,,,,,,,,
55139693,0.0615532,2.33E-12,0.0279319,8.95E-02,0.281685,-17.305,,,,,,,,,,,,,,,,,,,,,,,,,,
55149694,0.0632253,2.39E-12,0.0286644,9.19E-02,0.281685,-17.7827,,,,,,,,,,,,,,,,,,,,,,,,,,
55159695,0.0644359,1.73E-12,0.0207519,8.52E-02,0.281685,-18.1286,,,,,,,,,,,,,,,,,,,,,,,,,,
55169696,0.0649275,7.02E-13,0.00842869,7.34E-02,0.281685,-18.269,,,,,,,,,,,,,,,,,,,,,,,,,,
55179697,0.0652933,5.23E-13,0.00627113,7.16E-02,0.281685,-18.3736,,,,,,,,,,,,,,,,,,,,,,,,,,
55189698,0.0653111,2.54E-14,0.000304756,6.56E-02,0.281685,-18.3786,,,,,,,,,,,,,,,,,,,,,,,,,,
55199699,0.0650426,-3.84E-13,-0.00460316,6.04E-02,0.281685,-18.3019,,,,,,,,,,,,,,,,,,,,,,,,,,
55209700,0.0641797,-1.23E-12,-0.0147932,4.94E-02,0.281685,-18.0554,,,,,,,,,,,,,,,,,,,,,,,,,,
55219701,0.0635996,-8.29E-13,-0.00994331,5.37E-02,0.281685,-17.8896,,,,,,,,,,,,,,,,,,,,,,,,,,
55229704,0.0632332,-5.23E-13,-0.00628109,5.70E-02,0.281685,-17.785,,,,,,,,,,,,,,,,,,,,,,,,,,
55239705,0.0634377,2.92E-13,0.00350555,6.69E-02,0.281685,-17.8434,,,,,,,,,,,,,,,,,,,,,,,,,,
55249706,0.0635698,1.89E-13,0.00226387,6.58E-02,0.281685,-17.8811,,,,,,,,,,,,,,,,,,,,,,,,,,
55259707,0.0640571,6.96E-13,0.0083535,7.24E-02,0.281685,-18.0203,,,,,,,,,,,,,,,,,,,,,,,,,,
55269708,0.0645565,7.14E-13,0.00856201,7.31E-02,0.281685,-18.163,,,,,,,,,,,,,,,,,,,,,,,,,,
55279709,0.0648926,4.80E-13,0.00576119,7.07E-02,0.281685,-18.2591,,,,,,,,,,,,,,,,,,,,,,,,,,
55289710,0.0651512,3.69E-13,0.00443356,6.96E-02,0.281685,-18.333,,,,,,,,,,,,,,,,,,,,,,,,,,
55299711,0.0651576,9.04E-15,0.00010849,6.53E-02,0.281685,-18.3348,,,,,,,,,,,,,,,,,,,,,,,,,,
55309712,0.0644843,-9.62E-13,-0.0115409,5.29E-02,0.281685,-18.1424,,,,,,,,,,,,,,,,,,,,,,,,,,
55319713,0.0634079,-1.54E-12,-0.0184539,4.50E-02,0.281685,-17.8348,,,,,,,,,,,,,,,,,,,,,,,,,,
55329714,0.0623319,-1.54E-12,-0.0184443,4.39E-02,0.281685,-17.5274,,,,,,,,,,,,,,,,,,,,,,,,,,
55339715,0.0599408,-3.42E-12,-0.0409906,1.90E-02,0.281685,-16.8443,,,,,,,,,,,,,,,,,,,,,,,,,,
55349716,0.0581725,-2.53E-12,-0.0303147,2.79E-02,0.281685,-16.339,,,,,,,,,,,,,,,,,,,,,,,,,,
55359717,0.0558138,-3.37E-12,-0.0404351,1.54E-02,0.281685,-15.6651,,,,,,,,,,,,,,,,,,,,,,,,,,
55369718,0.0528425,-4.24E-12,-0.0509361,1.91E-03,0.281685,-14.8162,,,,,,,,,,,,,,,,,,,,,,,,,,
55379719,0.050111,-3.90E-12,-0.0468257,3.29E-03,0.281685,-14.0357,,,,,,,,,,,,,,,,,,,,,,,,,,
55389721,0.0470857,-4.32E-12,-0.0518629,-4.78E-03,0.281685,-13.1714,,,,,,,,,,,,,,,,,,,,,,,,,,
55399722,0.0445297,-3.65E-12,-0.0438165,7.13E-04,0.281685,-12.4411,,,,,,,,,,,,,,,,,,,,,,,,,,
55409723,0.0422467,-3.26E-12,-0.0391374,3.11E-03,0.281685,-11.7888,,,,,,,,,,,,,,,,,,,,,,,,,,
55419724,0.0395737,-3.82E-12,-0.0458219,-6.25E-03,0.281685,-11.0251,,,,,,,,,,,,,,,,,,,,,,,,,,
55429725,0.0376334,-2.77E-12,-0.0332628,4.37E-03,0.281685,-10.4707,,,,,,,,,,,,,,,,,,,,,,,,,,
55439726,0.0355163,-3.02E-12,-0.0362926,-7.76E-04,0.281685,-9.86584,,,,,,,,,,,,,,,,,,,,,,,,,,
55449727,0.0340171,-2.14E-12,-0.025702,8.32E-03,0.281685,-9.43747,,,,,,,,,,,,,,,,,,,,,,,,,,
55459728,0.0325815,-2.05E-12,-0.0246094,7.97E-03,0.281685,-9.02732,,,,,,,,,,,,,,,,,,,,,,,,,,
55469832,0.0315139,-1.53E-12,-0.0183012,1.32E-02,0.281685,-8.7223,,,,,,,,,,,,,,,,,,,,,,,,,,
55479833,0.0310862,-6.11E-13,-0.00733286,2.38E-02,0.281685,-8.60008,,,,,,,,,,,,,,,,,,,,,,,,,,
55489834,0.0309175,-2.41E-13,-0.00289186,2.80E-02,0.281685,-8.55188,,,,,,,,,,,,,,,,,,,,,,,,,,
55499835,0.0309779,8.63E-14,0.00103512,3.20E-02,0.281685,-8.56914,,,,,,,,,,,,,,,,,,,,,,,,,,
55509836,0.0314249,6.39E-13,0.00766285,3.91E-02,0.281685,-8.69685,,,,,,,,,,,,,,,,,,,,,,,,,,
55519837,0.0325666,1.63E-12,0.0195725,5.21E-02,0.281685,-9.02306,,,,,,,,,,,,,,,,,,,,,,,,,,
55529838,0.0339326,1.95E-12,0.0234179,5.74E-02,0.281685,-9.41336,,,,,,,,,,,,,,,,,,,,,,,,,,
55539839,0.035487,2.22E-12,0.026646,6.21E-02,0.281685,-9.85746,,,,,,,,,,,,,,,,,,,,,,,,,,
55549840,0.037261,2.53E-12,0.0304107,6.77E-02,0.281685,-10.3643,,,,,,,,,,,,,,,,,,,,,,,,,,
55559841,0.0393613,3.00E-12,0.0360051,7.54E-02,0.281685,-10.9644,,,,,,,,,,,,,,,,,,,,,,,,,,
55569842,0.0414597,3.00E-12,0.0359734,7.74E-02,0.281685,-11.5639,,,,,,,,,,,,,,,,,,,,,,,,,,
55579843,0.0437625,3.29E-12,0.0394773,8.32E-02,0.281685,-12.2219,,,,,,,,,,,,,,,,,,,,,,,,,,
55589844,0.0463576,3.71E-12,0.0444863,9.08E-02,0.281685,-12.9633,,,,,,,,,,,,,,,,,,,,,,,,,,
55599845,0.0490492,3.85E-12,0.0461415,9.52E-02,0.281685,-13.7324,,,,,,,,,,,,,,,,,,,,,,,,,,
55609846,0.051369,3.31E-12,0.0397682,9.11E-02,0.281685,-14.3952,,,,,,,,,,,,,,,,,,,,,,,,,,
55619847,0.0540106,3.77E-12,0.0452847,9.93E-02,0.281685,-15.1499,,,,,,,,,,,,,,,,,,,,,,,,,,
55629848,0.0562971,3.27E-12,0.0391978,9.55E-02,0.281685,-15.8032,,,,,,,,,,,,,,,,,,,,,,,,,,
55639849,0.0584979,3.14E-12,0.0377274,9.62E-02,0.281685,-16.432,,,,,,,,,,,,,,,,,,,,,,,,,,
55649850,0.0605059,2.87E-12,0.0344227,9.49E-02,0.281685,-17.0057,,,,,,,,,,,,,,,,,,,,,,,,,,
55659851,0.0620693,2.23E-12,0.0268021,8.89E-02,0.281685,-17.4524,,,,,,,,,,,,,,,,,,,,,,,,,,
55669852,0.0630207,1.36E-12,0.0163091,7.93E-02,0.281685,-17.7242,,,,,,,,,,,,,,,,,,,,,,,,,,
55679853,0.0636725,9.31E-13,0.0111736,7.48E-02,0.281685,-17.9105,,,,,,,,,,,,,,,,,,,,,,,,,,
55689854,0.0643453,9.61E-13,0.0115334,7.59E-02,0.281685,-18.1027,,,,,,,,,,,,,,,,,,,,,,,,,,
55699855,0.0649243,8.27E-13,0.00992581,7.49E-02,0.281685,-18.2681,,,,,,,,,,,,,,,,,,,,,,,,,,
55709856,0.0656153,9.87E-13,0.0118468,7.75E-02,0.281685,-18.4656,,,,,,,,,,,,,,,,,,,,,,,,,,
55719857,0.0659737,5.12E-13,0.00614353,7.21E-02,0.281685,-18.5679,,,,,,,,,,,,,,,,,,,,,,,,,,
55729858,0.0664592,6.94E-13,0.0083234,7.48E-02,0.281685,-18.7067,,,,,,,,,,,,,,,,,,,,,,,,,,
55739859,0.0665097,7.21E-14,0.000864944,6.74E-02,0.281685,-18.7211,,,,,,,,,,,,,,,,,,,,,,,,,,
55749860,0.0666655,2.23E-13,0.00267128,6.93E-02,0.281685,-18.7656,,,,,,,,,,,,,,,,,,,,,,,,,,
55759861,0.0675005,1.19E-12,0.0143143,8.18E-02,0.281685,-19.0042,,,,,,,,,,,,,,,,,,,,,,,,,,
55769862,0.068753,1.79E-12,0.0214711,9.02E-02,0.281685,-19.362,,,,,,,,,,,,,,,,,,,,,,,,,,
55779863,0.0698005,1.50E-12,0.0179569,8.78E-02,0.281685,-19.6613,,,,,,,,,,,,,,,,,,,,,,,,,,
55789864,0.0707156,1.31E-12,0.0156873,8.64E-02,0.281685,-19.9228,,,,,,,,,,,,,,,,,,,,,,,,,,
55799865,0.0713231,8.68E-13,0.0104145,8.17E-02,0.281685,-20.0963,,,,,,,,,,,,,,,,,,,,,,,,,,
55809866,0.0719695,9.23E-13,0.0110819,8.31E-02,0.281685,-20.281,,,,,,,,,,,,,,,,,,,,,,,,,,
55819867,0.072486,7.38E-13,0.00885452,8.13E-02,0.281685,-20.4286,,,,,,,,,,,,,,,,,,,,,,,,,,
55829868,0.0720087,-6.82E-13,-0.00818356,6.38E-02,0.281685,-20.2922,,,,,,,,,,,,,,,,,,,,,,,,,,
55839869,0.0712788,-1.04E-12,-0.0125119,5.88E-02,0.281685,-20.0837,,,,,,,,,,,,,,,,,,,,,,,,,,
55849870,0.0696007,-2.40E-12,-0.0287679,4.08E-02,0.281685,-19.6042,,,,,,,,,,,,,,,,,,,,,,,,,,
55859871,0.0673323,-3.24E-12,-0.0388861,2.84E-02,0.281685,-18.9561,,,,,,,,,,,,,,,,,,,,,,,,,,
55869872,0.0644969,-4.05E-12,-0.0486074,1.59E-02,0.281685,-18.146,,,,,,,,,,,,,,,,,,,,,,,,,,
55879873,0.061396,-4.43E-12,-0.0531574,8.24E-03,0.281685,-17.26,,,,,,,,,,,,,,,,,,,,,,,,,,
55889874,0.0583472,-4.36E-12,-0.0522667,6.08E-03,0.281685,-16.3889,,,,,,,,,,,,,,,,,,,,,,,,,,
55899875,0.0553506,-4.28E-12,-0.0513696,3.98E-03,0.281685,-15.5328,,,,,,,,,,,,,,,,,,,,,,,,,,
55909876,0.0524724,-4.11E-12,-0.0493412,3.13E-03,0.281685,-14.7104,,,,,,,,,,,,,,,,,,,,,,,,,,
55919877,0.0499131,-3.66E-12,-0.0438735,6.04E-03,0.281685,-13.9792,,,,,,,,,,,,,,,,,,,,,,,,,,
55929878,0.0480031,-2.73E-12,-0.0327424,1.53E-02,0.281685,-13.4335,,,,,,,,,,,,,,,,,,,,,,,,,,
55939879,0.0458428,-3.09E-12,-0.0370341,8.81E-03,0.281685,-12.8162,,,,,,,,,,,,,,,,,,,,,,,,,,
55949880,0.0438038,-2.91E-12,-0.0349544,8.85E-03,0.281685,-12.2337,,,,,,,,,,,,,,,,,,,,,,,,,,
55959881,0.0421669,-2.34E-12,-0.0280607,1.41E-02,0.281685,-11.766,,,,,,,,,,,,,,,,,,,,,,,,,,
55969882,0.0407212,-2.07E-12,-0.0247839,1.59E-02,0.281685,-11.3529,,,,,,,,,,,,,,,,,,,,,,,,,,
55979883,0.0395284,-1.70E-12,-0.0204466,1.91E-02,0.281685,-11.0122,,,,,,,,,,,,,,,,,,,,,,,,,,
55989884,0.0387036,-1.18E-12,-0.0141408,2.46E-02,0.281685,-10.7765,,,,,,,,,,,,,,,,,,,,,,,,,,
55999885,0.0386881,-2.21E-14,-0.000265789,3.84E-02,0.281685,-10.772,,,,,,,,,,,,,,,,,,,,,,,,,,
56009886,0.0389146,3.24E-13,0.00388355,4.28E-02,0.281685,-10.8368,,,,,,,,,,,,,,,,,,,,,,,,,,
56019887,0.0394624,7.83E-13,0.00939011,4.89E-02,0.281685,-10.9933,,,,,,,,,,,,,,,,,,,,,,,,,,
56029888,0.0405751,1.59E-12,0.0190752,5.97E-02,0.281685,-11.3112,,,,,,,,,,,,,,,,,,,,,,,,,,
56039889,0.0419798,2.01E-12,0.0240808,6.61E-02,0.281685,-11.7125,,,,,,,,,,,,,,,,,,,,,,,,,,
56049890,0.0434356,2.08E-12,0.0249569,6.84E-02,0.281685,-12.1285,,,,,,,,,,,,,,,,,,,,,,,,,,
56059894,0.0454569,2.89E-12,0.0346509,8.01E-02,0.281685,-12.706,,,,,,,,,,,,,,,,,,,,,,,,,,
56069895,0.0476312,3.11E-12,0.0372729,8.49E-02,0.281685,-13.3272,,,,,,,,,,,,,,,,,,,,,,,,,,
56079900,0.0499662,3.34E-12,0.0400295,9.00E-02,0.281685,-13.9944,,,,,,,,,,,,,,,,,,,,,,,,,,
56089901,0.0522302,3.23E-12,0.0388113,9.10E-02,0.281685,-14.6412,,,,,,,,,,,,,,,,,,,,,,,,,,
56099902,0.0543933,3.09E-12,0.0370822,9.15E-02,0.281685,-15.2593,,,,,,,,,,,,,,,,,,,,,,,,,,
56109903,0.0564969,3.01E-12,0.0360619,9.26E-02,0.281685,-15.8603,,,,,,,,,,,,,,,,,,,,,,,,,,
56119904,0.0585188,2.89E-12,0.0346611,9.32E-02,0.281685,-16.438,,,,,,,,,,,,,,,,,,,,,,,,,,
56129905,0.0604937,2.82E-12,0.033854,9.43E-02,0.281685,-17.0022,,,,,,,,,,,,,,,,,,,,,,,,,,
56139906,0.0622765,2.55E-12,0.0305634,9.28E-02,0.281685,-17.5116,,,,,,,,,,,,,,,,,,,,,,,,,,
56149907,0.0637538,2.11E-12,0.0253249,8.91E-02,0.281685,-17.9337,,,,,,,,,,,,,,,,,,,,,,,,,,
56159908,0.065649,2.71E-12,0.0324885,9.81E-02,0.281685,-18.4752,,,,,,,,,,,,,,,,,,,,,,,,,,
56169909,0.0682513,3.72E-12,0.0446108,1.13E-01,0.281685,-19.2187,,,,,,,,,,,,,,,,,,,,,,,,,,
56179910,0.0709407,3.84E-12,0.0461044,1.17E-01,0.281685,-19.9871,,,,,,,,,,,,,,,,,,,,,,,,,,
56189911,0.0737074,3.95E-12,0.0474289,1.21E-01,0.281685,-20.7776,,,,,,,,,,,,,,,,,,,,,,,,,,
56199915,0.0763523,3.78E-12,0.0453411,1.22E-01,0.281685,-21.5333,,,,,,,,,,,,,,,,,,,,,,,,,,
56209916,0.078773,3.46E-12,0.0414982,1.20E-01,0.281685,-22.2249,,,,,,,,,,,,,,,,,,,,,,,,,,
56219917,0.0811095,3.34E-12,0.0400535,1.21E-01,0.281685,-22.8924,,,,,,,,,,,,,,,,,,,,,,,,,,
56229918,0.082946,2.62E-12,0.0314836,1.14E-01,0.281685,-23.4172,,,,,,,,,,,,,,,,,,,,,,,,,,
56239919,0.0845905,2.35E-12,0.0281921,1.13E-01,0.281685,-23.887,,,,,,,,,,,,,,,,,,,,,,,,,,
56249920,0.0855841,1.42E-12,0.0170322,1.03E-01,0.281685,-24.1709,,,,,,,,,,,,,,,,,,,,,,,,,,
56259921,0.0861401,7.94E-13,0.00953201,9.57E-02,0.281685,-24.3298,,,,,,,,,,,,,,,,,,,,,,,,,,
56269922,0.0860926,-6.79E-14,-0.000814819,8.53E-02,0.281685,-24.3162,,,,,,,,,,,,,,,,,,,,,,,,,,
56279923,0.0856156,-6.81E-13,-0.00817692,7.74E-02,0.281685,-24.1799,,,,,,,,,,,,,,,,,,,,,,,,,,
56289924,0.084374,-1.77E-12,-0.021285,6.31E-02,0.281685,-23.8252,,,,,,,,,,,,,,,,,,,,,,,,,,
56299925,0.0823321,-2.92E-12,-0.0350042,4.73E-02,0.281685,-23.2418,,,,,,,,,,,,,,,,,,,,,,,,,,
56309926,0.0798109,-3.60E-12,-0.0432199,3.66E-02,0.281685,-22.5214,,,,,,,,,,,,,,,,,,,,,,,,,,
56319927,0.0767659,-4.35E-12,-0.0522006,2.46E-02,0.281685,-21.6514,,,,,,,,,,,,,,,,,,,,,,,,,,
56329928,0.0729147,-5.50E-12,-0.0660206,6.89E-03,0.281685,-20.5511,,,,,,,,,,,,,,,,,,,,,,,,,,
56339929,0.0691375,-5.40E-12,-0.064751,4.39E-03,0.281685,-19.4719,,,,,,,,,,,,,,,,,,,,,,,,,,
56349930,0.0651567,-5.69E-12,-0.0682436,-3.09E-03,0.281685,-18.3345,,,,,,,,,,,,,,,,,,,,,,,,,,
56359931,0.0612275,-5.61E-12,-0.0673572,-6.13E-03,0.281685,-17.2119,,,,,,,,,,,,,,,,,,,,,,,,,,
56369932,0.0575984,-5.18E-12,-0.0622134,-4.62E-03,0.281685,-16.175,,,,,,,,,,,,,,,,,,,,,,,,,,
56379933,0.0543385,-4.66E-12,-0.055884,-1.55E-03,0.281685,-15.2436,,,,,,,,,,,,,,,,,,,,,,,,,,
56389934,0.0511104,-4.61E-12,-0.0553391,-4.23E-03,0.281685,-14.3213,,,,,,,,,,,,,,,,,,,,,,,,,,
56399935,0.0492523,-2.65E-12,-0.0318519,1.74E-02,0.281685,-13.7904,,,,,,,,,,,,,,,,,,,,,,,,,,
56409936,0.0476539,-2.28E-12,-0.0274024,2.03E-02,0.281685,-13.3337,,,,,,,,,,,,,,,,,,,,,,,,,,
56419937,0.0464376,-1.74E-12,-0.0208509,2.56E-02,0.281685,-12.9862,,,,,,,,,,,,,,,,,,,,,,,,,,
56429938,0.0444358,-2.86E-12,-0.034316,1.01E-02,0.281685,-12.4143,,,,,,,,,,,,,,,,,,,,,,,,,,
56439939,0.0428153,-2.31E-12,-0.0277798,1.50E-02,0.281685,-11.9513,,,,,,,,,,,,,,,,,,,,,,,,,,
56449940,0.0410185,-2.57E-12,-0.0308019,1.02E-02,0.281685,-11.4379,,,,,,,,,,,,,,,,,,,,,,,,,,
56459941,0.0398298,-1.70E-12,-0.020378,1.95E-02,0.281685,-11.0983,,,,,,,,,,,,,,,,,,,,,,,,,,
56470080,0.0389658,-1.23E-12,-0.0148117,2.42E-02,0.281685,-10.8514,,,,,,,,,,,,,,,,,,,,,,,,,,
56480081,0.0386166,-4.99E-13,-0.00598589,3.26E-02,0.281685,-10.7516,,,,,,,,,,,,,,,,,,,,,,,,,,
56490082,0.0387339,1.68E-13,0.00201021,4.07E-02,0.281685,-10.7851,,,,,,,,,,,,,,,,,,,,,,,,,,
56500083,0.039196,6.60E-13,0.00792154,4.71E-02,0.281685,-10.9172,,,,,,,,,,,,,,,,,,,,,,,,,,
56510084,0.0399366,1.06E-12,0.0126961,5.26E-02,0.281685,-11.1288,,,,,,,,,,,,,,,,,,,,,,,,,,
56520085,0.0408776,1.34E-12,0.0161318,5.70E-02,0.281685,-11.3976,,,,,,,,,,,,,,,,,,,,,,,,,,
56530086,0.0421923,1.88E-12,0.0225374,6.47E-02,0.281685,-11.7732,,,,,,,,,,,,,,,,,,,,,,,,,,
56540087,0.0435879,1.99E-12,0.0239255,6.75E-02,0.281685,-12.172,,,,,,,,,,,,,,,,,,,,,,,,,,
56550088,0.0455092,2.74E-12,0.032937,7.84E-02,0.281685,-12.721,,,,,,,,,,,,,,,,,,,,,,,,,,
56560089,0.0472952,2.55E-12,0.0306171,7.79E-02,0.281685,-13.2312,,,,,,,,,,,,,,,,,,,,,,,,,,
56570090,0.0493624,2.95E-12,0.0354362,8.48E-02,0.281685,-13.8218,,,,,,,,,,,,,,,,,,,,,,,,,,
56580091,0.0513929,2.90E-12,0.0348092,8.62E-02,0.281685,-14.402,,,,,,,,,,,,,,,,,,,,,,,,,,
56590092,0.0537337,3.34E-12,0.0401277,9.39E-02,0.281685,-15.0708,,,,,,,,,,,,,,,,,,,,,,,,,,
56600093,0.0560031,3.24E-12,0.0389045,9.49E-02,0.281685,-15.7192,,,,,,,,,,,,,,,,,,,,,,,,,,
56610094,0.0589964,4.28E-12,0.0513135,1.10E-01,0.281685,-16.5744,,,,,,,,,,,,,,,,,,,,,,,,,,
56620095,0.0620943,4.43E-12,0.0531062,1.15E-01,0.281685,-17.4595,,,,,,,,,,,,,,,,,,,,,,,,,,
56630096,0.0656424,5.07E-12,0.0608256,1.26E-01,0.281685,-18.4733,,,,,,,,,,,,,,,,,,,,,,,,,,
56640097,0.0691284,4.98E-12,0.0597601,1.29E-01,0.281685,-19.4693,,,,,,,,,,,,,,,,,,,,,,,,,,
56650098,0.0725149,4.84E-12,0.0580536,1.31E-01,0.281685,-20.4369,,,,,,,,,,,,,,,,,,,,,,,,,,
56660099,0.0746816,3.10E-12,0.0371441,1.12E-01,0.281685,-21.0559,,,,,,,,,,,,,,,,,,,,,,,,,,
56670101,0.0770186,3.34E-12,0.0400633,1.17E-01,0.281685,-21.7236,,,,,,,,,,,,,,,,,,,,,,,,,,
56680102,0.0785429,2.18E-12,0.026131,1.05E-01,0.281685,-22.1592,,,,,,,,,,,,,,,,,,,,,,,,,,
56690103,0.0800286,2.12E-12,0.0254684,1.05E-01,0.281685,-22.5836,,,,,,,,,,,,,,,,,,,,,,,,,,
56700104,0.0809664,1.34E-12,0.0160757,9.70E-02,0.281685,-22.8516,,,,,,,,,,,,,,,,,,,,,,,,,,
56710105,0.0815112,7.78E-13,0.00933998,9.09E-02,0.281685,-23.0072,,,,,,,,,,,,,,,,,,,,,,,,,,
56720106,0.0813685,-2.04E-13,-0.00244595,7.89E-02,0.281685,-22.9665,,,,,,,,,,,,,,,,,,,,,,,,,,
56730107,0.081272,-1.38E-13,-0.00165504,7.96E-02,0.281685,-22.9389,,,,,,,,,,,,,,,,,,,,,,,,,,
56740108,0.0806096,-9.46E-13,-0.0113541,6.93E-02,0.281685,-22.7496,,,,,,,,,,,,,,,,,,,,,,,,,,
56750109,0.0802848,-4.64E-13,-0.00556812,7.47E-02,0.281685,-22.6568,,,,,,,,,,,,,,,,,,,,,,,,,,
56760110,0.0793843,-1.29E-12,-0.0154371,6.39E-02,0.281685,-22.3996,,,,,,,,,,,,,,,,,,,,,,,,,,
56770111,0.0782629,-1.60E-12,-0.0192244,5.90E-02,0.281685,-22.0791,,,,,,,,,,,,,,,,,,,,,,,,,,
56780112,0.0771473,-1.59E-12,-0.0191242,5.80E-02,0.281685,-21.7604,,,,,,,,,,,,,,,,,,,,,,,,,,
56790113,0.0760441,-1.58E-12,-0.0189122,5.71E-02,0.281685,-21.4452,,,,,,,,,,,,,,,,,,,,,,,,,,
56800114,0.0741471,-2.71E-12,-0.0325204,4.16E-02,0.281685,-20.9032,,,,,,,,,,,,,,,,,,,,,,,,,,
56810115,0.0720282,-3.03E-12,-0.0363238,3.57E-02,0.281685,-20.2978,,,,,,,,,,,,,,,,,,,,,,,,,,
56820116,0.0699054,-3.03E-12,-0.0363913,3.35E-02,0.281685,-19.6913,,,,,,,,,,,,,,,,,,,,,,,,,,
56830117,0.0676703,-3.19E-12,-0.0383156,2.94E-02,0.281685,-19.0527,,,,,,,,,,,,,,,,,,,,,,,,,,
56840118,0.0643956,-4.68E-12,-0.0561373,8.26E-03,0.281685,-18.1171,,,,,,,,,,,,,,,,,,,,,,,,,,
56850119,0.0619125,-3.55E-12,-0.0425672,1.93E-02,0.281685,-17.4076,,,,,,,,,,,,,,,,,,,,,,,,,,
56860120,0.0589113,-4.29E-12,-0.0514491,7.46E-03,0.281685,-16.5501,,,,,,,,,,,,,,,,,,,,,,,,,,
56870121,0.0551564,-5.36E-12,-0.0643701,-9.21E-03,0.281685,-15.4773,,,,,,,,,,,,,,,,,,,,,,,,,,
56880122,0.0517887,-4.81E-12,-0.0577328,-5.94E-03,0.281685,-14.5151,,,,,,,,,,,,,,,,,,,,,,,,,,
56890123,0.0477579,-5.76E-12,-0.0690984,-2.13E-02,0.281685,-13.3634,,,,,,,,,,,,,,,,,,,,,,,,,,
56900124,0.0446221,-4.48E-12,-0.0537566,-9.13E-03,0.281685,-12.4675,,,,,,,,,,,,,,,,,,,,,,,,,,
56910125,0.0413121,-4.73E-12,-0.056744,-1.54E-02,0.281685,-11.5218,,,,,,,,,,,,,,,,,,,,,,,,,,
56920126,0.0382077,-4.43E-12,-0.0532175,-1.50E-02,0.281685,-10.6348,,,,,,,,,,,,,,,,,,,,,,,,,,
56930127,0.0356172,-3.70E-12,-0.0444089,-8.79E-03,0.281685,-9.89466,,,,,,,,,,,,,,,,,,,,,,,,,,
56940128,0.0329301,-3.84E-12,-0.0460637,-1.31E-02,0.281685,-9.12693,,,,,,,,,,,,,,,,,,,,,,,,,,
56950129,0.0307207,-3.16E-12,-0.0378766,-7.16E-03,0.281685,-8.49565,,,,,,,,,,,,,,,,,,,,,,,,,,
56960130,0.0291711,-2.21E-12,-0.0265641,2.61E-03,0.281685,-8.05292,,,,,,,,,,,,,,,,,,,,,,,,,,
56970131,0.0281697,-1.43E-12,-0.0171668,1.10E-02,0.281685,-7.7668,,,,,,,,,,,,,,,,,,,,,,,,,,
56980132,0.0276505,-7.42E-13,-0.00890156,1.87E-02,0.281685,-7.61844,,,,,,,,,,,,,,,,,,,,,,,,,,
56990133,0.0274138,-3.38E-13,-0.00405705,2.34E-02,0.281685,-7.55083,,,,,,,,,,,,,,,,,,,,,,,,,,
57000134,0.0277784,5.21E-13,0.00625102,3.40E-02,0.281685,-7.65501,,,,,,,,,,,,,,,,,,,,,,,,,,
57010135,0.0286057,1.18E-12,0.0141815,4.28E-02,0.281685,-7.89137,,,,,,,,,,,,,,,,,,,,,,,,,,
57020136,0.0299787,1.96E-12,0.0235374,5.35E-02,0.281685,-8.28366,,,,,,,,,,,,,,,,,,,,,,,,,,
57030137,0.0318067,2.61E-12,0.0313368,6.31E-02,0.281685,-8.80594,,,,,,,,,,,,,,,,,,,,,,,,,,
57040138,0.034226,3.46E-12,0.0414746,7.57E-02,0.281685,-9.49718,,,,,,,,,,,,,,,,,,,,,,,,,,
57050139,0.0366202,3.42E-12,0.0410425,7.77E-02,0.281685,-10.1812,,,,,,,,,,,,,,,,,,,,,,,,,,
