microseconds_since_start, kpe(P)=0.0035, kiei(I)=1e-09, kded(D)=0.0006,P_CMD,signal, mad_pitch,,,,,,,,,,,,,,,,,,,,,,,,,,
20177278,0.0494845,3.25E-12,0.039022,8.85E-02,0.281685,-13.8568,,,,,,,,,,,,,,,,,,,,,,,,,,
20187279,0.0517531,3.24E-12,0.0388888,9.06E-02,0.281685,-14.5049,,,,,,,,,,,,,,,,,,,,,,,,,,
20197302,0.0536977,2.78E-12,0.0333373,8.70E-02,0.211266,-15.0605,,,,,,,,,,,,,,,,,,,,,,,,,,
20207304,0.0550381,1.91E-12,0.0229772,7.80E-02,0.211266,-15.5139,,,,,,,,,,,,,,,,,,,,,,,,,,
20217305,0.0563351,1.85E-12,0.0222355,7.86E-02,0.211266,-15.8845,,,,,,,,,,,,,,,,,,,,,,,,,,
20227306,0.0571859,1.22E-12,0.0145849,7.18E-02,0.211266,-16.1276,,,,,,,,,,,,,,,,,,,,,,,,,,
20237307,0.0575583,5.32E-13,0.00638271,6.39E-02,0.281685,-16.2339,,,,,,,,,,,,,,,,,,,,,,,,,,
20247308,0.0577034,2.07E-13,0.00248817,6.02E-02,0.281685,-16.205,,,,,,,,,,,,,,,,,,,,,,,,,,
20257309,0.0571781,-7.50E-13,-0.0090049,4.82E-02,0.281685,-16.0549,,,,,,,,,,,,,,,,,,,,,,,,,,
20267310,0.0566655,-7.32E-13,-0.00878849,4.79E-02,0.281685,-15.9084,,,,,,,,,,,,,,,,,,,,,,,,,,
20277311,0.0557023,-1.38E-12,-0.0165106,3.92E-02,0.281685,-15.6333,,,,,,,,,,,,,,,,,,,,,,,,,,
20287312,0.0546214,-1.54E-12,-0.0185307,3.61E-02,0.211266,-15.3244,,,,,,,,,,,,,,,,,,,,,,,,,,
20297313,0.0529491,-2.39E-12,-0.0286671,2.43E-02,0.211266,-14.9171,,,,,,,,,,,,,,,,,,,,,,,,,,
20307314,0.0512568,-2.42E-12,-0.0290111,2.22E-02,0.211266,-14.4335,,,,,,,,,,,,,,,,,,,,,,,,,,
20317315,0.0492581,-2.86E-12,-0.0342638,1.50E-02,0.211266,-13.8625,,,,,,,,,,,,,,,,,,,,,,,,,,
20327316,0.0473084,-2.79E-12,-0.0334238,1.39E-02,0.281685,-13.3054,,,,,,,,,,,,,,,,,,,,,,,,,,
20337320,0.0456849,-2.32E-12,-0.0278305,1.79E-02,0.281685,-12.7712,,,,,,,,,,,,,,,,,,,,,,,,,,
20347321,0.0439887,-2.42E-12,-0.0290789,1.49E-02,0.281685,-12.2865,,,,,,,,,,,,,,,,,,,,,,,,,,
20357322,0.04216,-2.61E-12,-0.0313491,1.08E-02,0.281685,-11.764,,,,,,,,,,,,,,,,,,,,,,,,,,
20367323,0.0405161,-2.35E-12,-0.0281811,1.23E-02,0.281685,-11.2943,,,,,,,,,,,,,,,,,,,,,,,,,,
20377324,0.0387467,-2.53E-12,-0.0303319,8.41E-03,0.281685,-10.7888,,,,,,,,,,,,,,,,,,,,,,,,,,
20387325,0.0370682,-2.40E-12,-0.0287746,8.29E-03,0.281685,-10.3092,,,,,,,,,,,,,,,,,,,,,,,,,,
20397332,0.035423,-2.35E-12,-0.0282027,7.22E-03,0.281685,-9.83918,,,,,,,,,,,,,,,,,,,,,,,,,,
20407333,0.0337059,-2.45E-12,-0.029436,4.27E-03,0.281685,-9.34858,,,,,,,,,,,,,,,,,,,,,,,,,,
20417336,0.0319994,-2.44E-12,-0.0292553,2.74E-03,0.211266,-8.86099,,,,,,,,,,,,,,,,,,,,,,,,,,
20427337,0.0304178,-2.26E-12,-0.0271129,3.30E-03,0.211266,-8.47953,,,,,,,,,,,,,,,,,,,,,,,,,,
20437338,0.0291705,-1.78E-12,-0.0213822,7.79E-03,0.211266,-8.12316,,,,,,,,,,,,,,,,,,,,,,,,,,
20447339,0.0280047,-1.67E-12,-0.0199851,8.02E-03,0.211266,-7.79007,,,,,,,,,,,,,,,,,,,,,,,,,,
20457359,0.0270049,-1.43E-12,-0.0171384,9.87E-03,0.211266,-7.50443,,,,,,,,,,,,,,,,,,,,,,,,,,
20467360,0.0262013,-1.15E-12,-0.013777,1.24E-02,0.211266,-7.27482,,,,,,,,,,,,,,,,,,,,,,,,,,
20477361,0.0259058,-4.22E-13,-0.00506461,2.08E-02,0.211266,-7.1904,,,,,,,,,,,,,,,,,,,,,,,,,,
20487362,0.025881,-3.55E-14,-0.000426207,2.55E-02,0.211266,-7.1833,,,,,,,,,,,,,,,,,,,,,,,,,,
20497363,0.0262338,5.04E-13,0.00604866,3.23E-02,0.211266,-7.28411,,,,,,,,,,,,,,,,,,,,,,,,,,
20507364,0.0269906,1.08E-12,0.0129731,4.00E-02,0.281685,-7.50033,,,,,,,,,,,,,,,,,,,,,,,,,,
20517365,0.028278,1.84E-12,0.0220706,5.03E-02,0.281685,-7.79775,,,,,,,,,,,,,,,,,,,,,,,,,,
20527366,0.0296849,2.01E-12,0.0241177,5.38E-02,0.211266,-8.19972,,,,,,,,,,,,,,,,,,,,,,,,,,
20537367,0.0311707,2.12E-12,0.0254715,5.66E-02,0.211266,-8.69466,,,,,,,,,,,,,,,,,,,,,,,,,,
20547368,0.0331928,2.89E-12,0.0346631,6.79E-02,0.211266,-9.27238,,,,,,,,,,,,,,,,,,,,,,,,,,
20557369,0.0354583,3.24E-12,0.038838,7.43E-02,0.211266,-9.91968,,,,,,,,,,,,,,,,,,,,,,,,,,
20567370,0.0375696,3.02E-12,0.0361946,7.38E-02,0.211266,-10.5229,,,,,,,,,,,,,,,,,,,,,,,,,,
20577371,0.0396491,2.97E-12,0.0356481,7.53E-02,0.211266,-11.1171,,,,,,,,,,,,,,,,,,,,,,,,,,
20587372,0.0419389,3.27E-12,0.0392534,8.12E-02,0.281685,-11.7713,,,,,,,,,,,,,,,,,,,,,,,,,,
20597373,0.0438832,2.78E-12,0.03333,7.72E-02,0.281685,-12.2564,,,,,,,,,,,,,,,,,,,,,,,,,,
20607385,0.0452779,1.99E-12,0.0239101,6.92E-02,0.281685,-12.6549,,,,,,,,,,,,,,,,,,,,,,,,,,
20617387,0.0465642,1.84E-12,0.0220508,6.86E-02,0.281685,-13.0224,,,,,,,,,,,,,,,,,,,,,,,,,,
20627389,0.0478614,1.85E-12,0.0222383,7.01E-02,0.281685,-13.393,,,,,,,,,,,,,,,,,,,,,,,,,,
20637390,0.0487728,1.30E-12,0.0156242,6.44E-02,0.281685,-13.6534,,,,,,,,,,,,,,,,,,,,,,,,,,
20647391,0.0495744,1.15E-12,0.0137407,6.33E-02,0.281685,-13.8824,,,,,,,,,,,,,,,,,,,,,,,,,,
20657392,0.050328,1.08E-12,0.0129195,6.32E-02,0.211266,-14.0978,,,,,,,,,,,,,,,,,,,,,,,,,,
20667393,0.0504234,1.36E-13,0.00163422,5.21E-02,0.211266,-14.1954,,,,,,,,,,,,,,,,,,,,,,,,,,
20677394,0.0504737,7.19E-14,0.000862484,5.13E-02,0.211266,-14.2098,,,,,,,,,,,,,,,,,,,,,,,,,,
20687396,0.0501924,-4.02E-13,-0.0048226,4.54E-02,0.211266,-14.1294,,,,,,,,,,,,,,,,,,,,,,,,,,
20697397,0.0495071,-9.79E-13,-0.0117471,3.78E-02,0.281685,-13.9336,,,,,,,,,,,,,,,,,,,,,,,,,,
20707398,0.0489791,-7.54E-13,-0.00905182,3.99E-02,0.281685,-13.7123,,,,,,,,,,,,,,,,,,,,,,,,,,
20717399,0.0479574,-1.46E-12,-0.0175143,3.04E-02,0.211266,-13.4204,,,,,,,,,,,,,,,,,,,,,,,,,,
20727400,0.0465479,-2.01E-12,-0.0241631,2.24E-02,0.211266,-13.0881,,,,,,,,,,,,,,,,,,,,,,,,,,
20737401,0.0453583,-1.70E-12,-0.0203927,2.50E-02,0.211266,-12.7483,,,,,,,,,,,,,,,,,,,,,,,,,,
20747402,0.0439338,-2.04E-12,-0.0244209,1.95E-02,0.211266,-12.3412,,,,,,,,,,,,,,,,,,,,,,,,,,
20757403,0.0423641,-2.24E-12,-0.0269092,1.55E-02,0.211266,-11.8928,,,,,,,,,,,,,,,,,,,,,,,,,,
20767404,0.0413461,-1.45E-12,-0.0174517,2.39E-02,0.281685,-11.6019,,,,,,,,,,,,,,,,,,,,,,,,,,
20777405,0.0402752,-1.53E-12,-0.0183575,2.19E-02,0.281685,-11.2255,,,,,,,,,,,,,,,,,,,,,,,,,,
20787406,0.0393243,-1.36E-12,-0.0163005,2.30E-02,0.211266,-10.9538,,,,,,,,,,,,,,,,,,,,,,,,,,
20797407,0.0380335,-1.84E-12,-0.0221288,1.59E-02,0.211266,-10.6554,,,,,,,,,,,,,,,,,,,,,,,,,,
20807408,0.0372638,-1.10E-12,-0.0131954,2.41E-02,0.211266,-10.4355,,,,,,,,,,,,,,,,,,,,,,,,,,
20817409,0.0369997,-3.77E-13,-0.00452745,3.25E-02,0.211266,-10.3601,,,,,,,,,,,,,,,,,,,,,,,,,,
20827413,0.0366213,-5.41E-13,-0.00648617,3.01E-02,0.211266,-10.252,,,,,,,,,,,,,,,,,,,,,,,,,,
20837414,0.0366002,-3.02E-14,-0.000362492,3.62E-02,0.211266,-10.2459,,,,,,,,,,,,,,,,,,,,,,,,,,
20847416,0.0367682,2.40E-13,0.00288025,3.96E-02,0.211266,-10.2939,,,,,,,,,,,,,,,,,,,,,,,,,,
20857417,0.0367436,-3.51E-14,-0.000421543,3.63E-02,0.211266,-10.2869,,,,,,,,,,,,,,,,,,,,,,,,,,
20867450,0.036545,-2.84E-13,-0.00340508,3.31E-02,0.211266,-10.2301,,,,,,,,,,,,,,,,,,,,,,,,,,
20877451,0.0365317,-1.90E-14,-0.000227737,3.63E-02,0.281685,-10.2264,,,,,,,,,,,,,,,,,,,,,,,,,,
20887454,0.036728,2.80E-13,0.00336536,4.01E-02,0.281685,-10.212,,,,,,,,,,,,,,,,,,,,,,,,,,
20897455,0.0368595,1.88E-13,0.0022554,3.91E-02,0.211266,-10.2496,,,,,,,,,,,,,,,,,,,,,,,,,,
20907456,0.0367864,-1.04E-13,-0.00125353,3.55E-02,0.211266,-10.2991,,,,,,,,,,,,,,,,,,,,,,,,,,
20917457,0.0369573,2.44E-13,0.0029286,3.99E-02,0.281685,-10.348,,,,,,,,,,,,,,,,,,,,,,,,,,
20927462,0.0376172,9.43E-13,0.0113135,4.89E-02,0.281685,-10.4661,,,,,,,,,,,,,,,,,,,,,,,,,,
20937463,0.0381272,7.29E-13,0.00874266,4.69E-02,0.281685,-10.6118,,,,,,,,,,,,,,,,,,,,,,,,,,
20947464,0.0385815,6.49E-13,0.00778816,4.64E-02,0.281685,-10.7416,,,,,,,,,,,,,,,,,,,,,,,,,,
20957465,0.0390776,7.09E-13,0.00850365,4.76E-02,0.281685,-10.8833,,,,,,,,,,,,,,,,,,,,,,,,,,
20967466,0.0398186,1.06E-12,0.0127032,5.25E-02,0.281685,-11.095,,,,,,,,,,,,,,,,,,,,,,,,,,
20977467,0.0404415,8.90E-13,0.0106789,5.11E-02,0.281685,-11.273,,,,,,,,,,,,,,,,,,,,,,,,,,
20987468,0.0411191,9.68E-13,0.0116156,5.27E-02,0.281685,-11.4666,,,,,,,,,,,,,,,,,,,,,,,,,,
20997469,0.0419575,1.20E-12,0.0143729,5.63E-02,0.281685,-11.7062,,,,,,,,,,,,,,,,,,,,,,,,,,
21007470,0.0427749,1.17E-12,0.0140128,5.68E-02,0.211266,-11.9397,,,,,,,,,,,,,,,,,,,,,,,,,,
21017471,0.0433486,8.19E-13,0.00983397,5.32E-02,0.211266,-12.174,,,,,,,,,,,,,,,,,,,,,,,,,,
21027472,0.04396,8.73E-13,0.010481,5.44E-02,0.281685,-12.3487,,,,,,,,,,,,,,,,,,,,,,,,,,
21037473,0.0448266,1.24E-12,0.0148562,5.97E-02,0.281685,-12.5259,,,,,,,,,,,,,,,,,,,,,,,,,,
21047477,0.0451258,4.27E-13,0.00512999,5.03E-02,0.281685,-12.6114,,,,,,,,,,,,,,,,,,,,,,,,,,
21057478,0.0454545,4.70E-13,0.00563421,5.11E-02,0.281685,-12.7053,,,,,,,,,,,,,,,,,,,,,,,,,,
21067482,0.0458039,4.99E-13,0.00599081,5.18E-02,0.281685,-12.8052,,,,,,,,,,,,,,,,,,,,,,,,,,
21077483,0.0458899,1.23E-13,0.00147297,4.74E-02,0.281685,-12.8297,,,,,,,,,,,,,,,,,,,,,,,,,,
21087486,0.0461051,3.07E-13,0.00368958,4.98E-02,0.281685,-12.8912,,,,,,,,,,,,,,,,,,,,,,,,,,
21097487,0.0460018,-1.48E-13,-0.00177029,4.42E-02,0.211266,-12.8617,,,,,,,,,,,,,,,,,,,,,,,,,,
21107488,0.0456866,-4.50E-13,-0.00540464,4.03E-02,0.211266,-12.842,,,,,,,,,,,,,,,,,,,,,,,,,,
21117489,0.0457922,1.51E-13,0.00181143,4.76E-02,0.281685,-12.8722,,,,,,,,,,,,,,,,,,,,,,,,,,
21127493,0.0459855,2.76E-13,0.00331415,4.93E-02,0.281685,-12.857,,,,,,,,,,,,,,,,,,,,,,,,,,
21137494,0.0458205,-2.36E-13,-0.00282978,4.30E-02,0.211266,-12.8099,,,,,,,,,,,,,,,,,,,,,,,,,,
21147497,0.0452489,-8.17E-13,-0.00979889,3.55E-02,0.211266,-12.717,,,,,,,,,,,,,,,,,,,,,,,,,,
21157498,0.0449016,-4.96E-13,-0.00595293,3.89E-02,0.211266,-12.6178,,,,,,,,,,,,,,,,,,,,,,,,,,
21167499,0.0447194,-2.60E-13,-0.00312366,4.16E-02,0.211266,-12.5657,,,,,,,,,,,,,,,,,,,,,,,,,,
21177504,0.0445063,-3.04E-13,-0.0036533,4.09E-02,0.211266,-12.5048,,,,,,,,,,,,,,,,,,,,,,,,,,
21187523,0.0444611,-6.45E-14,-0.000774479,4.37E-02,0.211266,-12.4919,,,,,,,,,,,,,,,,,,,,,,,,,,
21197524,0.0443451,-1.66E-13,-0.0019887,4.24E-02,0.211266,-12.4588,,,,,,,,,,,,,,,,,,,,,,,,,,
21207526,0.0441892,-2.23E-13,-0.0026726,4.15E-02,0.211266,-12.4142,,,,,,,,,,,,,,,,,,,,,,,,,,
21217527,0.0440118,-2.53E-13,-0.00304161,4.10E-02,0.211266,-12.3635,,,,,,,,,,,,,,,,,,,,,,,,,,
21227528,0.0440141,3.30E-15,3.97E-05,4.41E-02,0.211266,-12.3642,,,,,,,,,,,,,,,,,,,,,,,,,,
21237529,0.0440962,1.17E-13,0.00140717,4.55E-02,0.211266,-12.3876,,,,,,,,,,,,,,,,,,,,,,,,,,
21247530,0.0443379,3.45E-13,0.00414373,4.85E-02,0.211266,-12.4567,,,,,,,,,,,,,,,,,,,,,,,,,,
21257531,0.0448863,7.83E-13,0.00940104,5.43E-02,0.211266,-12.6134,,,,,,,,,,,,,,,,,,,,,,,,,,
21267535,0.0454336,7.82E-13,0.00938278,5.48E-02,0.211266,-12.7698,,,,,,,,,,,,,,,,,,,,,,,,,,
21277536,0.0459723,7.70E-13,0.00923538,5.52E-02,0.211266,-12.9237,,,,,,,,,,,,,,,,,,,,,,,,,,
21287538,0.0464199,6.39E-13,0.00767195,5.41E-02,0.211266,-13.0516,,,,,,,,,,,,,,,,,,,,,,,,,,
21297540,0.0469914,8.16E-13,0.00979689,5.68E-02,0.211266,-13.2148,,,,,,,,,,,,,,,,,,,,,,,,,,
21307541,0.0475948,8.62E-13,0.0103451,5.79E-02,0.211266,-13.3873,,,,,,,,,,,,,,,,,,,,,,,,,,
21317542,0.0482913,9.95E-13,0.0119392,6.02E-02,0.281685,-13.5862,,,,,,,,,,,,,,,,,,,,,,,,,,
21327556,0.0492696,1.40E-12,0.0167713,6.60E-02,0.281685,-13.7953,,,,,,,,,,,,,,,,,,,,,,,,,,
21337557,0.0497581,6.98E-13,0.00837336,5.81E-02,0.211266,-13.9349,,,,,,,,,,,,,,,,,,,,,,,,,,
21347560,0.0498023,6.32E-14,0.000758972,5.06E-02,0.211266,-14.018,,,,,,,,,,,,,,,,,,,,,,,,,,
21357561,0.0498704,9.72E-14,0.00116615,5.10E-02,0.281685,-14.0374,,,,,,,,,,,,,,,,,,,,,,,,,,
21367562,0.0501094,3.42E-13,0.00409859,5.42E-02,0.281685,-14.0353,,,,,,,,,,,,,,,,,,,,,,,,,,
21377573,0.0499318,-2.54E-13,-0.00304482,4.69E-02,0.281685,-13.9845,,,,,,,,,,,,,,,,,,,,,,,,,,
21387574,0.0496607,-3.87E-13,-0.00464733,4.50E-02,0.281685,-13.9071,,,,,,,,,,,,,,,,,,,,,,,,,,
21397575,0.0494771,-2.62E-13,-0.00314816,4.63E-02,0.281685,-13.8546,,,,,,,,,,,,,,,,,,,,,,,,,,
21407576,0.0488657,-8.73E-13,-0.0104804,3.84E-02,0.281685,-13.68,,,,,,,,,,,,,,,,,,,,,,,,,,
21417577,0.0483624,-7.19E-13,-0.00862764,3.97E-02,0.281685,-13.5362,,,,,,,,,,,,,,,,,,,,,,,,,,
21427578,0.0478708,-7.02E-13,-0.0084284,3.94E-02,0.211266,-13.3957,,,,,,,,,,,,,,,,,,,,,,,,,,
21437579,0.0472543,-8.81E-13,-0.0105688,3.67E-02,0.211266,-13.29,,,,,,,,,,,,,,,,,,,,,,,,,,
21447581,0.0465276,-1.04E-12,-0.0124569,3.41E-02,0.211266,-13.0823,,,,,,,,,,,,,,,,,,,,,,,,,,
21457582,0.0455574,-1.39E-12,-0.0166328,2.89E-02,0.211266,-12.8051,,,,,,,,,,,,,,,,,,,,,,,,,,
21467590,0.0448883,-9.56E-13,-0.0114705,3.34E-02,0.211266,-12.614,,,,,,,,,,,,,,,,,,,,,,,,,,
21477591,0.0439308,-1.37E-12,-0.0164143,2.75E-02,0.211266,-12.3404,,,,,,,,,,,,,,,,,,,,,,,,,,
21487594,0.0429957,-1.34E-12,-0.0160291,2.70E-02,0.211266,-12.0732,,,,,,,,,,,,,,,,,,,,,,,,,,
21497595,0.0423512,-9.21E-13,-0.0110497,3.13E-02,0.211266,-11.8891,,,,,,,,,,,,,,,,,,,,,,,,,,
21507596,0.0416872,-9.48E-13,-0.0113817,3.03E-02,0.211266,-11.6994,,,,,,,,,,,,,,,,,,,,,,,,,,
21517597,0.0408709,-1.17E-12,-0.0139942,2.69E-02,0.211266,-11.4661,,,,,,,,,,,,,,,,,,,,,,,,,,
21527598,0.0398408,-1.47E-12,-0.017659,2.22E-02,0.211266,-11.1718,,,,,,,,,,,,,,,,,,,,,,,,,,
21537599,0.0390607,-1.11E-12,-0.0133739,2.57E-02,0.281685,-10.9489,,,,,,,,,,,,,,,,,,,,,,,,,,
21547600,0.0384717,-8.41E-13,-0.0100961,2.84E-02,0.281685,-10.7102,,,,,,,,,,,,,,,,,,,,,,,,,,
21557601,0.0376802,-1.13E-12,-0.0135693,2.41E-02,0.211266,-10.4841,,,,,,,,,,,,,,,,,,,,,,,,,,
21567602,0.0368295,-1.22E-12,-0.0145827,2.22E-02,0.211266,-10.3115,,,,,,,,,,,,,,,,,,,,,,,,,,
21577603,0.0363687,-6.58E-13,-0.00789997,2.85E-02,0.281685,-10.1798,,,,,,,,,,,,,,,,,,,,,,,,,,
21587604,0.036135,-3.34E-13,-0.00400675,3.21E-02,0.281685,-10.0426,,,,,,,,,,,,,,,,,,,,,,,,,,
21597605,0.0356403,-7.07E-13,-0.00847956,2.72E-02,0.281685,-9.90126,,,,,,,,,,,,,,,,,,,,,,,,,,
21607606,0.0353859,-3.63E-13,-0.0043614,3.10E-02,0.211266,-9.82857,,,,,,,,,,,,,,,,,,,,,,,,,,
21617607,0.0349509,-6.21E-13,-0.00745634,2.75E-02,0.211266,-9.77472,,,,,,,,,,,,,,,,,,,,,,,,,,
21627608,0.0350636,1.61E-13,0.00193159,3.70E-02,0.281685,-9.80691,,,,,,,,,,,,,,,,,,,,,,,,,,
21637612,0.0353652,4.31E-13,0.00517056,4.05E-02,0.281685,-9.82267,,,,,,,,,,,,,,,,,,,,,,,,,,
21647630,0.0356478,4.04E-13,0.00484314,4.05E-02,0.281685,-9.90339,,,,,,,,,,,,,,,,,,,,,,,,,,
21657631,0.0360713,6.05E-13,0.00726048,4.33E-02,0.281685,-10.0244,,,,,,,,,,,,,,,,,,,,,,,,,,
21667634,0.0364523,5.44E-13,0.00653189,4.30E-02,0.211266,-10.1333,,,,,,,,,,,,,,,,,,,,,,,,,,
21677635,0.0367034,3.59E-13,0.00430504,4.10E-02,0.211266,-10.2754,,,,,,,,,,,,,,,,,,,,,,,,,,
21687636,0.0372433,7.71E-13,0.00925512,4.65E-02,0.281685,-10.4297,,,,,,,,,,,,,,,,,,,,,,,,,,
21697637,0.0383047,1.52E-12,0.0181955,5.65E-02,0.281685,-10.6625,,,,,,,,,,,,,,,,,,,,,,,,,,
21707638,0.0388536,7.84E-13,0.00940939,4.83E-02,0.211266,-10.8193,,,,,,,,,,,,,,,,,,,,,,,,,,
21717639,0.0393161,6.61E-13,0.0079291,4.72E-02,0.211266,-11.0219,,,,,,,,,,,,,,,,,,,,,,,,,,
21727643,0.0402231,1.30E-12,0.0155478,5.58E-02,0.211266,-11.281,,,,,,,,,,,,,,,,,,,,,,,,,,
21737644,0.040895,9.60E-13,0.0115186,5.24E-02,0.211266,-11.473,,,,,,,,,,,,,,,,,,,,,,,,,,
21747662,0.0416519,1.08E-12,0.0129755,5.46E-02,0.211266,-11.6893,,,,,,,,,,,,,,,,,,,,,,,,,,
21757663,0.0424,1.07E-12,0.0128238,5.52E-02,0.211266,-11.903,,,,,,,,,,,,,,,,,,,,,,,,,,
21767666,0.0434238,1.46E-12,0.0175509,6.10E-02,0.211266,-12.1955,,,,,,,,,,,,,,,,,,,,,,,,,,
21777667,0.0441716,1.07E-12,0.0128194,5.70E-02,0.281685,-12.4092,,,,,,,,,,,,,,,,,,,,,,,,,,
21787668,0.0451818,1.44E-12,0.017319,6.25E-02,0.281685,-12.6274,,,,,,,,,,,,,,,,,,,,,,,,,,
21797669,0.0462476,1.52E-12,0.0182704,6.45E-02,0.211266,-12.9319,,,,,,,,,,,,,,,,,,,,,,,,,,
21807670,0.0466544,5.81E-13,0.0069738,5.36E-02,0.211266,-13.1186,,,,,,,,,,,,,,,,,,,,,,,,,,
21817671,0.0471721,7.40E-13,0.00887512,5.60E-02,0.281685,-13.2665,,,,,,,,,,,,,,,,,,,,,,,,,,
21827672,0.0480811,1.30E-12,0.0155816,6.37E-02,0.281685,-13.4558,,,,,,,,,,,,,,,,,,,,,,,,,,
21837724,0.0483428,3.74E-13,0.00448763,5.28E-02,0.281685,-13.5306,,,,,,,,,,,,,,,,,,,,,,,,,,
21847725,0.0487243,5.45E-13,0.00653915,5.53E-02,0.281685,-13.6395,,,,,,,,,,,,,,,,,,,,,,,,,,
21857726,0.04896,3.37E-13,0.00404079,5.30E-02,0.281685,-13.7069,,,,,,,,,,,,,,,,,,,,,,,,,,
21867727,0.0489409,-2.72E-14,-0.000326729,4.86E-02,0.211266,-13.7014,,,,,,,,,,,,,,,,,,,,,,,,,,
21877728,0.0483141,-8.95E-13,-0.0107459,3.76E-02,0.211266,-13.5928,,,,,,,,,,,,,,,,,,,,,,,,,,
21887729,0.0475115,-1.15E-12,-0.0137596,3.38E-02,0.211266,-13.3634,,,,,,,,,,,,,,,,,,,,,,,,,,
21897730,0.046649,-1.23E-12,-0.0147845,3.19E-02,0.211266,-13.117,,,,,,,,,,,,,,,,,,,,,,,,,,
21907731,0.045702,-1.35E-12,-0.0162353,2.95E-02,0.211266,-12.8464,,,,,,,,,,,,,,,,,,,,,,,,,,
21917732,0.044657,-1.49E-12,-0.0179132,2.67E-02,0.211266,-12.5479,,,,,,,,,,,,,,,,,,,,,,,,,,
21927733,0.0436634,-1.42E-12,-0.0170329,2.66E-02,0.211266,-12.264,,,,,,,,,,,,,,,,,,,,,,,,,,
21937734,0.0423789,-1.84E-12,-0.0220216,2.04E-02,0.281685,-11.897,,,,,,,,,,,,,,,,,,,,,,,,,,
21947735,0.0412974,-1.54E-12,-0.0185385,2.28E-02,0.281685,-11.5176,,,,,,,,,,,,,,,,,,,,,,,,,,
21957736,0.0398971,-2.00E-12,-0.024006,1.59E-02,0.211266,-11.1175,,,,,,,,,,,,,,,,,,,,,,,,,,
21967737,0.0383544,-2.20E-12,-0.0264462,1.19E-02,0.211266,-10.7471,,,,,,,,,,,,,,,,,,,,,,,,,,
21977738,0.0371909,-1.66E-12,-0.0199456,1.72E-02,0.281685,-10.4147,,,,,,,,,,,,,,,,,,,,,,,,,,
21987739,0.0364267,-1.09E-12,-0.0131007,2.33E-02,0.281685,-10.1259,,,,,,,,,,,,,,,,,,,,,,,,,,
21997740,0.0353638,-1.52E-12,-0.0182211,1.71E-02,0.211266,-9.82226,,,,,,,,,,,,,,,,,,,,,,,,,,
22007741,0.0338774,-2.12E-12,-0.0254806,8.40E-03,0.211266,-9.468,,,,,,,,,,,,,,,,,,,,,,,,,,
22017742,0.0328096,-1.53E-12,-0.018306,1.45E-02,0.281685,-9.1629,,,,,,,,,,,,,,,,,,,,,,,,,,
22027743,0.0320567,-1.08E-12,-0.0129061,1.92E-02,0.281685,-8.87738,,,,,,,,,,,,,,,,,,,,,,,,,,
22037744,0.0312327,-1.18E-12,-0.0141268,1.71E-02,0.281685,-8.64193,,,,,,,,,,,,,,,,,,,,,,,,,,
22047745,0.0306888,-7.77E-13,-0.00932367,2.14E-02,0.211266,-8.48654,,,,,,,,,,,,,,,,,,,,,,,,,,
22057746,0.0300909,-8.54E-13,-0.0102487,1.98E-02,0.211266,-8.38614,,,,,,,,,,,,,,,,,,,,,,,,,,
22067747,0.0298378,-3.62E-13,-0.00434029,2.55E-02,0.281685,-8.31381,,,,,,,,,,,,,,,,,,,,,,,,,,
22077748,0.0298507,1.85E-14,0.000222015,3.01E-02,0.281685,-8.24709,,,,,,,,,,,,,,,,,,,,,,,,,,
22087749,0.0296923,-2.26E-13,-0.00271494,2.70E-02,0.281685,-8.20184,,,,,,,,,,,,,,,,,,,,,,,,,,
22097750,0.0300553,5.18E-13,0.00622175,3.63E-02,0.281685,-8.30553,,,,,,,,,,,,,,,,,,,,,,,,,,
22107751,0.03037,4.50E-13,0.00539475,3.58E-02,0.281685,-8.39545,,,,,,,,,,,,,,,,,,,,,,,,,,
22117752,0.0309507,8.30E-13,0.0099555,4.09E-02,0.281685,-8.56137,,,,,,,,,,,,,,,,,,,,,,,,,,
22127753,0.0320596,1.58E-12,0.01901,5.11E-02,0.281685,-8.87821,,,,,,,,,,,,,,,,,,,,,,,,,,
22137754,0.0330336,1.39E-12,0.0166972,4.97E-02,0.281685,-9.15649,,,,,,,,,,,,,,,,,,,,,,,,,,
22147755,0.0341228,1.56E-12,0.0186725,5.28E-02,0.281685,-9.4677,,,,,,,,,,,,,,,,,,,,,,,,,,
22157756,0.0351192,1.42E-12,0.0170802,5.22E-02,0.211266,-9.75237,,,,,,,,,,,,,,,,,,,,,,,,,,
22167757,0.0360059,1.27E-12,0.0152014,5.12E-02,0.211266,-10.0761,,,,,,,,,,,,,,,,,,,,,,,,,,
22177758,0.0372795,1.82E-12,0.021833,5.91E-02,0.281685,-10.44,,,,,,,,,,,,,,,,,,,,,,,,,,
22187759,0.0389746,2.42E-12,0.0290584,6.80E-02,0.281685,-10.8539,,,,,,,,,,,,,,,,,,,,,,,,,,
22197760,0.0401293,1.65E-12,0.0197948,5.99E-02,0.281685,-11.1838,,,,,,,,,,,,,,,,,,,,,,,,,,
22207761,0.0415937,2.09E-12,0.0251037,6.67E-02,0.281685,-11.6022,,,,,,,,,,,,,,,,,,,,,,,,,,
22217762,0.0430768,2.12E-12,0.0254243,6.85E-02,0.281685,-12.026,,,,,,,,,,,,,,,,,,,,,,,,,,
