today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchGyr0,pitchAccel,pitchgyro_f,pitchAccel_f,ekp,ekoldp,edp,eip,lamdap,ekr,ekoldr,edr,eir,lamdar,eky,ekoldy,edy,eiy,lamday
Sun Feb 18 10:28:05 2018,21501716,614.115,1514,1514,1438,1514,1088,1940,-7.63E-06,7.63E-06,1.36972,2.38E-07,-0.5,0.5,5332,5502,1070,8,30,10,0.497994,-2.5618,-12.0764,-0.240515,0.0500185,-0.0553397,-33.0146,127.823,24.1289,-0.514939,2.36138,-0.231941,-1.0312,0.958205,0.958205,9.33413,0.00911535,0.0112378,0.770132,0.770132,10.0353,0.00719956,0.0109118,,,,,
Sun Feb 18 10:28:05 2018,21511717,614.115,1514,1514,1448,1514,1088,1940,-7.63E-06,7.63E-06,1.38028,2.38E-07,-0.5,0.5,5332,5502,1070,8,30,10,1.28329,-0.215478,-14.7291,0.490607,0.428882,0.0446974,-33.0146,127.823,24.1289,-0.360061,4.97939,-0.0610612,-1.10252,0.86489,0.86489,-9.33157,0.00911547,-0.00303202,0.689132,0.689132,-8.09998,0.00729632,-0.00290909,,,,,
Sun Feb 18 10:28:05 2018,21521718,614.115,1514,1514,1448,1514,1088,1940,-7.63E-06,7.63E-06,1.38028,2.38E-07,-0.5,0.5,5332,5502,1070,8,30,10,-0.593762,-0.11971,-6.7708,-0.410791,-0.509763,-0.0159634,-33.0146,127.823,24.1289,-0.354878,-5.01171,-0.0476655,-1.15672,0.860736,0.860736,-0.415313,0.00862813,0.00356515,0.671803,0.671803,-1.73296,0.00680467,0.00173726,,,,,
Sun Feb 18 10:28:05 2018,21531719,614.115,1514,1514,1454,1514,1088,1940,-7.63E-06,7.63E-06,1.38662,2.38E-07,-0.5,0.5,5326,5502,1046,28,30,12,-2.19309,3.72059,-4.23774,0.0478901,0.209652,0.0415047,-33.0146,127.823,24.1289,-0.487195,-27.3622,-0.166756,-1.23253,1.0019,1.0019,14.116,0.00931316,0.0149826,0.888461,0.888461,21.6659,0.00780132,0.0200742,,,,,
Sun Feb 18 10:28:05 2018,21541720,614.81,1514,1514,1454,1514,1088,1940,-7.63E-06,7.63E-06,1.38662,2.38E-07,-0.5,0.5,5326,5502,1046,28,30,12,0.531513,-0.430956,-15.2989,0.263928,-0.0957802,0.0415047,-33.0146,127.823,24.1289,-0.351525,1.98976,-0.0187484,-1.35174,0.945376,0.945376,-5.65201,0.00973636,6.04E-05,0.876608,0.876608,-1.18531,0.00882535,0.00306524,,,,,
Sun Feb 18 10:28:05 2018,21551721,614.81,1514,1514,1454,1514,1088,1940,-7.63E-06,7.63E-06,1.38662,2.38E-07,-0.5,0.5,5338,5536,1070,32,30,32,-0.0766145,0.0335188,-6.32548,-0.690682,-0.388442,-0.0734315,-33.0146,127.823,24.1289,-0.576829,-0.693935,-0.228545,-1.47844,1.05099,1.05099,10.561,0.00998181,0.0125657,0.888073,0.888073,1.14646,0.00882341,0.004847,,,,,
Sun Feb 18 10:28:05 2018,21561722,614.81,1514,1514,1460,1514,1088,1940,-7.63E-06,7.63E-06,1.39296,2.38E-07,-0.5,0.5,5338,5536,1070,32,30,32,-0.0287304,0.292093,-13.9151,0.752407,0.667269,0.0319267,-33.0146,127.823,24.1289,-0.472561,-0.118298,-0.104391,-1.58834,1.0562,1.0562,0.521433,0.0105359,0.0051398,1.06041,1.06041,17.2333,0.00974239,0.0175589,,,,,
Sun Feb 18 10:28:05 2018,21571723,614.81,1514,1514,1460,1514,1088,1940,-7.63E-06,7.63E-06,1.39296,2.38E-07,-0.5,0.5,5336,5510,1066,14,8,30,2.07817,-2.70066,-18.4832,-0.287341,-0.426754,-0.0468259,-32.6689,125.742,24.1289,-0.36372,6.41513,0.01398,-1.67772,0.919871,0.919871,-13.6329,0.00988035,-0.00597621,0.841242,0.841242,-21.9164,0.00950824,-0.0124764,,,,,
Sun Feb 18 10:28:05 2018,21581724,613.272,1514,1514,1465,1514,1088,1940,-7.63E-06,7.63E-06,1.39824,2.38E-07,-0.5,0.5,5336,5502,1064,24,8,30,-0.670376,-0.339977,-6.14352,-0.383121,0.0936517,-0.126643,-32.6689,125.742,24.1289,-0.595732,-6.22744,-0.20381,-1.74706,1.2096,1.2096,28.9728,0.0106473,0.026941,1.32576,1.32576,48.452,0.010835,0.0419173,,,,,
Sun Feb 18 10:28:05 2018,21591725,613.272,1514,1514,1465,1514,1088,1940,-7.63E-06,7.63E-06,1.39824,2.38E-07,-0.5,0.5,5336,5502,1064,24,8,30,0.459687,0,-15.026,0.982279,0.502314,0.032991,-32.6689,125.742,24.1289,-0.2875,1.75229,0.114457,-1.80796,1.06838,1.06838,-14.1221,0.0113899,-0.00567088,1.11504,1.11504,-21.0721,0.012204,-0.0106178,,,,,
Sun Feb 18 10:28:05 2018,21601726,613.272,1514,1514,1468,1514,1088,1940,-7.63E-06,7.63E-06,1.40141,2.38E-07,-0.5,0.5,5336,5502,1064,24,8,30,-0.071826,-0.0957681,-6.99107,-0.923747,-0.802425,-0.052147,-32.6689,125.742,24.1289,-0.408232,-0.588635,-0.00508747,-1.85998,1.15967,1.15967,9.12912,0.0111402,0.0119923,0.919189,0.919189,-19.5852,0.0101711,-0.0103959,,,,,
Sun Feb 18 10:28:05 2018,21611727,613.272,1514,1514,1468,1514,1088,1940,-7.63E-06,7.63E-06,1.40141,2.38E-07,-0.5,0.5,5326,5514,1044,40,8,30,-1.72861,2.94487,-7.62793,0.0361836,0.570424,0.0255414,-32.6689,125.742,24.1289,-0.627744,-12.7685,-0.208943,-1.91206,1.34672,1.34672,18.7055,0.012532,0.0199397,1.26639,1.26639,34.7201,0.0109279,0.0314611,,,,,
Sun Feb 18 10:28:05 2018,21621728,613.272,1514,1514,1470,1514,1088,1940,-7.63E-06,7.63E-06,1.40352,2.38E-07,-0.5,0.5,5332,5534,1028,48,30,14,1.32639,-0.474052,-13.3405,1.06742,0.0148991,0.0755599,-32.6689,125.742,24.1289,-0.158537,5.67802,0.264119,-1.9718,1.17304,1.17304,-17.3684,0.0125988,-0.00760867,1.14959,1.14959,-11.6796,0.0120799,-0.00349306,,,,,
Sun Feb 18 10:28:05 2018,21631729,613.272,1514,1514,1470,1514,1088,1940,-7.63E-06,7.63E-06,1.40352,2.38E-07,-0.5,0.5,5332,5534,1028,48,30,14,0.0574608,-1.18752,-8.82503,-0.820517,-0.741764,-0.134092,-32.6689,125.742,24.1289,-0.389329,0.373055,0.0263865,-2.02,1.36217,1.36217,18.9134,0.0126761,0.0201635,1.17137,1.17137,2.17736,0.0116048,0.00688676,,,,,
Sun Feb 18 10:28:05 2018,21641730,613.255,1514,1514,1470,1514,1088,1940,-7.63E-06,7.63E-06,1.40352,2.38E-07,-0.5,0.5,5332,5534,1028,48,30,30,-0.90022,0.995988,-4.74052,0.245836,0.839673,0.042569,-32.6689,125.742,24.1289,-0.531403,-10.7524,-0.106376,-2.06056,1.30256,1.30256,-5.96107,0.0133237,0.00143842,1.39762,1.39762,22.6251,0.0128449,0.0230771,,,,,
Sun Feb 18 10:28:05 2018,21651731,613.255,1514,1514,1471,1514,1088,1940,-7.63E-06,7.63E-06,1.40458,2.38E-07,-0.5,0.5,5340,5510,1052,38,8,30,0.828394,-2.00155,-18.6317,0.991857,-0.12345,0.0340552,-32.6689,125.742,24.1289,-0.00670748,2.54579,0.410352,-2.10744,1.18653,1.18653,-11.6029,0.0124455,-0.00326994,1.07561,1.07561,-32.2006,0.0123662,-0.0190526,,,,,
Sun Feb 18 10:28:05 2018,21661732,613.255,1514,1514,1471,1514,1088,1940,-7.63E-06,7.63E-06,1.40458,2.38E-07,-0.5,0.5,5340,5510,1052,38,8,30,1.01035,-1.22583,-10.3046,-0.935453,-0.678975,-0.157505,-32.6689,125.742,24.1289,-0.310061,5.59986,0.0895358,-2.14243,1.42996,1.42996,24.3428,0.0130825,0.0244972,1.18957,1.18957,11.3954,0.0113259,0.0138085,,,,,
Sun Feb 18 10:28:05 2018,21671733,613.255,1514,1514,1474,1514,1088,1940,-7.63E-06,7.63E-06,1.40775,2.38E-07,-0.5,0.5,5338,5524,1052,16,8,30,-1.21625,0.751779,-4.14676,0.54169,0.653434,0.0606608,-32.6689,125.742,24.1289,-0.34939,-16.3466,0.0482021,-2.16882,1.43613,1.43613,0.616813,0.0143305,0.00692026,1.48818,1.48818,29.8616,0.0133887,0.0288541,,,,,
Sun Feb 18 10:28:05 2018,21681734,612.594,1514,1514,1474,1514,1088,1940,-7.63E-06,7.63E-06,1.40775,2.38E-07,-0.5,0.5,5338,5524,1052,16,8,30,0.675165,-2.86347,-20.1448,0.872664,0.150056,0.108551,-32.6689,125.742,24.1289,0.0878047,1.91958,0.466025,-2.20854,1.38968,1.38968,-4.64542,0.014129,0.00280664,1.09359,1.09359,-39.4597,0.0129088,-0.024358,,,,,
Sun Feb 18 10:28:05 2018,21691735,612.594,1514,1514,1478,1514,1088,1940,-7.63E-06,7.63E-06,1.41197,2.38E-07,-0.5,0.5,5334,5512,1060,44,8,32,1.00556,0.804452,-9.84017,-0.869471,-0.793911,-0.0957802,-32.6689,125.742,24.1289,-0.118293,5.83479,0.231231,-2.24284,1.54548,1.54548,15.5801,0.0146758,0.0185151,1.26067,1.26067,16.7084,0.0117713,0.0180707,,,,,
Sun Feb 18 10:28:05 2018,21701736,612.594,1514,1514,1478,1514,1088,1940,-7.63E-06,7.63E-06,1.41197,2.38E-07,-0.5,0.5,5338,5498,1060,30,8,30,-1.52271,3.90255,-2.46124,0.56936,0.484222,0.0340552,-32.8418,125.569,23.6297,-0.182622,-31.7442,0.151127,-2.28289,1.62886,1.62886,8.33803,0.0158717,0.0135167,1.51919,1.51919,25.852,0.0138993,0.0260185,,,,,
Sun Feb 18 10:28:05 2018,21711737,612.594,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5338,5498,1060,30,8,30,1.09654,-0.967257,-15.4761,0.522534,0.37035,0.0212845,-32.8418,125.569,23.6297,0.105793,4.05286,0.414683,-2.36151,1.48213,1.48213,-14.6729,0.0155549,-0.00421769,1.27488,1.27488,-24.431,0.0139703,-0.0123909,,,,,
Sun Feb 18 10:28:05 2018,21721738,612.594,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5338,5498,1060,30,8,30,1.15879,-0.727837,-12.9766,-0.731122,-0.758792,-0.10323,-32.8418,125.569,23.6297,0.00243886,5.10292,0.279523,-2.44202,1.54174,1.54174,5.96082,0.0151193,0.0113607,1.22289,1.22289,-5.19884,0.0124889,0.00164547,,,,,
Sun Feb 18 10:28:05 2018,21731739,612.594,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5332,5522,1036,36,30,14,-0.253785,1.90578,-5.13317,0.176661,0.186239,0.00957802,-32.8418,125.569,23.6297,-0.164329,-2.83042,0.0941349,-2.49569,1.69509,1.69509,15.335,0.0161841,0.0190064,1.17387,1.17387,-4.90229,0.0119838,0.00164491,,,,,
Sun Feb 18 10:28:05 2018,21741740,613.289,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5332,5522,1036,36,30,14,-0.153229,-1.99676,-10.8457,0.242643,0.568296,-0.00638535,-32.8418,125.569,23.6297,-0.0414636,-0.809424,0.2012,-2.53667,1.52293,1.52293,-17.2157,0.0160901,-0.00592085,0.978508,0.978508,-19.536,0.0107619,-0.0100924,,,,,
Sun Feb 18 10:28:05 2018,21751741,613.289,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5336,5516,1054,48,8,30,1.02472,-1.92015,-14.6669,-0.211781,-0.449103,-0.052147,-32.8418,125.569,23.6297,0.0606706,3.99654,0.278575,-2.56501,1.57008,1.57008,4.71472,0.015465,0.0105637,1.05406,1.05406,7.55504,0.0101628,0.0103491,,,,,
Sun Feb 18 10:28:05 2018,21761742,613.289,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5336,5516,1054,48,8,30,-0.493206,-0.713472,-10.2711,0.0372479,-0.244772,0.0138349,-32.8418,125.569,23.6297,-0.0573173,-2.74916,0.137763,-2.57708,1.68994,1.68994,11.9859,0.0163001,0.0164982,1.2359,1.2359,18.1836,0.0114498,0.0190538,,,,,
Sun Feb 18 10:28:05 2018,21771743,613.289,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5326,5506,1046,42,8,30,-1.17316,0.526724,-5.48751,0.160698,0.371414,0.0042569,-32.8418,125.569,23.6297,-0.0814026,-12.0674,0.0982203,-2.5912,1.64201,1.64201,-4.7927,0.0166597,0.00383285,1.21258,1.21258,-2.33114,0.0122424,0.00372692,,,,,
Sun Feb 18 10:28:05 2018,21781744,614.697,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5344,5506,1036,24,30,30,-0.23942,1.45567,-11.7555,-0.25435,0.196881,0.0489543,-32.8418,125.569,23.6297,-0.047866,-1.16676,0.116787,-2.62081,1.68154,1.68154,3.95353,0.0166178,0.0105005,1.23689,1.23689,2.43059,0.0122474,0.0073695,,,,,
Sun Feb 18 10:28:05 2018,21791745,614.697,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5344,5506,1036,24,30,30,0.124498,1.0726,-15.1122,0.15112,-0.372478,0.00319267,-32.8418,125.569,23.6297,0.0518291,0.472008,0.196619,-2.65116,1.64794,1.64794,-3.36006,0.0166474,0.00492258,1.24224,1.24224,0.534844,0.0123956,0.00598693,,,,,
Sun Feb 18 10:28:05 2018,21801746,614.697,1514,1514,1478,1514,1088,1940,-7.63E-06,7.63E-06,1.41197,2.38E-07,-0.5,0.5,5344,5506,1036,24,30,30,0.110133,-0.804452,-7.70454,0.295854,-0.234129,-0.00106422,-32.8418,125.569,23.6297,0.0298779,0.818965,0.152563,-2.66835,1.71412,1.71412,6.61736,0.0168103,0.0126236,0.995312,0.995312,-24.6926,0.0111877,-0.013843,,,,,
Sun Feb 18 10:28:05 2018,21811747,614.697,1514,1514,1478,1514,1088,1940,-7.63E-06,7.63E-06,1.41197,2.38E-07,-0.5,0.5,5332,5490,1062,30,32,14,-0.59855,-3.63919,-9.64384,-0.42569,0.407598,-0.00106422,-32.8418,125.569,23.6297,-0.159147,-3.55154,-0.0481419,-2.67538,1.66406,1.66406,-5.00544,0.0168909,0.00377424,0.851958,0.851958,-14.3354,0.00923635,-0.00680306,,,,,
Sun Feb 18 10:28:05 2018,21821748,614.697,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5334,5522,1048,40,8,30,0.335188,0.373495,-11.4586,0.157505,0.258606,0.00638535,-32.8418,125.569,23.6297,0.00274375,1.67554,0.104064,-2.67605,1.54522,1.54522,-11.8843,0.0160464,-0.00186469,0.898499,0.898499,4.65415,0.00875228,0.00749663,,,,,
Sun Feb 18 10:28:05 2018,21831749,614.697,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5334,5522,1048,40,8,30,0.488417,1.97761,-11.0085,0.650241,-0.651305,0.0372479,-32.8418,125.569,23.6297,0.26311,2.54038,0.337141,-2.66436,1.558,1.558,1.27771,0.0155161,0.00795904,0.80228,0.80228,-9.62187,0.0085039,-0.00352917,,,,,
Sun Feb 18 10:28:05 2018,21841750,613.116,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5336,5520,1052,26,8,30,-0.426168,1.13006,-9.68215,-0.840737,-0.00851379,-0.0393763,-32.8418,125.569,23.6297,-0.164329,-2.5203,-0.108793,-2.63961,1.61651,1.61651,5.85181,0.0158725,0.0116164,0.790793,0.790793,-1.1488,0.00796537,0.00270616,,,,,
Sun Feb 18 10:28:05 2018,21851751,613.116,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5336,5520,1052,26,8,30,-1.02951,1.62327,-6.34463,-0.25435,0.698131,-0.0340552,-32.8418,125.569,23.6297,-0.239634,-9.21673,-0.17958,-2.61805,1.47461,1.47461,-14.1906,0.0154556,-0.00389368,0.941239,0.941239,15.0447,0.00866016,0.0153987,,,,,
Sun Feb 18 10:28:05 2018,21861752,613.116,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5336,5520,1052,26,8,30,1.45567,-0.526724,-13.5608,1.04188,-0.365029,0.032991,-32.8418,125.569,23.6297,0.258841,6.12694,0.305185,-2.60243,1.47867,1.47867,0.406086,0.0147664,0.00695533,0.794308,0.794308,-14.6931,0.00867774,-0.00732789,,,,,
Sun Feb 18 10:28:05 2018,21871753,613.116,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5332,5532,1054,44,8,28,0.483629,-0.986411,-10.7404,-0.271377,-0.578938,-0.0212845,-32.8418,125.569,23.6297,0.0765242,2.57823,0.0963785,-2.57302,1.59423,1.59423,11.556,0.0153645,0.0157486,0.723982,0.723982,-7.03267,0.00759145,-0.00196033,,,,,
Sun Feb 18 10:28:05 2018,21881754,615.401,1514,1514,1479,1514,1088,1940,-7.63E-06,7.63E-06,1.41303,2.38E-07,-0.5,0.5,5332,5532,1054,44,8,28,-1.22583,1.59454,-7.40766,-0.799232,0.490607,-0.0585323,-32.8418,125.569,23.6297,-0.318293,-9.39625,-0.298317,-2.53461,1.53833,1.53833,-5.58981,0.0156628,0.00277485,0.95562,0.95562,23.1638,0.00839801,0.0214879,,,,,
Sun Feb 18 10:28:05 2018,21891755,615.401,1514,1514,1480,1514,1088,1940,-7.63E-06,7.63E-06,1.41408,2.38E-07,-0.5,0.5,5326,5520,1064,26,32,28,-0.483629,1.58496,-12.9239,0.568296,0.375671,0.0776884,-32.8418,125.569,23.6297,-0.0149392,-2.14308,0.00950222,-2.50723,1.51613,1.51613,-2.22037,0.0152723,0.00517506,1.028,1.028,7.23787,0.0099181,0.00999649,,,,,
Sun Feb 18 10:28:05 2018,21901756,615.401,1514,1514,1480,1514,1088,1940,-7.63E-06,7.63E-06,1.41408,2.38E-07,-0.5,0.5,5332,5526,1038,48,8,30,1.91057,-1.42216,-14.9398,0.446974,-0.58958,0.052147,-32.8418,125.569,23.6297,0.220732,7.2877,0.226383,-2.47874,1.50182,1.50182,-1.43052,0.0150897,0.00569675,0.810098,0.810098,-21.7901,0.00919048,-0.0125228,,,,,
Sun Feb 18 10:28:05 2018,21911757,615.401,1514,1514,1480,1514,1088,1940,-7.63E-06,7.63E-06,1.41408,2.38E-07,-0.5,0.5,5332,5526,1038,48,8,30,-0.00957681,-2.38462,-7.83383,-0.306497,-0.255414,-0.0319267,-32.8418,125.569,23.6297,-0.0359758,-0.0700438,-0.047014,-2.43165,1.54756,1.54756,4.57375,0.0152469,0.0103577,0.886197,0.886197,7.60994,0.00848148,0.00963446,,,,,
Sun Feb 18 10:28:05 2018,21921758,615.401,1514,1514,1480,1514,1088,1940,-7.63E-06,7.63E-06,1.41408,2.38E-07,-0.5,0.5,5332,5526,1038,48,8,30,-0.804452,1.0343,-8.68616,-0.252221,0.542754,0.019156,-32.8418,125.569,23.6297,-0.181403,-5.29125,-0.190552,-2.37763,1.51893,1.51893,-2.86245,0.0153325,0.00471127,0.91237,0.91237,2.61731,0.00899284,0.00604771,,,,,
Sun Feb 18 10:28:05 2018,21931759,615.401,1514,1514,1480,1514,1088,1940,-7.63E-06,7.63E-06,1.41408,2.38E-07,-0.5,0.5,5344,5498,1062,24,8,30,0.148441,1.98719,-11.2911,0.247964,0.240515,0.0851379,-32.8418,125.569,23.6297,0.0451218,0.75321,0.0346227,-2.32856,1.47303,1.47303,-4.59094,0.0149598,0.00322214,0.936604,0.936604,2.42342,0.00924487,0.0060129,,,,,
Sun Feb 18 10:28:05 2018,21941760,614.402,1514,1514,1480,1514,1088,1940,-7.63E-06,7.63E-06,1.41408,2.38E-07,-0.5,0.5,5344,5498,1062,24,8,30,0.756568,0.92895,-11.6933,0.262863,-0.642791,0.0223487,-32.8418,125.569,23.6297,0.189329,3.70194,0.161789,-2.27496,1.49892,1.49892,2.58911,0.0148597,0.00866624,0.84067,0.84067,-9.59349,0.00888637,-0.00333536,,,,,
Sun Feb 18 10:28:05 2018,21951761,614.402,1514,1514,1490,1514,1088,1940,-7.63E-06,7.63E-06,1.42465,2.38E-07,-0.5,0.5,5322,5528,1054,42,8,30,-1.18752,-0.311246,-8.38928,-0.204331,-0.259671,-0.0489543,-33.0146,125.742,23.4633,-0.0533538,-8.05684,-0.0925475,-2.21723,1.58399,1.58399,8.50754,0.0154145,0.0134406,0.818353,0.818353,-2.23161,0.00829512,0.00202674,,,,,
Sun Feb 18 10:28:05 2018,21961762,614.402,1514,1514,1490,1514,1088,1940,-7.63E-06,7.63E-06,1.42465,2.38E-07,-0.5,0.5,5322,5528,1054,42,8,30,-0.229843,-2.78206,-7.37414,-0.14367,0.775819,-0.0106422,-33.0146,125.742,23.4633,-0.168903,-1.78527,-0.203309,-2.16943,1.52405,1.52405,-5.99413,0.0155402,0.00241058,0.834125,0.834125,1.57713,0.00826239,0.00492379,,,,,
Sun Feb 18 10:28:05 2018,21971763,614.402,1514,1514,1500,1514,1088,1940,-7.63E-06,7.63E-06,1.43521,2.38E-07,-0.5,0.5,5336,5516,1042,30,32,14,0.837971,-1.12527,-11.157,0.169212,-0.0766241,0.0234129,-33.0146,125.742,23.4633,0.101829,4.29527,0.065613,-2.12442,1.40837,1.40837,-11.5677,0.0146621,-0.00224558,0.662271,0.662271,-17.1854,0.00748198,-0.00977135,,,,,
Sun Feb 18 10:28:05 2018,21981764,615.74,1514,1514,1500,1514,1088,1940,-7.63E-06,7.63E-06,1.43521,2.38E-07,-0.5,0.5,5346,5520,1054,24,8,30,-0.6608,1.99198,-11.9135,0.0415047,-0.621507,-0.0138349,-33.0146,125.742,23.4633,0.0917682,-3.17473,0.0428367,-2.0718,1.53805,1.53805,12.9674,0.0147321,0.016543,0.655054,0.655054,-0.721681,0.00658662,0.00241226,,,,,
Sun Feb 18 10:28:05 2018,21991765,615.74,1514,1514,1500,1514,1088,1940,-7.63E-06,7.63E-06,1.43521,2.38E-07,-0.5,0.5,5346,5520,1054,24,8,30,-0.866701,1.09654,-9.47146,0.0351194,0.0925875,-0.0478901,-33.0146,125.742,23.4633,-0.0762196,-5.22838,-0.129233,-2.0227,1.5329,1.5329,-0.514567,0.0153547,0.00651625,0.604679,0.604679,-5.03748,0.00629867,-0.00101675,,,,,
Sun Feb 18 10:28:05 2018,22001766,615.74,1514,1514,1503,1514,1088,1940,-7.63E-06,7.63E-06,1.43838,2.38E-07,-0.5,0.5,5346,5520,1054,24,8,30,-0.78051,-1.43173,-7.29274,-0.107487,0.426754,0.0319267,-33.0146,125.742,23.4633,-0.0804879,-6.10887,-0.129583,-1.98876,1.43778,1.43778,-9.51202,0.0148534,-0.000587904,0.486671,0.486671,-11.8008,0.00545675,-0.00656616,,,,,
Sun Feb 18 10:28:05 2018,22011767,615.74,1514,1514,1503,1514,1088,1940,-7.63E-06,7.63E-06,1.43838,2.38E-07,-0.5,0.5,5332,5516,1044,30,30,14,0.694318,-0.234632,-12.2248,-0.396956,-0.0106422,0.0180918,-33.0146,125.742,23.4633,-0.0719513,3.25068,-0.117166,-1.9636,1.39098,1.39098,-4.68032,0.0141438,0.0027866,0.481241,0.481241,-0.543022,0.00483956,0.00176266,,,,,
Sun Feb 18 10:28:05 2018,22021768,615.74,1514,1514,1504,1514,1088,1940,-7.63E-06,7.63E-06,1.43944,2.38E-07,-0.5,0.5,5338,5482,1020,32,30,14,0.234632,3.73017,-9.14106,0.266056,-0.46613,-0.0297983,-33.0146,125.742,23.4633,0.00121939,1.47034,-0.0435354,-1.93141,1.4364,1.4364,4.54173,0.0141369,0.00983374,0.775195,0.775195,29.3954,0.00628218,0.0252998,,,,,
Sun Feb 18 10:28:05 2018,22031769,615.74,1514,1514,1504,1514,1088,1940,-7.63E-06,7.63E-06,1.43944,2.38E-07,-0.5,0.5,5338,5482,1020,32,30,14,-1.28329,2.62405,-8.95431,0.439525,-0.0787526,0.0170276,-33.0146,125.742,23.4633,-0.00640256,-8.15584,-0.0532809,-1.89651,1.51922,1.51922,8.28218,0.0147781,0.0129819,0.801191,0.801191,2.59955,0.00788193,0.00553422,,,,,
Sun Feb 18 10:28:05 2018,22041770,612.985,1514,1514,1504,1514,1088,1940,-7.63E-06,7.63E-06,1.43944,2.38E-07,-0.5,0.5,5350,5506,1052,44,8,30,-0.114922,-1.77171,-13.6182,-0.525727,0.481029,-0.0234129,-33.0146,125.742,23.4633,-0.179573,-0.483498,-0.220355,-1.87189,1.43328,1.43328,-8.59321,0.0147625,7.36E-05,0.818832,0.818832,1.76418,0.00810011,0.00499377,,,,,
Sun Feb 18 10:28:05 2018,22051771,612.985,1514,1514,1504,1514,1088,1940,-7.63E-06,7.63E-06,1.43944,2.38E-07,-0.5,0.5,5350,5506,1052,44,8,30,1.35512,-0.794875,-11.8082,-0.345873,0.112808,-0.0117065,-33.0146,125.742,23.4633,-0.140854,6.54667,-0.169712,-1.84472,1.30727,1.30727,-12.6017,0.0137028,-0.00346778,0.874245,0.874245,5.54122,0.00846538,0.00804568,,,,,
Sun Feb 18 10:28:05 2018,22061772,612.985,1514,1514,1504,1514,1088,1940,-7.63E-06,7.63E-06,1.43944,2.38E-07,-0.5,0.5,5350,5506,1052,44,8,30,0.512359,1.8148,-7.29274,0.78859,-0.668333,0.0223487,-33.0146,125.742,23.4633,0.117378,4.01878,0.0872449,-1.7972,1.39333,1.39333,8.60578,0.013503,0.0126555,0.940538,0.940538,6.62937,0.00907391,0.00915142,,,,,
Sun Feb 18 10:28:05 2018,22071773,612.985,1514,1514,1504,1514,1088,1940,-7.63E-06,7.63E-06,1.43944,2.38E-07,-0.5,0.5,5334,5520,1054,24,8,30,-1.0343,2.05901,-11.6262,0.300111,0.0510828,-0.0138349,-31.2861,126.089,21.7992,0.0118901,-5.08377,-0.0258854,-1.73797,1.44565,1.44565,5.23293,0.0141949,0.0103883,0.973687,0.973687,3.31492,0.00957113,0.00684126,,,,,
Sun Feb 18 10:28:05 2018,22081774,613.203,1514,1514,1509,1514,1088,1940,-7.63E-06,7.63E-06,1.44472,2.38E-07,-0.5,0.5,5334,5520,1054,24,8,30,-0.732626,-1.78129,-8.29351,-0.536369,0.607672,-0.0117065,-31.2861,126.089,21.7992,-0.127134,-5.04825,-0.161384,-1.68778,1.29052,1.29052,-15.5135,0.0136809,-0.00570371,0.915851,0.915851,-5.78367,0.00944769,-0.000170151,,,,,
Sun Feb 18 10:28:05 2018,22091775,613.203,1514,1514,1509,1514,1088,1940,-7.63E-06,7.63E-06,1.44472,2.38E-07,-0.5,0.5,5340,5512,1044,40,8,30,1.21147,-2.6432,-12.3637,-0.225616,-0.0840737,-0.0223487,-31.2861,126.089,21.7992,-0.0176831,5.59633,-0.0470749,-1.64453,1.2617,1.2617,-2.88194,0.0127611,0.00353925,0.829418,0.829418,-8.64328,0.00872634,-0.00268093,,,,,
