today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0001, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 13:31:40 2018,122451104,943.89,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1214,0,32,10,1.21625,-0.191536,-10.2855,0.0244772,0.00532112,-0.00212845,21.4336,33.3,48.9234,6.74389,2120.8,0.654051,-0.218543,0.435508,0.0307992,0,0,50.5,-6.09885,
Sun Feb 11 13:31:40 2018,122461105,943.89,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4880,4122,1210,0,32,14,1.12527,-0.282516,-10.1897,0.032991,0.00638535,0.0042569,21.4336,33.3,48.9234,6.30178,2121.09,0.616681,-0.205278,0.411404,-0.269557,-0,-0,50.5,53.3776,
Sun Feb 11 13:31:40 2018,122471108,943.89,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4880,4122,1210,0,32,14,1.14443,-0.35913,-10.0365,0.0308625,0.00106422,0.0106422,21.4336,33.3,48.9234,6.50516,2121.38,0.604558,-0.190533,0.414025,-0.266821,0,0,50.5,52.8358,
Sun Feb 11 13:31:40 2018,122481109,943.89,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4980,4122,1212,0,30,14,1.25456,-0.287304,-10.1945,0.019156,0.00106422,0.00532112,21.4336,33.3,48.9234,7.01569,2121.67,0.61603,-0.17791,0.43812,-0.264126,0,0,50.5,52.3021,
Sun Feb 11 13:31:40 2018,122491110,959.73,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4980,4122,1212,0,30,14,1.1971,-0.205901,-10.07,0.0106422,-0.00106422,0.0127707,21.4336,33.3,48.9234,6.77939,2121.95,0.649981,-0.164955,0.485026,-0.261575,0,0,50.5,51.7971,
Sun Feb 11 13:31:40 2018,122501111,959.73,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4982,4122,1214,0,8,32,1.12049,-0.244209,-10.0652,0.00851379,-0.00744957,0.0170276,21.4336,33.3,48.9234,6.35216,2122.24,0.704005,-0.151258,0.552748,-0.259025,0,0,50.5,51.2921,
Sun Feb 11 13:31:40 2018,122511112,959.73,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4982,4122,1214,0,8,32,1.18752,-0.263362,-10.2568,0.00744957,-0.0127707,0.0170276,21.4336,33.3,48.9234,6.60429,2122.53,0.775401,-0.13852,0.636881,-0.256452,0,0,50.5,50.7826,
Sun Feb 11 13:31:40 2018,122521113,959.73,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4984,4122,1210,0,8,32,1.14922,-0.21069,-10.1897,0.00744957,-0.0127707,0.0223487,21.4336,33.3,48.9234,6.43474,2122.81,0.862336,-0.127928,0.734408,-0.253879,0,0,50.5,50.273,
Sun Feb 11 13:31:40 2018,122531114,945.158,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4984,4122,1210,0,8,32,1.1157,-0.143652,-10.3334,0.00851379,-0.0170276,0.0202203,21.4336,33.3,48.9234,6.16238,2123.1,0.962822,-0.116533,0.846288,-0.251297,0,0,50.5,49.7617,
Sun Feb 11 13:31:40 2018,122541115,945.158,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4938,4124,1214,0,32,32,1.09176,-0.248997,-10.386,0.0117065,-0.0266056,0.0170276,21.4336,33.3,48.9234,6.00076,2123.39,1.0745,-0.10408,0.970421,-0.248698,0,0,50.5,49.247,
