today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=1e-06, kded(D)=0.0006,signal, mad_pitch, multiplier
Sun Feb 11 14:35:53 2018,24518055,0,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5028,4142,1218,0,30,14,0.612916,-0.153229,-10.2137,0.0489543,-0.284148,-0.0117065,24.3721,29.6578,47.093,3.43417,0.367882,0.00324101,0.351903,0.355144,0,0,0,50.3838,0,2.53023e+33,
Sun Feb 11 14:35:53 2018,24528056,919.96,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5028,4142,1218,0,30,14,0.47884,-0.282516,-10.2041,0.0500185,-0.287341,-0.00851379,24.3721,29.6578,47.093,2.68671,0.655275,0.015212,0.595579,0.610791,0.083974,1.05773e-05,2.51922,50.3838,-41.987,50.3838,
Sun Feb 11 14:35:53 2018,24538059,919.96,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4120,1214,0,32,14,0.339977,-0.292093,-10.137,0.0319267,-0.295854,-0.0106422,24.3721,29.6578,47.093,1.92087,0.944194,0.0362332,0.817757,0.85399,0.0833945,-7.29933e-08,-0.017385,50.3838,-41.6972,50.3838,
Sun Feb 11 14:35:53 2018,24548060,919.96,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4120,1214,0,32,14,0.339977,-0.201113,-9.95988,0.0255414,-0.305432,-0.00744957,24.3721,29.6578,47.093,1.95501,1.23342,0.0633376,1.01826,1.0816,0.0827661,-7.91485e-08,-0.0188509,50.3838,-41.383,50.3838,
Sun Feb 11 14:35:53 2018,24558061,919.96,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1214,0,8,32,0.229843,-0.0766145,-10.5201,0.0212845,-0.316075,0.0042569,24.3721,29.6578,47.093,1.2516,1.52294,0.0945835,1.19817,1.29275,0.0821825,-7.35055e-08,-0.0175069,50.3838,-41.0913,50.3838,
Sun Feb 11 14:35:53 2018,24568062,919.96,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1214,0,8,32,0.110133,-0.244209,-10.4244,0.00744957,-0.319267,0.00532112,24.3721,29.6578,47.093,0.605308,1.81034,0.127596,1.35622,1.48382,0.0816169,-7.12453e-08,-0.0169686,50.3838,-40.8085,50.3838,
Sun Feb 11 14:35:53 2018,24578063,919.595,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,8,32,0.105345,-0.268151,-10.5105,0.00638535,-0.323524,-0,24.3721,29.6578,47.093,0.574244,2.09804,0.160187,1.49602,1.65621,0.0810572,-7.04976e-08,-0.0167905,50.3838,-40.5286,50.3838,
Sun Feb 11 14:35:53 2018,24588064,919.595,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,8,32,-0.0622492,-0.196325,-10.4435,0,-0.337359,-0.00106422,24.3721,29.6578,47.093,-0.341512,2.38848,0.190736,1.62091,1.81165,0.0804985,-7.03727e-08,-0.0167608,50.3838,-40.2493,50.3838,
Sun Feb 11 14:35:53 2018,24598065,919.595,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5008,4134,1214,0,8,32,-0.105345,-0.105345,-10.5632,-0.00744957,-0.341616,-0.00319267,24.3721,29.6578,47.093,-0.571381,2.67618,0.217327,1.72645,1.94378,0.0799599,-6.78462e-08,-0.0161591,50.3838,-39.9799,50.3838,
Sun Feb 11 14:35:53 2018,24608066,919.595,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5008,4134,1214,0,8,32,-0.110133,-0.0191536,-10.386,0.00212845,-0.346937,-0.0106422,24.3721,29.6578,47.093,-0.60754,2.96418,0.238864,1.81679,2.05565,0.0794324,-6.64441e-08,-0.0158251,50.3838,-39.7162,50.3838,
Sun Feb 11 14:35:53 2018,24618067,919.969,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5012,4138,1218,0,8,32,-0.0957681,0.0191536,-10.501,0,-0.356515,-0.0106422,24.3721,29.6578,47.093,-0.522519,3.2534,0.255489,1.89376,2.14925,0.0789121,-6.5535e-08,-0.0156086,50.3838,-39.4561,50.3838,
Sun Feb 11 14:35:53 2018,24628068,919.969,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5012,4138,1218,0,8,32,-0.177171,-0.0526724,-10.4674,0.00851379,-0.365029,-0.0117065,24.3721,29.6578,47.093,-0.96969,3.54232,0.267263,1.95675,2.22401,0.0783974,-6.48278e-08,-0.0154401,50.3838,-39.1987,50.3838,
Sun Feb 11 14:35:53 2018,24638069,919.969,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1216,0,32,16,-0.272939,-0.162806,-10.4052,0.0202203,-0.365029,-0.0106422,24.3721,29.6578,47.093,-1.50258,3.8288,0.273286,2.00467,2.27795,0.0778902,-6.38985e-08,-0.0152188,50.3838,-38.9451,50.3838,
Sun Feb 11 14:35:53 2018,24648070,919.969,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1216,0,32,16,-0.191536,-0.177171,-10.4291,0.00532112,-0.369286,-0.0042569,24.3721,29.6578,47.093,-1.05215,4.1165,0.27302,2.04211,2.31513,0.0773839,-6.37668e-08,-0.0151875,50.3838,-38.6919,50.3838,
