today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.001, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 11:39:48 2018,9274267,0,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5018,4150,1220,0,32,14,-0.134075,-0.56982,-10.3525,-0.00106422,0.0372479,0.0127707,25.7549,32.4328,45.0961,-0.741995,0.275808,-0.000700262,0.263829,0.263128,2.57143e+30,0,0,0.0704193,0,
Sun Feb 11 11:39:48 2018,9284268,976.265,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5018,4150,1220,0,32,14,-0.0814029,-0.603339,-10.3382,-0.00106422,0.0404405,0.0127707,25.7549,32.4328,45.0961,-0.451139,0.561373,-0.00316466,0.513573,0.510408,0.0407414,-0,-0,0.0704193,-40.6709,
Sun Feb 11 11:39:48 2018,9294271,976.265,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4994,4134,1218,0,8,32,-0.134075,-0.435745,-10.4004,-0.00212845,0.0415047,0.0117065,25.7549,32.4328,45.0961,-0.738579,0.847547,-0.0076565,0.740737,0.733081,0.0403442,-0,-0,0.0704193,-40.2738,
Sun Feb 11 11:39:48 2018,9304272,976.265,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4994,4134,1218,0,8,32,-0.00957681,-0.521936,-10.3094,-0.00212845,0.0415047,0.00638535,25.7549,32.4328,45.0961,-0.0532242,1.13403,-0.0136078,0.946092,0.932484,0.0397747,-0,-0,0.0704193,-39.7043,
Sun Feb 11 11:39:48 2018,9314273,976.265,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5004,4152,1222,0,32,14,-0.0861913,-0.474052,-10.2328,-0.00212845,0.0372479,0.0042569,25.7549,32.4328,45.0961,-0.482593,1.42172,-0.0202549,1.13159,1.11134,0.0392506,-0,-0,0.0704193,-39.1802,
Sun Feb 11 11:39:48 2018,9324274,976.265,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5004,4152,1222,0,32,14,-0.100556,-0.526724,-10.2951,-0.00532112,0.0351194,0.0042569,25.7549,32.4328,45.0961,-0.559616,1.70881,-0.0277499,1.29647,1.26872,0.0387326,-0,-0,0.0704193,-38.6622,
Sun Feb 11 11:39:48 2018,9334276,976.256,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5004,4144,1216,0,8,32,-0.0814029,-0.507571,-10.2089,0,0.0308625,0.00106422,25.7549,32.4328,45.0961,-0.456852,1.99651,-0.0364461,1.44303,1.40658,0.0382158,-0,-0,0.0704193,-38.1454,
Sun Feb 11 11:39:48 2018,9344277,976.256,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5004,4144,1216,0,8,32,0.00957681,-0.531513,-10.3334,-0.00212845,0.0308625,0.0042569,25.7549,32.4328,45.0961,0.0531008,2.28299,-0.045606,1.57051,1.52491,0.0377019,-0,-0,0.0704193,-37.6314,
Sun Feb 11 11:39:48 2018,9354278,976.256,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5006,4150,1218,0,32,12,0,-0.521936,-10.2568,-0.00638535,0.0340552,0.00532112,25.7549,32.4328,45.0961,0,2.56856,-0.0541463,1.68036,1.62622,0.0371892,-0,-0,0.0704193,-37.1187,
Sun Feb 11 11:39:48 2018,9364279,976.256,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5006,4150,1218,0,32,12,-0.0957681,-0.454898,-10.4004,-0.00106422,0.0276698,0.00319267,25.7549,32.4328,45.0961,-0.527571,2.85686,-0.0622041,1.77716,1.71495,0.0366783,-0,-0,0.0704193,-36.6079,
