today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0015, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 11:38:22 2018,12150834,0,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5018,4150,1218,0,8,32,0.272939,-0.560243,-10.1801,0.00106422,0.0244772,0.00638535,24.8906,31.9125,46.9266,1.53579,0.279467,0.00144941,0.267328,0.268778,3.83813e+30,0,0,0.0704193,0,
Sun Feb 11 11:38:22 2018,12160835,976.804,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5018,4150,1218,0,8,32,0.263362,-0.588974,-10.3908,0.00957802,0.0287341,0.00957802,24.8906,31.9125,46.9266,1.45189,0.564727,0.0070392,0.51647,0.523509,0.0558277,-0,-0,0.0704193,-37.148,
Sun Feb 11 11:38:22 2018,12170837,976.804,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5012,4150,1218,0,32,14,0.258574,-0.497994,-10.4483,0.00851379,0.032991,0.0138349,24.8906,31.9125,46.9266,1.41766,0.849986,0.0176552,0.742489,0.760144,0.0552928,-0,-0,0.0704193,-36.7915,
Sun Feb 11 11:38:22 2018,12180838,976.804,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5012,4150,1218,0,32,14,0.373495,-0.56982,-10.2568,0.0148991,0.032991,0.00851379,24.8906,31.9125,46.9266,2.08548,1.13647,0.0333166,0.947664,0.980981,0.0544594,-0,-0,0.0704193,-36.2359,
Sun Feb 11 11:38:22 2018,12190841,976.804,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5034,4150,1218,0,8,32,0.325611,-0.56982,-10.2472,0.00851379,0.0297983,0.00638535,24.8906,31.9125,46.9266,1.82,1.42386,0.0545132,1.1327,1.18721,0.0536843,-0,-0,0.0704193,-35.7191,
Sun Feb 11 11:38:22 2018,12200842,976.804,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5034,4150,1218,0,8,32,0.378284,-0.675165,-10.2807,0.0117065,0.032991,0.0042569,24.8906,31.9125,46.9266,2.10728,1.70942,0.0810949,1.29599,1.37708,0.05291,-0,-0,0.0704193,-35.2029,
Sun Feb 11 11:38:22 2018,12210843,975.883,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5018,4146,1222,0,32,32,0.35913,-0.617704,-10.3525,0.00638535,0.0340552,0.00532112,24.8906,31.9125,46.9266,1.9868,1.9956,0.112682,1.44109,1.55377,0.0521349,-0,-0,0.0704193,-34.6862,
Sun Feb 11 11:38:22 2018,12220844,975.883,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5018,4146,1222,0,32,32,0.392649,-0.512359,-10.2472,0.00106422,0.0319267,0.00638535,24.8906,31.9125,46.9266,2.19437,2.28269,0.148969,1.56929,1.71826,0.0513637,-0,-0,0.0704193,-34.172,
Sun Feb 11 11:38:22 2018,12230850,975.883,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5016,4146,1220,0,32,14,0.373495,-0.560243,-10.3477,0.00532112,0.0287341,0.0042569,24.8906,31.9125,46.9266,2.06716,2.57008,0.189577,1.68097,1.87054,0.0505962,-0,-0,0.0704193,-33.6604,
Sun Feb 11 11:38:22 2018,12240861,975.883,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5016,4146,1220,0,32,14,0.502782,-0.56982,-10.2472,0.00532112,0.0202203,0.0042569,24.8906,31.9125,46.9266,2.80899,2.859,0.234643,1.77826,2.01291,0.0498313,-0,-0,0.0704193,-33.1505,
