today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.005, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 11:33:36 2018,9624004,0,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4994,4140,1220,0,30,14,0.497994,-0.47884,-10.3286,0.00638535,-0.0766241,0.00319267,25.582,32.2594,48.5906,2.76039,0.30843,0.00260513,0.295034,0.297639,1.29554e+31,0,0,0.0704193,0,
Sun Feb 11 11:33:36 2018,9634005,977.829,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4984,4138,1216,0,30,12,0.454898,-0.469264,-10.41,-0.00106422,-0.0659819,0.00212845,25.582,32.2594,48.5906,2.50214,0.591861,0.0125507,0.539966,0.552517,0.166727,-0,-0,0.0704193,-33.275,
Sun Feb 11 11:33:36 2018,9644007,977.829,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4984,4138,1216,0,30,12,0.445322,-0.445322,-10.2615,0.00106422,-0.0659819,-0.00319267,25.582,32.2594,48.5906,2.48491,0.87834,0.0312768,0.764962,0.796239,0.16534,-0,-0,0.0704193,-32.9975,
Sun Feb 11 11:33:36 2018,9654008,977.829,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4986,4138,1218,0,8,32,0.497994,-0.344765,-10.3621,-0.00106422,-0.0553397,-0.00212845,25.582,32.2594,48.5906,2.75147,1.16177,0.0579418,0.965033,1.02298,0.163347,-0,-0,0.0704193,-32.5989,
Sun Feb 11 11:33:36 2018,9664009,977.829,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4986,4138,1218,0,8,32,0.497994,-0.378284,-10.4435,0.00106422,-0.0532112,-0,25.582,32.2594,48.5906,2.73006,1.44764,0.0922371,1.14679,1.23903,0.161434,-0,-0,0.0704193,-32.2165,
Sun Feb 11 11:33:36 2018,9674010,977.829,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5004,4150,1218,0,32,14,0.42138,-0.325611,-10.4148,0.00106422,-0.0415047,0.00106422,25.582,32.2594,48.5906,2.31691,1.73077,0.133206,1.30615,1.43936,0.159509,-0,-0,0.0704193,-31.8314,
Sun Feb 11 11:33:36 2018,9684011,977.933,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5004,4150,1218,0,32,14,0.474052,-0.3304,-10.2663,0.00212845,-0.0351194,0.00212845,25.582,32.2594,48.5906,2.64378,2.01541,0.179635,1.44849,1.62813,0.157558,-0,-0,0.0704193,-31.4412,
Sun Feb 11 11:33:36 2018,9694012,977.933,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5000,4152,1218,0,32,14,0.483629,-0.47884,-10.2232,0.00106422,-0.0287341,0.00212845,25.582,32.2594,48.5906,2.70846,2.30006,0.231173,1.57327,1.80444,0.155593,-0,-0,0.0704193,-31.0482,
Sun Feb 11 11:33:36 2018,9704013,977.933,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5000,4152,1218,0,32,14,0.42138,-0.378284,-10.3094,0.00532112,-0.0117065,0.00106422,25.582,32.2594,48.5906,2.34056,2.58167,0.287275,1.67859,1.96586,0.153603,-0,-0,0.0704193,-30.6502,
Sun Feb 11 11:33:36 2018,9714014,977.933,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4992,4138,1218,0,32,14,0.445322,-0.402226,-10.2903,0.00532112,-0.0127707,0.0042569,25.582,32.2594,48.5906,2.47798,2.86845,0.346838,1.77358,2.12042,0.151581,-0,-0,0.0704193,-30.2458,
Sun Feb 11 11:33:36 2018,9724015,977.682,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4992,4138,1218,0,32,14,0.402226,-0.47884,-10.252,0.00532112,-0.0106422,0.00638535,25.582,32.2594,48.5906,2.24679,3.15432,0.409036,1.85293,2.26196,0.149556,-0,-0,0.0704193,-29.8408,
Sun Feb 11 11:33:36 2018,9734016,977.682,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5000,4152,1220,0,8,32,0.469264,-0.292093,-10.2663,0,0.0042569,0.00319267,25.582,32.2594,48.5906,2.61711,3.43653,0.473453,1.91503,2.38849,0.14751,-0,-0,0.0704193,-29.4317,
Sun Feb 11 11:33:36 2018,9744017,977.682,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5000,4152,1220,0,8,32,0.47884,-0.339977,-10.2999,0.00212845,0.00851379,0.00212845,24.5449,32.6063,49.2563,2.66177,3.72179,0.540181,1.96755,2.50773,0.145445,-0,-0,0.0704193,-29.0186,
Sun Feb 11 11:33:36 2018,9754018,977.682,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4986,4138,1218,0,32,14,0.493206,-0.368707,-10.2807,0.00957802,0.0138349,0.00532112,24.5449,32.6063,49.2563,2.7466,4.00674,0.609285,2.00789,2.61717,0.143357,-0,-0,0.0704193,-28.6009,
