today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0025, kiei(I)=5e-07, kded(D)=0.0006,signal, mad_pitch, multiplier
Sun Feb 11 14:40:51 2018,6140558,0,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5026,4138,1218,0,30,12,3.04542,-0.301669,-9.95988,0.0127707,-0.683232,-0.00851379,12.6182,32.4328,50.0883,17.002,0.482211,0.0160458,0.461266,0.477312,6.14969e+30,6.14969e+24,1.47593e+32,0.0704193,0,0,
Sun Feb 11 14:40:51 2018,6150559,923.384,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4994,4124,1214,0,32,14,2.92571,-0.277727,-9.94073,0.00744957,-0.715159,-0.00851379,12.6182,32.4328,50.0883,16.4,0.777836,0.0782364,0.70311,0.781346,-0.0371368,-6.14969e+24,-1.47593e+32,0.0704193,14.9251,0,
Sun Feb 11 14:40:51 2018,6160561,923.384,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4994,4124,1214,0,32,14,2.88262,-0.177171,-10.0317,0.0127707,-0.764113,-0.0106422,12.6182,32.4328,50.0883,16.0321,1.07834,0.196978,0.926413,1.12339,-0.0362903,8.46481e-10,0.0203156,0.0704193,14.5865,0,
Sun Feb 11 14:40:51 2018,6170562,923.384,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5034,4138,1220,0,30,14,2.82037,-0.129287,-9.94551,0.0106422,-0.800297,-0.0148991,12.6182,32.4328,50.0883,15.8324,1.37518,0.365565,1.12374,1.48931,-0.0349446,1.34574e-09,0.0322978,0.0704193,14.0482,0,
Sun Feb 11 14:40:51 2018,6180563,923.384,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5034,4138,1220,0,30,14,2.67672,-0.244209,-9.80665,0.00851379,-0.835416,-0.0106422,12.6182,32.4328,50.0883,15.267,1.67172,0.577867,1.29977,1.87764,-0.0336166,1.32793e-09,0.0318703,0.0704193,13.5171,0,
Sun Feb 11 14:40:51 2018,6190564,923.384,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4950,4118,1212,0,8,32,2.55222,-0.344765,-9.91678,-0.00638535,-0.863086,-0.00851379,12.6182,32.4328,50.0883,14.4326,1.96613,0.827326,1.45389,2.28121,-0.0322387,1.37788e-09,0.0330691,0.0704193,12.9659,0,
Sun Feb 11 14:40:51 2018,6200565,922.411,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4950,4118,1212,0,8,32,2.53785,-0.311246,-9.83059,-0.0138349,-0.89182,-0.0127707,12.6182,32.4328,50.0883,14.4754,2.26084,1.10777,1.58971,2.69748,-0.0307929,1.4459e-09,0.0347015,0.0704193,12.3876,0,
Sun Feb 11 14:40:51 2018,6210566,922.411,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,8,32,2.53785,-0.287304,-10.0604,-0.0180918,-0.915233,-0.00638535,12.6182,32.4328,50.0883,14.1581,2.55403,1.41451,1.70653,3.12104,-0.0293201,1.47279e-09,0.0353469,0.0704193,11.7984,0,
Sun Feb 11 14:40:51 2018,6220567,922.411,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,8,32,2.44209,-0.272939,-10.0796,-0.0255414,-0.931196,-0.00638535,12.6182,32.4328,50.0883,13.6192,2.84508,1.74308,1.80494,3.54802,-0.0278172,1.50289e-09,0.0360694,0.0704193,11.1973,0,
Sun Feb 11 14:40:51 2018,6230568,922.411,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5036,4138,1216,0,8,32,2.30801,-0.320823,-10.2041,-0.0372479,-0.951416,-0.00957802,12.6182,32.4328,50.0883,12.745,3.13735,2.08824,1.88934,3.97758,-0.0262689,1.54826e-09,0.0371582,0.0704193,10.578,0,
