today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0025, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 11:37:13 2018,8225282,0,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5024,4154,1220,0,8,32,0.656011,-0.54109,-10.3382,0.0042569,0.0372479,0.0127707,24.5449,31.5656,46.2609,3.63086,0.275808,0.00342664,0.263829,0.267255,6.39688e+30,0,0,0.0704193,0,
Sun Feb 11 11:37:13 2018,8235283,975.761,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5024,4154,1220,0,8,32,0.703895,-0.469264,-10.2711,0.0042569,0.0383121,0.00532112,24.5449,31.5656,46.2609,3.92044,0.561983,0.0171023,0.514156,0.531258,0.0931313,-0,-0,0.0704193,-37.1821,
Sun Feb 11 11:37:13 2018,8245286,975.761,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4986,4138,1218,0,30,12,0.531513,-0.426168,-10.2903,0.00744957,0.0361836,-0,24.5449,31.5656,46.2609,2.95681,0.849072,0.0431683,0.742144,0.785312,0.0920457,-0,-0,0.0704193,-36.7479,
Sun Feb 11 11:37:13 2018,8255287,975.761,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4986,4138,1218,0,30,12,0.665588,-0.531513,-10.3765,0.00744957,0.0340552,0.00319267,24.5449,31.5656,46.2609,3.67015,1.13616,0.0796008,0.947955,1.02756,0.0908624,-0,-0,0.0704193,-36.2746,
Sun Feb 11 11:37:13 2018,8265288,975.761,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4986,4138,1218,0,8,32,0.622492,-0.517148,-10.1993,0.00638535,0.0297983,0.0042569,24.5449,31.5656,46.2609,3.4926,1.42386,0.125651,1.13328,1.25893,0.0897466,-0,-0,0.0704193,-35.8282,
Sun Feb 11 11:37:13 2018,8275289,975.761,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4986,4138,1218,0,8,32,0.617704,-0.368707,-10.3238,0.00106422,0.0287341,0.00638535,24.5449,31.5656,46.2609,3.4241,1.71064,0.180601,1.2977,1.4783,0.088632,-0,-0,0.0704193,-35.3824,
Sun Feb 11 11:37:13 2018,8285290,976.865,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5020,4150,1218,0,32,14,0.68953,-0.459687,-10.3142,0.00744957,0.019156,0.00638535,24.5449,31.5656,46.2609,3.82467,1.99987,0.243567,1.44559,1.68915,0.0875208,-0,-0,0.0704193,-34.9379,
Sun Feb 11 11:37:13 2018,8295291,976.865,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5020,4150,1218,0,32,14,0.684742,-0.459687,-10.2903,0.00212845,0.0212845,0.00744957,24.5449,31.5656,46.2609,3.807,2.28574,0.314307,1.57224,1.88655,0.0864156,-0,-0,0.0704193,-34.4958,
Sun Feb 11 11:37:13 2018,8305292,976.865,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4986,4138,1218,0,30,14,0.833182,-0.430956,-10.2568,-0.00212845,0.0180918,0.00744957,24.5449,31.5656,46.2609,4.64409,2.57313,0.393027,1.68365,2.07668,0.0853089,-0,-0,0.0704193,-34.0531,
Sun Feb 11 11:37:13 2018,8315293,976.865,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4986,4138,1218,0,30,14,0.833182,-0.363919,-10.3286,0.00319267,0.0117065,0.00851379,24.5449,31.5656,46.2609,4.61193,2.86144,0.480285,1.78011,2.2604,0.0842011,-0,-0,0.0704193,-33.61,
