today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=0, kded(D)=1e-05,signal, mad_pitch, multiplier
Sun Feb 11 14:10:59 2018,12926963,923.905,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1216,0,6,32,-0.603339,-0.311246,-10.1418,0.0138349,0.0340552,0.0106422,29.3848,31.9125,46.9266,-3.40452,124.322,-3.54201,-0.00734946,-3.54936,0.00326979,-0,-0.00208773,50.3838,-1.6349,50.3838,
Sun Feb 11 14:10:59 2018,12936964,923.905,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4140,1218,0,32,14,-0.919373,-0.488417,-10.137,0.00319267,0.0500185,0.00212845,29.3848,31.9125,46.9266,-5.18223,124.604,-3.48572,-0.0124937,-3.49821,0.00320698,-0,-0.00158242,50.3838,-1.60349,50.3838,
Sun Feb 11 14:10:59 2018,12946965,923.905,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4140,1218,0,32,14,-0.656011,-0.215478,-10.1897,0.00212845,0.0627892,0.0127707,29.3848,31.9125,46.9266,-3.6836,124.887,-3.43752,-0.0162763,-3.4538,0.00318103,-0,-0.000653645,50.3838,-1.59052,50.3838,
Sun Feb 11 14:10:59 2018,12956966,923.81,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5036,4138,1218,0,8,32,-0.517148,-0.205901,-10.4244,-0.0042569,0.080881,0.0234129,29.3848,31.9125,46.9266,-2.84009,125.168,-3.39497,-0.0211408,-3.41611,0.00314286,-0,-0.000961541,50.3838,-1.57143,50.3838,
Sun Feb 11 14:10:59 2018,12966967,923.81,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5036,4138,1218,0,8,32,-0.378284,-0.205901,-10.4579,0.0202203,0.0681104,0.0180918,29.3848,31.9125,46.9266,-2.07161,125.458,-3.35401,-0.0170511,-3.37106,0.00306645,-0,-0.00192514,50.3838,-1.53322,50.3838,
Sun Feb 11 14:10:59 2018,12976968,923.81,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1212,0,8,32,-0.555455,-0.244209,-10.2807,0.0223487,0.0553397,0.00744957,29.3848,31.9125,46.9266,-3.09262,125.748,-3.31337,-0.013237,-3.32661,0.00295813,-0,-0.00272876,50.3838,-1.47906,50.3838,
Sun Feb 11 14:10:59 2018,12986969,923.81,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1212,0,8,32,-0.593762,-0.402226,-10.0509,0.00638535,0.0606608,0.0117065,29.3848,31.9125,46.9266,-3.38086,126.033,-3.27467,-0.0146638,-3.28933,0.00285924,-0,-0.00249109,50.3838,-1.42962,50.3838,
Sun Feb 11 14:10:59 2018,12996970,924.209,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1218,0,8,32,-0.565032,-0.617704,-10.6446,0.00638535,0.0670461,0.0106422,29.3848,31.9125,46.9266,-3.03849,126.318,-3.23906,-0.0161962,-3.25526,0.00280426,-0,-0.00138504,50.3838,-1.40213,50.3838,
Sun Feb 11 14:10:59 2018,13006971,924.209,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1218,0,8,32,-0.296881,-0.177171,-10.1466,-0.00638535,0.0670461,0.0106422,29.3848,31.9125,46.9266,-1.67595,126.604,-3.20476,-0.0157978,-3.22056,0.00273282,-0,-0.00179984,50.3838,-1.36641,50.3838,
Sun Feb 11 14:10:59 2018,13016972,924.209,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4990,4120,1212,0,8,32,-0.253785,-0.378284,-10.6303,0.00957802,0.0670461,0.0138349,29.3848,31.9125,46.9266,-1.36761,126.891,-3.16859,-0.0153736,-3.18397,0.0026001,-0,-0.0033435,50.3838,-1.30005,50.3838,
Sun Feb 11 14:10:59 2018,13026973,924.209,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4990,4120,1212,0,8,32,-0.392649,-0.435745,-10.3477,0.0127707,0.0564039,0.00957802,29.3848,31.9125,46.9266,-2.17307,127.18,-3.12976,-0.0120053,-3.14176,0.00246591,-0,-0.00338051,50.3838,-1.23295,50.3838,
Sun Feb 11 14:10:59 2018,13036974,924.209,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5006,4134,1214,0,32,14,-0.670376,-0.306458,-9.84017,0.0042569,0.0702388,0.00212845,29.3848,31.9125,46.9266,-3.89734,127.463,-3.09147,-0.0155919,-3.10707,0.0023643,-0,-0.0025596,50.3838,-1.18215,50.3838,
Sun Feb 11 14:10:59 2018,13046975,924.209,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5006,4134,1214,0,32,14,-0.464475,-0.172383,-10.1131,0.0042569,0.0734315,0.0042569,29.3848,31.9125,46.9266,-2.62964,127.749,-3.05666,-0.0158927,-3.07256,0.00229346,-0,-0.00178453,50.3838,-1.14673,50.3838,
Sun Feb 11 14:10:59 2018,13056976,923.479,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,32,14,-0.277727,-0.105345,-10.2663,0.0202203,0.0564039,0.0170276,29.3848,31.9125,46.9266,-1.5496,128.04,-3.02338,-0.010569,-3.03395,0.00221896,-0,-0.00187686,50.3838,-1.10948,50.3838,
Sun Feb 11 14:10:59 2018,13066977,923.479,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,32,14,-0.378284,-0.0622492,-10.1562,0.0180918,0.0500185,0.0117065,29.3848,31.9125,46.9266,-2.13309,128.328,-2.98893,-0.00857229,-2.9975,0.0021281,-0,-0.00228911,50.3838,-1.06405,50.3838,
Sun Feb 11 14:10:59 2018,13076978,923.479,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4142,1218,0,30,14,-0.258574,-0.325611,-10.228,0.00957802,0.0553397,0.0042569,29.3848,31.9125,46.9266,-1.44818,128.613,-2.95298,-0.00991725,-2.96289,0.00202928,-0,-0.00248941,50.3838,-1.01464,50.3838,
Sun Feb 11 14:10:59 2018,13086979,923.479,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4142,1218,0,30,14,-0.426168,-0.0670376,-9.83538,0.0244772,0.0553397,0.0138349,29.3848,31.9125,46.9266,-2.48108,128.9,-2.91602,-0.00965325,-2.92567,0.00191421,-0,-0.00289871,50.3838,-0.957106,50.3838,
Sun Feb 11 14:10:59 2018,13096980,923.21,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5026,4138,1216,0,30,14,-0.565032,-0.272939,-10.2663,0.0202203,0.0500185,0.00638535,28.5205,31.3922,47.4258,-3.15023,129.188,-2.88022,-0.00791804,-2.88814,0.00186181,-0,-0.00132001,50.3838,-0.930907,50.3838,
Sun Feb 11 14:10:59 2018,13106981,923.21,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5026,4138,1216,0,30,14,-0.407014,-0.292093,-10.3094,0.0042569,0.0564039,0.00851379,28.5205,31.3922,47.4258,-2.26085,129.472,-2.84701,-0.00950474,-2.85651,0.00181844,-0,-0.00109274,50.3838,-0.909219,50.3838,
Sun Feb 11 14:10:59 2018,13116982,923.21,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1214,0,32,14,-0.138864,-0.268151,-10.2424,0.00106422,0.0564039,0.0117065,28.5205,31.3922,47.4258,-0.776754,129.759,-2.81385,-0.00917359,-2.82302,0.00170965,-0,-0.00274044,50.3838,-0.854827,50.3838,
Sun Feb 11 14:10:59 2018,13126983,923.21,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1214,0,32,14,-0.225055,-0.138864,-10.1179,0,0.0532112,0.00957802,28.5205,31.3922,47.4258,-1.27424,130.046,-2.77769,-0.0079662,-2.78565,0.0015828,-0,-0.00319581,50.3838,-0.791398,50.3838,
Sun Feb 11 14:10:59 2018,13136984,923.21,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4128,1216,0,8,32,-0.296881,-0.339977,-10.386,0.0148991,0.0446974,0.00638535,28.5205,31.3922,47.4258,-1.63733,130.335,-2.73879,-0.00535887,-2.74415,0.00147762,-0,-0.00264966,50.3838,-0.738808,50.3838,
Sun Feb 11 14:10:59 2018,13146985,923.21,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4128,1216,0,8,32,-0.464475,-0.258574,-9.97424,0.00744957,0.0500185,0.00851379,28.5205,31.3922,47.4258,-2.66619,130.62,-2.69968,-0.00675996,-2.70644,0.00139912,-0,-0.00197754,50.3838,-0.699559,50.3838,
Sun Feb 11 14:10:59 2018,13156986,924.244,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5034,4134,1218,0,32,14,-0.416591,-0.153229,-10.1801,0.00957802,0.0436332,0.00744957,28.5205,31.3922,47.4258,-2.34335,130.908,-2.66248,-0.00479686,-2.66728,0.00133399,-0,-0.00164069,50.3838,-0.666995,50.3838,
Sun Feb 11 14:10:59 2018,13166987,924.244,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5034,4134,1218,0,32,14,-0.335188,-0.215478,-10.3334,0.0117065,0.0489543,0.00532112,28.5205,31.3922,47.4258,-1.85788,131.193,-2.62709,-0.00619445,-2.63329,0.00127409,-0,-0.00150908,50.3838,-0.637043,50.3838,
Sun Feb 11 14:10:59 2018,13176988,924.244,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,12,-0.258574,-0.21069,-10.2424,0.00212845,0.0446974,0.00851379,28.5205,31.3922,47.4258,-1.44615,131.481,-2.59187,-0.00482538,-2.5967,0.00121387,-0,-0.00151691,50.3838,-0.606936,50.3838,
Sun Feb 11 14:10:59 2018,13186989,924.244,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,12,-0.354342,-0.177171,-10.2568,0.00532112,0.0404405,0.00532112,28.5205,31.3922,47.4258,-1.97862,131.769,-2.55621,-0.00355443,-2.55977,0.00114549,-0,-0.00172272,50.3838,-0.572744,50.3838,
Sun Feb 11 14:10:59 2018,13196990,924.8,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1218,0,8,32,-0.320823,-0.100556,-10.3142,0.0148991,0.0319267,0.00319267,28.5205,31.3922,47.4258,-1.78161,132.058,-2.52071,-0.00121079,-2.52193,0.00106358,-0,-0.00206346,50.3838,-0.531789,50.3838,
Sun Feb 11 14:10:59 2018,13206991,924.8,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1218,0,8,32,-0.225055,-0.225055,-10.5297,0.0202203,0.0351194,0.0042569,28.5205,31.3922,47.4258,-1.22442,132.343,-2.4851,-0.00227371,-2.48738,0.000988976,-0,-0.00187937,50.3838,-0.494488,50.3838,
Sun Feb 11 14:10:59 2018,13216992,924.8,1513,1513,1090,1514,1940,1514,-0.0469513,50.3838,0.902347,0,0.5,-1.19209e-07,5016,4134,1218,0,30,14,-0.272939,-0.306458,-10.3669,0.0117065,0.0372479,-0.00212845,28.5205,31.3922,47.4258,-1.50813,132.629,-2.44855,-0.00294781,-2.4515,0.000920619,-0,-0.00172206,50.3838,-0.460309,50.3838,
Sun Feb 11 14:10:59 2018,13226993,924.8,1513,1513,1090,1514,1940,1514,-0.0469513,50.3838,0.902347,0,0.5,-1.19209e-07,5016,4134,1218,0,30,14,-0.402226,-0.335188,-10.3046,0.00638535,0.0393763,-0,28.5205,31.3922,47.4258,-2.23532,132.915,-2.41198,-0.00354586,-2.41553,0.00088314,-0,-0.000944155,50.3838,-0.44157,50.3838,
Sun Feb 11 14:10:59 2018,13236994,924.8,1513,1513,1090,1514,1940,1514,-0.0469513,50.3838,0.902347,0,0.5,-1.19209e-07,5002,4138,1218,0,8,32,-0.47884,-0.177171,-10.2328,0.0106422,0.0393763,0.0042569,28.5205,31.3922,47.4258,-2.67918,133.202,-2.37758,-0.00349986,-2.38108,0.000853018,-0,-0.000758836,50.3838,-0.426509,50.3838,
Sun Feb 11 14:10:59 2018,13246995,924.8,1513,1513,1112,1514,1940,1514,-0.0469513,50.3838,0.928169,0,0.5,-1.19209e-07,5002,4138,1218,0,8,32,-0.301669,-0.186748,-10.2232,0.00532112,0.0404405,0.00212845,28.5205,31.3922,47.4258,-1.69021,133.488,-2.34589,-0.00373448,-2.34962,0.000823065,-0,-0.000754572,50.3838,-0.411532,50.3838,
Sun Feb 11 14:10:59 2018,13256996,923.992,1513,1513,1112,1514,1940,1514,-0.0469513,50.3838,0.928169,0,0.5,-1.19209e-07,5008,4138,1214,0,8,32,-0.272939,-0.124498,-10.1562,0.0106422,0.0404405,0.0117065,28.5205,31.3922,47.4258,-1.5394,133.774,-2.31521,-0.00364515,-2.31885,0.000752436,-0,-0.00177927,50.3838,-0.376218,50.3838,
Sun Feb 11 14:10:59 2018,13266997,923.992,1513,1513,1135,1514,1940,1514,-0.0469513,50.3838,0.955164,0,0.5,-1.19209e-07,5008,4138,1214,0,8,32,-0.196325,-0.153229,-10.4818,0.00957802,0.0297983,0.0138349,28.5205,31.3922,47.4258,-1.07303,134.064,-2.28391,-0.000627593,-2.28453,0.000705086,-0,-0.00119283,50.3838,-0.352543,50.3838,
Sun Feb 11 14:10:59 2018,13276998,923.992,1513,1513,1135,1514,1940,1514,-0.0469513,50.3838,0.955164,0,0.5,-1.19209e-07,5002,4134,1216,0,8,30,-0.354342,-0.277727,-10.1754,0.0170276,0.0255414,0.0117065,28.5205,31.3922,47.4258,-1.99444,134.351,-2.25201,0.000381133,-2.25162,0.000639522,-0,-0.00165168,50.3838,-0.319761,50.3838,
Sun Feb 11 14:10:59 2018,13286999,923.992,1513,1513,1161,1514,1940,1514,-0.0469513,50.3838,0.985681,0,0.5,-1.19209e-07,5002,4134,1216,0,8,30,-0.3304,-0.320823,-10.6111,0.00957802,0.0244772,0.0138349,28.5205,31.3922,47.4258,-1.78345,134.638,-2.22077,0.000417686,-2.22036,0.000600075,-0,-0.000993751,50.3838,-0.300038,50.3838,
Sun Feb 11 14:10:59 2018,13297000,922.958,1513,1513,1161,1514,1940,1514,-0.0469513,50.3838,0.985681,0,0.5,-1.19209e-07,5006,4138,1218,0,32,14,-0.335188,-0.258574,-10.5153,0.0127707,0.0340552,0.0127707,28.5205,31.3922,47.4258,-1.82575,134.922,-2.19079,-0.00244961,-2.19324,0.000565034,-0,-0.000882741,50.3838,-0.282517,50.3838,
Sun Feb 11 14:10:59 2018,13307001,922.958,1513,1513,1185,1514,1940,1514,-0.0469513,50.3838,1.01385,0,0.5,-1.19209e-07,5006,4138,1218,0,32,14,-0.378284,-0.282516,-10.2615,0.00851379,0.032991,0.0117065,28.5205,31.3922,47.4258,-2.11121,135.209,-2.1622,-0.00216483,-2.16436,0.000541219,-0,-0.000599952,50.3838,-0.27061,50.3838,
Sun Feb 11 14:10:59 2018,13317002,922.958,1513,1513,1185,1514,1940,1514,-0.0469513,50.3838,1.01385,0,0.5,-1.19209e-07,5006,4138,1216,0,8,32,-0.339977,-0.162806,-10.1418,0.00106422,0.0340552,0.00638535,28.5205,31.3922,47.4258,-1.91996,135.495,-2.1354,-0.00246064,-2.13786,0.000527429,-0,-0.000347391,50.3838,-0.263715,50.3838,
Sun Feb 11 14:10:59 2018,13327003,922.958,1513,1513,1185,1514,1940,1514,-0.0469513,50.3838,1.01385,0,0.5,-1.19209e-07,5006,4138,1216,0,8,32,-0.35913,-0.105345,-10.1466,0.00212845,0.0383121,0.00744957,28.5205,31.3922,47.4258,-2.02709,135.78,-2.11034,-0.00360704,-2.11395,0.000485139,-0,-0.00106539,50.3838,-0.242569,50.3838,
Sun Feb 11 14:10:59 2018,13337004,922.958,1513,1513,1212,1514,1940,1514,-0.0469513,50.3838,1.04554,0,0.5,-1.19209e-07,5004,4138,1214,0,32,14,-0.162806,-0.196325,-10.319,0.0127707,0.0266056,0.0117065,28.5205,31.3922,47.4258,-0.903896,136.07,-2.08594,-0.000278382,-2.08622,0.000446507,-0,-0.000973192,50.3838,-0.223254,50.3838,
Sun Feb 11 14:10:59 2018,13347005,922.958,1513,1513,1212,1514,1940,1514,-0.0469513,50.3838,1.04554,0,0.5,-1.19209e-07,5004,4138,1214,0,32,14,-0.229843,-0.21069,-10.2663,0.0127707,0.0361836,0.00744957,27.6562,32.6063,46.2609,-1.28253,136.354,-2.06057,-0.00306041,-2.06363,0.00038198,-0,-0.00162557,50.3838,-0.19099,50.3838,
Sun Feb 11 14:10:59 2018,13357006,923.288,1513,1513,1235,1514,1940,1514,-0.0469513,50.3838,1.07254,0,0.5,-1.19209e-07,5038,4138,1218,0,30,14,-0.253785,-0.253785,-10.4339,0.00851379,0.0383121,0.00638535,27.6562,32.6063,46.2609,-1.39334,136.64,-2.03416,-0.00354978,-2.03771,0.000334275,-0,-0.00120179,50.3838,-0.167137,50.3838,
Sun Feb 11 14:10:59 2018,13367007,923.288,1513,1513,1235,1514,1940,1514,-0.0469513,50.3838,1.07254,0,0.5,-1.19209e-07,5038,4138,1218,0,30,14,-0.148441,-0.229843,-10.1849,0.00319267,0.0457616,0.00851379,27.6562,32.6063,46.2609,-0.835,136.924,-2.00695,-0.00543375,-2.01238,0.000303016,-0,-0.000787475,50.3838,-0.151508,50.3838,
Sun Feb 11 14:10:59 2018,13377008,923.288,1513,1513,1235,1514,1940,1514,-0.0469513,50.3838,1.07254,0,0.5,-1.19209e-07,4990,4122,1212,0,32,12,-0.162806,-0.282516,-10.2137,0.00212845,0.0372479,0.0106422,27.6562,32.6063,46.2609,-0.913218,137.213,-1.97822,-0.00277309,-1.981,0.00026237,-0,-0.00102394,50.3838,-0.131185,50.3838,
Sun Feb 11 14:10:59 2018,13387009,923.288,1513,1513,1256,1514,1940,1514,-0.0469513,50.3838,1.09718,0,0.5,-1.19209e-07,4990,4122,1212,0,32,12,-0.143652,-0.215478,-10.2855,0.00744957,0.0297983,0.00744957,27.6562,32.6063,46.2609,-0.800169,137.502,-1.94774,-0.000602731,-1.94834,0.000212302,-0,-0.00126131,50.3838,-0.106151,50.3838,
Sun Feb 11 14:10:59 2018,13397010,923.41,1513,1513,1256,1514,1940,1514,-0.0469513,50.3838,1.09718,0,0.5,-1.19209e-07,5002,4138,1214,0,32,14,-0.177171,-0.186748,-10.41,0.0138349,0.0297983,0.00957802,27.6562,32.6063,46.2609,-0.975042,137.788,-1.91579,-0.000674475,-1.91646,0.000160135,-0,-0.00131419,50.3838,-0.0800673,50.3838,
Sun Feb 11 14:10:59 2018,13407011,923.41,1513,1513,1270,1514,1940,1514,-0.0469513,50.3838,1.11361,0,0.5,-1.19209e-07,5002,4138,1214,0,32,14,-0.143652,-0.268151,-10.5105,0.00957802,0.0393763,0.0127707,27.6562,32.6063,46.2609,-0.783038,138.072,-1.88265,-0.00334683,-1.886,8.87189e-05,-0,-0.0017991,50.3838,-0.0443594,50.3838,
Sun Feb 11 14:10:59 2018,13417012,923.41,1513,1513,1283,1514,1940,1514,-0.0469513,50.3838,1.12887,0,0.5,-1.19209e-07,5034,4142,1218,0,8,32,-0.138864,-0.23942,-10.3334,0.00319267,0.0297983,0.0106422,27.6562,32.6063,46.2609,-0.769916,138.361,-1.84835,-0.000545678,-1.8489,1.51991e-05,-0,-0.0018521,50.3838,-0.00759953,50.3838,
Sun Feb 11 14:10:59 2018,13427013,923.41,1513,1513,1283,1514,1940,1514,-0.0469513,50.3838,1.12887,0,0.5,-1.19209e-07,5034,4142,1218,0,8,32,-0.143652,-0.225055,-10.501,0.0117065,0.0223487,0.0106422,27.6562,32.6063,46.2609,-0.783752,138.65,-1.81292,0.00145491,-1.81146,-4.00677e-05,-0,-0.00139227,50.3838,0.0200339,50.3838,
Sun Feb 11 14:10:59 2018,13437014,923.41,1513,1513,1283,1514,1940,1514,-0.0469513,50.3838,1.12887,0,0.5,-1.19209e-07,5004,4142,1216,0,8,32,-0.220267,-0.205901,-10.4435,0.0170276,0.0234129,0.0127707,27.6562,32.6063,46.2609,-1.20826,138.936,-1.777,0.000930129,-1.77607,-9.69733e-05,-0,-0.00143356,50.3838,0.0484867,50.3838,
Sun Feb 11 14:10:59 2018,13447015,923.41,1513,1513,1293,1514,1940,1514,-0.0469513,50.3838,1.14061,0,0.5,-1.19209e-07,5004,4142,1216,0,8,32,-0.114922,-0.325611,-10.1658,0.00319267,0.0319267,0.0148991,27.6562,32.6063,46.2609,-0.647688,139.22,-1.74106,-0.00159824,-1.74266,-0.000145419,-0,-0.00122043,50.3838,0.0727094,50.3838,
Sun Feb 11 14:10:59 2018,13457016,923.575,1513,1513,1293,1514,1940,1514,-0.0469513,50.3838,1.14061,0,0.5,-1.19209e-07,5004,4140,1218,0,32,14,-0.339977,-0.306458,-10.2232,0.0106422,0.0234129,0.00851379,27.6562,32.6063,46.2609,-1.90469,139.509,-1.70576,0.000778741,-1.70498,-0.000189905,-0,-0.00112069,50.3838,0.0949524,50.3838,
Sun Feb 11 14:10:59 2018,13467017,923.575,1513,1513,1293,1514,1940,1514,-0.0469513,50.3838,1.14061,0,0.5,-1.19209e-07,5004,4140,1218,0,32,14,-0.229843,-0.258574,-10.4004,0.0202203,0.0159634,0.00957802,27.6562,32.6063,46.2609,-1.266,139.797,-1.67242,0.0026456,-1.66977,-0.000211355,-0,-0.000540369,50.3838,0.105677,50.3838,
Sun Feb 11 14:10:59 2018,13477018,923.575,1513,1513,1302,1514,1940,1514,-0.0469513,50.3838,1.15117,0,0.5,-1.19209e-07,5006,4138,1216,0,8,32,-0.196325,-0.258574,-10.4722,0.00957802,0.0234129,0.0042569,27.6562,32.6063,46.2609,-1.07401,140.082,-1.6408,0.00026973,-1.64053,-0.00023382,-0,-0.000565935,50.3838,0.11691,50.3838,
Sun Feb 11 14:10:59 2018,13487019,923.575,1513,1513,1313,1514,1940,1514,-0.0469513,50.3838,1.16408,0,0.5,-1.19209e-07,5006,4138,1216,0,8,32,-0.220267,-0.23942,-10.343,-0.00319267,0.00319267,0.00638535,27.6562,32.6063,46.2609,-1.22,140.374,-1.61005,0.00566311,-1.60439,-0.000265226,-0,-0.000791168,50.3838,0.132613,50.3838,
Sun Feb 11 14:10:59 2018,13497020,923.87,1513,1513,1313,1514,1940,1514,-0.0469513,50.3838,1.16408,0,0.5,-1.19209e-07,5036,4142,1218,0,8,30,-0.105345,-0.244209,-10.319,0.0159634,0.00106422,0.00851379,27.6562,32.6063,46.2609,-0.584902,140.661,-1.5797,0.00563291,-1.57407,-0.000293697,-0,-0.000717251,50.3838,0.146849,50.3838,
Sun Feb 11 14:10:59 2018,13507021,923.87,1513,1513,1324,1514,1940,1514,-0.0469513,50.3838,1.177,0,0.5,-1.19209e-07,5036,4142,1218,0,8,30,-0.186748,-0.253785,-10.4004,0.00319267,0.0148991,0.0127707,27.6562,32.6063,46.2609,-1.02868,140.944,-1.5492,0.00120475,-1.54799,-0.000329835,-0,-0.00091038,50.3838,0.164917,50.3838,
Sun Feb 11 14:10:59 2018,13517022,923.87,1513,1513,1324,1514,1940,1514,-0.0469513,50.3838,1.177,0,0.5,-1.19209e-07,5000,4138,1214,0,32,14,-0.105345,-0.167594,-10.1514,-0.0106422,0.00638535,0.00957802,27.6562,32.6063,46.2609,-0.594558,141.232,-1.51849,0.00326713,-1.51522,-0.000350052,-0,-0.000509314,50.3838,0.175026,50.3838,
Sun Feb 11 14:10:59 2018,13527023,923.87,1513,1513,1324,1514,1940,1514,-0.0469513,50.3838,1.177,0,0.5,-1.19209e-07,5000,4138,1214,0,32,14,-0.215478,-0.225055,-10.1801,0.0117065,0.00212845,0.0106422,27.6562,32.6063,46.2609,-1.21257,141.52,-1.4879,0.00398224,-1.48392,-0.000374054,-0,-0.000604654,50.3838,0.187027,50.3838,
Sun Feb 11 14:10:59 2018,13537024,923.87,1513,1513,1331,1514,1940,1514,-0.0469513,50.3838,1.18521,0,0.5,-1.19209e-07,5002,4138,1216,0,32,14,-0.153229,-0.277727,-10.252,0.0106422,0.00106422,0.0117065,27.6562,32.6063,46.2609,-0.856296,141.807,-1.45795,0.0037518,-1.4542,-0.000386936,-0,-0.000324508,50.3838,0.193468,50.3838,
Sun Feb 11 14:10:59 2018,13547025,923.87,1513,1513,1331,1514,1940,1514,-0.0469513,50.3838,1.18521,0,0.5,-1.19209e-07,5002,4138,1216,0,32,14,-0.148441,-0.248997,-10.2615,-0.00212845,-0.0106422,0.00957802,27.6562,32.6063,46.2609,-0.828767,142.097,-1.42858,0.00642595,-1.42216,-0.000387429,-0,-1.24171e-05,50.3838,0.193714,50.3838,
Sun Feb 11 14:10:59 2018,13557026,924.279,1513,1513,1338,1514,1940,1514,-0.0469513,50.3838,1.19343,0,0.5,-1.19209e-07,5030,4132,1218,0,8,30,-0.162806,-0.225055,-10.4674,0.0180918,-0.0042569,0.00851379,27.6562,32.6063,46.2609,-0.89108,142.381,-1.39953,0.00390473,-1.39563,-0.000375692,0,0.000295667,50.3838,0.187846,50.3838,
Sun Feb 11 14:10:59 2018,13567027,924.279,1513,1513,1338,1514,1940,1514,-0.0469513,50.3838,1.19343,0,0.5,-1.19209e-07,5030,4132,1218,0,8,30,-0.0861913,-0.244209,-10.5584,0.0138349,-0.00212845,0.00319267,27.6562,32.6063,46.2609,-0.467711,142.667,-1.37057,0.0027427,-1.36783,-0.00037326,0,6.12739e-05,50.3838,0.18663,50.3838,
Sun Feb 11 14:10:59 2018,13577028,924.279,1513,1513,1338,1514,1940,1514,-0.0469513,50.3838,1.19343,0,0.5,-1.19209e-07,4994,4116,1214,0,8,32,-0.047884,-0.225055,-10.3142,0.00319267,-0.0117065,0.00212845,27.6562,32.6063,46.2609,-0.265995,142.957,-1.34088,0.00488868,-1.33599,-0.00038062,-0,-0.000185428,50.3838,0.19031,50.3838,
Sun Feb 11 14:10:59 2018,13587029,924.279,1513,1513,1345,1514,1940,1514,-0.0469513,50.3838,1.20164,0,0.5,-1.19209e-07,4994,4116,1214,0,8,32,-0.0670376,-0.0861913,-10.1035,0.00957802,-0.00319267,0.00319267,27.6562,32.6063,46.2609,-0.380156,143.241,-1.30994,0.00185946,-1.30808,-0.000389602,-0,-0.000226266,50.3838,0.194801,50.3838,
