today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.005, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 11:22:59 2018,12129318,0,1513,1514,1088,1514,1940,1940,-0.0469513,0,0.9,0,0.5,0.5,4994,4130,1220,0,30,14,-3.23217,-0.277727,8.72447,0.00957802,-0.0138349,0.00744957,2.24707,31.3922,-52.418,-159.672,0.290443,-0.150691,0.277827,0.127136,1.23216e+31,0,0,0,0,
Sun Feb 11 11:22:59 2018,12139319,982.304,1513,1514,1088,1514,1940,1940,-0.0469513,0,0.9,0,0.5,0.5,4994,4130,1220,0,30,14,-3.27527,-0.253785,8.8346,0.00319267,-0.0170276,0.00532112,2.24707,31.3922,-52.418,-159.659,0.577836,-0.740068,0.528078,-0.21199,-0.0563901,-0,-0,0,11.278,
Sun Feb 11 11:22:59 2018,12149322,982.304,1513,1514,1088,1514,1940,1940,-0.0469513,0,0.9,0,0.5,0.5,4994,4130,1220,0,30,14,-3.25133,-0.244209,8.82982,0.00532112,-0.0148991,0.00744957,2.24707,31.3922,-52.418,-159.785,0.863706,-1.87941,0.753611,-1.1258,-0.0561876,0,0,0,11.2375,
Sun Feb 11 11:22:59 2018,12159323,982.304,1513,1513,1088,1514,1940,1940,-0.0469513,0.0704193,0.9,0,0.5,0.5,5002,4144,1218,0,8,32,-3.21302,-0.311246,8.82503,0.00851379,-0.0170276,0.00744957,2.24707,31.3922,-52.418,-159.995,1.15079,-3.51811,0.958299,-2.55981,-0.0559584,0,0,0.0704193,11.1917,
Sun Feb 11 11:22:59 2018,12169324,982.304,1513,1513,1088,1514,1940,1940,-0.0469513,0.0704193,0.9,0,0.5,0.5,5002,4144,1218,0,8,32,-3.34709,-0.268151,8.80587,0.00638535,-0.0127707,0.00957802,2.24707,31.3922,-52.418,-159.188,1.43605,-5.60728,1.14022,-4.46706,-0.0553843,0,0,0.0704193,11.1473,
Sun Feb 11 11:22:59 2018,12179325,982.304,1513,1513,1088,1514,1940,1940,-0.0469513,0.0704193,0.9,0,0.5,0.5,5012,4142,1218,0,32,12,-3.15077,-0.296881,8.78193,0.00638535,-0.0138349,0.00851379,2.24707,31.3922,-52.418,-160.263,1.72284,-8.10046,1.30384,-6.79662,-0.0551667,0,0,0.0704193,11.1038,
Sun Feb 11 11:22:59 2018,12189326,981.209,1513,1513,1088,1514,1940,1940,-0.0469513,0.0704193,0.9,0,0.5,0.5,5000,4142,1220,0,32,12,-3.32315,-0.234632,8.72926,0.0106422,-0.0138349,0.00851379,2.24707,31.3922,-52.418,-159.159,2.00932,-10.9541,1.44834,-9.50578,-0.0549374,0,0,0.0704193,11.0579,
Sun Feb 11 11:22:59 2018,12199327,981.209,1513,1513,1088,1514,1940,1940,-0.0469513,0.0704193,0.9,0,0.5,0.5,5000,4142,1220,0,32,12,-3.26569,-0.220267,8.79151,0.00851379,-0.0180918,0.00638535,2.24707,31.3922,-52.418,-159.622,2.29702,-14.1262,1.57626,-12.55,-0.0547027,0,0,0.0704193,11.011,
Sun Feb 11 11:22:59 2018,12209328,981.209,1513,1513,1088,1514,1940,1940,-0.0469513,0.0704193,0.9,0,0.5,0.5,5000,4142,1220,0,32,12,-3.31836,-0.268151,8.73884,0.0106422,-0.0148991,0.0117065,2.24707,31.3922,-52.418,-159.207,2.58258,-17.5772,1.68532,-15.8919,-0.0544773,0,0,0.0704193,10.9659,
Sun Feb 11 11:22:59 2018,12219329,981.209,1513,1513,1088,1514,1940,1940,-0.0469513,0.0704193,0.9,0,0.5,0.5,4994,4128,1216,0,8,32,-3.21781,-0.23942,8.88249,0.00744957,-0.0159634,0.00851379,2.24707,31.3922,-52.418,-160.086,2.86936,-21.2707,1.77991,-19.4908,-0.0542496,0,0,0.0704193,10.9203,
