today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=1e-10, kded(D)=0.0006,signal, mad_pitch, multiplier
Sun Feb 11 14:30:38 2018,7843205,0,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5020,4138,1218,0,32,32,-0.268151,0.694318,-10.0987,0.00212845,0.00744957,-0.0127707,28.8662,29.3109,43.0992,-1.52101,0.284345,-0.00143546,0.271994,0.270559,0,0,0,50.3838,0,2.50678e+33,
Sun Feb 11 14:30:38 2018,7853206,919.76,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5020,4138,1218,0,32,32,-0.311246,0.646434,-10.3046,0.00319267,0.00532112,-0.0138349,28.8662,29.3109,43.0992,-1.73006,0.571434,-0.0072472,0.522472,0.515225,0.1233,1.55308e-09,3.69901,50.3838,-61.6501,50.3838,
Sun Feb 11 14:30:38 2018,7863208,919.76,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1214,0,32,14,-0.172383,0.574608,-10.2711,0,0.00319267,-0.00851379,28.8662,29.3109,43.0992,-0.961518,0.858523,-0.0181461,0.749691,0.731545,0.122828,-5.94414e-12,-0.0141573,50.3838,-61.4141,50.3838,
Sun Feb 11 14:30:38 2018,7873209,919.76,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1214,0,32,14,-0.143652,0.718261,-10.2855,0.00638535,-0.0042569,0.00532112,28.8662,29.3109,43.0992,-0.800169,1.14714,-0.032253,0.956228,0.923975,0.12225,-7.28646e-12,-0.0173543,50.3838,-61.1249,50.3838,
Sun Feb 11 14:30:38 2018,7883210,919.76,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4124,1214,0,8,14,-0.114922,0.675165,-10.228,0.019156,-0.00851379,0.0148991,28.8662,29.3109,43.0992,-0.643746,1.43483,-0.0480647,1.14073,1.09266,0.121678,-7.20698e-12,-0.017165,50.3838,-60.8388,50.3838,
Sun Feb 11 14:30:38 2018,7893211,919.76,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4124,1214,0,8,14,-0.162806,0.627281,-10.1658,0.0212845,-0.00744957,0.0223487,28.8662,29.3109,43.0992,-0.917518,1.72101,-0.0651873,1.30379,1.2386,0.121083,-7.48644e-12,-0.0178306,50.3838,-60.5416,50.3838,
Sun Feb 11 14:30:38 2018,7903212,920.812,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4940,4124,1214,0,32,14,-0.172383,0.59855,-10.2137,0.0255414,-0.0148991,0.0383121,28.8662,29.3109,43.0992,-0.966926,2.00962,-0.0838607,1.4504,1.36654,0.120473,-7.68959e-12,-0.0183144,50.3838,-60.2364,50.3838,
Sun Feb 11 14:30:38 2018,7913213,920.812,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4940,4124,1214,0,32,14,-0.292093,0.6608,-10.2424,0.0297983,-0.0148991,0.0361836,28.8662,29.3109,43.0992,-1.63352,2.2961,-0.104863,1.57703,1.47217,0.119844,-7.92273e-12,-0.0188697,50.3838,-59.9219,50.3838,
Sun Feb 11 14:30:38 2018,7923214,920.812,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1218,0,30,14,-0.248997,0.684742,-10.3669,0.0276698,-0.0202203,0.0372479,28.8662,29.3109,43.0992,-1.37589,2.58411,-0.128979,1.68841,1.55943,0.119206,-8.02786e-12,-0.0191201,50.3838,-59.6032,50.3838,
Sun Feb 11 14:30:38 2018,7933215,920.812,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1218,0,30,14,-0.316035,0.732626,-10.386,0.032991,-0.0255414,0.0415047,28.8662,29.3109,43.0992,-1.7429,2.87211,-0.156343,1.78395,1.6276,0.118564,-8.08812e-12,-0.0192636,50.3838,-59.2822,50.3838,
