today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=0, kded(D)=0.0006,signal, mad_pitch, multiplier
Sun Feb 11 14:21:47 2018,37907759,923.54,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5020,4138,1216,0,32,12,4.68306,-0.0957681,-9.27035,0.0319267,0.32991,0.0276698,5.3584,31.0453,50.4211,26.8013,682.299,-0.785892,-0.533108,-1.319,0.0285671,0,0.819798,50.5,-14.2836,50.5,
Sun Feb 11 14:21:47 2018,37917764,923.54,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5020,4138,1216,0,32,12,4.58729,-0.21069,-9.26077,0.0297983,0.316075,0.0223487,5.3584,31.0453,50.4211,26.3514,682.589,-1.19009,-0.493032,-1.68312,-0.116645,-0,-219.996,50.5,58.3224,50.5,
Sun Feb 11 14:21:47 2018,37927766,923.54,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4138,1218,0,8,32,4.67348,-0.263362,-9.13627,0.0297983,0.297983,0.0180918,5.3584,31.0453,50.4211,27.0911,682.881,-1.45485,-0.453341,-1.90819,-0.116796,-0,-0.229472,50.5,58.3981,50.5,
Sun Feb 11 14:21:47 2018,37937767,923.54,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4138,1218,0,8,32,4.6639,-0.177171,-9.10754,0.0255414,0.289469,0.0138349,5.3584,31.0453,50.4211,27.1167,683.17,-1.59002,-0.417874,-2.0079,-0.117428,-0,-0.95737,50.5,58.7141,50.5,
Sun Feb 11 14:21:47 2018,37947768,942.091,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4138,1218,0,8,32,4.68785,-0.191536,-9.15064,0.0180918,0.273506,0.0170276,5.3584,31.0453,50.4211,27.126,683.461,-1.60535,-0.381892,-1.98724,-0.117858,-0,-0.651555,50.5,58.9291,50.5,
Sun Feb 11 14:21:47 2018,37957769,942.091,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4142,1218,0,32,12,4.88896,-0.205901,-9.06924,0.0234129,0.260735,0.00744957,5.3584,31.0453,50.4211,28.3278,683.751,-1.50979,-0.348318,-1.85811,-0.118546,-0,-1.04233,50.5,59.2731,50.5,
Sun Feb 11 14:21:47 2018,37967770,942.091,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4142,1218,0,32,12,4.80756,-0.311246,-9.09797,0.0170276,0.23945,0.00106422,5.3584,31.0453,50.4211,27.8529,684.044,-1.3113,-0.313964,-1.62526,-0.119221,-0,-1.02271,50.5,59.6106,50.5,
Sun Feb 11 14:21:47 2018,37977771,942.091,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5026,4140,1216,0,30,14,4.71658,-0.277727,-9.1267,0.0106422,0.220294,-0,5.3584,31.0453,50.4211,27.3295,684.336,-1.01962,-0.281955,-1.30158,-0.119918,-0,-1.05528,50.5,59.9589,50.5,
Sun Feb 11 14:21:47 2018,37987772,942.091,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4140,1216,0,8,32,4.85544,-0.186748,-9.02614,0.0042569,0.19901,0.00212845,5.3584,31.0453,50.4211,28.2772,684.628,-0.644331,-0.250991,-0.895321,-0.120628,-0,-1.07625,50.5,60.3141,50.5,
Sun Feb 11 14:21:47 2018,37997773,942.091,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4140,1216,0,8,32,4.78362,-0.162806,-8.93037,-0.00106422,0.174533,0.00212845,5.3584,31.0453,50.4211,28.1761,684.922,-0.192741,-0.220856,-0.413597,-0.121355,-0,-1.1016,50.5,60.6777,50.5,
Sun Feb 11 14:21:47 2018,38007774,926.877,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4140,1216,0,8,32,4.77883,-0.153229,-9.1267,0.00319267,0.150056,0.0042569,5.3584,31.0453,50.4211,27.637,685.215,0.327151,-0.192449,0.134702,-0.122104,-0,-1.13482,50.5,61.0522,50.5,
Sun Feb 11 14:21:47 2018,38017775,926.877,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4134,1214,0,30,14,4.84108,-0.162806,-9.10275,0.00744957,0.1309,-0.0042569,5.3584,31.0453,50.4211,28.0052,685.507,0.906813,-0.167194,0.739619,-0.12288,-0,-1.17545,50.5,61.4401,50.5,
Sun Feb 11 14:21:47 2018,38027776,926.877,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5012,4138,1214,0,32,14,4.81235,-0.148441,-9.37569,0.00744957,0.100037,-0.00106422,5.3584,31.0453,50.4211,27.1705,685.803,1.53837,-0.14022,1.39816,-0.123678,-0,-1.20821,50.5,61.8389,50.5,
Sun Feb 11 14:21:47 2018,38037780,926.877,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5012,4138,1214,0,32,14,4.77404,-0.0383072,-9.40921,0.00851379,0.0734315,0.00106422,5.3584,31.0453,50.4211,26.9023,686.097,2.21356,-0.116168,2.09739,-0.124501,-0,-1.24757,50.5,62.2506,50.5,
Sun Feb 11 14:21:47 2018,38047781,926.338,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5012,4138,1214,0,32,14,4.89375,-0.0526724,-9.29429,0.0117065,0.0446974,0.00106422,5.3584,31.0453,50.4211,27.7683,686.391,2.92564,-0.093172,2.83247,-0.12536,-0,-1.30117,50.5,62.68,50.5,
Sun Feb 11 14:21:47 2018,38057782,926.338,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4992,4124,1214,0,8,32,4.74052,-0.114922,-9.38527,0.0127707,0.0212845,-0.00319267,5.3584,31.0453,50.4211,26.7985,686.685,3.66925,-0.0732436,3.59601,-0.126236,-0,-1.32709,50.5,63.118,50.5,
Sun Feb 11 14:21:47 2018,38067783,926.338,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4992,4124,1214,0,8,32,4.75488,-0.205901,-9.39006,0.0117065,-0.0042569,0.00319267,5.3584,31.0453,50.4211,26.8565,686.979,4.43795,-0.054122,4.38383,-0.127135,-0,-1.36201,50.5,63.5675,50.5,
