today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.01, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 11:24:59 2018,9537566,0,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5030,4150,1220,0,32,14,0.0670376,-0.306458,-10.3813,0.00106422,-0.00744957,0.00532112,27.4834,31.0453,46.7602,0.369986,0.288613,0.000349176,0.276077,0.276426,2.44023e+31,0,0,0.0704193,0,
Sun Feb 11 11:24:59 2018,9547567,981.565,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5030,4150,1220,0,32,14,-0.0766145,-0.354342,-10.161,0.00532112,-0.0138349,0.00319267,27.4834,31.0453,46.7602,-0.432006,0.576922,0.000958006,0.527359,0.528317,0.467165,-0,-0,0.0704193,-46.6461,
Sun Feb 11 11:24:59 2018,9557572,981.565,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4982,4128,1218,0,32,12,-0.0143652,-0.335188,-10.1418,0.00212845,-0.0106422,0.00212845,27.4834,31.0453,46.7602,-0.0811555,0.862486,0.00096865,0.75267,0.753639,0.463347,-0,-0,0.0704193,-46.2643,
Sun Feb 11 11:24:59 2018,9567573,981.565,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4982,4128,1218,0,32,12,-0.0287304,-0.301669,-10.0892,0.00106422,-0.0148991,-0.00319267,27.4834,31.0453,46.7602,-0.163158,1.15018,0.000259863,0.958034,0.958294,0.458068,-0,-0,0.0704193,-45.7364,
Sun Feb 11 11:24:59 2018,9577574,981.565,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5000,4144,1222,0,32,12,-0.0191536,-0.392649,-10.228,-0.00319267,-0.0138349,-0.0042569,27.4834,31.0453,46.7602,-0.107295,1.43636,-0.000875485,1.14087,1.14,0.45306,-0,-0,0.0704193,-45.2356,
Sun Feb 11 11:24:59 2018,9587575,981.565,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5000,4144,1222,0,32,12,0.0574608,-0.205901,-10.1993,-0.00106422,-0.0127707,0.00319267,27.4834,31.0453,46.7602,0.32279,1.72253,-0.00196291,1.30386,1.3019,0.448052,-0,-0,0.0704193,-44.7348,
Sun Feb 11 11:24:59 2018,9597576,980.262,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5002,4146,1220,0,8,14,0.0957681,-0.292093,-10.3046,-0.00319267,-0.0212845,0.00532112,27.4834,31.0453,46.7602,0.532474,2.01145,-0.00193998,1.45071,1.44877,0.443029,-0,-0,0.0704193,-44.2325,
Sun Feb 11 11:24:59 2018,9607577,980.262,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5002,4146,1220,0,8,14,0.0430956,-0.363919,-10.3525,-0.00106422,-0.0138349,0.00638535,27.4834,31.0453,46.7602,0.23851,2.2958,-0.000376896,1.57522,1.57484,0.438028,-0,-0,0.0704193,-43.7324,
Sun Feb 11 11:24:59 2018,9617578,980.262,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5034,4142,1218,0,30,14,0.0622492,-0.244209,-10.2759,-0.00532112,-0.0106422,0.00744957,27.4834,31.0453,46.7602,0.347081,2.58136,0.00233505,1.68437,1.68671,0.433034,-0,-0,0.0704193,-43.233,
Sun Feb 11 11:24:59 2018,9627579,980.262,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5034,4142,1218,0,30,14,0.0814029,-0.301669,-10.4196,-0.00106422,-0.00744957,0.00851379,27.4834,31.0453,46.7602,0.447615,2.86693,0.00611037,1.77789,1.784,0.428047,-0,-0,0.0704193,-42.7343,
