today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0001, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 13:30:24 2018,46904142,944.802,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5018,4142,1218,0,32,14,0.248997,-0.205901,-10.3238,0.0117065,0.0638535,0.00532112,25.7549,31.0453,45.4289,1.38164,769.195,-0.3992,-0.0213647,-0.420565,0.00485837,0,0,50.5,-0.962053,
Sun Feb 11 13:30:24 2018,46914143,944.272,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4990,4124,1216,0,8,32,0.11971,-0.263362,-10.386,0.0106422,0.0638535,0.00851379,25.7549,31.0453,45.4289,0.660365,769.481,-0.401977,-0.0192866,-0.421264,-0.0755904,-0,-0,50.5,14.9684,
Sun Feb 11 13:30:24 2018,46924145,944.272,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4990,4124,1216,0,8,32,0.248997,-0.21069,-10.2759,0.00957802,0.0670461,0.00532112,25.7549,31.0453,45.4289,1.38807,769.767,-0.39914,-0.0182889,-0.417429,-0.0745689,0,0,50.5,14.7661,
Sun Feb 11 13:30:24 2018,46934146,944.272,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5020,4134,1218,0,8,14,0.277727,-0.153229,-10.4339,0.0106422,0.0723673,0.00638535,25.7549,31.0453,45.4289,1.52472,770.052,-0.390355,-0.0177952,-0.40815,-0.0730411,0,0,50.5,14.4636,
Sun Feb 11 13:30:24 2018,46944147,944.272,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5020,4134,1218,0,8,14,0.177171,-0.220267,-10.343,0.0138349,0.0670461,0.00638535,25.7549,31.0453,45.4289,0.98136,770.34,-0.375729,-0.0144077,-0.390137,-0.0716277,0,0,50.5,14.1837,
Sun Feb 11 13:30:24 2018,46954148,944.272,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4986,4128,1218,0,32,14,0.335188,-0.201113,-10.3621,0.00212845,0.0670461,0.00851379,25.7549,31.0453,45.4289,1.85273,770.626,-0.355888,-0.0127184,-0.368606,-0.0702207,0,0,50.5,13.9051,
Sun Feb 11 13:30:24 2018,46964149,946.14,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4986,4128,1218,0,32,14,0.282516,-0.148441,-10.2711,0.0117065,0.0659819,0.0117065,25.7549,31.0453,45.4289,1.57557,770.913,-0.330479,-0.0108196,-0.341298,-0.0688679,0,0,50.5,13.6372,
Sun Feb 11 13:30:24 2018,46974150,946.14,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4994,4124,1218,0,30,14,0.287304,-0.129287,-10.3286,0.0117065,0.0670461,0.00957802,25.7549,31.0453,45.4289,1.59335,771.199,-0.299756,-0.0096516,-0.309407,-0.0675082,0,0,50.5,13.368,
Sun Feb 11 13:30:24 2018,46984151,946.14,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4994,4124,1218,0,30,14,0.272939,-0.162806,-10.3094,0.0106422,0.0595966,0.0148991,25.7549,31.0453,45.4289,1.51653,771.488,-0.264586,-0.00616607,-0.270752,-0.0661873,0,0,50.5,13.1064,
Sun Feb 11 13:30:24 2018,46994152,946.14,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5028,4138,1218,0,30,12,0.287304,-0.143652,-10.2903,0.0127707,0.0574681,0.0148991,25.7549,31.0453,45.4289,1.59928,771.775,-0.225531,-0.00447936,-0.230011,-0.0648873,0,0,50.5,12.849,
Sun Feb 11 13:30:24 2018,47004153,946.14,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5028,4138,1218,0,30,12,0.292093,-0.153229,-10.3477,0.00532112,0.0468259,0.0106422,25.7549,31.0453,45.4289,1.6169,772.065,-0.182968,-0.000538705,-0.183507,-0.0636135,0,0,50.5,12.5967,
Sun Feb 11 13:30:24 2018,47014154,946.14,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4984,4128,1218,0,30,14,0.397437,-0.225055,-10.3286,0.00638535,0.0500185,0.00744957,25.7549,31.0453,45.4289,2.20362,772.35,-0.13669,-0.000715087,-0.137405,-0.0623411,0,0,50.5,12.3448,
Sun Feb 11 13:30:24 2018,47024155,945.124,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4984,4128,1218,0,30,14,0.407014,-0.196325,-10.2663,0.00638535,0.0489543,0.0127707,25.7549,31.0453,45.4289,2.27033,772.637,-0.0860014,0.000285888,-0.0857155,-0.0611196,0,0,50.5,12.1029,
Sun Feb 11 13:30:24 2018,47034156,945.124,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4992,4130,1218,0,8,32,0.292093,-0.215478,-10.4914,0.0042569,0.0393763,0.00532112,25.7549,31.0453,45.4289,1.59477,772.926,-0.0314256,0.00352005,-0.0279055,-0.0599194,0,0,50.5,11.8652,
Sun Feb 11 13:30:24 2018,47044157,945.124,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,4992,4130,1218,0,8,32,0.402226,-0.129287,-10.386,0.00319267,0.0361836,0.00212845,25.7549,31.0453,45.4289,2.21782,773.214,0.0258767,0.00469606,0.0305728,-0.0587264,0,0,50.5,11.629,
Sun Feb 11 13:30:24 2018,47054158,945.124,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,5024,4140,1218,0,8,32,0.430956,-0.186748,-10.4004,0.00744957,0.032991,0.00744957,25.7549,31.0453,45.4289,2.37278,773.501,0.0861422,0.00581544,0.0919576,-0.0575696,0,0,50.5,11.3999,
Sun Feb 11 13:30:24 2018,47064159,944.741,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5024,4140,1218,0,8,32,0.387861,-0.196325,-10.2424,0.00212845,0.0234129,-0,25.7549,31.0453,45.4289,2.16865,773.79,0.149579,0.00852672,0.158106,-0.0564304,0,0,50.5,11.1743,
Sun Feb 11 13:30:24 2018,47074160,944.741,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5026,4142,1218,0,8,32,0.378284,-0.244209,-10.3525,-0.00212845,0.0170276,0.0042569,25.7549,31.0453,45.4289,2.09267,774.079,0.215368,0.0101209,0.225489,-0.0553046,0,0,50.5,10.9514,
Sun Feb 11 13:30:24 2018,47084161,944.741,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,5026,4142,1218,0,8,32,0.397437,-0.110133,-10.3669,-0.00319267,0.0138349,0.00532112,25.7549,31.0453,45.4289,2.19549,774.366,0.282822,0.0106259,0.293448,-0.0541762,0,0,50.5,10.728,
Sun Feb 11 13:30:24 2018,47094162,944.741,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,5000,4138,1218,0,8,32,0.469264,-0.114922,-10.2663,0,0.00851379,0.00851379,25.7549,31.0453,45.4289,2.61711,774.654,0.352065,0.0116582,0.363723,-0.0530707,0,0,50.5,10.5091,
Sun Feb 11 13:30:24 2018,47104163,944.741,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5000,4138,1218,0,8,32,0.311246,-0.0814029,-10.3238,0.0042569,0,0.0117065,25.7549,31.0453,45.4289,1.72686,774.943,0.422735,0.0134743,0.436209,-0.0520025,0,0,50.5,10.2975,
Sun Feb 11 13:30:24 2018,47114164,944.741,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4990,4124,1216,0,32,14,0.354342,-0.0814029,-10.3956,0.0042569,-0.00851379,0.0117065,25.7549,31.0453,45.4289,1.95221,775.232,0.493376,0.0150241,0.5084,-0.050896,0,0,50.5,10.0784,
Sun Feb 11 13:30:24 2018,47124165,947.183,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4990,4124,1216,0,32,14,0.411803,-0.124498,-10.3046,0.00106422,-0.00957802,0.0170276,25.7549,31.0453,45.4289,2.28849,775.519,0.563625,0.0143714,0.577996,-0.0497966,0,0,50.5,9.86071,
Sun Feb 11 13:30:24 2018,47134166,947.183,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5028,4138,1220,0,8,32,0.373495,-0.167594,-10.2568,0.00638535,-0.00957802,0.0117065,25.7549,31.0453,45.4289,2.08548,775.805,0.633907,0.0134147,0.647321,-0.0487205,0,0,50.5,9.64762,
Sun Feb 11 13:30:24 2018,47144167,947.183,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,5028,4138,1220,0,8,32,0.402226,-0.071826,-10.2999,0.00957802,-0.0202203,0.0106422,25.7549,31.0453,45.4289,2.23636,776.095,0.704029,0.0154183,0.719448,-0.0476443,0,0,50.5,9.43452,
Sun Feb 11 13:30:24 2018,47154168,947.183,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,4994,4130,1216,0,8,32,0.339977,-0.134075,-10.3477,0.00957802,-0.0212845,0.00532112,24.7178,34.1672,47.7586,1.88179,776.382,0.7735,0.014569,0.788069,-0.0465679,0,0,50.5,9.22137,
Sun Feb 11 13:30:24 2018,47164169,944.985,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4994,4130,1216,0,8,32,0.282516,-0.167594,-10.2568,0.00957802,-0.0266056,0.00319267,24.7178,34.1672,47.7586,1.57778,776.67,0.841299,0.0148965,0.856196,-0.0455128,0,0,50.5,9.01244,
Sun Feb 11 13:30:24 2018,47174170,944.985,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4990,4130,1218,0,32,14,0.320823,-0.201113,-10.3382,0.0127707,-0.0308625,0.00319267,24.7178,34.1672,47.7586,1.77748,776.957,0.906592,0.0148348,0.921427,-0.0444415,0,0,50.5,8.8003,
Sun Feb 11 13:30:24 2018,47184171,944.985,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4990,4130,1218,0,32,14,0.282516,-0.225055,-10.2711,0.00851379,-0.0340552,0.00212845,24.7178,34.1672,47.7586,1.57557,777.245,0.969245,0.0144782,0.983723,-0.0433957,0,0,50.5,8.59321,
Sun Feb 11 13:30:24 2018,47194172,944.985,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5012,4138,1216,0,32,14,0.277727,-0.153229,-10.3334,0.00957802,-0.0308625,-0,24.7178,34.1672,47.7586,1.53955,777.53,1.02902,0.0122661,1.04128,-0.0423438,0,0,50.5,8.38492,
Sun Feb 11 13:30:24 2018,47204173,944.985,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5012,4138,1216,0,32,14,0.368707,-0.0909797,-10.3094,0.00744957,-0.0415047,-0.00106422,24.7178,34.1672,47.7586,2.04826,777.82,1.08615,0.014041,1.10019,-0.0413104,0,0,50.5,8.18027,
Sun Feb 11 13:30:24 2018,47214174,944.985,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5000,4138,1216,0,8,32,0.354342,-0.0861913,-10.2855,0.0042569,-0.042569,0.00532112,24.7178,34.1672,47.7586,1.9731,778.107,1.14151,0.0129875,1.1545,-0.0403276,0,0,50.5,7.98567,
Sun Feb 11 13:30:24 2018,47224175,945.48,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5000,4138,1216,0,8,32,0.368707,-0.181959,-10.319,0.00319267,-0.0446974,0.00532112,24.7178,34.1672,47.7586,2.04636,778.394,1.19545,0.0122797,1.20773,-0.0393501,0,0,50.5,7.79209,
Sun Feb 11 13:30:24 2018,47234176,945.48,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,4990,4128,1218,0,8,32,0.387861,-0.143652,-10.4627,0.00851379,-0.042569,0.0117065,24.7178,34.1672,47.7586,2.12304,778.68,1.24802,0.010426,1.25844,-0.0384089,0,0,50.5,7.60573,
Sun Feb 11 13:30:24 2018,47244177,945.48,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,4990,4128,1218,0,8,32,0.344765,-0.11971,-10.3813,0.0106422,-0.042569,0.0127707,24.7178,34.1672,47.7586,1.90211,778.966,1.29914,0.00923984,1.30838,-0.0374968,0,0,50.5,7.42512,
Sun Feb 11 13:30:24 2018,47254178,945.48,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5012,4138,1220,0,32,14,0.253785,-0.196325,-10.3142,0.00532112,-0.0446974,0.0170276,24.7178,34.1672,47.7586,1.4095,779.253,1.34794,0.00866889,1.35661,-0.0366039,0,0,50.5,7.24829,
Sun Feb 11 13:30:24 2018,47264179,945.436,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5012,4138,1220,0,32,14,0.277727,-0.244209,-10.2759,0.00319267,-0.0489543,0.0127707,24.7178,34.1672,47.7586,1.54816,779.541,1.39342,0.00878512,1.4022,-0.0356975,0,0,50.5,7.06881,
Sun Feb 11 13:30:24 2018,47274180,945.436,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5028,4138,1216,0,32,32,0.287304,-0.177171,-10.3525,0.00212845,-0.0446974,0.0159634,24.7178,34.1672,47.7586,1.58967,779.826,1.43552,0.00647794,1.442,-0.034799,0,0,50.5,6.8909,
Sun Feb 11 13:30:24 2018,47284181,945.436,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5028,4138,1216,0,32,32,0.292093,-0.110133,-10.2568,0.00106422,-0.0478901,0.00744957,24.7178,34.1672,47.7586,1.63123,780.114,1.47463,0.00635654,1.48099,-0.0339365,0,0,50.5,6.7201,
Sun Feb 11 13:30:24 2018,47294182,945.436,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4986,4130,1218,0,32,14,0.272939,-0.0670376,-10.2568,0.00532112,-0.0446974,0.00851379,24.7178,34.1672,47.7586,1.52432,780.399,1.51087,0.00451248,1.51538,-0.0330958,0,0,50.5,6.55362,
Sun Feb 11 13:30:24 2018,47304183,945.436,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,4986,4130,1218,0,32,14,0.225055,-0.0957681,-10.2185,0.0042569,-0.042569,0.00638535,24.7178,34.1672,47.7586,1.2617,780.685,1.54393,0.00305223,1.54698,-0.0322712,0,0,50.5,6.39033,
Sun Feb 11 13:30:24 2018,47314184,945.436,1514,1514,1103,1514,1940,1514,-7.62939e-06,50.5,0.917606,0,0.5,-1.19209e-07,5002,4138,1214,0,8,32,0.344765,-0.172383,-10.4291,0.00532112,-0.032991,0.00532112,24.7178,34.1672,47.7586,1.89339,780.969,1.57396,-0.0003096,1.57365,-0.0314759,0,0,50.5,6.23285,
Sun Feb 11 13:30:24 2018,47324185,945.289,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,5002,4138,1214,0,8,32,0.172383,-0.134075,-10.41,0.00638535,-0.0372479,0.00638535,24.7178,34.1672,47.7586,0.948694,781.257,1.60116,0.000460651,1.60162,-0.0307179,0,0,50.5,6.08275,
Sun Feb 11 13:30:24 2018,47334186,945.289,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,5030,4142,1220,0,8,32,0.268151,-0.129287,-10.41,0.0042569,-0.0372479,0.00212845,24.7178,34.1672,47.7586,1.47556,781.543,1.62497,-5.69987e-05,1.62491,-0.029924,0,0,50.5,5.92555,
Sun Feb 11 13:30:24 2018,47344187,945.289,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,5030,4142,1220,0,8,32,0.272939,-0.181959,-10.343,0.0106422,-0.0340552,0.00532112,24.7178,34.1672,47.7586,1.51162,781.829,1.64573,-0.00138493,1.64435,-0.0292095,0,0,50.5,5.78406,
Sun Feb 11 13:30:24 2018,47354188,945.289,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,4992,4130,1218,0,32,12,0.368707,-0.158017,-10.2951,0.00212845,-0.032991,0.00532112,24.7178,34.1672,47.7586,2.05111,782.115,1.6647,-0.00204547,1.66265,-0.0285194,0,0,50.5,5.6474,
Sun Feb 11 13:30:24 2018,47364189,945.862,1514,1514,1102,1514,1940,1514,-7.62939e-06,50.5,0.916432,0,0.5,-1.19209e-07,4992,4130,1218,0,32,12,0.373495,-0.143652,-10.2568,0.0042569,-0.032991,0.00957802,24.7178,34.1672,47.7586,2.08548,782.402,1.68303,-0.00233698,1.68069,-0.0278511,0,0,50.5,5.51506,
