today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=1e-08, kded(D)=0.0006,signal, mad_pitch, multiplier
Sun Feb 11 14:32:45 2018,6202919,0,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5034,4144,1218,0,32,14,0.933739,-0.0814029,-10.7931,-0.0308625,0.119193,-0.0212845,22.9893,30.6984,47.4258,4.94452,0.252333,0.00466641,0.241373,0.246039,0,0,0,50.5,0,2.47952e+33,
Sun Feb 11 14:32:45 2018,6212920,919.969,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4142,1216,0,32,12,1.00078,-0.148441,-10.8793,-0.0276698,0.0915233,-0.0212845,22.9893,30.6984,47.4258,5.25582,0.546739,0.0232117,0.501567,0.524779,0.0790818,9.98408e-08,2.37245,50.5,-39.5409,50.5,
Sun Feb 11 14:32:45 2018,6222922,919.969,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4142,1216,0,32,12,1.0343,-0.0430956,-10.9032,-0.0180918,0.052147,-0.0170276,22.9893,30.6984,47.4258,5.41896,0.844498,0.0597943,0.740964,0.800759,0.0784678,-7.75183e-10,-0.0184202,50.5,-39.2339,50.5,
Sun Feb 11 14:32:45 2018,6232923,919.969,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4142,1216,0,32,12,1.10612,0.00957681,-10.8697,0.00106422,0.0138349,-0.0148991,22.9893,30.6984,47.4258,5.81054,1.14195,0.113715,0.956928,1.07064,0.0775715,-1.13163e-09,-0.0268902,50.5,-38.7857,50.5,
Sun Feb 11 14:32:45 2018,6242924,919.969,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,30,32,1.23062,-0.0526724,-10.6446,0.00319267,-0.0266056,-0.0138349,22.9893,30.6984,47.4258,6.59467,1.44002,0.184929,1.15151,1.33644,0.0767615,-1.0226e-09,-0.0242995,50.5,-38.3807,50.5,
Sun Feb 11 14:32:45 2018,6252925,919.969,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4994,4124,1216,0,8,32,1.22583,-0.0526724,-10.3046,0.0223487,-0.0606608,0.00212845,22.9893,30.6984,47.4258,6.78398,1.73625,0.273726,1.32346,1.59718,0.0759784,-9.88678e-10,-0.0234933,50.5,-37.9892,50.5,
Sun Feb 11 14:32:45 2018,6262926,920.542,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4994,4124,1216,0,8,32,1.24498,-0.134075,-10.1562,0.0244772,-0.0957802,0.00957802,22.9893,30.6984,47.4258,6.98867,2.03279,0.379568,1.47609,1.85566,0.0752286,-9.46548e-10,-0.0224922,50.5,-37.6143,50.5,
Sun Feb 11 14:32:45 2018,6272927,920.542,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,32,14,1.29287,-0.153229,-10.1227,0.0255414,-0.1309,0.0170276,22.9893,30.6984,47.4258,7.27842,2.32933,0.501445,1.61018,2.11162,0.0745067,-9.11419e-10,-0.0216575,50.5,-37.2534,50.5,
Sun Feb 11 14:32:45 2018,6282928,920.542,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,32,14,1.25456,-0.253785,-9.84017,0.0234129,-0.163891,0.0255414,22.9893,30.6984,47.4258,7.26567,2.62526,0.638263,1.72621,2.36447,0.0738182,-8.69221e-10,-0.0206548,50.5,-36.9091,50.5,
Sun Feb 11 14:32:45 2018,6292929,920.542,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,32,14,1.25456,-0.344765,-9.84017,0.0138349,-0.192625,0.0297983,22.9893,30.6984,47.4258,7.26567,2.91997,0.788484,1.8247,2.61318,0.07316,-8.3102e-10,-0.019747,50.5,-36.58,50.5,
Sun Feb 11 14:32:45 2018,6302930,921.35,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4138,1212,0,8,32,1.1157,-0.272939,-10.003,0.0106422,-0.212845,0.0319267,22.9893,30.6984,47.4258,6.36428,3.21225,0.949539,1.90559,2.85513,0.0725302,-7.9516e-10,-0.0188949,50.5,-36.2651,50.5,
Sun Feb 11 14:32:45 2018,6312931,921.35,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4134,1218,0,32,12,1.14443,-0.181959,-10.0365,0.0117065,-0.238386,0.0319267,22.9893,30.6984,47.4258,6.50516,3.50604,1.11833,1.97388,3.09221,0.0719279,-7.60368e-10,-0.0180682,50.5,-35.9639,50.5,
Sun Feb 11 14:32:45 2018,6322932,921.35,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4134,1218,0,32,12,1.06781,-0.196325,-10.2759,0.0127707,-0.261799,0.0223487,22.9893,30.6984,47.4258,5.93256,3.79923,1.29244,2.02833,3.32077,0.0713466,-7.3389e-10,-0.017439,50.5,-35.6733,50.5,
Sun Feb 11 14:32:45 2018,6332933,921.35,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,32,12,1.04387,-0.229843,-10.41,0.019156,-0.287341,0.0117065,22.9893,30.6984,47.4258,5.72625,4.09302,1.46962,2.07107,3.54069,0.0707889,-7.0403e-10,-0.0167294,50.5,-35.3945,50.5,
Sun Feb 11 14:32:45 2018,6342934,921.35,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,32,12,0.986411,-0.311246,-10.5345,0.0138349,-0.307561,-0.00212845,22.9893,30.6984,47.4258,5.34938,4.3853,1.64765,2.10091,3.74856,0.0702521,-6.77792e-10,-0.016106,50.5,-35.126,50.5,
Sun Feb 11 14:32:45 2018,6352935,921.35,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,32,12,0.976834,-0.23942,-10.501,0.0106422,-0.326717,-0.0117065,22.9893,30.6984,47.4258,5.31455,4.67726,1.82484,2.11999,3.94483,0.0697225,-6.68574e-10,-0.0158869,50.5,-34.8613,50.5,
Sun Feb 11 14:32:45 2018,6362936,919.908,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4142,1218,0,8,32,0.785298,-0.287304,-10.5345,0.00957802,-0.344809,-0.0244772,22.9893,30.6984,47.4258,4.26326,4.96893,1.99919,2.12916,4.12835,0.0692098,-6.47287e-10,-0.0153811,50.5,-34.6049,50.5,
Sun Feb 11 14:32:45 2018,6372937,919.908,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5008,4138,1216,0,8,32,0.823605,-0.205901,-10.501,0.0042569,-0.3629,-0.0234129,23.5078,32.6063,50.5875,4.48461,5.26059,2.16847,2.1295,4.29798,0.0687095,-6.31664e-10,-0.0150098,50.5,-34.3547,50.5,
Sun Feb 11 14:32:45 2018,6382938,919.908,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5008,4138,1216,0,8,32,0.694318,-0.148441,-10.3765,-0.0042569,-0.379928,-0.0234129,23.5078,32.6063,50.5875,3.82812,5.55194,2.33129,2.12149,4.45278,0.0682282,-6.07555e-10,-0.014437,50.5,-34.1141,50.5,
Sun Feb 11 14:32:45 2018,6392939,919.908,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4138,1210,0,32,12,0.699107,-0.153229,-10.4339,0.00106422,-0.396956,-0.0170276,23.5078,32.6063,50.5875,3.83327,5.8433,2.48653,2.10615,4.59268,0.0677657,-5.83947e-10,-0.013876,50.5,-33.8829,50.5,
Sun Feb 11 14:32:45 2018,6402940,919.76,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4138,1210,0,32,12,0.656011,-0.134075,-10.3334,0.00106422,-0.403341,-0.0127707,23.5078,32.6063,50.5875,3.63253,6.13161,2.63348,2.08125,4.71473,0.0673188,-5.6423e-10,-0.0134074,50.5,-33.6594,50.5,
Sun Feb 11 14:32:45 2018,6412941,919.76,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1214,0,32,14,0.574608,-0.124498,-10.2711,0.00638535,-0.415047,-0.00319267,23.5078,32.6063,50.5875,3.20202,6.42144,2.77149,2.05206,4.82355,0.0668897,-5.417e-10,-0.0128721,50.5,-33.4449,50.5,
Sun Feb 11 14:32:45 2018,6422942,919.76,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1214,0,32,14,0.45011,-0.196325,-10.3142,0,-0.419304,0.00638535,23.5078,32.6063,50.5875,2.49879,6.70914,2.89915,2.01557,4.91471,0.0664788,-5.18737e-10,-0.0123264,50.5,-33.2394,50.5,
Sun Feb 11 14:32:45 2018,6432943,919.76,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4138,1214,0,32,14,0.416591,-0.225055,-10.2711,0.00638535,-0.426754,0.0170276,23.5078,32.6063,50.5875,2.32261,6.99776,3.01494,1.97544,4.99038,0.0660798,-5.03779e-10,-0.011971,50.5,-33.0399,50.5,
Sun Feb 11 14:32:45 2018,6442944,919.76,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5008,4138,1216,0,30,14,0.301669,-0.162806,-10.4962,0.0042569,-0.432075,0.0202203,23.5078,32.6063,50.5875,1.64628,7.28576,3.1178,1.93069,5.04849,0.0656911,-4.90775e-10,-0.011662,50.5,-32.8455,50.5,
Sun Feb 11 14:32:45 2018,6452945,919.76,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4134,1214,0,32,14,0.253785,-0.023942,-10.137,0.00532112,-0.431011,0.0244772,23.5078,32.6063,50.5875,1.43413,7.57193,3.20681,1.88069,5.0875,0.0653168,-4.72532e-10,-0.0112285,50.5,-32.6584,50.5,
Sun Feb 11 14:32:45 2018,6462946,919.83,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4134,1214,0,32,14,0.23942,-0.0622492,-10.003,0.00106422,-0.432075,0.0202203,23.5078,32.6063,50.5875,1.37111,7.85872,3.2817,1.82843,5.11013,0.064949,-4.64297e-10,-0.0110328,50.5,-32.4745,50.5,
Sun Feb 11 14:32:45 2018,6472947,919.83,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4996,4122,1214,0,8,32,0.148441,0.00957681,-10.0844,0,-0.436332,0.0138349,23.5078,32.6063,50.5875,0.843325,8.14642,3.34257,1.77459,5.11716,0.064585,-4.59567e-10,-0.0109204,50.5,-32.2925,50.5,
Sun Feb 11 14:32:45 2018,6482948,919.83,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4996,4122,1214,0,8,32,0.196325,-0.23942,-10.3813,0.00638535,-0.434204,-0,23.5078,32.6063,50.5875,1.08342,8.43229,3.38957,1.71687,5.10644,0.064232,-4.45659e-10,-0.0105899,50.5,-32.116,50.5,
Sun Feb 11 14:32:45 2018,6492949,919.83,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4996,4122,1214,0,8,32,0.234632,-0.301669,-10.7452,0.00319267,-0.429947,-0.00319267,23.5078,32.6063,50.5875,1.25091,8.71754,3.42379,1.65699,5.08078,0.0638697,-4.57472e-10,-0.0108706,50.5,-31.9348,50.5,
Sun Feb 11 14:32:45 2018,6502950,918.735,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4994,4122,1216,0,8,32,0.153229,-0.387861,-10.6829,0.0042569,-0.429947,-0.0042569,23.5078,32.6063,50.5875,0.821757,9.00402,3.44634,1.59711,5.04346,0.0634919,-4.76968e-10,-0.0113339,50.5,-31.7459,50.5,
Sun Feb 11 14:32:45 2018,6512951,918.735,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5004,4132,1216,0,8,32,0.0526724,-0.306458,-10.4531,0.00319267,-0.416112,-0.00744957,23.5078,32.6063,50.5875,0.288708,9.28654,3.45697,1.5325,4.98947,0.0631047,-4.88748e-10,-0.0116138,50.5,-31.5524,50.5,
