today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0001, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 13:32:03 2018,145590701,943.603,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5042,4142,1218,0,32,14,-3.78284,-0.138864,-9.69173,0.0255414,-0.0276698,0.042569,41.8301,30.8719,34.2797,-21.3215,2509.85,-21.2519,-0.0235753,-21.2755,-0.305243,-0,-0,50.5,-24.3372,
Sun Feb 11 13:32:03 2018,145600702,943.534,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5020,4138,1218,0,32,14,-3.83551,-0.177171,-9.63427,0.0297983,-0.0393763,0.00638535,41.8301,30.8719,34.2797,-21.7081,2510.14,-21.2917,-0.0176413,-21.3094,0.0432629,-0,-0,50.5,-8.56692,
Sun Feb 11 13:32:03 2018,145610706,943.534,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5020,4138,1218,0,32,14,-3.82115,0.0526724,-9.52892,0.0297983,-0.0457616,0.00638535,41.8301,30.8719,34.2797,-21.851,2510.43,-21.3295,-0.0133657,-21.3429,0.0447527,0,0,50.5,-8.86191,
Sun Feb 11 13:32:03 2018,145620707,943.534,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5012,4142,1216,0,8,32,-3.91213,-0.186748,-9.68694,0.032991,-0.052147,0.0212845,41.8301,30.8719,34.2797,-21.9916,2510.71,-21.366,-0.00940299,-21.3754,0.0473402,0,0,50.5,-9.37431,
Sun Feb 11 13:32:03 2018,145630708,943.534,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5012,4142,1216,0,8,32,-3.76847,-0.172383,-9.63427,0.0223487,-0.0638535,0.00851379,41.8301,30.8719,34.2797,-21.3631,2511,-21.4011,-0.00452083,-21.4056,0.0496877,0,0,50.5,-9.83915,
Sun Feb 11 13:32:03 2018,145640709,943.534,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5024,4138,1216,0,8,32,-3.58651,-0.124498,-9.53371,0.0159634,-0.0659819,0.00532112,41.8301,30.8719,34.2797,-20.616,2511.29,-21.4329,-0.00247792,-21.4354,0.0519998,0,0,50.5,-10.297,
Sun Feb 11 13:32:03 2018,145650710,946.644,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5024,4138,1216,0,8,32,-3.56736,-0.234632,-9.56723,0.0244772,-0.0670461,0.0127707,41.8301,30.8719,34.2797,-20.4491,2511.58,-21.4595,-0.000843407,-21.4604,0.0541584,0,0,50.5,-10.7244,
Sun Feb 11 13:32:03 2018,145660711,946.644,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5034,4142,1218,0,32,14,-3.62482,-0.215478,-9.63427,0.0212845,-0.0723673,-0.0202203,41.8301,30.8719,34.2797,-20.6185,2511.87,-21.4803,0.00187609,-21.4785,0.0562423,0,0,50.5,-11.1371,
Sun Feb 11 13:32:03 2018,145670712,946.644,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5034,4142,1218,0,32,14,-3.51469,-0.234632,-9.43315,0.0170276,-0.0681104,-0.0415047,41.8301,30.8719,34.2797,-20.4348,2512.15,-21.4958,0.0014277,-21.4944,0.0582931,0,0,50.5,-11.5432,
Sun Feb 11 13:32:03 2018,145680713,946.644,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4964,4128,1216,0,32,14,-3.39498,-0.177171,-9.38048,0.0170276,-0.0564039,-0.0457616,41.8301,30.8719,34.2797,-19.8962,2512.43,-21.5056,-0.000696953,-21.5063,0.060214,0,0,50.5,-11.9236,
Sun Feb 11 13:32:03 2018,145690714,946.036,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4964,4128,1216,0,32,14,-3.44765,-0.196325,-9.48583,0.0202203,-0.0446974,-0.0468259,41.8301,30.8719,34.2797,-19.9738,2512.72,-21.5091,-0.00288256,-21.512,0.0620353,0,0,50.5,-12.2842,
