today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=5e-05, kiei(I)=0, kded(D)=0,signal, mad_pitch, multiplier
Sun Feb 11 14:01:17 2018,6062590,931.777,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1216,0,32,12,0.612916,-0.186748,-10.3621,0.00851379,0.0670461,0.00851379,24.8906,31.5656,49.5891,3.38509,3.70502,0.479366,1.97792,2.45729,0.101478,-0,-0,50.3838,-40.2819,50.3838,
Sun Feb 11 14:01:17 2018,6072591,931.777,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1216,0,32,12,0.656011,-0.234632,-10.2089,0.00744957,0.0595966,0.00638535,24.8906,31.5656,49.5891,3.67671,3.99363,0.558718,2.02168,2.5804,0.100216,-0,-0,50.3838,-39.781,50.3838,
Sun Feb 11 14:01:17 2018,6082592,931.777,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4124,1216,0,30,32,0.694318,-0.0766145,-10.1945,0.0138349,0.0446974,0.00744957,24.8906,31.5656,49.5891,3.89624,4.28438,0.643028,2.05613,2.69916,0.0989605,-0,-0,50.3838,-39.2827,50.3838,
Sun Feb 11 14:01:17 2018,6092593,931.777,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4124,1216,0,30,32,0.756568,-0.0670376,-10.2951,0.0212845,0.0287341,0.00532112,24.8906,31.5656,49.5891,4.20302,4.57543,0.732537,2.08019,2.81272,0.097723,-0,-0,50.3838,-38.7914,50.3838,
Sun Feb 11 14:01:17 2018,6102594,931.412,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1218,0,8,32,0.665588,-0.071826,-10.2568,0.0223487,0.0170276,0.00744957,24.8906,31.5656,49.5891,3.71287,4.86527,0.826788,2.09318,2.91996,0.0964981,-0,-0,50.3838,-38.3052,50.3838,
Sun Feb 11 14:01:17 2018,6112595,931.412,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1218,0,8,32,0.593762,-0.158017,-10.3382,0.0234129,0.00532112,0.00532112,24.8906,31.5656,49.5891,3.28712,5.1551,0.923985,2.09716,3.02114,0.0952976,-0,-0,50.3838,-37.8287,50.3838,
Sun Feb 11 14:01:17 2018,6122596,931.412,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5006,4138,1216,0,32,12,0.641646,-0.11971,-10.4148,0.0255414,-0.0127707,0.00851379,24.8906,31.5656,49.5891,3.52549,5.44676,1.02247,2.09464,3.11711,0.0941146,-0,-0,50.3838,-37.3591,50.3838,
Sun Feb 11 14:01:17 2018,6132597,931.412,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5006,4138,1216,0,32,12,0.608127,-0.196325,-10.3286,0.0276698,-0.0276698,0.00851379,24.8906,31.5656,49.5891,3.36958,5.73751,1.12166,2.08355,3.20521,0.0929514,-0,-0,50.3838,-36.8974,50.3838,
Sun Feb 11 14:01:17 2018,6142598,931.16,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4992,4124,1218,0,30,12,0.694318,-0.272939,-10.3334,0.0223487,-0.0415047,0.00319267,24.8906,31.5656,49.5891,3.84403,6.02795,1.22151,2.06524,3.28675,0.0918083,-0,-0,50.3838,-36.4436,50.3838,
Sun Feb 11 14:01:17 2018,6152599,931.16,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4992,4124,1218,0,30,12,0.713472,-0.244209,-10.3621,0.0266056,-0.0564039,-0.00106422,24.8906,31.5656,49.5891,3.93883,6.3187,1.32241,2.04099,3.36339,0.0906773,-0,-0,50.3838,-35.9946,50.3838,
Sun Feb 11 14:01:17 2018,6162600,931.16,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4122,1216,0,30,14,0.665588,-0.196325,-10.4244,0.019156,-0.0734315,-0.0042569,24.8906,31.5656,49.5891,3.65334,6.61006,1.42425,2.01168,3.43592,0.0895723,-0,-0,50.3838,-35.556,50.3838,
Sun Feb 11 14:01:17 2018,6172601,931.16,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4122,1216,0,30,14,0.483629,-0.186748,-10.4866,0.0138349,-0.0798168,-0.00319267,24.8906,31.5656,49.5891,2.64054,6.89837,1.52517,1.97434,3.49951,0.0884837,-0,-0,50.3838,-35.1239,50.3838,
Sun Feb 11 14:01:17 2018,6182602,931.16,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,30,12,0.6608,-0.191536,-10.386,0.0212845,-0.0915233,-0.0042569,24.8906,31.5656,49.5891,3.64047,7.1882,1.62362,1.93419,3.5578,0.0874185,-0,-0,50.3838,-34.701,50.3838,
Sun Feb 11 14:01:17 2018,6192603,931.16,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,30,12,0.68953,-0.158017,-10.4244,0.019156,-0.0968444,0.00106422,24.8906,31.5656,49.5891,3.78438,7.4762,1.72051,1.88839,3.6089,0.0863632,-0,-0,50.3838,-34.2821,50.3838,
Sun Feb 11 14:01:17 2018,6202604,931.334,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5028,4142,1220,0,30,12,0.531513,-0.167594,-10.3573,0.0159634,-0.110679,0.00532112,24.8906,31.5656,49.5891,2.93771,7.76664,1.81602,1.8417,3.65771,0.0853183,-0,-0,50.3838,-33.8674,50.3838,
Sun Feb 11 14:01:17 2018,6212605,931.334,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5028,4142,1220,0,30,12,0.627281,-0.234632,-10.3094,0.0170276,-0.116,0.0106422,24.8906,31.5656,49.5891,3.48189,8.05465,1.90896,1.78968,3.69864,0.0843041,-0,-0,50.3838,-33.4647,50.3838,
Sun Feb 11 14:01:17 2018,6222606,931.334,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,20,32,0.665588,-0.244209,-10.4244,0.0106422,-0.117065,0.00532112,24.8906,31.5656,49.5891,3.65334,8.34143,1.99959,1.73416,3.73375,0.0832985,-0,-0,50.3838,-33.0656,50.3838,
Sun Feb 11 14:01:17 2018,6232607,931.334,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,20,32,0.493206,-0.177171,-10.4244,-0.00106422,-0.12345,-0,24.8906,31.5656,49.5891,2.70881,8.62974,2.08771,1.67828,3.76598,0.0822958,-0,-0,50.3838,-32.6676,50.3838,
Sun Feb 11 14:01:17 2018,6242608,930.691,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4128,1216,0,30,32,0.497994,-0.258574,-10.4148,0.00106422,-0.12345,0.0042569,24.8906,31.5656,49.5891,2.73758,8.91622,2.1716,1.61905,3.79065,0.0813022,-0,-0,50.3838,-32.2731,50.3838,
Sun Feb 11 14:01:17 2018,6252609,930.691,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4128,1216,0,30,32,0.445322,-0.162806,-10.3477,0.0042569,-0.120257,0.00106422,25.7549,30.0047,50.4211,2.46424,9.20178,2.25021,1.55788,3.80809,0.0803201,-0,-0,50.3838,-31.8833,50.3838,
Sun Feb 11 14:01:17 2018,6262610,930.691,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4124,1216,0,8,32,0.440533,-0.167594,-10.4004,-0.00106422,-0.121322,0.00106422,25.7549,30.0047,50.4211,2.42545,9.48857,2.32318,1.49718,3.82036,0.0793432,-0,-0,50.3838,-31.4955,50.3838,
Sun Feb 11 14:01:17 2018,6272611,930.691,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4124,1216,0,8,32,0.411803,-0.129287,-10.2807,0.00638535,-0.119193,0.00212845,25.7549,30.0047,50.4211,2.29381,9.77444,2.39024,1.43512,3.82536,0.0783607,-0,-0,50.3838,-31.1055,50.3838,
Sun Feb 11 14:01:17 2018,6282612,930.691,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4128,1214,0,8,32,0.339977,-0.167594,-10.4196,0.00638535,-0.117065,-0,25.7549,30.0047,50.4211,1.86882,10.0603,2.45096,1.37292,3.82387,0.0773893,-0,-0,50.3838,-30.7199,50.3838,
Sun Feb 11 14:01:17 2018,6292613,930.691,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4128,1214,0,8,32,0.402226,-0.244209,-10.2951,0.00532112,-0.109615,0.00638535,25.7549,30.0047,50.4211,2.2374,10.3447,2.50507,1.30936,3.81443,0.076415,-0,-0,50.3838,-30.3332,50.3838,
Sun Feb 11 14:01:17 2018,6302614,931.499,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4122,1216,0,8,32,0.373495,-0.172383,-10.4483,0.0117065,-0.101101,0.00319267,25.7549,30.0047,50.4211,2.04728,10.6287,2.55304,1.24597,3.79901,0.0754322,-0,-0,50.3838,-29.943,50.3838,
Sun Feb 11 14:01:17 2018,6312615,931.499,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4996,4122,1216,0,8,32,0.287304,-0.071826,-10.2855,0.0127707,-0.0915233,0.00638535,25.7549,30.0047,50.4211,1.60003,10.9124,2.59479,1.18297,3.77776,0.0744414,-0,-0,50.3838,-29.5498,50.3838,
Sun Feb 11 14:01:17 2018,6322616,931.499,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5030,4134,1216,0,8,32,0.301669,-0.167594,-10.3669,0.0159634,-0.0819453,0.00638535,25.7549,30.0047,50.4211,1.6668,11.1962,2.62972,1.12085,3.75057,0.073447,-0,-0,50.3838,-29.155,50.3838,
Sun Feb 11 14:01:17 2018,6332617,931.499,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5030,4134,1216,0,8,32,0.397437,-0.225055,-10.252,0.0127707,-0.0734315,0.00532112,25.7549,30.0047,50.4211,2.22007,11.4802,2.6585,1.06008,3.71859,0.0724466,-0,-0,50.3838,-28.7579,50.3838,
Sun Feb 11 14:01:17 2018,6342618,930.848,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4124,1216,0,32,14,0.354342,-0.177171,-10.3477,0.0106422,-0.0659819,0.00744957,25.7549,30.0047,50.4211,1.96124,11.7645,2.68242,1.00076,3.68318,0.0714329,-0,-0,50.3838,-28.3555,50.3838,
Sun Feb 11 14:01:17 2018,6352619,930.848,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4124,1216,0,32,14,0.373495,-0.191536,-10.3573,0.0127707,-0.0500185,0.00744957,25.7549,30.0047,50.4211,2.06525,12.0465,2.70193,0.940374,3.6423,0.0704053,-0,-0,50.3838,-27.9476,50.3838,
Sun Feb 11 14:01:17 2018,6362620,930.848,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4124,1216,0,30,12,0.3304,-0.21069,-10.2041,0.0148991,-0.0393763,0.00744957,25.7549,30.0047,50.4211,1.85454,12.3299,2.71707,0.883025,3.6001,0.0693671,-0,-0,50.3838,-27.5355,50.3838,
Sun Feb 11 14:01:17 2018,6372621,930.848,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4124,1216,0,30,12,0.363919,-0.196325,-10.4627,0.0148991,-0.032991,0.00744957,25.7549,30.0047,50.4211,1.9921,12.6145,2.72801,0.828384,3.55639,0.0683171,-0,-0,50.3838,-27.1187,50.3838,
Sun Feb 11 14:01:17 2018,6382622,930.848,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1218,0,30,14,0.344765,-0.186748,-10.386,0.0106422,-0.0212845,0.0159634,25.7549,30.0047,50.4211,1.90124,12.8977,2.73502,0.773801,3.50882,0.0672562,-0,-0,50.3838,-26.6975,50.3838,
Sun Feb 11 14:01:17 2018,6392623,930.848,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1218,0,30,14,0.407014,-0.196325,-10.3908,0.00638535,-0.00957802,0.00957802,25.7549,30.0047,50.4211,2.24316,13.1808,2.73869,0.720936,3.45963,0.0661851,-0,-0,50.3838,-26.2724,50.3838,
Sun Feb 11 14:01:17 2018,6402624,929.805,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5024,4138,1218,0,32,32,0.397437,-0.124498,-10.1993,0.00744957,0.00106422,0.0106422,25.7549,30.0047,50.4211,2.23153,13.4642,2.73985,0.670133,3.40998,0.0651023,-0,-0,50.3838,-25.8425,50.3838,
Sun Feb 11 14:01:17 2018,6412625,929.805,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5024,4138,1218,0,32,32,0.378284,-0.0861913,-10.2089,0.0106422,0.0148991,0.0223487,25.7549,30.0047,50.4211,2.12209,13.7467,2.7389,0.620243,3.35914,0.0640055,-0,-0,50.3838,-25.4072,50.3838,
Sun Feb 11 14:01:17 2018,6422626,929.805,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4124,1216,0,32,10,0.416591,-0.124498,-10.4148,0.0127707,0.0223487,0.0223487,25.7549,30.0047,50.4211,2.29061,14.0311,2.73596,0.574,3.30996,0.0629031,-0,-0,50.3838,-24.9696,50.3838,
Sun Feb 11 14:01:17 2018,6432627,929.805,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4124,1216,0,32,10,0.368707,-0.114922,-10.4196,0.0127707,0.0340552,0.0223487,25.7549,30.0047,50.4211,2.02663,14.3142,2.73119,0.528355,3.25954,0.0617988,-0,-0,50.3838,-24.5312,50.3838,
Sun Feb 11 14:01:17 2018,6442628,931.89,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,8,30,0.397437,-0.248997,-10.2759,0.00851379,0.0383121,0.0223487,25.7549,30.0047,50.4211,2.2149,14.5995,2.72458,0.486635,3.21122,0.0606791,-0,-0,50.3838,-24.0867,50.3838,
Sun Feb 11 14:01:17 2018,6452629,931.89,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,8,30,0.483629,-0.181959,-10.3142,0.00744957,0.0446974,0.0148991,25.7549,30.0047,50.4211,2.68461,14.8841,2.71688,0.44604,3.16292,0.0595488,-0,-0,50.3838,-23.6381,50.3838,
Sun Feb 11 14:01:17 2018,6462630,931.89,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4120,1216,0,8,30,0.47884,-0.0143652,-10.1323,0.00957802,0.0532112,0.0127707,25.7549,30.0047,50.4211,2.70573,15.1682,2.70929,0.406629,3.11592,0.0584168,-0,-0,50.3838,-23.1887,50.3838,
Sun Feb 11 14:01:17 2018,6472631,931.89,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4120,1216,0,8,30,0.316035,-0.0670376,-10.0173,0.00212845,0.0542754,0.0148991,25.7549,30.0047,50.4211,1.80701,15.4543,2.70147,0.371073,3.07254,0.0572795,-0,-0,50.3838,-22.7373,50.3838,
Sun Feb 11 14:01:17 2018,6482632,931.89,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4120,1216,0,8,32,0.339977,-0.0047884,-10.1083,0.00851379,0.0574681,0.0138349,25.7549,30.0047,50.4211,1.92632,15.7399,2.69189,0.336554,3.02844,0.0561496,-0,-0,50.3838,-22.2888,50.3838,
Sun Feb 11 14:01:17 2018,6492633,931.89,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4120,1216,0,8,32,0.488417,-0.263362,-10.2999,0.0106422,0.0574681,0.0138349,25.7549,30.0047,50.4211,2.71492,16.0264,2.68087,0.304575,2.98544,0.0550262,-0,-0,50.3838,-21.8428,50.3838,
Sun Feb 11 14:01:17 2018,6502634,931.699,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4130,1214,0,30,30,0.574608,-0.316035,-10.6159,0.0127707,0.061725,0.00744957,25.7549,30.0047,50.4211,3.09824,16.3116,2.67053,0.272995,2.94352,0.0538904,-0,-0,50.3838,-21.392,50.3838,
Sun Feb 11 14:01:17 2018,6512635,931.699,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4130,1214,0,30,30,0.526724,-0.407014,-10.5824,0.0042569,0.0627892,0.0106422,25.7549,30.0047,50.4211,2.84948,16.5978,2.66208,0.243945,2.90603,0.0527422,-0,-0,50.3838,-20.9362,50.3838,
Sun Feb 11 14:01:17 2018,6522636,931.699,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5034,4130,1214,0,32,12,0.531513,-0.244209,-10.6542,0.00744957,0.0553397,0.00212845,25.7549,30.0047,50.4211,2.85599,16.8864,2.65531,0.218775,2.87408,0.0516102,-0,-0,50.3838,-20.4868,50.3838,
Sun Feb 11 14:01:17 2018,6532637,931.699,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5034,4130,1214,0,32,12,0.56982,0.0191536,-10.1227,0.0127707,0.0478901,0.0042569,25.7549,30.0047,50.4211,3.22186,17.175,2.6502,0.194916,2.84512,0.0504811,-0,-0,50.3838,-20.0386,50.3838,
Sun Feb 11 14:01:17 2018,6542638,930.17,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,4118,1214,0,20,30,0.440533,-0.0861913,-10.0748,0.0117065,0.0510828,0.00638535,25.7549,30.0047,50.4211,2.50374,17.4606,2.64667,0.169435,2.8161,0.0493695,-0,-0,50.3838,-19.5974,50.3838,
Sun Feb 11 14:01:17 2018,6552639,930.17,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,4118,1214,0,20,30,0.54109,-0.0957681,-10.2855,0.00957802,0.0446974,0.00319267,25.7549,30.0047,50.4211,3.01139,17.7489,2.64405,0.148104,2.79216,0.0482762,-0,-0,50.3838,-19.1634,50.3838,
Sun Feb 11 14:01:17 2018,6562640,930.17,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4130,1216,0,8,30,0.713472,-0.244209,-10.3717,0.00638535,0.0415047,0.00212845,25.7549,30.0047,50.4211,3.9352,18.0363,2.64344,0.127153,2.77059,0.0471863,-0,-0,50.3838,-18.7308,50.3838,
Sun Feb 11 14:01:17 2018,6572641,930.17,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4130,1216,0,8,30,0.627281,-0.162806,-10.5345,0.00851379,0.032991,0.0042569,25.7549,30.0047,50.4211,3.40768,18.3252,2.64638,0.108958,2.75534,0.0460995,-0,-0,50.3838,-18.2993,50.3838,
Sun Feb 11 14:01:17 2018,6582642,930.17,1513,1513,1110,1514,1940,1514,-0.0469513,50.3838,0.925821,0,0.5,-1.19209e-07,4996,4120,1214,0,8,32,0.737414,-0.339977,-10.4291,0.00532112,0.0276698,-0.0042569,25.7549,30.0047,50.4211,4.04449,18.6132,2.65305,0.0910259,2.74408,0.0450274,-0,-0,50.3838,-17.8738,50.3838,
Sun Feb 11 14:01:17 2018,6592643,930.17,1513,1513,1110,1514,1940,1514,-0.0469513,50.3838,0.925821,0,0.5,-1.19209e-07,4996,4120,1214,0,8,32,0.732626,-0.244209,-10.5058,0.00532112,0.0202203,-0.00212845,25.7549,30.0047,50.4211,3.9891,18.9018,2.66375,0.0748542,2.7386,0.0439654,-0,-0,50.3838,-17.4522,50.3838,
Sun Feb 11 14:01:17 2018,6602644,931.491,1513,1513,1118,1514,1940,1514,-0.0469513,50.3838,0.935211,0,0.5,-1.19209e-07,5028,4132,1216,0,32,12,0.612916,-0.047884,-10.2855,0.0042569,0.0159634,-0.00106422,25.7549,30.0047,50.4211,3.41024,19.1895,2.67805,0.0589026,2.73695,0.0429073,-0,-0,50.3838,-17.0322,50.3838,
Sun Feb 11 14:01:17 2018,6612645,931.491,1513,1513,1118,1514,1940,1514,-0.0469513,50.3838,0.935211,0,0.5,-1.19209e-07,5028,4132,1216,0,32,12,0.493206,-0.0287304,-10.0796,0.00212845,0.0159634,-0.00638535,25.7549,30.0047,50.4211,2.80131,19.476,2.69387,0.042917,2.73679,0.0418777,-0,-0,50.3838,-16.6235,50.3838,
Sun Feb 11 14:01:17 2018,6622646,931.491,1513,1513,1118,1514,1940,1514,-0.0469513,50.3838,0.935211,0,0.5,-1.19209e-07,5000,4132,1216,0,30,14,0.651223,-0.0191536,-10.1179,0.00957802,0.00319267,-0.00638535,24.3721,31.0453,51.0867,3.68268,19.7661,2.71016,0.0316278,2.74179,0.0408808,-0,-0,50.3838,-16.2278,50.3838,
