today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=5e-05, kiei(I)=0, kded(D)=0,signal, mad_pitch, multiplier
Sun Feb 11 14:01:17 2018,5942577,0,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5020,4138,1218,0,20,32,0.349553,-0.172383,-10.2232,0.00851379,0.0500185,0.0138349,21.6064,30.3516,50.7539,1.9583,0.27215,0.00184815,0.260329,0.262177,0,0,0,50.3838,0,2.43833e+33,
Sun Feb 11 14:01:17 2018,5952578,932.186,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5020,4138,1218,0,20,32,0.402226,-0.201113,-10.3094,0.00532112,0.0595966,0.00851379,21.6064,30.3516,50.7539,2.23428,0.555885,0.00933719,0.508634,0.517971,0.11516,0,0,50.3838,-45.7131,50.3838,
Sun Feb 11 14:01:17 2018,5962580,932.186,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4990,4122,1216,0,32,12,0.287304,-0.100556,-10.343,0.00744957,0.0691746,0.00851379,21.6064,30.3516,50.7539,1.59114,0.83962,0.0237216,0.733917,0.757638,0.114356,-0,-0,50.3838,-45.3939,50.3838,
Sun Feb 11 14:01:17 2018,5972581,932.186,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4990,4122,1216,0,32,12,0.268151,-0.186748,-10.1897,0.00638535,0.0862022,0.00212845,21.6064,30.3516,50.7539,1.50744,1.12122,0.0433285,0.935243,0.978571,0.113043,-0,-0,50.3838,-44.8728,50.3838,
Sun Feb 11 14:01:17 2018,5982582,932.186,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4122,1216,0,30,14,0.325611,-0.177171,-10.3621,0.00532112,0.0893948,0.00106422,21.6064,30.3516,50.7539,1.79983,1.40679,0.0671512,1.11972,1.18687,0.111791,-0,-0,50.3838,-44.3759,50.3838,
Sun Feb 11 14:01:17 2018,5992583,932.186,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4122,1216,0,30,14,0.411803,-0.158017,-10.4531,0.00532112,0.0957802,-0,21.6064,30.3516,50.7539,2.25602,1.69144,0.0956449,1.28342,1.37906,0.110521,-0,-0,50.3838,-43.8718,50.3838,
Sun Feb 11 14:01:17 2018,6002584,932.238,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,30,14,0.469264,-0.129287,-10.2807,0.00638535,0.094716,-0.0042569,24.8906,31.5656,49.5891,2.61346,1.97822,0.129779,1.4304,1.56018,0.109237,-0,-0,50.3838,-43.362,50.3838,
Sun Feb 11 14:01:17 2018,6012585,932.238,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,30,14,0.555455,-0.153229,-10.4387,0.00212845,0.100037,-0.0042569,24.8906,31.5656,49.5891,3.0459,2.26317,0.17046,1.55774,1.7282,0.107948,-0,-0,50.3838,-42.8503,50.3838,
Sun Feb 11 14:01:17 2018,6022586,932.238,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4992,4124,1218,0,32,12,0.656011,-0.234632,-10.3094,0.0106422,0.0989729,0.00212845,24.8906,31.5656,49.5891,3.64095,2.54996,0.218691,1.67013,1.88882,0.106651,-0,-0,50.3838,-42.3355,50.3838,
Sun Feb 11 14:01:17 2018,6032587,932.238,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4992,4124,1218,0,32,12,0.512359,-0.225055,-10.3094,0.00319267,0.0968444,0.00106422,24.8906,31.5656,49.5891,2.84515,2.83705,0.27443,1.76696,2.04139,0.105348,-0,-0,50.3838,-41.8183,50.3838,
Sun Feb 11 14:01:17 2018,6042588,931.777,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4970,4124,1216,0,32,14,0.656011,-0.134075,-10.386,0,0.0904591,0.0042569,24.8906,31.5656,49.5891,3.61416,3.12536,0.336614,1.85005,2.18666,0.104049,-0,-0,50.3838,-41.3024,50.3838,
Sun Feb 11 14:01:17 2018,6052589,931.777,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4970,4124,1216,0,32,14,0.636858,-0.134075,-10.4052,0.0042569,0.0830095,0.00532112,24.8906,31.5656,49.5891,3.50246,3.41397,0.405054,1.91939,2.32444,0.102756,-0,-0,50.3838,-40.7892,50.3838,
