today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.005, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 11:23:23 2018,36004497,979.376,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5014,4146,1218,0,8,32,0.42138,-0.196325,-10.2903,0.0106422,-0.0234129,0.0042569,24.3721,31.0453,48.0914,2.34491,125.198,-159.426,0.00398428,-159.422,0.0806793,0,0,0.0704193,-16.0654,
Sun Feb 11 11:23:23 2018,36014498,980.853,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4990,4134,1218,0,32,12,0.488417,-0.296881,-10.2711,0.0170276,-0.0266056,0.00319267,24.3721,31.0453,48.0914,2.72251,125.485,-158.825,0.00455566,-158.82,-0.0562152,-0,-0,0.0704193,11.3135,
Sun Feb 11 11:23:23 2018,36024501,980.853,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4990,4134,1218,0,32,12,0.392649,-0.196325,-10.3382,0.00638535,-0.0148991,0.00532112,24.3721,31.0453,48.0914,2.17508,125.768,-157.666,0.000979571,-157.665,-0.056104,0,0,0.0704193,11.2912,
Sun Feb 11 11:23:23 2018,36034502,980.853,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5006,4138,1218,0,30,14,0.42138,-0.225055,-10.4387,0.00319267,-0.0170276,0.00957802,25.7549,31.3922,48.4242,2.3116,126.055,-156.002,0.0014955,-156.001,-0.0559311,0,0,0.0704193,11.2566,
Sun Feb 11 11:23:23 2018,36044503,993.026,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5006,4138,1218,0,30,14,0.440533,-0.162806,-10.2711,0.00319267,-0.019156,0.00532112,25.7549,31.3922,48.4242,2.45594,126.342,-153.882,0.0019543,-153.88,-0.0557538,0,0,0.0704193,11.2212,
Sun Feb 11 11:23:23 2018,36054504,993.026,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5002,4144,1218,0,8,32,0.47884,-0.205901,-10.3765,0.00638535,-0.019156,0.00638535,25.7549,31.3922,48.4242,2.64214,126.629,-151.351,0.0017869,-151.35,-0.0555677,0,0,0.0704193,11.184,
Sun Feb 11 11:23:23 2018,36064505,993.026,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5002,4144,1218,0,8,32,0.392649,-0.234632,-10.3908,0,-0.0148991,0.00638535,25.7549,31.3922,48.4242,2.16407,126.914,-148.455,0.00046732,-148.455,-0.0553862,0,0,0.0704193,11.1477,
Sun Feb 11 11:23:23 2018,36074506,993.026,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5004,4144,1224,0,30,14,0.402226,-0.11971,-10.3908,0,-0.019156,0.00319267,25.7549,31.3922,48.4242,2.2168,127.202,-145.236,0.00159271,-145.235,-0.0551963,0,0,0.0704193,11.1097,
Sun Feb 11 11:23:23 2018,36084507,993.026,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5004,4144,1224,0,30,14,0.488417,-0.162806,-10.3238,0.00532112,-0.0148991,0.00638535,25.7549,31.3922,48.4242,2.70864,127.487,-141.734,0.000274221,-141.734,-0.0550155,0,0,0.0704193,11.0735,
Sun Feb 11 11:23:23 2018,36094508,993.026,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5006,4138,1218,0,8,32,0.517148,-0.0574608,-10.4052,0.00957802,-0.0138349,0.00638535,25.7549,31.3922,48.4242,2.84531,127.773,-137.984,-5.58717e-05,-137.984,-0.0548451,0,0,0.0704193,11.0394,
Sun Feb 11 11:23:23 2018,36104509,982.339,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5006,4138,1218,0,8,32,0.445322,-0.244209,-10.2951,0.0127707,-0.0117065,0.00319267,25.7549,31.3922,48.4242,2.47683,128.059,-134.022,-0.000647619,-134.022,-0.0546701,0,0,0.0704193,11.0044,
Sun Feb 11 11:23:23 2018,36114510,982.339,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4996,4138,1220,0,32,12,0.411803,-0.244209,-10.2089,0.0148991,-0.00638535,-0.00319267,25.7549,31.3922,48.4242,2.30993,128.344,-129.881,-0.00206401,-129.883,-0.0544735,0,0,0.0704193,10.9651,
Sun Feb 11 11:23:23 2018,36124511,982.339,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4996,4138,1220,0,32,12,0.47884,-0.191536,-10.3286,0.0117065,-0.0117065,0.00532112,25.7549,31.3922,48.4242,2.65437,128.632,-125.592,-0.000422558,-125.593,-0.054277,0,0,0.0704193,10.9258,
