today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0001, kiei(I)=0, kded(D)=0,signal, mad_pitch
Sun Feb 11 13:29:52 2018,14125904,0,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,5016,4140,1218,0,32,32,0.790087,-0.0143652,-10.319,-0.00851379,-0.0553397,0.0170276,23.6807,32.4328,47.093,4.37838,0.302333,0.00413212,0.289201,0.293333,0,0,0,50.5,0,
Sun Feb 11 13:29:52 2018,14135905,945.984,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4982,4128,1218,0,8,32,0.828394,0.071826,-10.0748,-0.00744957,-0.0404405,0.0351194,23.6807,32.4328,47.093,4.70054,0.584544,0.0205979,0.533485,0.554083,0.209033,0,0,50.5,-41.3926,
Sun Feb 11 13:29:52 2018,14145907,945.984,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4982,4128,1218,0,8,32,0.78051,-0.0574608,-10.3286,-0.0170276,-0.0127707,0.0383121,23.6807,32.4328,47.093,4.32151,0.863096,0.0526694,0.751495,0.804165,0.206582,-0,-0,50.5,-40.9073,
Sun Feb 11 13:29:52 2018,14155908,945.984,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4982,4130,1218,0,8,32,0.665588,-0.181959,-10.3142,-0.0202203,0.0042569,0.0202203,23.6807,32.4328,47.093,3.69224,1.1447,0.0978942,0.951058,1.04895,0.204454,-0,-0,50.5,-40.4859,
Sun Feb 11 13:29:52 2018,14165909,945.984,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4982,4130,1218,0,8,32,0.521936,-0.0861913,-10.1418,-0.0148991,0.019156,0.0159634,23.6807,32.4328,47.093,2.94605,1.42691,0.152734,1.13065,1.28339,0.202249,-0,-0,50.5,-40.0493,
Sun Feb 11 13:29:52 2018,14175910,945.984,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4984,4124,1216,0,30,32,0.483629,-0.186748,-10.2663,-0.0127707,0.0478901,0.0159634,23.6807,32.4328,47.093,2.69711,1.70516,0.213928,1.28693,1.50086,0.19998,-0,-0,50.5,-39.6,
Sun Feb 11 13:29:52 2018,14185911,945.263,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4984,4124,1216,0,30,32,0.521936,-0.134075,-10.3669,-0.0180918,0.0585323,0.0042569,23.6807,32.4328,47.093,2.88221,1.98859,0.279705,1.43002,1.70973,0.19766,-0,-0,50.5,-39.1405,
Sun Feb 11 13:29:52 2018,14195912,945.263,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4980,4128,1218,0,8,30,0.526724,-0.0574608,-10.2711,-0.00106422,0.0659819,-0.00532112,23.6807,32.4328,47.093,2.93568,2.27293,0.349592,1.55643,1.90602,0.195289,-0,-0,50.5,-38.6711,
Sun Feb 11 13:29:52 2018,14205913,945.263,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4980,4128,1218,0,8,30,0.526724,-0.0909797,-10.1801,0.0180918,0.0766241,0.0042569,23.6807,32.4328,47.093,2.96187,2.55636,0.423277,1.66535,2.08862,0.192864,-0,-0,50.5,-38.1909,
Sun Feb 11 13:29:52 2018,14215914,945.263,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4986,4124,1216,0,32,32,0.651223,-0.0526724,-10.1275,0.0234129,0.0830095,0.0042569,23.6807,32.4328,47.093,3.67921,2.84101,0.500935,1.75989,2.26082,0.190426,-0,-0,50.5,-37.7081,
Sun Feb 11 13:29:52 2018,14225915,946.444,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4986,4124,1216,0,32,32,0.708684,-0.0814029,-10.2568,0.0255414,0.0904591,0.00744957,23.6807,32.4328,47.093,3.95253,3.12536,0.583573,1.83946,2.42303,0.187946,-0,-0,50.5,-37.217,
Sun Feb 11 13:29:52 2018,14235916,946.444,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4980,4130,1218,0,32,12,0.818817,-0.172383,-10.137,0.0297983,0.0883306,0.0117065,22.4707,32.9531,49.2563,4.61803,3.41244,0.672276,1.90795,2.58022,0.185445,-0,-0,50.5,-36.7218,
Sun Feb 11 13:29:52 2018,14245917,946.444,1514,1514,1088,1514,1940,1514,-7.62939e-06,50.5,0.9,0,0.5,-1.19209e-07,4980,4130,1218,0,32,12,0.837971,-0.138864,-10.2185,0.0383121,0.0840737,0.0170276,22.4707,32.9531,49.2563,4.68809,3.70014,0.767774,1.964,2.73177,0.182919,-0,-0,50.5,-36.2216,
