today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=0, kded(D)=6e-05,signal, mad_pitch, multiplier
Sun Feb 11 14:26:36 2018,11346725,922.133,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4986,3844,1160,6,8,32,1.00078,-0.354342,-11.2863,0.0702388,-2.97983,0.120257,35.2617,31.5656,44.2641,5.06729,101.408,-3.4831,0.669043,-2.81406,-0.0100124,0,0.469118,50.3838,5.00619,50.3838,
Sun Feb 11 14:26:36 2018,11356726,922.133,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4992,3890,1180,8,8,32,0.248997,-0.775721,-4.86981,-1.02378,-3.50662,0.0117065,35.2617,31.5656,44.2641,2.92703,101.845,-2.72509,0.742043,-1.98305,-0.00647196,0,0.53514,50.3838,3.23598,50.3838,
Sun Feb 11 14:26:36 2018,11366727,922.133,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4992,3890,1180,8,8,32,2.12605,-0.268151,-7.94396,0.0862022,-3.59708,0.158569,27.1377,31.0453,47.7586,14.983,102.158,-1.99677,0.686462,-1.3103,-0.00268771,0,0.571994,50.3838,1.34386,50.3838,
Sun Feb 11 14:26:36 2018,11376728,922.133,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4960,3246,1020,66,8,32,0.502782,-0.866701,-12.6653,-0.164955,-3.04049,0.0979086,27.1377,31.0453,47.7586,2.27331,102.285,-1.28961,0.455706,-0.833903,0.000942882,0,0.548769,50.3838,-0.471441,50.3838,
Sun Feb 11 14:26:36 2018,11386729,922.133,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4968,3264,1080,48,32,14,-2.40378,1.66158,-10.0173,-0.580002,-3.58963,0.080881,27.1377,31.0453,47.7586,-13.4937,102.728,-0.631984,0.545849,-0.0861351,0.00462264,0,0.5562,50.3838,-2.31132,50.3838,
Sun Feb 11 14:26:36 2018,11396730,922.133,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4968,3264,1080,48,32,14,-1.87227,1.93451,-5.6982,0.682168,-3.57686,0.240515,27.1377,31.0453,47.7586,-18.1891,103.011,-0.0683509,0.47228,0.403929,0.00876949,0,0.626802,50.3838,-4.38474,50.3838,
Sun Feb 11 14:26:36 2018,11406731,921.568,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4950,3158,1044,56,32,12,-4.21858,0.502782,-9.10275,-0.0542754,-3.09264,0.155377,27.1377,31.0453,47.7586,-24.8649,103.159,0.377108,0.273991,0.651099,0.0123716,0,0.544464,50.3838,-6.1858,50.3838,
Sun Feb 11 14:26:36 2018,11416732,921.568,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4950,3158,1044,56,32,12,-3.7589,-0.181959,-4.44843,-0.539562,-2.38706,0.0670461,27.1377,31.0453,47.7586,-40.1977,103.243,0.681252,0.0308574,0.712109,0.0158501,0,0.525778,50.3838,-7.92504,50.3838,
Sun Feb 11 14:26:36 2018,11426733,921.568,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4950,3158,1044,56,32,12,-4.51068,0.746991,-5.40132,0.297983,-2.47539,0.22668,27.1377,31.0453,47.7586,-39.8655,103.555,0.820013,0.0258296,0.845843,0.0193797,0,0.5335,50.3838,-9.68983,50.3838,
Sun Feb 11 14:26:36 2018,11436734,921.568,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4962,3236,1064,54,8,32,-3.77326,0.78051,-11.7316,0.462938,-2.11355,0.285212,27.1377,31.0453,47.7586,-17.8295,103.738,0.813877,-0.102228,0.711649,0.0226422,0,0.49314,50.3838,-11.3211,50.3838,
Sun Feb 11 14:26:36 2018,11446735,920.065,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4962,3236,1064,54,8,32,-5.10923,0.469264,-10.2999,-0.118129,-1.0887,0.200074,27.1377,31.0453,47.7586,-26.3837,103.731,0.709014,-0.400704,0.30831,0.0246901,0,0.309548,50.3838,-12.3451,50.3838,
Sun Feb 11 14:26:36 2018,11456736,920.065,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,5004,3374,1100,40,32,12,-5.64553,1.36469,-3.70622,-0.169212,-0.232001,0.202203,27.1377,31.0453,47.7586,-56.7156,103.772,0.490233,-0.626227,-0.135994,0.0263368,0,0.248897,50.3838,-13.1684,50.3838,
Sun Feb 11 14:26:36 2018,11466737,920.065,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,5004,3374,1100,40,32,12,-4.92248,0.129287,-8.8346,0.15112,0.0319267,0.293726,27.1377,31.0453,47.7586,-29.1258,103.983,0.128757,-0.667776,-0.53902,0.0275758,0,0.187275,50.3838,-13.7879,50.3838,
Sun Feb 11 14:26:36 2018,11476738,920.065,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4964,3424,1104,38,32,14,-3.85466,-1.42216,-13.6134,0.146863,0.94716,0.276698,27.1377,31.0453,47.7586,-15.8096,104.007,-0.325908,-0.881763,-1.20767,0.0278797,0,0.045936,50.3838,-13.9399,50.3838,
Sun Feb 11 14:26:36 2018,11486739,920.065,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,5008,3954,1190,0,32,14,-4.62081,-0.162806,-6.33027,-0.340552,1.81663,0.210716,27.1377,31.0453,47.7586,-36.1278,104.044,-0.832128,-1.06169,-1.89382,0.0274648,-0,-0.0627199,50.3838,-13.7324,50.3838,
Sun Feb 11 14:26:36 2018,11496740,920.065,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,5008,3954,1190,0,32,14,-5.63595,1.22104,-4.47716,0.352258,1.53035,0.382057,27.1377,31.0453,47.7586,-51.5367,104.413,-1.42394,-0.905605,-2.32954,0.0268684,-0,-0.09014,50.3838,-13.4342,50.3838,
Sun Feb 11 14:26:36 2018,11506741,921.142,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,5008,3954,1190,0,32,14,-5.27682,0.555455,-9.04051,0.457616,2.10078,0.371414,27.1377,31.0453,47.7586,-30.2716,104.536,-2.12002,-0.994127,-3.11414,0.0255691,-0,-0.196399,50.3838,-12.7845,50.3838,
Sun Feb 11 14:26:36 2018,11516742,921.142,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,5002,4000,1192,0,8,32,-5.50666,0.622492,-6.608,-0.124514,3.25759,0.208588,27.1377,31.0453,47.7586,-39.8056,104.491,-2.89228,-1.23206,-4.12434,0.0234596,-0,-0.318843,50.3838,-11.7298,50.3838,
Sun Feb 11 14:26:36 2018,11526743,921.142,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,5002,4000,1192,0,8,32,-4.6639,-0.488417,-10.7164,0.335231,3.29271,0.216038,27.1377,31.0453,47.7586,-23.5192,104.768,-3.71389,-1.13775,-4.85164,0.0210282,-0,-0.367522,50.3838,-10.5141,50.3838,
Sun Feb 11 14:26:36 2018,11536744,921.142,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4984,3928,1178,2,8,32,-6.42604,0.349553,-4.85065,-0.180918,3.58324,0.0681104,27.1377,31.0453,47.7586,-52.9529,104.971,-4.5836,-1.11715,-5.70075,0.0180317,-0,-0.452912,50.3838,-9.01587,50.3838,
Sun Feb 11 14:26:36 2018,11546745,921.168,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4990,3930,1186,0,6,32,-6.44998,2.50433,0.761356,-0.0117065,3.95998,0.0106422,27.1377,31.0453,47.7586,-96.7321,105.149,-5.57553,-1.11771,-6.69324,0.014545,-0,-0.527023,50.3838,-7.27251,50.3838,
Sun Feb 11 14:26:36 2018,11556746,921.168,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4990,3930,1186,0,6,32,-4.50589,0.167594,-5.40132,0.169212,4.04831,-0.0649177,27.1377,31.0453,47.7586,-39.8356,105.41,-6.73227,-1.03496,-7.76723,0.0103896,-0,-0.628102,50.3838,-5.19478,50.3838,
Sun Feb 11 14:26:36 2018,11566747,921.168,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4990,3930,1186,0,6,32,-5.88495,0.0526724,-3.77326,-0.270313,4.55488,-0.195817,27.1377,31.0453,47.7586,-57.3332,105.552,-7.98588,-1.06994,-9.05582,0.00623599,-0,-0.627818,50.3838,-3.118,50.3838,
Sun Feb 11 14:26:36 2018,11576748,921.168,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4938,3178,986,60,32,16,-3.85945,2.60968,2.07817,-0.232001,4.22816,-0.300111,27.1377,31.0453,47.7586,-118.301,105.932,-9.36026,-0.869576,-10.2298,0.0018518,-0,-0.662677,50.3838,-0.925899,50.3838,
Sun Feb 11 14:26:36 2018,11586749,921.168,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4938,3178,986,60,32,16,-6.78996,1.42694,3.72538,0.472516,3.33315,-0.237322,27.1377,31.0453,47.7586,-118.752,106.475,-10.972,-0.527216,-11.4992,-0.00272222,-0,-0.691369,50.3838,1.36111,50.3838,
Sun Feb 11 14:26:36 2018,11596750,921.168,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4956,3092,1044,48,8,32,-2.17872,-1.23062,-5.06134,-0.0361836,3.71308,-0.334166,27.1377,31.0453,47.7586,-23.2901,106.652,-12.7631,-0.56134,-13.3244,-0.00733237,-0,-0.696832,50.3838,3.66619,50.3838,
Sun Feb 11 14:26:36 2018,11606751,920.655,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4934,2914,948,100,8,32,4.11803,-0.397437,-17.176,-0.0659819,3.85462,-0.399084,27.1377,31.0453,47.7586,13.4825,106.898,-14.4971,-0.525116,-15.0222,-0.0121639,-0,-0.730285,50.3838,6.08193,50.3838,
Sun Feb 11 14:26:36 2018,11616752,920.655,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4934,2914,948,100,8,32,9.39485,-0.416591,-30.8277,0.371414,3.42042,-0.407598,27.1377,31.0453,47.7586,16.9488,107.309,-16.0096,-0.332219,-16.3418,-0.0166897,-0,-0.684081,50.3838,8.34483,50.3838,
Sun Feb 11 14:26:36 2018,11626753,920.655,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4934,2914,948,100,8,32,5.2864,-0.488417,-23.8462,0.277763,2.76805,-0.39802,27.1377,31.0453,47.7586,12.4996,107.783,-17.2766,-0.0946767,-17.3713,-0.0208748,-0,-0.632592,50.3838,10.4374,50.3838,
Sun Feb 11 14:26:36 2018,11636754,920.655,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4948,2938,996,82,32,14,4.89375,3.21781,-12.2056,0.0542754,2.14441,-0.457616,27.1377,31.0453,47.7586,21.8479,108.248,-18.3105,0.115162,-18.1953,-0.0242889,-0,-0.516047,50.3838,12.1445,50.3838,
Sun Feb 11 14:26:36 2018,11646755,920.916,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4948,2938,996,82,32,14,4.55856,1.42216,-10.8697,0.290533,1.45054,-0.503378,27.1377,31.0453,47.7586,22.7524,108.733,-19.1129,0.32599,-18.7869,-0.0272273,-0,-0.444144,50.3838,13.6137,50.3838,
Sun Feb 11 14:26:36 2018,11656756,920.916,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4964,3090,1044,70,8,32,4.96079,-0.177171,-7.42681,0.423561,0.696003,-0.486351,27.1377,31.0453,47.7586,33.7412,109.236,-19.6795,0.534288,-19.1452,-0.0293475,-0,-0.32047,50.3838,14.6738,50.3838,
Sun Feb 11 14:26:36 2018,11666757,920.916,1513,1513,1366,1514,1940,1514,-0.0469513,50.3838,1.22629,0,0.5,-1.19209e-07,4964,3090,1044,70,8,32,6.20098,-0.373495,-12.7324,0.615122,-0.0383121,-0.467194,27.1377,31.0453,47.7586,25.9673,109.732,-20.014,0.717327,-19.2967,-0.0310175,-0,-0.252427,50.3838,15.5088,50.3838,
Sun Feb 11 14:26:36 2018,11676758,920.916,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4972,3166,1056,48,8,32,7.86256,-0.713472,-16.5822,0.70026,-0.79604,-0.44591,27.1377,31.0453,47.7586,25.3682,110.236,-20.1398,0.88852,-19.2513,-0.0318574,-0,-0.126946,50.3838,15.9287,50.3838,
Sun Feb 11 14:26:36 2018,11686759,920.916,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,5006,3932,1192,0,8,32,7.67102,-1.24498,-11.8609,0.1309,-1.29303,-0.426754,27.1377,31.0453,47.7586,32.8928,110.665,-20.0754,0.970353,-19.1051,-0.0319685,-0,-0.0168006,50.3838,15.9843,50.3838,
Sun Feb 11 14:26:36 2018,11696760,920.916,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,5006,3932,1192,0,8,32,8.52815,-0.0430956,-11.3964,0.203267,-2.11993,-0.293726,27.1377,31.0453,47.7586,36.8083,111.188,-19.82,1.13199,-18.688,-0.0313459,0,0.0941199,50.3838,15.6729,50.3838,
Sun Feb 11 14:26:36 2018,11706761,920.951,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,5004,3980,1182,0,32,14,7.32626,-0.0143652,-8.30309,0.806682,-3.00324,-0.118129,27.1377,31.0453,47.7586,41.4237,111.728,-19.3718,1.29106,-18.0807,-0.029881,0,0.221419,50.3838,14.9405,50.3838,
Sun Feb 11 14:26:36 2018,11716762,920.951,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,5004,3980,1182,0,32,14,8.32703,-0.842759,-17.6979,0.422497,-3.34805,-0.0415047,27.1377,31.0453,47.7586,25.1974,112.113,-18.7518,1.28418,-17.4677,-0.027877,0,0.302899,50.3838,13.9385,50.3838,
Sun Feb 11 14:26:36 2018,11726763,920.951,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,5004,3980,1182,0,32,14,6.30154,-1.20668,-9.04529,-0.168147,-3.65135,0.00212845,27.1377,31.0453,47.7586,34.8636,112.486,-17.9942,1.26165,-16.7326,-0.0251973,0,0.405052,50.3838,12.5986,50.3838,
Sun Feb 11 14:26:36 2018,11736764,920.951,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4996,3916,1180,0,32,12,4.77883,2.11169,5.65989,0.252221,-4.58361,0.147927,18.8408,35.2078,49.0898,139.825,113.04,-17.0115,1.40864,-15.6029,-0.021872,0,0.502625,50.3838,10.936,50.3838,
Sun Feb 11 14:26:36 2018,11746765,922.185,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4996,3916,1180,0,32,12,5.20499,-0.263362,-8.16902,0.524663,-4.4293,0.237322,18.8408,35.2078,49.0898,32.5038,113.282,-15.7207,1.24005,-14.4806,-0.0177748,0,0.619297,50.3838,8.88738,50.3838,
Sun Feb 11 14:26:36 2018,11756766,922.185,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4994,3924,1184,8,8,32,6.608,-4.96557,-19.1632,-0.70026,-3.78545,0.121322,18.8408,35.2078,49.0898,19.0256,113.384,-14.2688,0.946962,-13.3219,-0.0137851,0,0.603049,50.3838,6.89253,50.3838,
Sun Feb 11 14:26:36 2018,11766767,922.185,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4930,3166,978,100,32,12,5.4492,-2.4373,-16.8839,-0.282019,-4.84222,0.238386,18.8408,35.2078,49.0898,17.8873,113.974,-12.8031,1.14125,-11.6618,-0.00916848,0,0.697803,50.3838,4.58424,50.3838,
Sun Feb 11 14:26:36 2018,11776768,922.185,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4930,3166,978,100,32,12,3.39019,-1.91536,-19.0674,0.238386,-4.60171,0.247964,18.8408,35.2078,49.0898,10.0818,114.191,-11.3523,0.959197,-10.3931,-0.00395704,0,0.787716,50.3838,1.97852,50.3838,
Sun Feb 11 14:26:36 2018,11786769,922.185,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4930,3166,978,100,32,12,5.87537,-2.57616,-31.2635,-0.598094,-3.9504,0.163891,18.8408,35.2078,49.0898,10.6435,114.291,-9.93605,0.676434,-9.25961,0.00125716,0,0.788134,50.3838,-0.628581,50.3838,
Sun Feb 11 14:26:36 2018,11796770,922.185,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4952,2980,1024,80,8,32,6.65588,-1.49398,-30.6266,-0.701324,-3.60772,0.236258,18.8408,35.2078,49.0898,12.2611,114.479,-8.56144,0.499712,-8.06173,0.00642328,0,0.780867,50.3838,-3.21164,50.3838,
Sun Feb 11 14:26:36 2018,11806771,921.272,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4952,2980,1024,80,8,32,4.68306,0.407014,-23.8367,-0.311818,-3.46192,0.273506,18.8408,35.2078,49.0898,11.115,114.724,-7.22766,0.390084,-6.83757,0.0118802,0,0.824816,50.3838,-5.94008,50.3838,
Sun Feb 11 14:26:36 2018,11816772,921.272,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4938,2902,974,98,8,32,-1.87227,1.25456,-8.88249,-0.321396,-3.45979,0.308625,18.8408,35.2078,49.0898,-11.9027,115.01,-5.95862,0.327668,-5.63095,0.016506,0,0.699201,50.3838,-8.253,50.3838,
Sun Feb 11 14:26:36 2018,11826773,921.272,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4960,2946,1008,82,32,32,-10.4339,1.81959,-0.287304,-0.260735,-3.60346,0.419304,18.8408,35.2078,49.0898,-88.4228,115.338,-4.87036,0.309267,-4.56109,0.0207824,0,0.646378,50.3838,-10.3912,50.3838,
Sun Feb 11 14:26:36 2018,11836774,921.272,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4960,2946,1008,82,32,32,-7.2257,-0.325611,-1.30245,-0.283084,-3.26823,0.491672,18.8408,35.2078,49.0898,-79.7821,115.528,-4.10962,0.160037,-3.94958,0.0249001,0,0.622409,50.3838,-12.4501,50.3838,
Sun Feb 11 14:26:36 2018,11846775,921.498,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4960,2946,1008,82,32,32,-1.81959,0.679953,-10.5441,-0.47358,-1.74214,0.442717,18.8408,35.2078,49.0898,-9.79113,115.377,-3.6413,-0.303463,-3.94476,0.0284488,0,0.536385,50.3838,-14.2244,50.3838,
Sun Feb 11 14:26:36 2018,11856776,921.498,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4972,3158,1048,58,32,12,-1.69509,-0.0574608,-9.52892,-0.528919,-0.751342,0.527855,43.04,31.0453,38.107,-10.0868,115.38,-3.30232,-0.57973,-3.88205,0.0303722,0,0.290721,50.3838,-15.1861,50.3838,
Sun Feb 11 14:26:36 2018,11866777,921.498,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4972,3158,1048,58,32,12,-4.36224,0.622492,-6.88572,-0.408662,-0.202203,0.645984,43.04,31.0453,38.107,-32.3551,115.509,-3.03851,-0.709297,-3.7478,0.0319239,0,0.23454,50.3838,-15.9619,50.3838,
Sun Feb 11 14:26:36 2018,11876778,921.498,1513,1513,1365,1514,1940,1514,-0.0469513,50.3838,1.22512,0,0.5,-1.19209e-07,4972,3226,1072,48,32,14,-5.36301,1.77171,-7.19218,-0.260735,0.603415,0.666204,43.04,31.0453,38.107,-36.7109,115.565,-2.89087,-0.895466,-3.78634,0.0333224,0,0.211392,50.3838,-16.6612,50.3838,
Sun Feb 11 14:26:36 2018,11886779,921.498,1513,1513,1362,1514,1940,1514,-0.0469513,50.3838,1.2216,0,0.5,-1.19209e-07,4972,3226,1072,48,32,14,-5.19063,1.06781,-9.77313,-0.00212845,1.18555,0.770498,43.04,31.0453,38.107,-27.9733,115.684,-2.8711,-1.00119,-3.87229,0.033528,0,0.0310809,50.3838,-16.764,50.3838,
Sun Feb 11 14:26:36 2018,11896780,921.498,1513,1513,1362,1514,1940,1514,-0.0469513,50.3838,1.2216,0,0.5,-1.19209e-07,5012,3966,1188,0,8,32,-5.62159,0.110133,-16.0555,0.332038,1.72404,0.851379,43.04,31.0453,38.107,-19.2969,115.817,-2.94783,-1.08219,-4.03002,0.0327205,-0,-0.122056,50.3838,-16.3603,50.3838,
Sun Feb 11 14:26:36 2018,11906781,921.542,1513,1513,1342,1514,1940,1514,-0.0469513,50.3838,1.19812,0,0.5,-1.19209e-07,4994,3976,1188,2,8,32,-4.62081,0.023942,-11.789,-0.0042569,2.84574,0.719416,43.04,31.0453,38.107,-21.4031,115.782,-3.08993,-1.31204,-4.40197,0.0311326,-0,-0.240019,50.3838,-15.5663,50.3838,
Sun Feb 11 14:26:36 2018,11916782,921.542,1513,1513,1342,1514,1940,1514,-0.0469513,50.3838,1.19812,0,0.5,-1.19209e-07,4994,3976,1188,2,8,32,-5.9041,1.24498,-7.77158,0.0180918,3.46618,0.603415,43.04,31.0453,38.107,-37.2241,115.891,-3.30203,-1.38004,-4.68208,0.0289937,-0,-0.323289,50.3838,-14.4969,50.3838,
Sun Feb 11 14:26:36 2018,11926783,921.542,1513,1513,1333,1514,1940,1514,-0.0469513,50.3838,1.18756,0,0.5,-1.19209e-07,4994,3976,1188,2,8,32,-6.17704,2.66235,-13.1729,0.7407,3.47256,0.575745,43.04,31.0453,38.107,-25.1229,116.175,-3.59781,-1.26878,-4.86659,0.0262483,-0,-0.41498,50.3838,-13.1241,50.3838,
Sun Feb 11 14:26:36 2018,11936784,921.542,1513,1513,1333,1514,1940,1514,-0.0469513,50.3838,1.18756,0,0.5,-1.19209e-07,5000,3950,1182,0,32,14,-4.84108,1.71904,-14.868,0.564039,4.12174,0.282019,43.04,31.0453,38.107,-18.0355,116.276,-3.95445,-1.33834,-5.29279,0.0228996,-0,-0.506157,50.3838,-11.4498,50.3838,
Sun Feb 11 14:26:36 2018,11946785,921.463,1513,1513,1322,1514,1940,1514,-0.0469513,50.3838,1.17465,0,0.5,-1.19209e-07,5000,3950,1182,0,32,14,-7.19218,1.97761,-3.51469,0.409726,4.42504,0.0830095,43.04,31.0453,38.107,-63.9561,116.475,-4.38396,-1.30215,-5.6861,0.0189888,-0,-0.591125,50.3838,-9.4944,50.3838,
Sun Feb 11 14:26:36 2018,11956786,921.463,1513,1513,1322,1514,1940,1514,-0.0469513,50.3838,1.17465,0,0.5,-1.19209e-07,5000,3964,1186,0,8,32,-6.25365,4.21858,-1.92015,0.886499,4.32394,0.052147,43.04,31.0453,38.107,-72.9313,116.791,-4.96698,-1.15329,-6.12028,0.0149232,-0,-0.614519,50.3838,-7.46161,50.3838,
Sun Feb 11 14:26:36 2018,11966787,921.463,1513,1513,1322,1514,1940,1514,-0.0469513,50.3838,1.17465,0,0.5,-1.19209e-07,4940,3266,994,74,32,14,-5.62637,0.378284,-15.5863,0.848187,4.55701,-0.0542754,43.04,31.0453,38.107,-19.8487,117.01,-5.69846,-1.10431,-6.80277,0.0103658,-0,-0.688858,50.3838,-5.1829,50.3838,
Sun Feb 11 14:26:36 2018,11976788,921.463,1513,1513,1308,1514,1940,1514,-0.0469513,50.3838,1.15822,0,0.5,-1.19209e-07,4940,3266,994,74,32,14,1.2785,-1.66158,-18.0906,0.382057,5.4616,-0.269249,43.04,31.0453,38.107,4.04251,117.038,-6.44874,-1.23934,-7.68808,0.00533979,-0,-0.75969,50.3838,-2.66989,50.3838,
Sun Feb 11 14:26:36 2018,11986789,921.463,1513,1513,1308,1514,1940,1514,-0.0469513,50.3838,1.15822,0,0.5,-1.19209e-07,4946,3122,1040,60,32,32,2.11647,-0.0526724,-9.32781,0.21923,5.43287,-0.25435,43.04,31.0453,38.107,12.7839,117.332,-7.10996,-1.10246,-8.21242,-3.07234e-05,-0,-0.81176,50.3838,0.0153617,50.3838,
Sun Feb 11 14:26:36 2018,11996790,921.463,1513,1513,1292,1514,1940,1514,-0.0469513,50.3838,1.13944,0,0.5,-1.19209e-07,4946,3122,1040,60,32,32,-1.45089,1.56581,2.85868,0.292662,4.69536,-0.225616,43.04,31.0453,38.107,-153.091,117.83,-7.80468,-0.778821,-8.5835,-0.00553331,-0,-0.831724,50.3838,2.76666,50.3838,
Sun Feb 11 14:26:36 2018,12006791,920.447,1513,1513,1292,1514,1940,1514,-0.0469513,50.3838,1.13944,0,0.5,-1.19209e-07,4946,3122,1040,60,32,32,-0.732626,0.047884,5.79876,0.260735,4.18666,-0.290533,43.04,31.0453,38.107,-172.799,118.262,-8.85087,-0.542444,-9.39331,-0.0103952,-0,-0.734878,50.3838,5.19759,50.3838,
Sun Feb 11 14:26:36 2018,12016792,920.447,1513,1513,1270,1514,1940,1514,-0.0469513,50.3838,1.11361,0,0.5,-1.19209e-07,4946,2888,938,106,32,10,-1.06303,0.751779,4.42927,0.167083,3.76842,-0.312882,43.04,31.0453,38.107,-166.504,118.669,-10.4025,-0.348896,-10.7514,-0.0151788,-0,-0.723055,50.3838,7.58941,50.3838,
Sun Feb 11 14:26:36 2018,12026793,920.447,1513,1513,1270,1514,1940,1514,-0.0469513,50.3838,1.11361,0,0.5,-1.19209e-07,4946,2888,938,106,32,10,1.34554,-2.18351,-1.31202,0.175597,3.32677,-0.353322,43.04,31.0453,38.107,45.7226,119.082,-12.2172,-0.164063,-12.3813,-0.0199686,-0,-0.723983,50.3838,9.9843,50.3838,
