today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=0, kded(D)=6e-05,signal, mad_pitch, multiplier
Sun Feb 11 14:26:36 2018,9646555,921.046,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5000,4032,1198,0,32,14,-0.531513,0.497994,-9.41879,0.0787526,-0.327781,0.0106422,26.9648,30.525,48.5906,-3.22984,51.9466,2.29464,-0.00794209,2.2867,-0.000233553,0,0.05899,50.3838,0.116777,50.3838,
Sun Feb 11 14:26:36 2018,9656556,921.046,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5000,4032,1198,0,32,14,0.0670376,-1.00556,-9.62469,0.071303,-0.324588,-0.00957802,26.9648,30.525,48.5906,0.399069,52.2322,2.24728,-0.0115986,2.23569,0.000183586,0,0.0630512,50.3838,-0.0917932,50.3838,
Sun Feb 11 14:26:36 2018,9666557,921.046,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4032,1200,0,8,32,-0.282516,-0.531513,-11.3772,0.0106422,-0.260735,-0.00532112,26.9648,30.525,48.5906,-1.42246,52.5004,2.19183,-0.0315289,2.1603,0.000457635,0,0.0414228,50.3838,-0.228817,50.3838,
Sun Feb 11 14:26:36 2018,9676558,921.046,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4032,1200,0,8,32,0.0047884,-0.483629,-10.0126,-0.0106422,-0.144735,0.0404405,26.9648,30.525,48.5906,0.0274012,52.7536,2.13053,-0.0639324,2.0666,0.000573595,0,0.0175275,50.3838,-0.286797,50.3838,
Sun Feb 11 14:26:36 2018,9686559,921.046,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4032,1200,0,8,32,-0.071826,-0.215478,-10.8936,-0.0351194,-0.061725,-0.0255414,26.9648,30.525,48.5906,-0.377769,53.0163,2.06475,-0.0843038,1.98044,0.000743059,0,0.0256149,50.3838,-0.37153,50.3838,
Sun Feb 11 14:26:36 2018,9696560,921.046,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5002,4044,1196,0,8,32,-0.670376,-0.54109,-10.2089,0.0297983,0.0595966,0.0415047,26.9648,30.525,48.5906,-3.757,53.2681,1.99253,-0.11312,1.87941,0.000668052,-0,-0.0113375,50.3838,-0.334026,50.3838,
Sun Feb 11 14:26:36 2018,9706561,920.742,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5002,4044,1196,0,8,32,-0.0670376,-0.248997,-9.50019,-0.0872664,0.1309,-0.00319267,26.9648,30.525,48.5906,-0.404299,53.5341,1.9111,-0.125354,1.78575,0.000645323,-0,-0.00343549,50.3838,-0.322662,50.3838,
Sun Feb 11 14:26:36 2018,9716562,920.742,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5036,4050,1198,0,8,32,-0.363919,-0.167594,-11.2336,-0.0106422,0.29479,0.0297983,26.9648,30.525,48.5906,-1.85548,53.7736,1.82331,-0.161451,1.66186,0.0004087,-0,-0.0357659,50.3838,-0.20435,50.3838,
Sun Feb 11 14:26:36 2018,9726563,920.742,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5004,4060,1198,0,8,32,-0.244209,-0.311246,-9.14106,-0.080881,0.369286,0.0170276,26.9648,30.525,48.5906,-1.53033,54.0388,1.73078,-0.169368,1.56141,5.87749e-05,-0,-0.0528917,50.3838,-0.0293874,50.3838,
Sun Feb 11 14:26:36 2018,9736564,920.742,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5004,4060,1198,0,8,32,-0.172383,-0.0957681,-11.631,0.0180918,0.46613,0.0468259,26.9648,30.525,48.5906,-0.849114,54.2975,1.63413,-0.182104,1.45203,-0.000330342,-0,-0.0588156,50.3838,0.165171,50.3838,
Sun Feb 11 14:26:36 2018,9746565,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4996,4044,1202,0,8,32,-0.751779,-0.277727,-9.23204,0.0106422,0.461873,0.0234129,26.9648,30.525,48.5906,-4.65542,54.5852,1.53209,-0.16536,1.36673,-0.000876364,-0,-0.0825319,50.3838,0.438182,50.3838,
Sun Feb 11 14:26:36 2018,9756566,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4996,4044,1202,0,8,32,0.258574,-0.071826,-11.7986,0.0649177,0.544883,0.0702388,26.9648,30.525,48.5906,1.25547,54.8479,1.42453,-0.173329,1.2512,-0.00126562,-0,-0.0588373,50.3838,0.632812,50.3838,
Sun Feb 11 14:26:36 2018,9766567,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4996,4044,1202,0,8,32,-1.49398,-0.21069,-9.56723,0.0436332,0.603415,0.0138349,26.9648,30.525,48.5906,-8.87542,55.1176,1.31033,-0.17326,1.13707,-0.00202389,-0,-0.114612,50.3838,1.01194,50.3838,
Sun Feb 11 14:26:36 2018,9776568,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4990,4020,1200,0,32,32,0.143652,-0.196325,-10.8457,-0.0148991,0.766241,0.0117065,26.9648,30.525,48.5906,0.758841,55.3574,1.18605,-0.201123,0.984923,-0.00256145,-0,-0.0812534,50.3838,1.28072,50.3838,
Sun Feb 11 14:26:36 2018,9786569,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4990,4020,1200,0,32,32,-0.612916,-0.0143652,-9.70609,0.042569,0.749214,0.0042569,26.9648,30.525,48.5906,-3.61329,55.6488,1.05749,-0.176573,0.880915,-0.00326222,-0,-0.105923,50.3838,1.63111,50.3838,
Sun Feb 11 14:26:36 2018,9796570,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5012,4034,1196,0,8,32,-0.158017,-0.483629,-8.73884,0.0723673,0.725801,-0.0266056,26.9648,30.525,48.5906,-1.03592,55.942,0.928782,-0.151691,0.777091,-0.00400304,-0,-0.111975,50.3838,2.00152,50.3838,
Sun Feb 11 14:26:36 2018,9806571,921.246,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5000,4030,1194,0,32,14,-0.0766145,-0.248997,-9.80186,0.113872,0.594901,0.00957802,26.9648,30.525,48.5906,-0.447833,56.266,0.80172,-0.0988983,0.702821,-0.00470272,-0,-0.105757,50.3838,2.35136,50.3838,
Sun Feb 11 14:26:36 2018,9816572,921.246,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5000,4030,1194,0,32,14,0.277727,-0.742203,-8.67659,0.114936,0.478901,-0.0436332,26.9648,30.525,48.5906,1.83335,56.5857,0.682336,-0.0543004,0.628036,-0.00556068,-0,-0.129682,50.3838,2.78034,50.3838,
Sun Feb 11 14:26:36 2018,9826573,921.246,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5000,4030,1194,0,32,14,1.16837,-0.837971,-11.8417,0.0659819,0.544883,-0.0234129,26.9648,30.525,48.5906,5.63489,56.8533,0.578878,-0.063157,0.515721,-0.0063402,-0,-0.117826,50.3838,3.1701,50.3838,
Sun Feb 11 14:26:36 2018,9836574,921.246,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4990,4028,1194,0,32,14,0.761356,-0.459687,-10.9367,0.0553397,0.46613,-0.0766241,26.9648,30.525,48.5906,3.98221,57.1623,0.498152,-0.0313612,0.466791,-0.00726806,-0,-0.140247,50.3838,3.63403,50.3838,
Sun Feb 11 14:26:36 2018,9846575,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4990,4028,1194,0,32,14,1.91536,0.129287,-11.5736,-0.0148991,0.503378,-0.0532112,26.9648,30.525,48.5906,9.39697,57.4381,0.444108,-0.0339332,0.410175,-0.00796205,-0,-0.104898,50.3838,3.98103,50.3838,
Sun Feb 11 14:26:36 2018,9856576,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5030,4034,1196,0,30,32,0.167594,-0.296881,-9.80186,0.0893948,0.309689,-0.0553397,26.9648,30.525,48.5906,0.97956,57.7801,0.4154,0.0271236,0.442523,-0.00879327,-0,-0.12564,50.3838,4.39664,50.3838,
Sun Feb 11 14:26:36 2018,9866577,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5030,4034,1196,0,30,32,1.13006,0.641646,-8.89207,0,0.277763,-0.0574681,24.5449,33.3,46.9266,7.24271,58.0757,0.405116,0.0385585,0.443675,-0.00930117,-0,-0.0767701,50.3838,4.65059,50.3838,
Sun Feb 11 14:26:36 2018,9876578,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4996,4012,1200,0,32,14,0.90022,-0.129287,-9.62469,0.117065,0.0979086,0.0138349,24.5449,33.3,46.9266,5.34347,58.4137,0.413815,0.0894149,0.50323,-0.00993406,-0,-0.0956622,50.3838,4.96703,50.3838,
Sun Feb 11 14:26:36 2018,9886579,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5004,4050,1194,0,30,14,1.19231,-0.339977,-9.94551,-0.0649177,0.122386,-0.0404405,24.5449,33.3,46.9266,6.83625,58.6932,0.443586,0.0796197,0.523205,-0.0103245,-0,-0.0590161,50.3838,5.16225,50.3838,
Sun Feb 11 14:26:36 2018,9896580,921.88,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5004,4050,1194,0,30,14,1.74298,-0.588974,-11.4156,0.0691746,-0.0351194,0.0415047,24.5449,33.3,46.9266,8.68114,59.0248,0.495291,0.120222,0.615513,-0.0107617,-0,-0.0660836,50.3838,5.38085,50.3838,
Sun Feb 11 14:26:36 2018,9906581,920.577,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5004,4050,1194,0,30,14,1.45089,-0.45011,-10.1562,-0.0915233,-0.0446974,0.00106422,24.5449,33.3,46.9266,8.13011,59.314,0.571243,0.116385,0.687628,-0.0109854,-0,-0.0338072,50.3838,5.49269,50.3838,
Sun Feb 11 14:26:36 2018,9916582,920.577,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4990,4032,1202,0,8,32,1.70467,-0.656011,-10.6303,0.00532112,-0.212845,0.00744957,24.5449,33.3,46.9266,9.11042,59.6486,0.67072,0.155888,0.826608,-0.0112253,-0,-0.0362619,50.3838,5.61264,50.3838,
Sun Feb 11 14:26:36 2018,9926583,920.577,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4990,4032,1202,0,8,32,0.905008,0.0670376,-11.3581,0.0308625,-0.2469,0.0383121,24.5449,33.3,46.9266,4.55568,59.9449,0.78838,0.154699,0.943078,-0.011148,0,0.0116746,50.3838,5.57402,50.3838,
Sun Feb 11 14:26:36 2018,9936584,920.577,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4056,1202,0,8,30,1.72861,-0.402226,-9.46188,-0.00851379,-0.485286,-0.0276698,24.5449,33.3,46.9266,10.3533,60.2996,0.920032,0.209018,1.12905,-0.0110647,0,0.0125936,50.3838,5.53236,50.3838,
Sun Feb 11 14:26:36 2018,9946585,921.394,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4056,1202,0,32,12,0.770933,-0.177171,-11.4922,0.160698,-0.551268,0.00212845,24.5449,33.3,46.9266,3.83784,60.605,1.06449,0.210692,1.27518,-0.0107012,0,0.0549456,50.3838,5.3506,50.3838,
Sun Feb 11 14:26:36 2018,9956586,921.394,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4056,1202,0,32,12,0.368707,-0.215478,-8.78672,-0.117065,-0.663012,-0.0106422,24.5449,33.3,46.9266,2.40283,60.9235,1.21193,0.22397,1.4359,-0.0102792,0,0.0637814,50.3838,5.13962,50.3838,
Sun Feb 11 14:26:36 2018,9966587,921.394,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4056,1202,0,32,12,0.746991,-0.282516,-9.27035,0.124514,-0.728994,-0.0989729,24.5449,33.3,46.9266,4.60686,61.2289,1.35477,0.222732,1.5775,-0.00957187,0,0.106919,50.3838,4.78594,50.3838,
Sun Feb 11 14:26:36 2018,9976588,921.394,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4038,1200,0,30,32,0.220267,0.488417,-6.27281,-0.150056,-0.822645,-0.0297983,24.5449,33.3,46.9266,2.01109,61.5422,1.49322,0.228338,1.72156,-0.00893209,0,0.0967038,50.3838,4.46605,50.3838,
Sun Feb 11 14:26:36 2018,9986589,921.394,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4038,1200,0,30,32,0.105345,-0.847547,-9.83538,0.272441,-0.942903,-0.0681104,24.5449,33.3,46.9266,0.613661,61.8631,1.62299,0.239899,1.86289,-0.00806493,0,0.131072,50.3838,4.03247,50.3838,
Sun Feb 11 14:26:36 2018,9996590,921.394,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5036,4050,1198,0,8,32,0.612916,-0.497994,-8.52815,-0.372478,-0.782205,-0.120257,24.5449,33.3,46.9266,4.11077,62.1036,1.74254,0.17258,1.91512,-0.0071784,0,0.134001,50.3838,3.5892,50.3838,
Sun Feb 11 14:26:36 2018,10006591,921.689,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4990,3986,1198,0,32,14,-0.694318,-0.387861,-11.6406,-0.0244772,-0.742829,-0.0798168,24.5449,33.3,46.9266,-3.41344,62.3788,1.85047,0.14358,1.99405,-0.00624408,0,0.141224,50.3838,3.12204,50.3838,
Sun Feb 11 14:26:36 2018,10016592,921.689,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4990,3986,1198,0,32,14,0.622492,-0.818817,-10.1897,-0.387378,-0.76092,-0.162826,24.5449,33.3,46.9266,3.49587,62.6704,1.94298,0.132245,2.07523,-0.0051546,0,0.164676,50.3838,2.5773,50.3838,
Sun Feb 11 14:26:36 2018,10026593,921.689,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4990,3986,1198,0,32,14,-1.1157,-0.0574608,-12.1721,0.0564039,-0.839673,-0.0691746,24.5449,33.3,46.9266,-5.23711,62.9795,2.01873,0.137999,2.15673,-0.00410241,0,0.15904,50.3838,2.05121,50.3838,
Sun Feb 11 14:26:36 2018,10036594,921.689,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,3990,1192,2,8,32,0.526724,-0.138864,-8.30788,-0.255414,-0.822645,-0.101101,24.5449,33.3,46.9266,3.62773,63.2611,2.07725,0.116493,2.19375,-0.00296018,0,0.17265,50.3838,1.48009,50.3838,
Sun Feb 11 14:26:36 2018,10046595,920.525,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,3990,1192,2,8,32,-0.497994,-0.0047884,-12.7324,0.00212845,-0.853508,-0.0702388,24.5449,33.3,46.9266,-2.23984,63.5564,2.12276,0.109506,2.23226,-0.00198685,0,0.147121,50.3838,0.993424,50.3838,
Sun Feb 11 14:26:36 2018,10056596,920.525,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5034,3986,1200,0,8,32,-0.320823,0.23942,-7.04853,-0.17134,-0.79604,-0.0468259,24.5449,33.3,46.9266,-2.6061,63.8264,2.15311,0.0784877,2.2316,-0.000949688,0,0.156768,50.3838,0.474844,50.3838,
Sun Feb 11 14:26:36 2018,10066597,920.525,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5034,3986,1200,0,8,32,-0.991199,0.23942,-12.7036,0.0564039,-0.744957,-0.0127707,24.5449,33.3,46.9266,-4.46146,64.0983,2.16152,0.0515636,2.21308,0.000116262,0,0.16112,50.3838,-0.0581308,50.3838,
Sun Feb 11 14:26:36 2018,10076598,920.525,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5014,3994,1196,0,32,14,-0.507571,0.402226,-6.96234,-0.127707,-0.726865,-0,24.5449,33.3,46.9266,-4.16962,64.3796,2.14624,0.03577,2.18201,0.00108527,0,0.146468,50.3838,-0.542637,50.3838,
Sun Feb 11 14:26:36 2018,10086599,920.525,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4994,3972,1192,0,8,32,-2.28407,0.234632,-11.1618,0.128771,-0.609801,0.0436332,24.5449,33.3,46.9266,-11.565,64.6325,2.10116,-0.00593521,2.09522,0.00192736,0,0.127282,50.3838,-0.96368,50.3838,
Sun Feb 11 14:26:36 2018,10096600,920.525,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4994,3972,1192,0,8,32,-1.38385,-0.153229,-6.39252,-0.159634,-0.593837,0.032991,24.5449,33.3,46.9266,-12.2149,64.9144,2.01468,-0.0163714,1.99831,0.00269497,0,0.116026,50.3838,-1.34749,50.3838,
Sun Feb 11 14:26:36 2018,10106601,921.446,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4994,3974,1190,0,8,32,-2.35111,0.0143652,-11.746,0.131964,-0.334166,0.0787526,24.5449,33.3,46.9266,-11.3189,65.1265,1.8833,-0.0926428,1.79065,0.00346213,0,0.115957,50.3838,-1.73106,50.3838,
Sun Feb 11 14:26:36 2018,10116602,921.446,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4994,3974,1190,0,8,32,-1.0343,-0.0047884,-8.94474,-0.230937,-0.21923,0.0180918,30.4219,30.1781,46.5938,-6.59592,65.3801,1.71685,-0.122418,1.59444,0.00389768,0,0.0658338,50.3838,-1.94884,50.3838,
Sun Feb 11 14:26:36 2018,10126603,921.446,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4994,3974,1190,0,8,32,-1.47483,0.526724,-11.4634,0.17134,-0.00957802,0.105358,30.4219,30.1781,46.5938,-7.33112,65.6065,1.52802,-0.175159,1.35286,0.00445346,0,0.0840072,50.3838,-2.22673,50.3838,
Sun Feb 11 14:26:36 2018,10136604,921.446,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4016,1194,0,32,12,-1.91057,-0.464475,-11.0085,-0.106422,0.118129,0.0340552,30.4219,30.1781,46.5938,-9.84583,65.8564,1.32011,-0.2003,1.11981,0.00458327,0,0.0196209,50.3838,-2.29163,50.3838,
Sun Feb 11 14:26:36 2018,10146605,920.777,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4016,1194,0,32,12,-1.53229,0.703895,-5.74608,-0.0819453,0.145799,0.0766241,30.4219,30.1781,46.5938,-14.9314,66.1349,1.0853,-0.195139,0.890158,0.00496278,0,0.0573637,50.3838,-2.48139,50.3838,
Sun Feb 11 14:26:36 2018,10156606,920.777,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5030,4034,1192,0,32,14,-1.8148,-0.225055,-14.0157,0.336295,0.539562,0.0766241,30.4219,30.1781,46.5938,-7.37785,66.3086,0.821901,-0.289996,0.531905,0.00493023,-0,-0.00492025,50.3838,-2.46511,50.3838,
Sun Feb 11 14:26:36 2018,10166607,920.777,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4032,1198,0,8,32,-1.39343,-0.0574608,-7.46991,-0.422497,0.517213,0.019156,30.4219,30.1781,46.5938,-10.5664,66.6015,0.539797,-0.261667,0.278129,0.00470036,-0,-0.0347449,50.3838,-2.35018,50.3838,
Sun Feb 11 14:26:36 2018,10176608,920.777,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4032,1198,0,8,32,-1.95367,0.742203,-10.0269,0.534241,0.697067,0.122386,30.4219,30.1781,46.5938,-11.0255,66.8364,0.242316,-0.290175,-0.0478584,0.00462344,-0,-0.0116264,50.3838,-2.31172,50.3838,
Sun Feb 11 14:26:36 2018,10186609,920.777,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5006,4032,1198,0,8,32,-1.50356,-0.694318,-10.9846,-0.10323,0.770498,0.0159634,30.4219,30.1781,46.5938,-7.79415,67.1019,-0.0689369,-0.285997,-0.354934,0.00396095,-0,-0.100137,50.3838,-1.98047,50.3838,
Sun Feb 11 14:26:36 2018,10196610,920.777,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4024,1192,0,32,14,-0.890643,0.349553,-6.21056,0.0532112,0.669397,0.0638535,30.4219,30.1781,46.5938,-8.16103,67.4173,-0.386297,-0.233266,-0.619563,0.00353523,-0,-0.0643484,50.3838,-1.76761,50.3838,
Sun Feb 11 14:26:36 2018,10206611,921.359,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4024,1192,0,32,14,-0.933739,-1.10133,-14.8153,0.560846,1.03549,0.0542754,30.4219,30.1781,46.5938,-3.60631,67.5989,-0.701393,-0.312164,-1.01356,0.00259215,-0,-0.142547,50.3838,-1.29608,50.3838,
Sun Feb 11 14:26:36 2018,10216612,921.359,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5026,4034,1200,0,32,12,0.11971,-0.172383,-8.73405,-0.588516,1.11744,-0.0638535,30.4219,30.1781,46.5938,0.785255,67.8619,-1.00083,-0.305314,-1.30614,0.00149356,-0,-0.166054,50.3838,-0.74678,50.3838,
Sun Feb 11 14:26:36 2018,10226613,921.359,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4024,1200,0,32,12,-0.325611,0.23942,-8.11156,0.460809,1.18661,0.0542754,30.4219,30.1781,46.5938,-2.29872,68.1286,-1.27513,-0.294391,-1.56952,0.000684248,-0,-0.122329,50.3838,-0.342124,50.3838,
Sun Feb 11 14:26:36 2018,10236614,921.359,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4024,1200,0,32,12,-0.56982,-0.746991,-11.6885,0.0404405,1.14936,-0.0138349,30.4219,30.1781,46.5938,-2.79099,68.4257,-1.52754,-0.254125,-1.78167,-0.00065923,-0,-0.203069,50.3838,0.329615,50.3838,
Sun Feb 11 14:26:36 2018,10246615,922.037,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4024,1200,0,32,12,0.502782,0.0143652,-6.66067,-0.220294,0.985472,0.0106422,30.4219,30.1781,46.5938,4.3168,68.7592,-1.7561,-0.181616,-1.93772,-0.00186241,-0,-0.181862,50.3838,0.931204,50.3838,
Sun Feb 11 14:26:36 2018,10256616,922.037,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4984,4012,1194,0,8,32,0.761356,-1.26893,-14.4945,0.464002,1.12276,0.0553397,30.4219,30.1781,46.5938,3.00683,69.0063,-1.95025,-0.197119,-2.14737,-0.00337726,-0,-0.228972,50.3838,1.68863,50.3838,
Sun Feb 11 14:26:36 2018,10266617,922.037,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4984,4012,1194,0,8,32,1.82438,-1.20189,-10.3669,-0.471451,0.91949,-0.0138349,30.4219,30.1781,46.5938,9.98081,69.351,-2.10137,-0.117236,-2.21861,-0.00483629,-0,-0.220535,50.3838,2.41815,50.3838,
Sun Feb 11 14:26:36 2018,10276618,922.037,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4028,1200,0,8,32,0.833182,-0.11971,-11.4491,0.285212,0.976958,0.0830095,30.4219,30.1781,46.5938,4.16225,69.621,-2.20611,-0.115142,-2.32126,-0.00636334,-0,-0.230815,50.3838,3.18167,50.3838,
Sun Feb 11 14:26:36 2018,10286619,922.037,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4992,4028,1200,0,8,32,1.92973,-0.603339,-10.9942,-0.203267,0.945031,0.0202203,30.4219,30.1781,46.5938,9.95531,69.9167,-2.26695,-0.0883007,-2.35526,-0.00780337,-0,-0.217663,50.3838,3.90168,50.3838,
Sun Feb 11 14:26:36 2018,10296620,922.037,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5018,3812,1156,14,32,14,2.21224,-1.1157,-13.8145,0.0393763,0.821581,0.0510828,30.4219,30.1781,46.5938,9.09803,70.2385,-2.28276,-0.0383216,-2.32108,-0.00916582,-0,-0.205936,50.3838,4.58291,50.3838,
Sun Feb 11 14:26:36 2018,10306621,921.42,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4986,3830,1176,8,30,12,2.55222,0.158017,-11.1091,-0.1309,0.770498,0.00851379,30.4219,30.1781,46.5938,12.9387,70.5396,-2.24983,-0.0122816,-2.26211,-0.0104852,-0,-0.19943,50.3838,5.24261,50.3838,
Sun Feb 11 14:26:36 2018,10316622,921.42,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,4986,3830,1176,8,30,12,1.45567,0.220267,-11.4299,0.193689,0.462938,0.0957802,30.4219,30.1781,46.5938,7.25793,70.9142,-2.17134,0.0818814,-2.08946,-0.0117812,-0,-0.195885,50.3838,5.89059,50.3838,
Sun Feb 11 14:26:36 2018,10326623,921.42,1513,1513,1327,1514,1940,1514,-0.0469513,50.3838,1.18052,0,0.5,-1.19209e-07,5002,3942,1184,0,8,32,2.11647,0.454898,-8.39407,-0.401213,0.510828,-0,30.4219,30.1781,46.5938,14.1516,71.187,-2.05207,0.0703209,-1.98175,-0.0126918,-0,-0.137644,50.3838,6.34591,50.3838,
