today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=0, kded(D)=0.0006,signal, mad_pitch, multiplier
Sun Feb 11 14:22:29 2018,79358402,924.765,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5020,4142,1218,0,8,32,-0.258574,-0.316035,-10.3956,0.0212845,0.0223487,-0.00106422,28.5205,30.3516,44.7633,-1.42484,1777.31,-4.33242,0.0152419,-4.31718,0.0101953,-0,-0.285232,50.3838,-5.09764,50.3838,
Sun Feb 11 14:22:29 2018,79368403,924.765,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5020,4142,1218,0,8,32,-0.277727,-0.215478,-10.2951,0.0287341,0.0180918,-0.00106422,28.5205,30.3516,44.7633,-1.54528,1777.6,-4.45293,0.0178738,-4.43506,-0.020432,-0,-46.2936,50.3838,10.216,50.3838,
Sun Feb 11 14:22:29 2018,79378404,924.079,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1216,0,8,32,-0.268151,-0.263362,-10.3573,0.0308625,0.00106422,-0,28.5205,30.3516,44.7633,-1.48306,1777.89,-4.55205,0.0238767,-4.52817,-0.020041,0,0.591098,50.3838,10.0205,50.3838,
Sun Feb 11 14:22:29 2018,79388405,924.079,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1216,0,8,32,-0.244209,-0.325611,-10.252,0.0361836,-0.0106422,-0.00106422,28.5205,30.3516,44.7633,-1.36457,1778.18,-4.63111,0.0276923,-4.60342,-0.01944,0,0.908281,50.3838,9.72002,50.3838,
Sun Feb 11 14:22:29 2018,79398406,924.079,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4138,1216,0,8,32,-0.320823,-0.344765,-10.3908,0.0319267,-0.019156,-0.00106422,28.8662,33.8203,47.7586,-1.76848,1778.47,-4.69161,0.0302247,-4.66138,-0.0188633,0,0.871783,50.3838,9.43164,50.3838,
Sun Feb 11 14:22:29 2018,79408407,924.079,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,8,30,-0.3304,-0.311246,-10.3621,0.0212845,-0.032991,-0.0042569,28.8662,33.8203,47.7586,-1.82628,1778.76,-4.73561,0.0337706,-4.70183,-0.0182727,0,0.89263,50.3838,9.13636,50.3838,
Sun Feb 11 14:22:29 2018,79418408,924.079,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,8,30,-0.296881,-0.311246,-10.3382,0.0170276,-0.0436332,-0.00532112,28.8662,33.8203,47.7586,-1.64491,1779.05,-4.76466,0.0361552,-4.7285,-0.0176708,0,0.909884,50.3838,8.83538,50.3838,
Sun Feb 11 14:22:29 2018,79428410,924.079,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5020,4134,1216,0,32,14,-0.383072,-0.306458,-10.2951,0.0202203,-0.0500185,-0.00319267,28.8662,33.8203,47.7586,-2.13095,1779.34,-4.78009,0.037102,-4.74299,-0.0170783,0,0.895467,50.3838,8.53917,50.3838,
Sun Feb 11 14:22:29 2018,79438411,926.564,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5008,4138,1214,0,32,12,-0.488417,-0.287304,-10.3334,0.0212845,-0.0585323,-0.0042569,28.8662,33.8203,47.7586,-2.70613,1779.63,-4.7843,0.0383166,-4.74598,-0.0164635,0,0.929368,50.3838,8.23174,50.3838,
Sun Feb 11 14:22:29 2018,79448412,926.564,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5008,4138,1214,0,32,12,-0.459687,-0.344765,-10.228,0.0202203,-0.0606608,-0.0127707,28.8662,33.8203,47.7586,-2.57336,1779.92,-4.77963,0.0375744,-4.74206,-0.0158437,0,0.936767,50.3838,7.92186,50.3838,
