today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0025, kiei(I)=5e-07, kded(D)=0.0006,signal, mad_pitch, multiplier
Sun Feb 11 14:45:36 2018,11481405,0,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5034,4146,1220,0,8,30,1.98719,-0.311246,-9.71567,-0.124514,-1.18342,-0.145799,11.5811,30.3516,49.0898,11.5595,0.625504,0.0109094,0.598335,0.609244,6.11324e+30,6.11325e+24,1.46718e+32,0.0704193,0,0,
Sun Feb 11 14:45:36 2018,11491406,923.618,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4992,4122,1214,0,8,30,2.10211,0.0335188,-9.81623,-0.124514,-1.22067,-0.163891,11.5811,30.3516,49.0898,12.0871,0.922653,0.0540764,0.829471,0.883547,-0.00922195,-6.11325e+24,-1.46718e+32,0.0704193,3.7592,0,
Sun Feb 11 14:45:36 2018,11501408,923.618,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4992,4122,1214,0,8,30,2.40378,1.01993,-10.7117,-0.0691746,-1.2643,-0.175597,11.5811,30.3516,49.0898,12.6481,1.22163,0.139032,1.03958,1.17861,-0.00822368,9.9827e-10,0.0239585,0.0704193,3.35989,0,
Sun Feb 11 14:45:36 2018,11511409,923.618,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4992,4122,1214,0,8,30,2.37984,0.967257,-10.8984,0.019156,-1.30687,-0.175597,11.5811,30.3516,49.0898,12.3181,1.52031,0.263148,1.22762,1.49077,-0.00662554,1.59814e-09,0.0383553,0.0704193,2.72064,0,
Sun Feb 11 14:45:36 2018,11521410,923.618,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,5028,4142,1216,0,32,32,2.14999,0.6608,-11.0325,0.0830095,-1.33028,-0.163891,11.5811,30.3516,49.0898,11.0275,1.81349,0.421318,1.3898,1.81112,-0.00506105,1.56449e-09,0.0375477,0.0704193,2.09484,0,
Sun Feb 11 14:45:36 2018,11531411,923.618,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4994,4128,1218,0,8,30,2.38462,0.536301,-11.3725,0.134092,-1.32602,-0.131964,11.5811,30.3516,49.0898,11.8425,2.09875,0.608072,1.52536,2.13344,-0.00345218,1.60887e-09,0.038613,0.0704193,1.45129,0,
Sun Feb 11 14:45:36 2018,11541412,923.471,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4994,4128,1218,0,8,30,2.73897,0.502782,-10.9319,0.213909,-1.30155,-0.120257,11.5811,30.3516,49.0898,14.0658,2.37822,0.822694,1.63811,2.4608,-0.00187057,1.58161e-09,0.0379586,0.0704193,0.818649,0,
Sun Feb 11 14:45:36 2018,11551413,923.471,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4996,4122,1214,0,8,32,2.66235,0.0191536,-10.4339,0.250093,-1.27388,-0.094716,11.5811,30.3516,49.0898,14.3143,2.65677,1.06721,1.73421,2.80142,-0.000394098,1.47648e-09,0.0354354,0.0704193,0.228059,0,
Sun Feb 11 14:45:36 2018,11561414,923.471,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4996,4122,1214,0,8,32,2.11647,-0.497994,-10.4052,0.244772,-1.21109,-0.0319267,11.5811,30.3516,49.0898,11.4974,2.92526,1.33805,1.80598,3.14403,0.000979709,1.37381e-09,0.0329714,0.0704193,-0.321464,0,
Sun Feb 11 14:45:36 2018,11571415,923.471,1513,1513,1088,1514,1940,1514,-0.0469513,0.0704193,0.9,0,0.5,-1.19209e-07,4996,4122,1214,0,8,32,1.99676,-0.814029,-10.0604,0.205395,-1.13021,0.0308625,11.5811,30.3516,49.0898,11.226,3.18857,1.62664,1.85987,3.48651,0.0023199,1.3402e-09,0.0321647,0.0704193,-0.857543,0,
