today,microseconds_since_start,msl,a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2]
Fri Jun 29 19:32:54 2018,176651196,954.759827,-10.333374,2.42772055,-5.26724386,0.562974632,0.619378507,0.110679328,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176661200,955.880737,-8.36055183,3.07415485,-7.69017553,0.408662111,0.524662554,0.105358206,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176671205,955.880737,-5.66468096,4.12281513,-9.36132812,0.227743998,0.645984113,0.087266393,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176681211,955.880737,-4.17548752,4.62080908,-12.928689,0.116000444,0.439524621,0.102165528,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176691215,955.880737,-3.35188222,5.86100578,-8.1259203,-0.073431477,0.371414274,0.095780186,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176701219,953.187134,-4.20421791,4.41969633,-8.16422749,-0.27563408,0.162826315,0.111743547,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176711225,953.187134,-5.55933619,4.27125597,-5.2289362,-0.369285822,0.153248295,0.10429398,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176721232,953.187134,-7.08683681,4.89374828,-4.71657705,-0.330973744,0.071303025,0.112807773,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176731236,953.187134,-8.30787945,3.48595762,-3.06457806,-0.219230205,0.232000887,0.089394838,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176741360,953.187134,-7.09162521,2.9113493,-5.29118586,-0.227743998,0.274569869,0.046825867,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176751412,954.342773,-5.30076265,3.15076947,-8.32703304,-0.32671684,0.436331958,0,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176761417,954.342773,-3.61045599,3.00711727,-8.21689987,-0.349065572,0.52040565,-0.048954316,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176771424,954.342773,-2.21703076,2.20745397,-6.01423454,-0.301175475,0.680039287,-0.08194527,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176781428,954.342773,-0.325611413,2.36068273,-6.43082571,-0.23945047,0.656626403,-0.085137941,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176791434,954.342773,1.48919344,2.69587111,-7.38371801,-0.207523733,0.658754826,-0.074495703,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176801437,954.342773,4.70221186,2.31279874,-9.02614021,-0.244771585,0.56084621,-0.070238799,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176811444,951.979309,6.4691329,3.02627087,-8.86812305,-0.344808668,0.434203506,-0.063853458,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176821447,951.979309,8.27436066,3.63439822,-9.29429054,-0.371414274,0.283083647,-0.058532335,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176831459,951.979309,9.79228497,3.7205894,-10.4147768,-0.390570313,0.10748665,-0.046825867,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176841461,951.979309,11.3389387,5.2289362,-8.75798988,-0.307560831,-0.051082764,-0.035119399,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176851467,952.031494,10.9845972,3.81635737,-8.1163435,-0.194753036,-0.274569869,-0.018091813,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176861468,952.031494,12.7036343,4.36223555,-5.97113895,-0.190496147,-0.404405236,-0.012770691,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176872080,952.031494,8.65743351,5.07570744,-5.94719696,-0.098972857,-0.422497034,-0.010642243,29.0460949,42.2296867,-20.8125
Fri Jun 29 19:32:54 2018,176882345,952.031494,7.37414122,4.41011953,-6.95755005,-0.138349161,-0.399084091,-0.00744957,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176892557,952.031494,5.53060579,3.69185901,-5.53060579,-0.256478041,-0.487414718,0.009578018,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176902561,952.596252,8.0971899,0.4453215,-8.81545067,-0.526791036,-0.676846623,0.023412934,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176912564,952.596252,2.51391172,1.58974993,-6.99106884,-0.421432823,-0.558717728,0.058532335,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176922840,952.596252,-1.02950668,2.23139596,-11.5783596,-0.454423755,-0.537433267,0.093651734,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176933057,952.596252,-1.52271223,2.38941336,-15.0643167,-0.507634997,-0.496992737,0.172404334,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176943058,952.596252,-1.55623102,-3.7110126,-13.4314709,-0.554460824,-0.515084565,0.223487094,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176953059,952.596252,-5.07570744,-0.828393757,-16.8408146,-0.649176836,-0.537433267,0.32671684,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176963163,952.96991,-7.87213516,0.81881696,-10.3477392,-0.477836698,-0.616185844,0.291597456,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176973265,952.96991,-9.30865574,2.39420176,-9.11711979,-0.417175919,-0.456552207,0.221358657,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176983274,952.96991,-9.57680702,3.60566759,-9.72524738,-0.495928526,-0.302239686,0.159633636,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,176993278,952.96991,-9.04050541,4.12281513,-4.73573065,-0.573616862,0.027669832,0.09471596,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,177003283,952.205261,-7.31668043,6.37336493,-9.27034855,-0.624699652,0.290533215,0.093651734,34.2457047,37.3570328,-15.0890627
Fri Jun 29 19:32:54 2018,177013289,952.205261,-5.05655384,6.83784008,-11.9518547,-0.582130671,0.379928082,0.102165528,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177023293,952.205261,-4.40054274,6.90008926,-13.1298018,-0.555525064,0.41824013,0.09152329,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177033296,952.205261,-2.81558108,6.4595561,-14.0779057,-0.549139738,0.434203506,0.061725009,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177043300,952.205261,-2.53785372,7.37414122,-14.5663233,-0.493800074,0.445909977,0.098972857,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177053306,952.205261,-1.10612118,4.68305826,-13.8336973,-0.41824013,0.32671684,0.213909075,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177063310,953.734497,0.11971008,3.08852005,-14.1162128,-0.218165979,0.097908631,0.253285378,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177075212,953.734497,17.362751,0.842759013,-10.3956232,-0.471451342,0.926939368,0,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177085214,953.734497,6.69418764,0.33518824,-8.28872585,-0.004256897,-0.315010399,0.090459064,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177095219,953.734497,13.7331409,0.402225882,-13.5080862,-0.170275882,0.111743547,0.113871999,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177105221,953.734497,11.2000751,0.938527048,-14.7722244,-0.15856941,0.22455132,0.127706915,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177115223,952.839539,6.97191525,0.48362875,-13.565547,-0.122385792,0.359707803,0.116000444,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177125224,952.839539,1.21146607,0.751779318,-11.9901619,-0.05214699,0.39801988,0.171340108,38.9074249,35.9132805,-16.4765625
Fri Jun 29 19:32:54 2018,177135226,952.839539,-4.49631071,0.29688102,-7.91523075,0.041504748,0.180918127,0.194753036,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177145227,952.839539,-8.35576344,-0.196324542,-5.60722017,0.079816818,0.175597012,0.083009496,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177155228,953.526001,-9.69651699,0.033518825,-5.62158537,0.088330612,0.260734946,0.084073715,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177165230,953.526001,-9.53371143,-0.239420161,-7.18260479,0.028734056,0.365028918,0.124514237,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177175231,953.526001,-6.49786329,-1.28329206,-8.94952583,-0.102165528,0.339487553,0.152184069,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177185233,953.526001,-2.63362193,-1.47482824,-8.80108547,-0.309689254,0.166018993,0.197945714,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177195235,953.526001,1.40779054,-1.47003984,-10.0604353,-0.474644035,-0.004256897,0.26499185,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177205237,953.526001,4.62559748,-0.248996973,-10.0939541,-0.512956083,-0.071303025,0.269248754,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177215239,950.867126,4.2329483,0.009576807,-7.77636719,-0.383120745,-0.223487094,0.228808224,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177225240,950.867126,4.61602068,-0.201112941,-6.09563732,-0.288404793,-0.35757935,0.19900994,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177235241,950.867126,3.31357503,-0.392649084,-5.95677376,-0.308625042,-0.601286709,0.184110805,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177245242,950.867126,2.9113493,-1.31202257,-7.21133518,-0.424625486,-0.687488914,0.144734502,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177255243,952.717896,1.28329206,-2.09253216,-7.23527765,-0.539561689,-0.741764307,0.137284935,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177265244,952.717896,0.450109899,-2.45645094,-11.3868227,-0.476772487,-0.670461297,0.151119843,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177275246,952.717896,-2.7389667,-3.41413164,-10.5344877,-0.321395725,-0.58106643,0.034055177,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177285248,952.717896,-4.69742346,-0.703895271,-8.53772354,-0.126642689,-0.26499185,-0.09152329,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177295249,952.717896,-5.88973618,0.924161851,-6.94797325,-0.051082764,0,-0.110679328,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177305251,952.717896,-6.44040251,1.8579005,-5.59285498,-0.0787526,0.245835811,-0.141541824,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177315253,952.7005,-5.82269859,2.97838688,-8.45631981,-0.108550876,0.361836255,-0.171340108,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177325254,952.7005,-5.30076265,3.30399823,-9.33259773,-0.096844412,0.374606937,-0.16814743,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177335255,952.7005,-4.94642067,3.7301662,-11.2527475,-0.181982353,0.243707359,-0.155376747,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177345257,952.7005,-4.77403831,5.39174223,-11.8608751,-0.284147888,0.127706915,-0.127706915,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177355258,952.622314,-5.27682066,5.12359142,-11.6693392,-0.302239686,0.012770691,-0.083009496,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177365260,952.622314,-5.14274502,5.7843914,-9.87847614,-0.197945714,-0.092587516,-0.015963364,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177375261,952.622314,-5.32949305,5.2049942,-8.63349152,0.040440522,-0.23945047,0.044697419,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177385263,952.622314,-5.16668701,6.89051247,-5.56412458,0.256478041,-0.379928082,0.10429398,40.8796883,34.6500015,-15.609376
Fri Jun 29 19:32:54 2018,177395264,952.622314,-5.71735334,5.07570744,-5.88015938,0.338423312,-0.577873766,0.232000887,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177405266,952.622314,-6.73249483,3.54341841,-9.4570961,0.313946158,-0.692809999,0.2852121,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177415267,952.856934,-6.11000252,2.36068273,-14.15452,0.169211656,-0.86734277,0.26499185,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177425268,952.856934,-7.46512079,0.071826048,-14.887146,0.092587516,-0.933324695,0.220294431,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177435269,952.856934,-10.2567596,-1.10612118,-13.6277962,0.084073715,-0.885434628,0.14792718,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177445271,952.856934,-11.6837044,-2.20745397,-14.7339172,0.112807773,-0.786461771,0.101101309,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177455273,952.709229,-11.7220116,-2.96402168,-16.0507278,0.108550876,-0.617250085,0.05214699,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177465275,952.709229,-10.9127712,-3.02627087,-14.6908216,0.072367251,-0.484222054,0.001064224,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177475278,952.709229,-10.9750204,-2.54743052,-11.5544176,0.139413387,-0.325652629,-0.046825867,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177485279,952.709229,-9.84974575,-1.20188928,-8.96867943,0.241578907,-0.250092715,-0.070238799,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177495281,952.709229,-9.05487061,-0.143652096,-8.64306831,0.279890984,-0.106422424,-0.101101309,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177505288,952.778748,-8.32224464,1.01992989,-8.76756668,0.320331514,-0.076624148,-0.125578463,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177515296,952.778748,-8.00142193,2.71502471,-9.39005852,0.385249197,-0.005321121,-0.129835367,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177525299,952.778748,-7.12035561,3.29442143,-12.1481791,0.246900037,-0.057468113,-0.137284935,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177535307,952.778748,-7.10599041,4.39575434,-17.0371399,0.067046128,-0.124514237,-0.136220708,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177545311,952.778748,-5.26724386,4.64475107,-19.9149685,0.043633197,-0.171340108,-0.09471596,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177555317,952.778748,-5.64552736,5.88973618,-17.7314568,0.225615546,-0.189431921,-0.035119399,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177565325,952.396423,-4.91769028,5.2049942,-11.3054199,0.542754412,-0.312881947,-0.002128449,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177575330,952.396423,-4.01747036,6.44519091,-5.84185219,0.737507403,-0.372478485,0.076624148,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177585336,952.396423,-3.51468801,5.32949305,-3.83551097,0.799232423,-0.46932292,0.164954767,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177595343,952.396423,-4.09408474,3.43807364,-4.80755711,0.618314326,-0.567231536,0.197945714,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177605350,952.926453,-3.89297199,2.03985977,-10.6254673,0.34693712,-0.653433681,0.205395281,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177615351,952.926453,-3.32794023,0.191536129,-12.8951702,0.14792718,-0.66301173,0.187303469,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177625360,952.926453,-1.99676418,0.114921682,-13.9007349,0.010642243,-0.605543613,0.184110805,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177635363,952.926453,-0.48362875,1.00556469,-16.6444893,-0.13302803,-0.470387131,0.184110805,49.127346,33.9281273,-12.8343754
Fri Jun 29 19:32:54 2018,177645370,952.926453,1.81001651,1.92972648,-17.5973816,-0.28627634,-0.287340552,0.178789675,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177655375,952.926453,2.9113493,2.83952308,-15.5814648,-0.400148332,-0.037247852,0.210716411,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177665382,952.535461,3.7253778,3.47159243,-15.8208847,-0.48954317,0.141541824,0.223487094,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177675387,952.535461,3.80678058,4.06056595,-13.1776857,-0.43846041,0.276698321,0.219230205,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177685393,952.535461,4.44363832,4.21379471,-9.76355457,-0.441653073,0.294790119,0.205395281,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177695403,952.535461,4.14675713,4.5298295,-9.48103905,-0.499121189,0.245835811,0.19900994,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177705405,953.447754,3.28963304,4.07493114,-9.59117222,-0.600222468,0.141541824,0.200074166,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177715408,953.447754,1.53707743,3.02148247,-11.8321447,-0.707709134,0.061725009,0.188367695,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177725416,953.447754,-1.21625447,3.18428826,-11.3341503,-0.742828548,0.002128449,0.141541824,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177735421,953.447754,-4.45800352,2.25533795,-10.3525276,-0.720479846,0,0.015963364,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177745425,953.447754,-8.28393745,2.67671752,-8.81066227,-0.634277642,0.079816818,-0.0787526,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177755428,953.447754,-10.0364933,2.6144681,-6.71334124,-0.50018543,0.2852121,-0.079816818,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177765432,952.709229,-10.1418381,1.69509482,-5.05176544,-0.374606937,0.493800074,-0.077688374,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177775439,952.709229,-7.35498762,1.20188928,-4.67826986,-0.344808668,0.665140152,-0.124514237,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177785444,952.709229,-3.78762698,0.981622696,-5.67904615,-0.413983256,0.682167768,-0.153248295,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177795447,952.709229,-1.20188928,-0.129286885,-4.42927313,-0.597029805,0.601286709,-0.164954767,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177805452,953.143677,0.474051923,-0.301669419,-3.74453139,-0.739635885,0.425689697,-0.170275882,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177815459,953.143677,0.502782345,-0.660799682,-2.18830037,-0.711966038,0.183046579,-0.169211656,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177825462,953.143677,1.09175599,-1.01514149,-2.30801034,-0.534240603,-0.026605606,-0.163890541,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177835468,953.143677,-0.52193594,-0.948103845,-1.36948335,-0.284147888,-0.236257792,-0.146862954,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177845475,953.143677,1.04387188,-0.454898328,-2.53306532,-0.17346856,-0.310753495,-0.140477598,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177855479,953.143677,1.06781399,-1.04866028,-4.25689077,-0.22455132,-0.334166437,-0.218165979,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177865485,952.422485,1.99197578,-0.679953277,-8.6813755,-0.457616448,-0.177725449,-0.303303927,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177875488,952.422485,4.5202527,-0.062249243,-11.7794724,-0.658754826,0.040440522,-0.297982812,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177885496,952.422485,8.42758942,0.641646028,-11.4682255,-0.672589719,0.344808668,-0.235193565,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177895504,952.422485,10.0508585,0.454898328,-12.0667763,-0.484222054,0.559781969,-0.167083219,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177905507,953.108887,9.40921211,-0.392649084,-15.7346935,-0.19900994,0.736443222,-0.125578463,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177915513,953.108887,10.8361568,-0.411802679,-14.5136509,0.064917684,0.834351838,-0.068110354,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177925518,953.108887,7.50821638,0.263362169,-12.8281326,0.163890541,0.883306146,0.001064224,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177935520,953.108887,3.10767365,0.172382519,-10.82658,0.159633636,0.825838029,0.058532335,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177945528,953.108887,0.320823014,-0.459686726,-12.1433907,0.197945714,0.812003136,0.076624148,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177955534,953.108887,-0.890643001,-0.837970555,-11.1713448,0.223487094,0.780076385,0.109615102,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177965538,953.022034,-1.60890353,-0.459686726,-10.6685629,0.208587959,0.73431474,0.201138392,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177975547,953.022034,-1.35511816,-0.74220252,-10.0748005,0.163890541,0.669397056,0.292661667,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177985553,953.022034,-1.52750063,-0.866701007,-8.80108547,0.079816818,0.59170872,0.322459966,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,177995558,953.022034,-2.18830037,-0.890643001,-4.88895988,0.072367251,0.486350507,0.309689254,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,178005567,952.743958,-1.53228903,0.320823014,-3.03105927,0.114936225,0.423561275,0.302239686,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,178015574,952.743958,-0.919373453,0.33518824,-1.51313543,0.217101753,0.320331514,0.297982812,59.1679726,31.4015636,-10.0593758
Fri Jun 29 19:32:54 2018,178025581,952.743958,-1.96324539,0.70868367,-0.411802679,0.279890984,0.196881488,0.282019436,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178035588,952.743958,-2.14999318,-0.359130263,-4.02225876,0.300111234,0.040440522,0.230936661,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178045589,952.743958,-3.95043278,-1.92972648,-4.5394063,0.262863398,-0.11706467,0.130899593,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178055594,952.743958,-6.39251852,-2.62883353,-6.1866169,0.208587959,-0.202202618,0.019156037,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178065595,952.335571,-6.1961937,-2.70065951,-5.17147541,0.292661667,-0.141541824,-0.027669832,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178075920,952.335571,-6.35421133,-3.13161588,-2.46602774,0.485286266,-0.063853458,0.001064224,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178085962,952.335571,-5.30076265,-2.77248549,-2.66235232,0.598094046,0.109615102,-0.001064224,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178095969,952.335571,-3.53384161,-2.7341783,-3.15076947,0.44910264,0.179853901,-0.023412934,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178105972,952.943787,-1.08217919,-2.24576116,-4.5489831,0.267120302,0.14792718,-0.015963364,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178115977,952.943787,0.684741676,-2.23618436,-6.30632734,0.272441417,0.022348709,-0.001064224,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178125984,952.943787,4.11802673,-1.16837037,-8.58081913,0.350129783,-0.045761645,-0.013834916,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178135989,952.943787,4.24731398,0.507570744,-6.36857653,0.460809112,-0.058532335,-0.021284485,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178145996,952.943787,2.79642749,1.21146607,-8.05409431,0.416111708,-0.022348709,-0.017027589,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178156000,952.943787,-0.81881696,3.11246204,-7.60877275,0.370350063,0.036183626,0.01489914,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178166008,952.10968,-4.26167917,4.01268196,-7.38371801,0.305432379,0.044697419,0.030862505,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178176010,952.10968,-10.4387188,4.2281599,-1.35511816,0.243707359,-0.037247852,0.003192673,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178186015,952.10968,-14.1162128,3.15555787,-5.45877981,0.194753036,0.057468113,-0.021284485,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178196022,952.10968,-16.4577427,3.01669407,-7.01501083,0.00744957,0.124514237,-0.053211212,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178206023,953.552063,-15.7011747,1.51792383,-5.90410137,0.073431477,0.385249197,-0.100037083,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178216026,953.552063,-14.5806885,1.26413846,-5.72693014,0.157505199,0.516148746,-0.123450018,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178226027,953.552063,-12.785037,0.330399841,-3.67749381,0.184110805,0.62257123,-0.139413387,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178236028,953.552063,-10.8074265,1.32159936,-4.35265875,0.154312521,0.601286709,-0.121321566,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178246029,953.552063,-7.41244841,0.560243189,-4.96078587,0.06917458,0.580002248,-0.097908631,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178256030,952.370361,-5.86579418,0.814028561,-7.4459672,-0.14792718,0.490607381,-0.06917458,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178266031,952.370361,-2.21224236,0.105344877,-7.81946278,-0.29585436,0.473579794,-0.020220261,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178276032,952.370361,-1.7717092,-0.004788403,-8.07803631,-0.375671178,0.439524621,0.030862505,64.1882858,32.484375,20.1187515
Fri Jun 29 19:32:54 2018,178286033,952.370361,-0.689530075,0.833182156,-8.48505116,-0.474644035,0.432075053,0.059596561,43.9277344,45.297657,27.5765629
