today,microseconds_since_start,msl,a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2]
Fri Jun 29 19:32:54 2018,178296034,952.370361,-1.8483237,0.905008256,-10.0125513,-0.457616448,0.383120745,0.074495703,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178306111,952.370361,-2.35110593,1.7717092,-10.5632181,-0.376735389,0.31607461,0.090459064,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178316114,952.370361,-6.86178207,2.22181916,-7.82903957,-0.279890984,0.291597456,0.074495703,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178326120,951.77948,-10.8553104,2.92092609,-8.18338108,-0.143670276,0.395891428,0.024477158,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178336125,951.77948,-11.9949503,3.67749381,-10.2663364,-0.057468113,0.55126816,0.020220261,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178346130,951.77948,-10.7020817,3.5529952,-9.60074902,-0.032990951,0.764113009,0.011706467,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178356137,951.77948,-7.61834955,3.99352837,-8.59039593,0.040440522,0.897141039,-0.003192673,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178366146,953.72583,-4.44842672,3.80678058,-4.09408474,0.138349161,1.00037086,0.009578018,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178376150,953.72583,1.34554136,5.66468096,-4.8410759,0.292661667,1.10679328,-0.017027589,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178386154,953.72583,3.76368499,4.06535435,-8.16901588,0.327781081,1.19299543,0.089394838,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178396157,953.72583,5.62637377,2.63362193,-10.8600988,0.310753495,1.06422424,0.175597012,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178406164,952.813477,5.43483782,0.019153614,-11.3676691,0.252221167,0.863085866,0.152184069,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178416172,952.813477,4.48194551,0.076614454,-10.0364933,0.338423312,0.753470778,0.134092256,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178426176,952.813477,1.28808045,-1.30723405,-5.54975939,0.325652629,0.736443222,0.160697863,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178436184,952.813477,-0.550666392,-1.91536129,-4.90811348,0.211780638,0.874792337,0.113871999,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178446190,952.813477,-1.09654438,-1.32638776,-4.91290188,0.093651734,1.04613245,0.059596561,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178456195,952.813477,0.378283858,-2.16914678,-4.96557426,0.006385345,1.27494073,0.008513794,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178466203,953.117615,1.48440504,-1.92493808,-9.01656342,-0.13302803,1.48246443,-0.01489914,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178476208,953.117615,2.56179571,-2.97359848,-10.8840408,-0.216037527,1.64422655,-0.05214699,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178486215,953.117615,2.51870012,-3.16992307,-8.66222191,-0.109615102,1.75384164,-0.140477598,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178496222,953.117615,0.943315446,-3.00711727,-3.59130239,0.109615102,1.82408047,-0.177725449,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178506225,951.362427,-0.612915635,-4.94642067,-2.29364514,0.256478041,1.78683257,-0.188367695,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178516230,951.362427,1.29286885,-6.58405447,-2.19308877,0.201138392,1.66231835,-0.211780638,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178526233,951.362427,5.82269859,-5.2049942,-6.06211853,-0.044697419,1.5665381,-0.221358657,43.9277344,45.297657,27.5765629
Fri Jun 29 19:32:54 2018,178536239,951.362427,6.88572407,-3.60087919,-13.6708918,-0.304368138,1.49097824,-0.102165528,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178546243,951.362427,7.61834955,-3.22738385,-14.2167692,-0.302239686,1.26642692,0.01489914,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178556249,951.362427,6.1866169,-3.12682748,-10.4866037,-0.102165528,1.05890322,0.061725009,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178566256,953.795349,4.28562117,-2.25533795,-7.81467438,0.012770691,0.83648026,0.098972857,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178576259,953.795349,5.46835661,-1.54186583,-8.77235508,-0.148991406,0.789654434,0.113871999,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178586265,953.795349,3.39497805,-3.8833952,-9.54328823,-0.277762532,0.756663442,0.092587516,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178596273,953.795349,3.19865346,-3.74931979,-9.03571701,-0.163890541,0.905654848,0.041504748,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178606276,953.586792,2.7485435,-4.13239193,-7.01501083,0.073431477,1.0046277,0.043633197,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178616280,953.586792,1.10133278,-3.74931979,-4.93684387,0.212844849,1.17277515,0.022348709,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178626287,953.586792,0.20590134,-5.61679697,-5.00388145,0.266056061,1.26004159,0.004256897,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178636293,953.586792,0.617704034,-6.01902294,-4.51067591,0.242643133,1.49204242,-0.058532335,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178646299,953.586792,1.65678751,-3.99352837,-4.16112232,0.2852121,1.6122998,-0.045761645,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178656303,953.586792,1.69988322,-4.10844994,-4.15154552,0.370350063,1.52503335,0.037247852,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178666308,952.578857,4.39096594,-2.7341783,-7.35977602,0.378863841,1.3302803,0.105358206,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178676312,952.578857,7.11077881,-2.64319873,-14.5375929,0.294790119,1.07699502,0.050018542,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178686316,952.578857,7.37414122,-4.26646757,-12.9095354,0.292661667,0.851379395,-0.01489914,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178696319,952.578857,7.56567717,-4.77403831,-11.4442835,0.559781969,0.698131144,-0.038312074,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178706326,953.604187,7.46512079,-4.43884993,-6.87614727,0.83648026,0.766241491,-0.046825867,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178716330,953.604187,7.97747993,-5.75087261,-7.38850641,0.854572117,0.772626817,-0.058532335,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178726334,953.604187,7.10120201,-5.82269859,-4.15633392,0.717287183,0.742828548,-0.057468113,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178736344,953.604187,6.50744009,-5.26724386,-6.29675055,0.429946601,0.532112122,-0.028734056,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178746348,953.604187,6.84741688,-2.09732056,-14.3556328,0.0787526,0.390570313,-0.02979828,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178756353,953.604187,7.70932913,0.962469041,-17.5686512,-0.015963364,0.183046579,0.025541382,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178766362,953.569397,7.81946278,1.7860744,-19.9006042,-0.143670276,0.058532335,0.054275438,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178776368,953.569397,5.99508095,2.94007969,-21.1408005,-0.27563408,-0.095780186,0.070238799,26.3566418,45.297657,1.9078126
Fri Jun 29 19:32:54 2018,178786373,953.569397,4.2329483,2.7676971,-21.2030506,-0.206459507,-0.065981902,0.098972857,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178796375,953.569397,3.42370844,3.09809685,-19.5941467,-0.140477598,-0.063853458,0.134092256,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178806385,952.874329,3.09330845,1.59932673,-16.4002819,-0.031926729,0.00744957,0.148991406,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178816390,952.874329,3.17949986,1.64721072,-14.5184393,0.105358206,0.152184069,0.154312521,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178826396,952.874329,4.59207869,0.464475125,-14.0108681,0.101101309,0.232000887,0.170275882,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178836399,952.874329,5.82269859,-0.411802679,-13.6325846,-0.054275438,0.363964707,0.0787526,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178846406,952.874329,7.7332716,-1.56580794,-13.9581957,-0.195817262,0.334166437,-0.02979828,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178856409,952.874329,9.26077175,-3.50989962,-16.6109715,-0.369285822,0.304368138,-0.041504748,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178866413,954.02124,10.4961805,-3.14598107,-15.9262295,-0.53104794,0.154312521,-0.023412934,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178876417,954.02124,10.8409452,-4.70700026,-14.81532,-0.31607461,0.088330612,-0.001064224,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178886425,954.02124,10.4578724,-5.10922623,-15.5431576,-0.270312965,-0.006385345,-0.01489914,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178896432,954.02124,9.76355457,-6.60799646,-16.2470531,-0.261799186,-0.08194527,-0.027669832,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178906437,953.369568,7.51779318,-6.29675055,-12.7754602,-0.25541383,-0.119193122,-0.024477158,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178916443,953.369568,7.76200199,-6.02381134,-12.7084227,-0.144734502,-0.179853901,-0.013834916,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178926450,953.369568,6.72291803,-5.00866985,-5.15232182,-0.00744957,-0.228808224,0.011706467,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178936453,953.369568,8.78193188,-3.76847339,-5.85142899,0.124514237,-0.383120745,0.025541382,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178946461,953.369568,21.3131828,8.37491703,-21.1120701,-0.325652629,-0.421432823,0.015963364,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178956465,953.369568,18.8471546,11.7220116,-26.2117195,2.43068814,-3.75777602,0.719415605,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178966480,954.759827,-0.124498487,-4.01747036,-5.57370138,3.40019655,-1.04826093,0.84712255,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178976500,954.759827,31.6082497,-18.3156433,-38.0103455,1.12594926,-3.50981164,-0.031926729,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178986623,954.759827,-12.9957266,8.51856995,19.5318966,-0.486350507,-4.57616425,-0.12025734,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,178997519,954.759827,18.26297,5.95198536,-41.5729179,1.69637346,-3.46405005,-0.291597456,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,179007520,954.516541,-12.1146603,-8.63827991,-22.8550491,0.164954767,-3.91102433,0.309689254,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,179017528,954.516541,2.10689735,-0.694318473,3.01190567,-0.070238799,-2.29978871,-0.403340995,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,179027805,954.516541,-13.9965029,3.69664741,-7.125144,0.269248754,-2.70206547,-0.054275438,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,179037811,954.516541,1.17315876,-3.02627087,-1.13485157,0.038312074,-0.860957444,-0.172404334,42.672657,43.3125,1.0406251
Fri Jun 29 19:32:54 2018,179048962,954.516541,-5.71735334,6.05254173,-30.0089245,-0.37779963,-1.38774848,0.14260605,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179058992,952.292114,-2.67671752,2.65277553,-7.21133518,0.487414718,-0.379928082,-0.150055617,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179068993,952.292114,-3.90733719,-3.90733719,-0.019153614,0.153248295,-0.523598373,-0.110679328,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179079112,952.292114,6.1914053,-1.59932673,-9.50498104,-0.464001775,1.22492218,-0.113871999,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179089161,952.292114,4.46758032,2.81558108,-35.6065674,-0.608736277,1.07167387,0.154312521,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179099168,952.292114,5.92804337,-0.378283858,-17.3100777,-0.006385345,1.52716184,0.183046579,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179109178,952.292114,-2.71023631,-0.579396784,-0.814028561,-0.388441861,1.06422424,0.065981902,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179119179,952.622314,-9.23204136,-2.48996973,-5.46356821,-0.074495703,1.49736357,-0.096844412,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179129182,952.622314,-10.6398325,-3.49553442,-21.1503773,-0.527855217,1.47395062,-0.13302803,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179139188,952.622314,-9.61032581,-1.17315876,-20.7481518,-0.947159588,1.67828166,-0.135156482,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179149201,952.622314,-5.40610743,0.325611413,-12.7802486,-0.782204866,1.37923467,-0.015963364,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179159202,953.26532,-2.10689735,-1.8674773,-14.4705553,-1.00249922,1.22385788,-0.045761645,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179169204,953.26532,0.033518825,0.497993946,-12.8951702,-1.33666575,0.860957444,-0.008513794,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179179217,953.26532,2.47081614,0.895431399,-13.1106482,-1.35156488,0.555525064,0.027669832,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179189218,953.26532,3.05500126,-0.814028561,-14.8296852,-1.27706909,0.058532335,0.044697419,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179199222,953.26532,3.30878663,0.172382519,-14.743494,-1.07060957,-0.365028918,0.09152329,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179209230,953.26532,4.2281599,1.09175599,-13.7858133,-0.802425086,-0.782204866,0.186239243,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179219251,955.889404,1.30723405,1.9393034,-6.26323175,-0.936517358,-1.1589402,0.228808224,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179229253,955.889404,2.79642749,5.04218864,-14.0012913,-1.2855829,-1.42712474,0.183046579,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179239255,955.889404,-1.67594111,6.42603731,-18.708292,-1.54738212,-1.70701575,0.128771141,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179249257,955.889404,-8.18816948,1.40779054,-15.8974991,-1.56973076,-1.86239254,-0.017027589,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179259258,955.941528,-11.0468464,3.08373165,-15.7777891,-1.28983986,-1.8113097,-0.148991406,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179269259,955.941528,-12.8041906,5.39174223,-10.0077629,-0.895012617,-1.72191489,-0.12025734,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179279261,955.941528,-10.5105457,4.80276871,-9.04529381,-0.653433681,-1.77299762,-0.126642689,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179289264,955.941528,-8.1067667,2.26970315,-4.55855989,-0.514020324,-1.94008088,-0.157505199,67.2363281,41.688282,-30.0046883
Fri Jun 29 19:32:54 2018,179299272,955.941528,-4.33350515,1.8531121,-5.83227539,-0.380992293,-2.10184288,-0.12025734,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179309276,955.941528,1.69509482,0.751779318,-11.60709,-0.535304785,-2.07417321,-0.106422424,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179319282,955.898071,8.07803631,0.531512797,-19.3499374,-0.561910391,-1.99329209,-0.024477158,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179329291,955.898071,13.9629841,2.99754047,-10.2184525,-0.056403887,-1.89006233,0.098972857,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179339298,955.898071,13.4314709,3.32315183,-8.16901588,0.261799186,-1.85919976,0.223487094,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179349300,955.898071,11.4011879,2.30801034,-10.8170033,0.246900037,-1.84004378,0.254349589,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179359306,955.255127,7.94874954,2.63362193,-14.130578,0.145798728,-1.77086926,0.202202618,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179369312,955.255127,-1.47482824,2.47560453,-19.8239899,0.219230205,-1.84323645,0.201138392,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179379322,955.255127,-7.93438435,1.03429508,-16.4002819,0.399084091,-2.08481526,0.178789675,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179389328,955.255127,-10.4482956,-0.272938997,-6.60320807,0.738571644,-2.05501699,-0.011706467,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179399329,955.255127,-12.1146603,-0.268150598,5.82748699,1.41435409,-1.71340108,-0.031926729,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179409333,955.255127,-7.31189203,-0.579396784,5.74608421,1.57185924,-1.45692301,0.028734056,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179419339,955.029175,1.934515,1.16358197,-2.48039293,1.18341744,-1.10892165,0.040440522,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179429343,955.029175,6.90487766,0.143652096,-6.38773012,0.978022099,-0.860957444,0.031926729,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179439349,955.029175,9.91199493,0.105344877,-8.05888271,0.834351838,-0.757727683,0.146862954,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179449356,955.029175,11.3820343,0.699106872,-9.63905621,0.81626004,-0.780076385,0.156440973,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179459363,953.691101,12.6701155,0.191536129,-9.37090492,0.895012617,-0.810938895,0.10429398,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179469367,953.691101,13.7810249,2.85867667,-14.27423,1.03336179,-0.787525952,0.093651734,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179479377,953.691101,11.7842607,3.5673604,-18.6939259,0.823709607,-0.73431474,0.095780186,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179489385,953.691101,4.56813669,3.27047944,-14.3269024,0.542754412,-0.955673397,0.116000444,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179499390,953.691101,-2.23618436,2.85388827,-13.3644333,0.620442748,-1.17490363,0.122385792,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179509399,953.691101,-1.58974993,5.24809027,-6.43082571,0.888627291,-1.46862948,0.176661223,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179519400,952.743958,-4.18985271,3.28484464,-5.02782345,0.876920819,-1.7293644,0.225615546,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179529406,952.743958,-2.42772055,1.8770541,-5.08049583,0.797104001,-1.87835586,0.101101309,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179539411,952.743958,2.03028297,1.22104287,-3.52426481,0.827966511,-1.86664939,-0.027669832,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179549416,952.743958,1.01514149,2.50433493,-8.89206505,0.705580711,-1.80173171,-0.02979828,19.1847668,30.860157,-20.985939
Fri Jun 29 19:32:54 2018,179559420,953.72583,-1.13006318,1.81001651,-6.52659369,0.420368582,-1.93263125,-0.028734056,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179569423,953.72583,-3.33751702,1.8626889,-7.69975233,0.235193565,-2.15611839,-0.02979828,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179579427,953.72583,-3.32794023,0.454898328,-5.38216543,0.159633636,-2.26786184,-0.028734056,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179589437,953.72583,-6.07169533,-2.37504816,-8.29351425,0.068110354,-2.45729375,-0.027669832,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179599440,953.72583,-4.56813669,-2.15956998,-9.51455784,-0.017027589,-2.34980726,-0.108550876,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179609444,953.72583,-3.94085598,-2.95444489,-13.4075289,-0.025541382,-2.23061419,-0.163890541,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179619452,953.204468,-1.8770541,-4.64953947,-10.5488529,0.030862505,-1.94540203,-0.202202618,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179629460,953.204468,3.40934324,-3.54341841,-13.0771294,0.045761645,-1.70488727,-0.221358657,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179639463,953.204468,8.14507389,-2.34631753,-16.4577427,0.262863398,-1.43244588,-0.187303469,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179649471,953.204468,10.1370497,-2.28406835,-10.4195652,0.420368582,-1.4037118,-0.024477158,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179659476,952.266052,10.6111021,-4.19942951,-8.02057552,0.36715737,-1.4484092,0.065981902,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179669478,952.266052,8.44195461,-3.33272862,-12.1050835,0.212844849,-1.47714329,0.084073715,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179679485,952.266052,1.13963997,-3.62960982,-14.8296852,0.174532786,-1.48140025,0.09152329,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179689489,952.266052,-4.60165548,-1.44130945,-15.1936035,0.370350063,-1.4047761,0.065981902,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179699494,952.266052,-10.4578724,-1.14921677,-8.73404789,0.687488914,-1.25472045,-0.053211212,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179709501,952.266052,-12.5120983,-1.11569798,-3.50032282,0.96950829,-1.08231604,-0.145798728,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179719506,953.256592,-7.50342798,-0.718260527,5.02782345,1.17383933,-0.920553982,-0.174532786,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179729514,953.256592,0.502782345,-2.23618436,-0.507570744,1.10040796,-0.649176836,-0.169211656,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179739517,953.256592,9.81143856,-0.411802679,-9.03571701,1.07167387,-0.194753036,-0.103229754,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179749522,953.256592,13.2830305,-1.8770541,-12.7754602,0.85670054,-0.14792718,0.080881044,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179759528,953.59552,9.69172859,-1.60890353,-10.3381624,0.952480733,-0.269248754,0.154312521,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179769537,953.59552,3.08852005,-1.47482824,-11.0755768,1.14936221,-0.322459966,0.113871999,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179779544,953.59552,-3.40455484,-1.92014968,-16.3907051,1.05038941,-0.46932292,0.067046128,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179789549,953.59552,-8.45631981,-2.09732056,-12.9813614,0.832223415,-0.599158287,0.001064224,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179799553,953.59552,-10.3668928,-1.98718739,-8.52814674,0.951416492,-0.539561689,-0.070238799,43.3898468,37.5375023,15.9562502
Fri Jun 29 19:32:54 2018,179809556,953.59552,-10.82658,-1.50355864,-8.81066227,1.08550882,-0.43846041,-0.087266393,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179819564,952.752686,-11.5448408,-1.8579005,-10.9271364,0.846058309,-0.583194911,-0.041504748,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179829567,952.752686,-9.89762974,-1.83395851,-4.63517427,0.747085452,-0.681103528,-0.036183626,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179839570,952.752686,-8.06845951,-4.58250189,-3.39976645,0.834351838,-0.897141039,0.011706467,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179849575,952.752686,-4.86022949,-4.55855989,-8.34139824,0.541690171,-0.96950829,-0.019156037,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179859580,952.27478,-2.01112938,-3.83072257,-6.4643445,0.301175475,-0.999306619,-0.046825867,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179869585,952.27478,-2.37983656,-3.52426481,-7.7476368,0.13302803,-0.96950829,-0.040440522,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179879588,952.27478,-3.42849684,-3.24653745,-12.6988459,-0.134092256,-1.03229749,-0.047890093,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179889596,952.27478,-4.30956316,-1.35032976,-12.0571995,-0.267120302,-1.13978422,-0.025541382,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179899604,952.27478,-5.34864664,-2.07337856,-8.33660984,-0.269248754,-1.27919757,0.015963364,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179909605,952.27478,-5.87537098,-3.38061285,-4.74051952,-0.19900994,-1.39839065,0.032990951,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179919612,952.77002,-5.04218864,-3.18907666,-5.84664059,-0.178789675,-1.44415236,-0.001064224,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179929617,952.77002,-3.54820681,-3.69185901,-7.09641361,-0.208587959,-1.38455582,-0.040440522,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179939628,952.77002,-1.48440504,-2.48996973,-10.237606,-0.28627634,-1.20150924,-0.093651734,72.7945328,30.3187504,-4.5093751
Fri Jun 29 19:32:54 2018,179949631,952.77002,1.12527478,-2.20745397,-9.648633,-0.33629486,-1.09827948,-0.139413387,72.7945328,30.3187504,-4.5093751
