today,microseconds_since_start,msl,T_Baro,rc0,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,rc6_scaled,rc7_scaled,roll_desired,,roll_cmd,roll_error,roll_error_rate,roll_error_sum,pitch_desired,,pitch_cmd,pitch_error,pitch_error_rate,pitch_error_sum,yaw_rate_desired,yaw_mpu_madgwick,yaw_cmd,yaw_rate_error,yaw_rate_error_rate,yaw_rate_error_sum,a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],m1cmd,m2cmd,m3cmd,m4cmd,throttle,time_gps,lat,lng,msl_gps,horz_accuracy,vert_accuracy,status_gps,prescribed_input1,prescribed_input2,prescribed_input3,prescribed_input4,prescribed_input_index,rpm
Fri Jun 29 20:29:52 2018,53573522,693.741211,29.2616291,1088,1940,1643,1512,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.234741211,-0.500000119,0.5,2561.68115,4400.70557,-20.0000038,,0.664808869,-28.6877537,-32.5150833,7.71864462,20,,0.552766204,15.5866241,58.9293938,25.8392849,-0.234741211,-58.5839005,-0.715040088,1.23212755,190.21019,19.5624657,1.69030643,2.55700731,2.9065609,1.23450017,-0.747085452,-0.058532335,35.859375,26.7093754,16.6500015,1.95000005,1.78111184,1.56860685,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,596,0
Fri Jun 29 20:29:52 2018,53583527,693.741211,29.2616291,1088,1940,1643,1512,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.234741211,-0.500000119,0.5,-1589.05542,-10236.6025,-20.0000038,,0.704107046,-28.926899,-23.9025764,7.43042755,20,,0.51382637,16.2574997,67.0540314,25.9985847,-0.234741211,-58.5762405,-0.662886083,-1.00034964,-223.136154,19.5636253,-1.04866028,-1.38384855,-6.7612257,1.13446307,-0.920553982,-0.119193122,35.859375,26.7093754,16.6500015,1.95000005,1.76789784,1.66005898,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,597,0
Fri Jun 29 20:29:52 2018,53593533,693.741211,29.2616291,1088,1940,1643,1512,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.234741211,-0.500000119,0.5,-2207.76538,-1979.30127,-20.0000038,,0.741390347,-29.1761131,-24.9064732,7.13973808,20,,0.441333979,16.9059925,64.8103943,26.1645012,-0.234741211,-58.6281319,-0.725249648,4.95127964,594.80603,19.5833912,-1.46046305,3.37582445,-1.30723405,1.05358207,-0.866278589,-0.046825867,35.859375,26.7093754,16.6500015,1.95000005,1.90275359,1.63497877,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,598,0
Fri Jun 29 20:29:52 2018,53603536,693.871582,29.2602024,1088,1940,1643,1512,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.234741211,-0.500000119,0.5,-5871.96631,-2458.02417,-20.0000038,,0.795320034,-29.4924355,-31.6227474,6.84630728,20,,0.368082732,17.5232162,61.7038651,26.3366985,-0.234741211,-58.6717834,-0.685195565,4.12910795,-82.1925125,19.6288071,-3.8786068,0.244208574,-1.62326872,0.908847511,-0.787525952,-0.093651734,35.859375,26.7093754,16.6500015,1.95000005,1.93595099,1.72896254,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,599,0
Fri Jun 29 20:29:52 2018,53613542,693.871582,29.2602024,1088,1940,1644,1513,1088,1940,1514,1514,-20.0000038,20,1.61995316,-0.117370605,-0.500000119,0.5,-6210.0752,456.309204,-20.0000038,,0.825525284,-29.7478199,-25.5231304,6.54992819,20,,0.311969161,17.9904251,46.6928673,26.5143738,-0.117370605,-58.7254944,-0.720182061,5.25050211,112.072166,19.6757336,-4.10366154,2.86825371,0.301669419,0.876920819,-0.723672509,-0.053211212,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.72529638,0.699999988,1.61995316,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,600,0
Fri Jun 29 20:29:52 2018,53623545,693.871582,29.2602024,1088,1940,1644,1513,1088,1940,1514,1514,-20.0000038,20,1.61995316,-0.117370605,-0.500000119,0.5,-3849.48828,-7228.15332,-20.0000038,,0.845797777,-30.0634422,-31.5527687,6.25078201,20,,0.226417407,18.6408672,65.024704,26.6975861,-0.117370605,-58.7694626,-0.722216547,4.27813101,-97.2079544,19.7233906,-2.54264212,0.071826048,-4.77403831,0.946095407,-0.587451816,-0.051082764,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.74353433,0.699999988,1.61995316,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,601,0
Fri Jun 29 20:29:52 2018,53633553,693.871582,29.2602024,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,-4351.63379,-9207.33887,-20.0000038,,0.843791604,-30.2074242,-14.3866844,5.9491868,20,,0.130302295,19.2696514,62.8281555,26.887291,-0.117370605,-58.8079376,-0.73154074,3.7270577,-55.063282,19.7634487,-2.87783051,5.40131903,-6.08127213,1.04932511,-0.370350063,-0.040440522,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.73108888,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,602,0
Fri Jun 29 20:29:52 2018,53643558,693.289368,29.2606564,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,-387.013123,-15543.2588,-20.0000038,,0.87036854,-30.5937347,-38.6117516,5.64502907,20,,0.040625334,19.909399,63.942791,27.0832844,-0.117370605,-58.7830734,-0.707725823,-2.60254765,-632.644165,19.7690735,-0.253785372,-2.78206229,-10.2663364,1.1227566,-0.201138392,-0.068110354,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.78148079,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,603,0
Fri Jun 29 20:29:52 2018,53653559,693.289368,29.2606564,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,10966.5029,-5523.48975,-20.0000038,,0.907307267,-30.9004383,-30.6672897,5.33752728,20,,0.009492203,20.2724419,36.3006516,27.284214,-0.117370605,-58.8064957,-0.698617399,2.22461939,482.668427,19.7671833,7.24485445,-2.20745397,-3.64876342,1.08018768,-0.230936661,-0.0787526,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.827528,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,604,0
Fri Jun 29 20:29:52 2018,53663566,693.289368,29.2606564,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,7796.54053,-4450.75537,-20.0000038,,0.961992323,-31.1363297,-23.5726337,5.02712631,20,,0.008155113,20.523159,25.0541801,27.4883347,-0.117370605,-58.8082886,-0.690418899,0.061794758,-216.13118,19.7786236,5.15232182,-4.07493114,-2.94007969,0.880113482,-0.379928082,-0.088330612,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.8904115,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,605,0
Fri Jun 29 20:29:52 2018,53673574,693.289368,29.2606564,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,5006.87402,-3276.50122,-20.0000038,,1.00262499,-31.4194984,-28.2942448,4.71409702,20,,-0.001530755,20.6687813,14.5505848,27.6944599,-0.117370605,-58.7899551,-0.709577322,-1.94924867,-200.943604,19.7691784,3.30878663,-2.62883353,-2.16435838,0.799232423,-0.409726351,-0.065981902,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.91188574,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,606,0
Fri Jun 29 20:29:52 2018,53683578,693.289368,29.2606564,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,4040.89062,1167.46423,-20.0000038,,1.03849709,-31.6865883,-26.6983051,4.39844036,20,,-0.013738766,20.6993694,3.05759192,27.9013824,-0.117370605,-58.768383,-0.692104161,-2.27371931,-32.4340897,19.7480545,2.66714072,2.83952308,0.770932913,0.738571644,-0.351194024,-0.086202167,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.95000005,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,607,0
Fri Jun 29 20:29:52 2018,53693582,693.289368,29.2606564,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,3155.90723,1218.15222,-20.0000038,,1.07001638,-31.8502655,-16.3611774,4.08062887,20,,-0.035474166,20.6401978,-5.91480207,28.1081638,-0.117370605,-58.7215385,-0.712059438,-4.79994583,-252.521652,19.7126713,2.08295536,2.31279874,0.804451764,0.640663028,-0.175597012,-0.062789232,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.95000005,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,608,0
Fri Jun 29 20:29:52 2018,53703588,693.011353,29.2650661,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,7073.13232,-7662.39551,-20.0000038,,1.10995793,-31.912981,-6.26779222,3.76162148,20,,-0.030349443,20.51371,-12.6411877,28.3140564,-0.117370605,-58.6639862,-0.720970511,-5.86915302,-106.856606,19.6592941,4.67348146,-2.51870012,-5.06134224,0.425689697,-0.128771141,-0.05214699,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.95000005,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,609,0
Fri Jun 29 20:29:52 2018,53713592,693.011353,29.2650661,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,5733.9165,-13048.9717,-20.0000038,,1.14518225,-31.9380379,-2.50468206,3.44223881,20,,-0.019629655,20.4490814,-6.46027613,28.5189514,-0.117370605,-58.6082954,-0.729873657,-5.68422031,18.4858761,19.6015034,3.78762698,-0.550666392,-8.61912632,0.217101753,-0.156440973,-0.041504748,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.95000005,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,610,0
Fri Jun 29 20:29:52 2018,53723596,693.011353,29.2650661,1088,1940,1643,1513,1088,1940,1514,1514,-20.0000038,20,1.61883807,-0.117370605,-0.500000119,0.5,4647.06885,-19979.7031,-20.0000038,,1.14971447,-31.8501549,8.78478622,3.12317038,20,,-0.009130566,20.3511181,-9.79241657,28.7230339,-0.117370605,-58.5356445,-0.725918174,-7.37955666,-169.465851,19.5361576,3.06936646,0.047884032,-13.1968393,0.13302803,-0.161762089,-0.045761645,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.95000005,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,611,0
Fri Jun 29 20:29:52 2018,53733600,693.011353,29.2650661,1088,1927,1643,1513,1088,1940,1514,1514,-20.0000038,19.3896713,1.61883807,-0.117370605,-0.500000119,0.5,4000.87891,-17833.8516,-20.0000038,,1.1491487,-31.5970955,25.2958202,2.80580711,19.3896713,,0.000169387,19.6738548,-67.6992493,28.9232388,-0.117370605,-58.4715195,-0.726541817,-6.52731276,85.1903152,19.4665947,2.64319873,-0.924161851,-11.7794724,-0.022348709,-0.178789675,-0.044697419,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.95000005,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,612,0
Fri Jun 29 20:29:52 2018,53743609,694.870789,29.2585163,1088,1927,1643,1512,1088,1940,1514,1514,-20.0000038,19.3896713,1.61883807,-0.234741211,-0.500000119,0.5,4588.31982,-3994.24414,-20.0000038,,1.12654734,-31.3764439,22.0453224,2.4906559,19.3896713,,0.021452142,19.5004539,-17.3244953,29.1192875,-0.234741211,-58.4023666,-0.740885735,-7.14380598,-61.5938873,19.3981781,3.03105927,-0.703895271,-2.63841033,-0.017027589,-0.205395281,-0.027669832,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.95000005,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,613,0
Fri Jun 29 20:29:52 2018,53753612,694.870789,29.2585163,1088,1889,1643,1512,1088,1940,1514,1514,-20.0000038,17.605629,1.61883807,-0.234741211,-0.500000119,0.5,2400.06763,-1471.51587,-20.0000038,,1.10195649,-31.1322365,24.4134159,2.17801881,17.605629,,0.043647092,17.3769188,-212.289841,29.30373,-0.234741211,-58.3407021,-0.757074773,-6.39935017,74.4232559,19.3304424,1.58496153,0.435744703,-0.972045898,-0.013834916,-0.13302803,-0.008513794,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.95000005,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,614,0
Fri Jun 29 20:29:52 2018,53763623,694.870789,29.2585163,1088,1889,1643,1512,1088,1940,1514,1514,-20.0000038,17.605629,1.61883807,-0.234741211,-0.500000119,0.5,152.721329,-7829.60352,-20.0000038,,1.05775928,-30.7739735,35.7869377,1.86814725,17.605629,,0.02487891,17.3063011,-7.05400848,29.4773369,-0.234741211,-58.2214737,-0.772180378,-12.1444769,-573.881409,19.2376213,0.10055647,0.478840321,-5.17147541,0.042568971,0.030862505,0.009578018,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.90441704,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,615,0
Fri Jun 29 20:29:52 2018,53773625,694.870789,29.2585163,1088,1840,1643,1512,1088,1940,1514,1514,-20.0000038,15.3051605,1.61883807,-0.234741211,-0.500000119,0.5,-252.435059,-14078.8223,-20.0000038,,1.01870215,-30.276392,49.7481956,1.56283438,15.3051605,,0.044082273,14.7239742,-258.181061,29.6375198,-0.234741211,-58.1161995,-0.753404498,-10.7600555,138.414444,19.1230755,-0.16759412,1.30244565,-9.29907894,-0.021284485,0.086202167,-0.011706467,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.88413572,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,616,0
Fri Jun 29 20:29:52 2018,53783637,694.870789,29.2585163,1088,1840,1643,1512,1088,1940,1514,1514,-20.0000038,15.3051605,1.61883807,-0.234741211,-0.500000119,0.5,-1071.85522,-19371.1172,-20.0000038,,0.995617032,-29.894989,38.0945854,1.26161647,15.3051605,,0.066340953,14.3949928,-32.8587112,29.783289,-0.234741211,-58.0035362,-0.761155427,-11.487565,-72.6637573,19.0117035,-0.70868367,1.09175599,-12.7946138,-0.113871999,0.151119843,-0.002128449,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.85329962,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,617,0
Fri Jun 29 20:29:52 2018,53793638,694.870789,29.2585163,1090,1815,1643,1512,1088,1940,1514,1514,-19.9061089,14.1314545,1.61883807,-0.234741211,-0.500000119,0.5,-3442.61304,-21089.4434,-19.9061089,,0.952247322,-29.4817467,41.3201027,0.964703083,14.1314545,,0.07043393,12.9820557,-141.279587,29.920187,-0.234741211,-57.9209785,-0.737883687,-8.48968315,299.758209,18.911808,-2.27449155,0.9672575,-13.9294653,-0.038312074,0.27563408,-0.028734056,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.83320165,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,618,0
Fri Jun 29 20:29:52 2018,53803644,694.662231,29.2618237,1090,1815,1643,1512,1088,1940,1514,1514,-19.9061089,14.1314545,1.61883807,-0.234741211,-0.500000119,0.5,-3268.32471,-27766.3516,-19.9061089,,0.927338183,-29.3579788,12.3693628,0.670327902,14.1314545,,0.074351899,12.7204218,-26.1476974,30.0487766,-0.234741211,-57.8441467,-0.72930634,-7.91331577,57.6021767,18.8297443,-2.15956998,1.26413846,-18.3395844,0.042568971,0.415047467,-0.038312074,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.81686997,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,619,0
Fri Jun 29 20:29:52 2018,53813648,694.662231,29.2618237,1090,1815,1643,1512,1088,1940,1514,1514,-19.9061089,14.1314545,1.61883807,-0.234741211,-0.500000119,0.5,-470.010529,-32848.1602,-19.9061089,,0.919867873,-29.297493,6.04616547,0.376933247,14.1314545,,0.087145291,12.4857006,-23.4627342,30.1748581,-0.234741211,-57.7854004,-0.721707284,-6.1070261,180.556747,18.7596149,-0.311246216,1.21625447,-21.6962547,0.05214699,0.481029361,-0.046825867,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.81699872,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,620,0
Fri Jun 29 20:29:52 2018,53823654,694.662231,29.2618237,1117,1805,1643,1512,1088,1940,1514,1514,-18.638504,13.6619644,1.61883807,-0.234741211,-0.500000119,0.5,-371.005493,-34936.0508,-18.638504,,0.938424349,-28.0643463,123.240715,0.089951962,13.6619644,,0.098339178,11.8249922,-66.0312195,30.296484,-0.234741211,-57.7079239,-0.700349927,-7.97774553,-186.959763,18.6891479,-0.244208574,-1.27371526,-23.0753155,-0.044697419,0.529983699,-0.071303025,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.85691249,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,621,0
Fri Jun 29 20:29:52 2018,53833661,694.662231,29.2618237,1117,1805,1643,1512,1088,1940,1514,1514,-18.638504,13.6619644,1.61883807,-0.234741211,-0.500000119,0.5,-1929.1615,-37763.5156,-18.638504,,0.949130297,-27.9831467,8.11428452,-0.190481663,13.6619644,,0.1084534,11.5784683,-24.6351414,30.4135838,-0.234741211,-57.6369171,-0.704605699,-7.33045197,64.684082,18.6125526,-1.27371526,-0.756567717,-24.9427929,-0.163890541,0.620442748,-0.065981902,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.86336267,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,622,0
Fri Jun 29 20:29:52 2018,53843666,693.402344,29.2537842,1158,1787,1643,1512,1088,1940,1514,1514,-16.7136192,12.8168945,1.61883807,-0.234741211,-0.500000119,0.5,-2371.46167,-39583.207,-16.7136192,,0.933816016,-25.9037704,207.83371,-0.46005097,12.8168945,,0.128600225,10.5125532,-106.538239,30.5240936,-0.234741211,-57.5187149,-0.692255735,-12.0490551,-471.624512,18.5156059,-1.56580794,-0.828393757,-26.1446819,-0.163890541,0.631084979,-0.079816818,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.86039829,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,623,0
Fri Jun 29 20:29:52 2018,53853673,693.402344,29.2537842,1158,1787,1643,1511,1088,1940,1514,1514,-16.7136192,12.8168945,1.61883807,-0.352111816,-0.500000119,0.5,-174.197327,-30528.2578,-16.7136192,,0.885415614,-25.8976021,0.61640507,-0.719239116,12.8168945,,0.16179727,10.1285868,-38.3697891,30.6273708,-0.352111816,-57.3861542,-0.712738693,-13.5989122,-154.877304,18.3872757,-0.114921682,-0.20590134,-20.1639671,0.140477598,0.660883248,-0.055339664,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.79151499,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,624,0
Fri Jun 29 20:29:52 2018,53863678,693.402344,29.2537842,1195,1745,1643,1511,1088,1940,1514,1514,-14.976532,10.8450699,1.61883807,-0.352111816,-0.500000119,0.5,-1808.80994,-23735.4512,-14.976532,,0.848633587,-24.0407295,185.594452,-0.969055653,10.8450699,,0.193708062,7.80185604,-232.556793,30.7170677,-0.352111816,-57.323967,-0.72244066,-6.56772327,702.767517,18.2863922,-1.19710088,3.60087919,-15.6772327,0.299047023,0.681103528,-0.043633197,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.745031,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,625,0
Fri Jun 29 20:29:52 2018,53873683,693.402344,29.2537842,1195,1745,1643,1511,1088,1940,1514,1514,-14.976532,10.8450699,1.61883807,-0.352111816,-0.500000119,0.5,-3613.55444,-23655.8262,-14.976532,,0.851057947,-24.0686951,-2.79515696,-1.209723,10.8450699,,0.212526113,7.60939503,-19.2364826,30.7941628,-0.352111816,-57.2571983,-0.720324874,-7.02563953,-45.7687416,18.2183914,-2.38462496,-3.23217225,-15.6245604,0.301175475,0.682167768,-0.045761645,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.74957108,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,626,0
Fri Jun 29 20:29:52 2018,53883688,693.402344,29.2537842,1205,1690,1643,1511,1088,1940,1514,1514,-14.5070457,8.26290894,1.61883807,-0.352111816,-0.500000119,0.5,-291.494049,-19552.3066,-14.5070457,,0.843853533,-23.417942,65.042778,-1.44727492,8.26290894,,0.24722828,4.77640343,-283.157593,30.856123,-0.352111816,-57.183857,-0.730076551,-7.68258333,-65.6615524,18.1448135,-0.191536129,-1.50834703,-12.9143238,0.233065113,0.619378507,-0.034055177,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.73261499,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,627,0
Fri Jun 29 20:29:52 2018,53893697,693.402344,29.2537842,1205,1690,1643,1511,1088,1940,1514,1514,-14.5070457,8.26290894,1.61883807,-0.352111816,-0.500000119,0.5,-2510.56445,-24482.2129,-14.5070457,,0.841250956,-23.2153816,20.2378292,-1.68065143,8.26290894,,0.265556037,4.6956358,-8.06950092,30.9035263,-0.352111816,-57.1346512,-0.749043345,-5.26826525,241.214706,18.0800018,-1.65678751,-2.18830037,-16.1704388,0.122385792,0.553396642,-0.011706467,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.71104574,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,628,0
Fri Jun 29 20:29:52 2018,53903702,693.64563,29.2582569,1205,1690,1643,1511,1088,1940,1514,1514,-14.5070457,8.26290894,1.61883807,-0.352111816,-0.500000119,0.5,3777.50928,-20994.7109,-14.5070457,,0.842047095,-23.1370564,7.8286128,-1.91252947,8.26290894,,0.312086403,4.50514317,-19.0397434,30.9495525,-0.352111816,-57.0959473,-0.708605289,-4.22056961,104.717201,18.0325336,2.49954653,-6.80432129,-13.8672161,0.068110354,0.376735389,-0.058532335,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.75227988,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,629,0
Fri Jun 29 20:29:52 2018,53913711,693.64563,29.2582569,1222,1626,1643,1511,1088,1940,1514,1514,-13.7089233,5.25820923,1.61883807,-0.352111816,-0.500000119,0.5,8132.8252,-40082.7266,-13.7089233,,0.826421618,-22.0808983,105.520836,-2.13882279,5.25820923,,0.366819024,1.40924025,-309.31192,30.9791508,-0.352111816,-57.0668983,-0.75421077,-3.25439167,96.5309143,17.9951248,5.37258863,-1.27371526,-26.4750824,0.005321121,0.086202167,-0.005321121,35.859375,26.7093754,16.6500015,1.95000005,1.95000005,1.69104886,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,630,0
Fri Jun 29 20:29:52 2018,53923713,693.64563,29.2582569,1222,1626,1643,1511,1088,1940,1514,1514,-13.7089233,5.25820923,1.61883807,-0.352111816,-0.500000119,0.5,13130.4102,-45657.3672,-13.7089233,,0.899597466,-21.7622604,31.8574123,-2.35808253,5.25820923,,0.581249118,1.24456692,-16.4640388,30.9924221,-0.352111816,-57.1371384,-0.531155944,6.6704855,992.289246,18.0122089,8.6765871,-5.94240856,-30.1573639,-0.660883248,-1.17596781,-0.26499185,35.859375,26.7093754,16.6500015,1.95000005,1.56874478,1.95000005,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,631,0
Fri Jun 29 20:29:52 2018,53933720,693.64563,29.2582569,1228,1572,1643,1511,1088,1940,1514,1514,-13.4272346,2.72299957,1.61883807,-0.352111816,-0.500000119,0.5,1820.56543,-32500.0234,-13.4272346,,1.00938511,-21.0554848,70.6281281,-2.57232118,2.72299957,,0.604169965,-0.503902674,-174.724655,30.9961281,-0.352111816,-57.2959518,-0.733014166,15.5181274,884.145325,18.12323,1.20667768,-6.34463453,-21.4664116,-1.62719893,-1.81556666,-0.030862505,35.859375,26.7093754,16.6500015,1.95000005,1.74768221,1.89520907,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,632,0
Fri Jun 29 20:29:52 2018,53943724,692.576904,29.2582569,1228,1572,1643,1511,1088,1940,1514,1514,-13.4272346,2.72299957,1.61883807,-0.352111816,-0.500000119,0.5,5060.86816,-27983.2793,-13.4272346,,0.982017636,-20.1631203,89.2007751,-2.77849674,2.72299957,,0.454828233,0.337518215,84.1084442,30.9952965,-0.352111816,-57.3273468,-0.665612102,2.78612876,-1272.6908,18.2147884,3.34230542,0.617704034,-18.4832363,-2.01351237,-1.39306962,-0.109615102,40.7003937,34.469532,21.6796875,1.95000005,1.82962179,1.93524361,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,633,0
Fri Jun 29 20:29:52 2018,53953731,692.576904,29.2582569,1213,1520,1643,1511,1088,1940,1514,1514,-14.1314583,0.281684875,1.61883807,-0.352111816,-0.500000119,0.5,8166.38232,-29135.7637,-14.1314583,,0.833632708,-19.7270355,43.5779724,-2.97808719,0.281684875,,0.424816936,-1.68171263,-201.781845,30.9885712,-0.352111816,-57.4844894,-0.574648499,15.35116,1255.62427,18.3055382,5.39174223,3.28484464,-19.2445927,-1.78470409,-1.466501,-0.216037527,40.7003937,34.469532,21.6796875,1.95000005,1.76866972,1.87782228,0.699999988,1.61883807,791,0,0,-55.76,14087492.7,12300109.6,0,0.100000001,0.100000001,0.100000001,0.100000001,634,0
