"pos_x, pos_y, pos_z, roll, pitch, yaw, tgt_lin, ctrl_lin, tgt_ang, ctrl_ang"
1.5900556737607805,-10.131643535025312,-0.0010013959293400203,-0.0008074144134297967,0.44153687357902527,-187.22340393066406,1.5,0.0,0.0,0.0
1.5897407507900256,-10.131602109748469,-0.0010013996031885825,-0.0007979029323905706,0.44154122471809387,-187.22525024414062,1.5,0.005,0.0,0.0
1.588929470238415,-10.131497695899018,-0.00100139961055188,-0.0007864751969464123,0.4415433406829834,-187.22698974609375,1.5,0.01,0.0,0.0
1.5876221507969124,-10.131330353023673,-0.0010013964156291577,-0.000775752414483577,0.44152963161468506,-187.2284393310547,1.5,0.015,0.0,0.0
1.5858188043913515,-10.131100053894428,-0.0010013948823997774,-0.0007710728095844388,0.4415420889854431,-187.22991943359375,1.5,0.02,0.0,0.0
1.583519431157724,-10.130806922205613,-0.001001395848576024,-0.0007746628834865987,0.4415297210216522,-187.2312469482422,1.5,0.025,0.0,0.0
1.5807240489381265,-10.130450717457984,-0.0010013955714582128,-0.0007751655066385865,0.4415419399738312,-187.23272705078125,1.5,0.030000000000000002,0.0,0.0
1.5774326529302203,-10.130031536734656,-0.0010013962367296063,-0.0007781101739965379,0.44154196977615356,-187.23416137695312,1.5,0.035,0.0,0.0
1.5736452547541224,-10.129549169475023,-0.0010013948104592683,-0.0007721575093455613,0.441541850566864,-187.2355194091797,1.5,0.04,0.0,0.0
1.5693618412184878,-10.129003873390296,-0.0010013958853159963,-0.0007768796640448272,0.4415419101715088,-187.23690795898438,1.5,0.045,0.0,0.0
1.5645824312734136,-10.128395395063052,-0.001001395529349483,-0.0007743592141196132,0.4415297210216522,-187.2382354736328,1.5,0.049999999999999996,0.0,0.0
1.5593070167830203,-10.127723868349571,-0.0010013964653850412,-0.0007793532568030059,0.44154196977615356,-187.23971557617188,1.5,0.05499999999999999,0.0,0.0
1.5535356143164292,-10.126989048777304,-0.0010013950369381769,-0.0007735147373750806,0.441541850566864,-187.2410888671875,1.5,0.05999999999999999,0.0,0.0
1.5472682086217742,-10.126191204453072,-0.0010013961091492225,-0.0007783292676322162,0.4415418803691864,-187.2424774169922,1.5,0.06499999999999999,0.0,0.0
1.5405048187959398,-10.125330082438087,-0.0010013957537379319,-0.00077706144656986,0.4415418207645416,-187.24386596679688,1.5,0.06999999999999999,0.0,0.0
1.5332454371350717,-10.124405814483582,-0.001001396674393945,-0.0007809515809640288,0.4415419101715088,-187.24530029296875,1.5,0.075,0.0,0.0
1.5254900801074889,-10.123418155951828,-0.0010013951854496578,-0.000774981512222439,0.44154176115989685,-187.2466583251953,1.5,0.08,0.0,0.0
1.5172387325321786,-10.1223673765551,-0.0010013961920620276,-0.0007783840410411358,0.44152939319610596,-187.24798583984375,1.5,0.085,0.0,0.0
