"pos_x, pos_y, pos_z, roll, pitch, yaw, tgt_lin, ctrl_lin, tgt_ang, ctrl_ang, des_heading"
-2.4495225575908025e-05,3.798903415200587e-05,-0.00100139287216304,-0.0008090061019174755,0.44153404235839844,0.03383476287126541,0.0,0.0,4342.524163285214,0.0,90.03376555815339
-5.465979364477867e-05,3.7214766666428035e-05,-0.0010013986267478105,-0.0008168318890966475,0.4415377378463745,0.222011536359787,0.0,0.0,328.3252936727252,0.05,90.03376555815339
-0.00012994308125483054,3.4597831128152156e-05,-0.001001399016741112,-0.000818747968878597,0.44153767824172974,0.6964103579521179,0.0,0.0,313.6669927094534,0.1,90.03376555815339
-0.0002498457060515647,2.910041353460813e-05,-0.0010013999867250177,-0.0008237688452936709,0.441540002822876,1.173863410949707,0.0,0.0,311.7391024312064,0.15000000000000002,90.03376555815339
-0.00041419323080935447,1.89258380096227e-05,-0.0010014009497065803,-0.0008275051950477064,0.4415377974510193,2.5046403408050537,0.0,0.0,268.3488584884867,0.2,90.03376555815339
-0.0006227381526204357,1.6186596667116604e-06,-0.0010014029786246659,-0.0008373723248951137,0.44154080748558044,3.3660335540771484,0.0,0.0,286.24104200007764,0.25,90.03376555815339
-0.0008752203843088854,-2.5979139654277756e-05,-0.0010014041635802648,-0.0008553198422305286,0.4415363669395447,5.459082126617432,0.0,0.0,222.96724918937537,0.3,90.03376555815339
-0.0011711244275789913,-6.758774313762395e-05,-0.001001406408472908,-0.0008774495217949152,0.4415356516838074,7.366421699523926,0.0,0.0,224.17168648719638,0.35,90.03376555815339
-0.0015094995327385617,-0.00012767058857352648,-0.0010014072063786253,-0.0008834822801873088,0.4415353536605835,9.560586929321289,0.0,0.0,203.03632626767012,0.39999999999999997,90.03376555815339
-0.0018889796798747865,-0.00021096936979102233,-0.0010014068150008479,-0.0008753456058911979,0.4415355324745178,12.041406631469727,0.0,0.0,180.8337151324734,0.44999999999999996,90.03376555815339
-0.0023076522577058917,-0.00032317483674105065,-0.0010014070443934986,-0.0008763605146668851,0.4415377080440521,13.863480567932129,0.0,0.0,203.6446949503407,0.49999999999999994,90.03376555815339
-0.0027628370879510117,-0.00047029287435762035,-0.0010014076786121241,-0.0008709653629921377,0.4415358603000641,17.862857818603516,0.0,0.0,90.66772792992441,0.5499999999999999,90.03376555815339
-0.003251005708937444,-0.0006587155424417988,-0.001001408566847408,-0.0008754896698519588,0.4415380358695984,20.0690860748291,0.0,0.0,163.08661466383785,0.6,90.03376555815339
-0.003767648014996597,-0.0008948347209790152,-0.0010014082634031418,-0.0008559368434362113,0.44153693318367004,24.830564498901367,0.0,0.0,30.244046445415904,0.65,90.03376555815339
-0.004307080288169827,-0.0011856632823813286,-0.0010014104207700068,-0.0008472523768432438,0.44153937697410583,28.744022369384766,0.0,0.0,53.72975874876826,0.7000000000000001,90.03376555815339
-0.004862383731903702,-0.0015378747710451533,-0.001001410048440083,-0.0008447892614640296,0.44153890013694763,32.94394302368164,0.0,0.0,25.089145084713408,0.7500000000000001,90.03376555815339
-0.005425255736614229,-0.0019578346373239916,-0.0010014106763649028,-0.0008437740616500378,0.4415389895439148,37.430362701416016,0.0,0.0,-4.627470711185026,0.8000000000000002,90.03376555815339
-0.005942745645452766,-0.0024107070482242885,-0.001001410498841282,-0.0008304172661155462,0.4415367543697357,40.40528106689453,0.0,0.0,52.23459792017789,0.7500000000000001,90.03376555815339
