today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.003, kiei(I)=5e-07, kded(D)=0.0007,signal, mad_pitch, multiplier
Thu Sep 26 10:26:34 2019,7276238,0,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5400,5538,1234,0,6,14,-0.995988,-0.225055,-9.39485,0.0266056,0.0532112,0.019156,-16.5656,35.6801,33.3604,-6.05157,0.271235,-0.0057112,0.259454,0.253743,7.4766e+30,6.2305e+24,1.74454e+32,-0.140839,0,0,
Thu Sep 26 10:26:34 2019,7286239,1138.8,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5344,5510,1234,0,6,28,-1.05824,-0.114922,-9.42358,0.0223487,0.0702388,0.0127707,-16.5656,35.6801,33.3604,-6.40729,0.552836,-0.0283848,0.505795,0.47741,0.0950994,-6.2305e+24,-1.74454e+32,-0.140839,-31.8406,0,
Thu Sep 26 10:26:34 2019,7296242,1138.8,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5344,5510,1234,0,6,28,-1.01993,-0.0670376,-9.32302,0.0138349,0.0862022,0.00744957,-16.5656,35.6801,33.3604,-6.24328,0.834742,-0.0727215,0.729584,0.656862,0.0941616,-7.81469e-10,-0.0218811,-0.140839,-31.528,0,
Thu Sep 26 10:26:34 2019,7306243,1138.8,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5540,1238,0,6,28,-1.05345,-0.11971,-9.45231,0.00212845,0.0968444,0.00851379,-16.5656,35.6801,33.3604,-6.35931,1.11817,-0.136849,0.933058,0.796209,0.0930472,-9.28674e-10,-0.0260029,-0.140839,-31.1566,0,
Thu Sep 26 10:26:34 2019,7316244,1138.8,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5540,1238,0,6,28,-0.957681,-0.172383,-9.21768,0.00106422,0.110679,0.0042569,-16.5656,35.6801,33.3604,-5.93153,1.40069,-0.218503,1.11484,0.89634,0.0919272,-9.33332e-10,-0.0261333,-0.140839,-30.7832,0,
Thu Sep 26 10:26:34 2019,7326245,1138.8,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5540,1234,0,32,14,-0.952892,-0.134075,-9.54808,0.00106422,0.12345,0.00212845,-16.2094,36.7559,34.3975,-5.69922,1.68351,-0.314969,1.27726,0.962294,0.0907862,-9.50813e-10,-0.0266228,-0.140839,-30.4029,0,
Thu Sep 26 10:26:34 2019,7336246,1137.62,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5540,1234,0,32,14,-0.952892,-0.0814029,-9.40921,0.0138349,0.1309,0.00957802,-16.2094,36.7559,34.3975,-5.78276,1.96785,-0.423861,1.42252,0.998655,0.0896253,-9.67445e-10,-0.0270885,-0.140839,-30.0159,0,
Thu Sep 26 10:26:34 2019,7346247,1137.62,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5538,1238,0,30,10,-0.790087,-0.0814029,-9.46188,0.0223487,0.138349,0.00638535,-16.2094,36.7559,34.3975,-4.77324,2.2522,-0.542697,1.55006,1.00736,0.0884412,-9.86748e-10,-0.0276289,-0.140839,-29.6212,0,
Thu Sep 26 10:26:34 2019,7356248,1137.62,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5538,1238,0,30,10,-0.828394,-0.153229,-9.43315,0.0340552,0.15112,0.0170276,-16.2094,36.7559,34.3975,-5.01869,2.53502,-0.668589,1.65945,0.990857,0.0872288,-1.01037e-09,-0.0282902,-0.140839,-29.2171,0,
Thu Sep 26 10:26:34 2019,7366249,1137.62,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5526,1238,0,30,30,-0.770933,-0.205901,-9.46667,0.0404405,0.155377,0.0223487,-16.2094,36.7559,34.3975,-4.6557,2.82028,-0.79963,1.75561,0.95598,0.0860203,-1.00708e-09,-0.0281984,-0.140839,-28.8143,0,
Thu Sep 26 10:26:34 2019,7376250,1137.94,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5526,1238,0,30,30,-0.742203,-0.134075,-9.55765,0.0436332,0.158569,0.0234129,-16.2094,36.7559,34.3975,-4.44041,3.10584,-0.934231,1.83727,0.903034,0.0847959,-1.02034e-09,-0.0285694,-0.140839,-28.4061,0,
Thu Sep 26 10:26:34 2019,7386251,1137.94,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1234,0,28,12,-0.713472,-0.124498,-9.40921,0.0446974,0.161762,0.0234129,-16.2094,36.7559,34.3975,-4.33627,3.39141,-1.07073,1.90505,0.834312,0.0835592,-1.03058e-09,-0.0288562,-0.140839,-27.9939,0,
Thu Sep 26 10:26:34 2019,7396252,1137.94,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1234,0,28,12,-0.646434,-0.186748,-9.73961,0.0319267,0.160698,0.0106422,-16.2094,36.7559,34.3975,-3.79725,3.67819,-1.20755,1.96104,0.753487,0.0823186,-1.03383e-09,-0.0289473,-0.140839,-27.5804,0,
Thu Sep 26 10:26:34 2019,7406253,1137.94,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5526,1240,0,6,30,-0.646434,-0.253785,-9.57681,0.0159634,0.166019,0.00106422,-16.2094,36.7559,34.3975,-3.86161,3.96315,-1.34309,2.00312,0.660034,0.0810752,-1.03614e-09,-0.029012,-0.140839,-27.1659,0,
Thu Sep 26 10:26:34 2019,7416254,1137.94,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5526,1240,0,6,30,-0.56982,-0.172383,-9.70131,0.00744957,0.166019,-0,-16.2094,36.7559,34.3975,-3.36149,4.24963,-1.47609,2.03553,0.559444,0.0798367,-1.03209e-09,-0.0288985,-0.140839,-26.7531,0,
Thu Sep 26 10:26:34 2019,7426255,1137.94,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1238,0,28,10,-0.545878,-0.148441,-9.70609,0.00319267,0.166019,0.00212845,-16.2094,36.7559,34.3975,-3.21897,4.53611,-1.60523,2.05749,0.452262,0.0785877,-1.04081e-09,-0.0291427,-0.140839,-26.3367,0,
Thu Sep 26 10:26:34 2019,7436256,1137.69,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1238,0,28,10,-0.474052,-0.129287,-9.92636,0.00851379,0.159634,0.00212845,-16.2094,36.7559,34.3975,-2.73419,4.82441,-1.72917,2.07158,0.342404,0.0773466,-1.03424e-09,-0.0289587,-0.140839,-25.923,0,
Thu Sep 26 10:26:34 2019,7446257,1137.69,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5528,1238,0,6,28,-0.426168,-0.105345,-9.89763,0.0148991,0.156441,0.0042569,-16.2094,36.7559,34.3975,-2.4655,5.11181,-1.84658,2.07577,0.229189,0.0761052,-1.03451e-09,-0.0289663,-0.140839,-25.5092,0,
Thu Sep 26 10:26:34 2019,7456258,1137.69,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5528,1238,0,6,28,-0.411803,-0.134075,-9.89284,0.0212845,0.150056,0.0148991,-16.2094,36.7559,34.3975,-2.38364,5.40012,-1.95652,2.07264,0.116121,0.0748595,-1.03812e-09,-0.0290674,-0.140839,-25.094,0,
Thu Sep 26 10:26:34 2019,7466259,1137.69,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1234,0,28,10,-0.373495,-0.181959,-9.82102,0.032991,0.138349,0.0180918,-16.2094,36.7559,34.3975,-2.17792,5.68995,-2.05861,2.06341,0.00480103,0.0736275,-1.02664e-09,-0.0287459,-0.140839,-24.6833,0,
Thu Sep 26 10:26:34 2019,7476260,1136.21,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1234,0,28,10,-0.397437,-0.287304,-9.84975,0.0255414,0.127707,0.0159634,-16.2094,36.7559,34.3975,-2.31063,5.97948,-2.1528,2.04689,-0.105909,0.0724154,-1.0101e-09,-0.0282829,-0.140839,-24.2793,0,
Thu Sep 26 10:26:34 2019,7486261,1136.21,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5536,1234,0,8,30,-0.47884,-0.23942,-9.79228,0.0223487,0.121322,0.0180918,-16.2094,36.7559,34.3975,-2.79952,6.26779,-2.23991,2.02288,-0.217037,0.0712344,-9.84111e-10,-0.0275551,-0.140839,-23.8857,0,
Thu Sep 26 10:26:34 2019,7496262,1136.21,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5536,1234,0,8,30,-0.56982,-0.196325,-9.61033,0.0106422,0.106422,0.0202203,-16.2094,36.7559,34.3975,-3.39324,6.55853,-2.32184,1.9956,-0.326235,0.0700851,-9.5777e-10,-0.0268176,-0.140839,-23.5025,0,
Thu Sep 26 10:26:34 2019,7506263,1136.21,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5390,5540,1234,0,28,12,-0.512359,-0.196325,-9.52892,0.0148991,0.0979086,0.0180918,-16.2094,36.7559,34.3975,-3.07777,6.84745,-2.39998,1.96136,-0.438624,0.0689735,-9.26366e-10,-0.0259382,-0.140839,-23.132,0,
Thu Sep 26 10:26:34 2019,7516264,1136.21,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5390,5540,1234,0,28,12,-0.464475,-0.201113,-9.6199,0.0170276,0.0776884,0.0212845,-16.2094,36.7559,34.3975,-2.76425,7.13972,-2.47405,1.92583,-0.548218,0.0678903,-9.02686e-10,-0.0252752,-0.140839,-22.7709,0,
Thu Sep 26 10:26:34 2019,7526265,1136.21,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5540,1234,0,28,28,-0.536301,-0.263362,-9.42358,0.0148991,0.0659819,0.0159634,-16.2094,36.7559,34.3975,-3.25723,7.42955,-2.54368,1.88372,-0.659959,0.0668363,-8.78272e-10,-0.0245916,-0.140839,-22.4196,0,
Thu Sep 26 10:26:34 2019,7536266,1137.4,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5540,1234,0,28,28,-0.574608,-0.229843,-9.44273,-0.00212845,0.0510828,0.00638535,-16.2094,36.7559,34.3975,-3.48227,7.7203,-2.60983,1.83895,-0.77088,0.0658405,-8.29878e-10,-0.0232366,-0.140839,-22.0877,0,
Thu Sep 26 10:26:34 2019,7546267,1137.4,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5546,1234,0,8,30,-0.464475,-0.21069,-9.57202,-0.00638535,0.0340552,0.00212845,-16.2094,36.7559,34.3975,-2.77806,8.01166,-2.67278,1.79163,-0.88115,0.0648779,-8.02131e-10,-0.0224597,-0.140839,-21.7668,0,
Thu Sep 26 10:26:34 2019,7556268,1137.4,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5546,1234,0,8,30,-0.373495,-0.268151,-9.46667,-0.00319267,0.0202203,0.00532112,-16.2094,36.7559,34.3975,-2.25936,8.3021,-2.73095,1.74069,-0.99026,0.0639245,-7.94554e-10,-0.0222475,-0.140839,-21.449,0,
Thu Sep 26 10:26:34 2019,7566269,1137.4,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1234,0,30,14,-0.47884,-0.158017,-9.57202,0.0042569,0.00319267,0.00744957,-16.2094,36.7559,34.3975,-2.86384,8.59346,-2.78346,1.68838,-1.09507,0.0630016,-7.6901e-10,-0.0215323,-0.140839,-21.1414,0,
Thu Sep 26 10:26:34 2019,7576270,1136.19,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1234,0,30,14,-0.454898,-0.272939,-9.663,0.00532112,-0.0170276,0.00851379,-16.2094,36.7559,34.3975,-2.69529,8.88573,-2.83107,1.63502,-1.19605,0.0621235,-7.31831e-10,-0.0204913,-0.140839,-20.8487,0,
Thu Sep 26 10:26:34 2019,7586271,1136.19,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5532,1240,0,6,28,-0.464475,-0.234632,-9.64384,0.0042569,-0.0351194,0.0202203,-17.6344,36.0387,33.3604,-2.7574,9.17739,-2.87435,1.57944,-1.29491,0.0612795,-7.0333e-10,-0.0196932,-0.140839,-20.5673,0,
