today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.001, kiei(I)=5e-06, kded(D)=0.0005,signal, mad_pitch, multiplier
Thu Sep 26 21:47:34 2019,85269035,934.323,1512,1517,1593,1512,1088,1514,-0.0939026,-0.140839,1.49272,-0.563385,-0.5,-1.19209e-07,5392,5546,1232,0,26,28,-5.54497,-0.244209,-6.78038,0.00638535,3.07454,0.00638535,27.7875,34.425,30.7676,-39.2762,804.127,-43.1148,-0.856332,-43.9712,0.0461574,-5.49335e-09,-0.0109867,-0.140839,-46.2982,0,
Thu Sep 26 21:47:34 2019,85279036,935.522,1512,1517,1593,1512,1088,1514,-0.0939026,-0.140839,1.49272,-0.563385,-0.5,-1.19209e-07,5392,5546,1232,0,26,28,-5.37738,-0.277727,-7.03895,-0.00106422,3.06177,0.0223487,27.7875,34.425,30.7676,-37.3779,804.417,-43.2855,-0.775757,-44.0613,-0.0795878,-3.14363e-06,-6.28726,-0.140839,79.447,0,
Thu Sep 26 21:47:34 2019,85289040,935.522,1513,1517,1593,1512,1088,1514,-0.0469513,-0.140839,1.49272,-0.563385,-0.5,-1.19209e-07,5392,5546,1232,0,26,28,-5.25288,-0.143652,-7.25443,-0.0127707,3.01708,0.0212845,27.7875,34.425,30.7676,-35.908,804.716,-43.4198,-0.690434,-44.1102,-0.0786031,2.46176e-08,0.0492352,-0.140839,78.4622,0,
Thu Sep 26 21:47:34 2019,85299041,935.522,1513,1517,1593,1512,1088,1514,-0.0469513,-0.140839,1.49272,-0.563385,-0.5,-1.19209e-07,5380,5534,1228,0,28,26,-5.06613,-0.263362,-7.3071,-0.0106422,2.98408,0.0500185,27.7875,34.425,30.7676,-34.7342,805.012,-43.5146,-0.612929,-44.1275,-0.077108,3.73785e-08,0.074757,-0.140839,76.9671,0,
Thu Sep 26 21:47:34 2019,85309042,935.522,1513,1517,1593,1512,1088,1514,-0.0469513,-0.140839,1.49272,-0.563385,-0.5,-1.19209e-07,5380,5534,1228,0,28,26,-4.86502,-0.464475,-7.84819,-0.0234129,2.95216,0.0670461,27.7875,34.425,30.7676,-31.7944,805.308,-43.5665,-0.539941,-44.1065,-0.0756653,3.60655e-08,0.072131,-0.140839,75.5245,0,
Thu Sep 26 21:47:34 2019,85319043,935.522,1513,1517,1593,1512,1088,1940,-0.0469513,-0.140839,1.49272,-0.563385,-0.5,0.5,5404,5538,1232,0,8,12,-4.47237,-0.469264,-7.8865,-0.0649177,2.90001,0.0766241,27.7875,34.425,30.7676,-29.5572,805.609,-43.5703,-0.465686,-44.036,-0.0742235,3.60453e-08,0.0720905,-0.140839,74.0827,0,
Thu Sep 26 21:47:34 2019,85329044,936.53,1513,1517,1593,1512,1088,1940,-0.0469513,-0.140839,1.49272,-0.563385,-0.5,0.5,5396,5534,1230,0,28,28,-4.42927,-0.440533,-8.24084,-0.0979086,2.85425,0.0787526,27.7875,34.425,30.7676,-28.2571,805.909,-43.5217,-0.397692,-43.9194,-0.0727889,3.58644e-08,0.0717289,-0.140839,72.6481,0,
Thu Sep 26 21:47:34 2019,85339045,936.53,1512,1517,1593,1512,1088,1940,-0.0939026,-0.140839,1.49272,-0.563385,-0.5,0.5,5396,5534,1230,0,28,28,-4.27604,-0.349553,-8.31746,-0.136221,2.817,0.0606608,27.7875,34.425,30.7676,-27.2079,806.206,-43.4198,-0.336233,-43.7561,-0.071367,3.55494e-08,0.0710987,-0.140839,71.2261,0,
Thu Sep 26 21:47:34 2019,85349046,936.53,1512,1517,1593,1512,1088,1940,-0.0939026,-0.140839,1.49272,-0.563385,-0.5,0.5,5388,5536,1232,0,28,28,-4.06535,-0.047884,-8.46111,-0.152184,2.76273,0.0446974,27.7875,34.425,30.7676,-25.6632,806.508,-43.265,-0.27415,-43.5391,-0.069958,3.5224e-08,0.0704479,-0.140839,69.8172,0,
Thu Sep 26 21:47:34 2019,85359047,936.53,1512,1517,1593,1512,1088,1940,-0.0939026,-0.140839,1.49272,-0.563385,-0.5,0.5,5388,5536,1232,0,28,28,-3.93128,0.220267,-8.57124,-0.134092,2.71271,0.0585323,27.7875,34.425,30.7676,-24.639,806.809,-43.0574,-0.217469,-43.2748,-0.0685719,3.4654e-08,0.0693081,-0.140839,68.431,0,
Thu Sep 26 21:47:34 2019,85369048,936.53,1512,1517,1593,1512,1088,1940,-0.0939026,-0.140839,1.49272,-0.563385,-0.5,0.5,5388,5528,1230,0,26,28,-3.85466,0.325611,-8.7532,-0.0904591,2.67227,0.0532112,27.7875,34.425,30.7676,-23.7674,807.107,-42.798,-0.167407,-42.9654,-0.0672055,3.41595e-08,0.0683189,-0.140839,67.0646,0,
Thu Sep 26 21:47:34 2019,85379049,936.53,1513,1517,1593,1512,1088,1940,-0.0469513,-0.140839,1.49272,-0.563385,-0.5,0.5,5388,5528,1230,0,26,28,-3.58651,0.148441,-8.66222,-0.0606608,2.62651,0.0532112,27.7875,34.425,30.7676,-22.4916,807.406,-42.4884,-0.119503,-42.6079,-0.065863,3.35617e-08,0.0671234,-0.140839,65.7222,0,
