today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0015, kiei(I)=2e-07, kded(D)=0.00075,signal, mad_pitch, multiplier
Thu Sep 26 11:12:01 2019,11354577,0,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1238,0,28,10,7.51779,-0.172383,-5.22415,-0.0319267,-2.97344,-0.120257,-50.0531,33.1699,-19.8779,55.2044,1.13831,0.0520995,1.08887,1.14097,3.71739e+30,2.47826e+24,1.85869e+32,-0.140839,0,0,
Thu Sep 26 11:12:01 2019,11364578,1132.6,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1238,0,28,10,7.45076,-0.143652,-5.37738,-0.00957802,-2.95535,-0.113872,-50.0531,33.1699,-19.8779,54.1812,1.4196,0.254907,1.2613,1.51621,-0.00782037,-2.47826e+24,-1.85869e+32,-0.140839,5.07274,0,
Thu Sep 26 11:12:01 2019,11374581,1132.6,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5382,5528,1240,0,8,30,7.3502,-0.244209,-5.84664,0.0127707,-2.92023,-0.0925875,-50.0531,33.1699,-19.8779,51.4999,1.69602,0.642488,1.40965,2.05214,-0.0066316,7.92517e-10,0.0594388,-0.140839,4.28023,0,
Thu Sep 26 11:12:01 2019,11384582,1132.6,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5382,5528,1240,0,8,30,7.40287,-0.215478,-5.89931,-0.0180918,-2.8617,-0.0595966,-50.0531,33.1699,-19.8779,51.4489,1.96573,1.1916,1.53366,2.72526,-0.00480221,1.21959e-09,0.0914693,-0.140839,3.06064,0,
Thu Sep 26 11:12:01 2019,11394583,1132.6,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5380,5532,1238,0,30,10,7.25443,-0.11971,-6.09085,-0.0042569,-2.81381,-0,-50.0531,33.1699,-19.8779,49.9831,2.23849,1.88244,1.64425,3.52669,-0.00313555,1.11111e-09,0.0833333,-0.140839,1.94953,0,
Thu Sep 26 11:12:01 2019,11404584,1132.6,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5380,5532,1238,0,30,10,7.03895,0.0191536,-6.49786,0.0148991,-2.75953,0.0436332,-50.0531,33.1699,-19.8779,47.289,2.50942,2.69498,1.73749,4.43247,-0.00151808,1.07831e-09,0.0808733,-0.140839,0.871215,0,
Thu Sep 26 11:12:01 2019,11414585,1133.64,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5528,1234,0,8,30,6.86178,-0.186748,-6.71334,0.0202203,-2.69462,0.0659819,-50.0531,33.1699,-19.8779,45.6265,2.77731,3.6078,1.81333,5.42112,3.82209e-05,1.03753e-09,0.0778151,-0.140839,-0.166319,0,
Thu Sep 26 11:12:01 2019,11424586,1133.64,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5528,1234,0,8,30,6.51223,-0.335188,-7.13472,0.00851379,-2.64353,0.080881,-50.0531,33.1699,-19.8779,42.3884,3.04915,4.60017,1.87967,6.47984,0.00154057,1.00156e-09,0.0751174,-0.140839,-1.16788,0,
Thu Sep 26 11:12:01 2019,11434587,1133.64,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5536,1234,0,28,10,6.10521,-0.857124,-7.5561,-0.0500185,-2.58607,0.0691746,-50.0531,33.1699,-19.8779,38.9377,3.31917,5.65066,1.93153,7.58219,0.0029848,9.62819e-10,0.0722115,-0.140839,-2.1307,0,
Thu Sep 26 11:12:01 2019,11444588,1133.64,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5536,1234,0,28,10,5.69341,-0.296881,-7.26401,-0.120257,-2.53073,0.0457616,-50.0531,33.1699,-19.8779,38.0888,3.58979,6.73999,1.97227,8.71226,0.00438642,9.34415e-10,0.0700812,-0.140839,-3.06512,0,
