today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.00095, kiei(I)=0, kded(D)=0.0004,signal, mad_pitch, multiplier
Thu Sep 26 22:17:09 2019,10750771,924.774,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5528,1230,0,28,12,-0.550666,-0.143652,-9.83538,0.019156,1.75597,0.00532112,-16.5656,36.3973,33.0146,-3.20455,4.3671,-3.75944,2.12236,-1.63708,-0.0010686,-0,-0.0308292,-0.093895,1.03095,0,
Thu Sep 26 22:17:09 2019,10760772,924.774,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5540,1232,0,28,30,-0.272939,-0.158017,-9.86411,0.0351194,1.71127,0.0106422,-16.5656,36.3973,33.0146,-1.58497,4.66638,-4.00072,2.14747,-1.85325,-0.00193133,-0,-0.0363257,-0.093895,1.93909,0,
Thu Sep 26 22:17:09 2019,10770773,924.774,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5540,1232,0,28,30,0.162806,-0.201113,-9.72046,0.0159634,1.66764,0.0180918,-16.5656,36.3973,33.0146,0.959545,4.96536,-4.21151,2.16205,-2.04946,-0.00278395,-0,-0.0358996,-0.093895,2.83658,0,
Thu Sep 26 22:17:09 2019,10780774,924.774,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1232,0,8,30,0.287304,-0.205901,-9.56723,0.00851379,1.62401,0.0361836,-16.5656,36.3973,33.0146,1.72008,5.26434,-4.38655,2.16723,-2.21932,-0.0036395,-0,-0.036023,-0.093895,3.73716,0,
Thu Sep 26 22:17:09 2019,10790775,925.321,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1232,0,8,30,0.603339,-0.047884,-9.67736,0.00532112,1.58463,0.0404405,-16.5656,36.3973,33.0146,3.56751,5.5621,-4.52263,2.16262,-2.36001,-0.00447515,-0,-0.0351855,-0.093895,4.61679,0,
Thu Sep 26 22:17:09 2019,10800776,925.321,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5402,5548,1234,0,8,28,1.00556,-0.0526724,-9.43794,0.0180918,1.52929,0.0308625,-16.5656,36.3973,33.0146,6.08163,5.86443,-4.61598,2.15461,-2.46137,-0.00530462,-0,-0.0349249,-0.093895,5.48992,0,
Thu Sep 26 22:17:09 2019,10810777,925.321,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5402,5548,1234,0,8,28,1.06303,-0.110133,-9.36612,0.0223487,1.47501,0.0372479,-16.5656,36.3973,33.0146,6.47519,6.16646,-4.66302,2.13886,-2.52415,-0.00613215,-0,-0.0348433,-0.093895,6.361,0,
Thu Sep 26 22:17:09 2019,10820778,925.321,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5390,5526,1232,0,8,28,1.12527,0.0670376,-9.19373,0.00957802,1.42712,0.0287341,-16.5656,36.3973,33.0146,6.97806,6.46666,-4.6639,2.11462,-2.54928,-0.00693405,-0,-0.0337642,-0.093895,7.20511,0,
Thu Sep 26 22:17:09 2019,10830779,925.321,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5390,5526,1232,0,8,28,1.652,-0.134075,-9.84017,0.0893948,1.3803,0.0042569,-16.5656,36.3973,33.0146,9.53014,6.76655,-4.61883,2.08417,-2.53466,-0.00770034,-0,-0.0322648,-0.093895,8.01173,0,
Thu Sep 26 22:17:09 2019,10840780,925.321,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5534,1232,0,8,28,1.67594,-0.430956,-9.18416,-0.00106422,1.31112,0.00212845,-16.5656,36.3973,33.0146,10.3417,7.07285,-4.52582,2.05457,-2.47126,-0.00845715,-0,-0.0318657,-0.093895,8.80837,0,
Thu Sep 26 22:17:09 2019,10850781,924.183,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5534,1232,0,8,28,1.63285,0.0526724,-9.41879,0.0393763,1.27068,0.00851379,-16.5656,36.3973,33.0146,9.83508,7.37091,-4.38583,2.01184,-2.37399,-0.00919896,-0,-0.0312342,-0.093895,9.58922,0,
Thu Sep 26 22:17:09 2019,10860782,924.183,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5406,5532,1230,0,8,30,2.09253,-0.172383,-9.36133,0.0287341,1.193,-0.0159634,-16.5656,36.3973,33.0146,12.6002,7.67965,-4.20097,1.97537,-2.22561,-0.00988265,-0,-0.028787,-0.093895,10.3089,0,
Thu Sep 26 22:17:09 2019,10870783,924.183,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5406,5532,1230,0,8,30,2.07817,0.0287304,-9.23204,0.00532112,1.12276,-0.0042569,-16.5656,36.3973,33.0146,12.6861,7.98625,-3.97092,1.93249,-2.03843,-0.0105627,-0,-0.0286333,-0.093895,11.0247,0,
Thu Sep 26 22:17:09 2019,10880784,924.183,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1232,0,8,10,2.27449,-0.124498,-9.08839,0.0489543,1.07593,-0,-16.5656,36.3973,33.0146,14.0505,8.28614,-3.69634,1.87955,-1.81679,-0.011209,-0,-0.0272122,-0.093895,11.705,0,
Thu Sep 26 22:17:09 2019,10890785,924.852,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1232,0,8,10,2.22661,-0.263362,-9.57202,0.0117065,0.991857,-0.00319267,-16.5656,36.3973,33.0146,13.0951,8.59671,-3.38028,1.83421,-1.54607,-0.0118319,-0,-0.0262298,-0.093895,12.3608,0,
Thu Sep 26 22:17:09 2019,10900786,924.852,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5544,1230,0,30,12,2.02071,-0.282516,-9.13148,0.0287341,0.935453,0.0234129,-16.5656,36.3973,33.0146,12.4779,8.89935,-3.02857,1.77823,-1.25035,-0.0123907,-0,-0.0235275,-0.093895,12.949,0,
Thu Sep 26 22:17:09 2019,10910787,924.852,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5544,1230,0,30,12,2.12605,-0.11971,-9.73482,-0.00319267,0.867343,0.0255414,-16.5656,36.3973,33.0146,12.3198,9.20534,-2.64778,1.72349,-0.92429,-0.0128908,-0,-0.0210545,-0.093895,13.4753,0,
Thu Sep 26 22:17:09 2019,10920788,924.852,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1232,0,8,28,2.07817,0.023942,-9.76355,0.00638535,0.785398,0.0234129,-16.5656,36.3973,33.0146,12.0161,9.51529,-2.24299,1.67069,-0.572292,-0.0133509,-0,-0.0193728,-0.093895,13.9596,0,
Thu Sep 26 22:17:09 2019,10930789,924.852,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1232,0,8,28,1.84832,-0.105345,-9.43315,0.032991,0.705581,0.0351194,-16.5656,36.3973,33.0146,11.086,9.82464,-1.81935,1.61549,-0.20386,-0.0137506,-0,-0.0168321,-0.093895,14.3805,0,
Thu Sep 26 22:17:09 2019,10940790,924.852,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5528,1232,0,6,28,1.8579,-0.282516,-9.73482,0.019156,0.626828,0.0255414,-16.5656,36.3973,33.0146,10.805,10.1337,-1.38239,1.5586,0.176202,-0.0140882,-0,-0.0142123,-0.093895,14.7358,0,
Thu Sep 26 22:17:09 2019,10950791,924.383,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5528,1232,0,6,28,1.87705,-0.129287,-9.9503,0.0138349,0.54914,0.0223487,-16.5656,36.3973,33.0146,10.6829,10.4424,-0.936409,1.50036,0.563947,-0.0143637,-0,-0.0115998,-0.093895,15.0258,0,
Thu Sep 26 22:17:09 2019,10960792,924.383,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5544,1228,0,28,30,1.92973,-0.0335188,-9.89284,0.0202203,0.458681,0.019156,-16.5656,36.3973,33.0146,11.0377,10.7548,-0.484012,1.4449,0.96089,-0.0145841,-0,-0.0092799,-0.093895,15.2578,0,
Thu Sep 26 22:17:09 2019,10970793,924.383,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5544,1228,0,28,30,1.95846,-0.129287,-9.90242,0.0287341,0.369286,0.0127707,-16.5656,36.3973,33.0146,11.1873,11.0669,-0.0267605,1.38841,1.36165,-0.0147562,-0,-0.00724682,-0.093895,15.4389,0,
Thu Sep 26 22:17:09 2019,10980794,924.383,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5392,5528,1228,0,8,28,2.18351,-0.23942,-9.75398,0.0468259,0.30224,-0,-16.5656,36.3973,33.0146,12.6181,11.3726,0.435175,1.32536,1.76054,-0.0148861,-0,-0.00547134,-0.093895,15.5757,0,
Thu Sep 26 22:17:09 2019,10990795,924.366,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5392,5528,1228,0,8,28,2.28886,-0.138864,-9.84975,0.0255414,0.217102,-0,-16.5656,36.3973,33.0146,13.0821,11.6834,0.902933,1.26762,2.17056,-0.0149836,-0,-0.00410412,-0.093895,15.6783,0,
Thu Sep 26 22:17:09 2019,11000796,924.366,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5392,5526,1226,0,8,28,2.37026,-0.253785,-9.5385,0.0415047,0.150056,0.00532112,-16.5656,36.3973,33.0146,13.955,11.9891,1.3773,1.20505,2.58235,-0.0150528,-0,-0.00291588,-0.093895,15.7512,0,
Thu Sep 26 22:17:09 2019,11010797,924.366,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5392,5526,1226,0,8,28,2.59531,-0.181959,-9.50498,0.0202203,0.0744957,0.0180918,-16.5656,36.3973,33.0146,15.2722,12.2973,1.85926,1.14557,3.00483,-0.0150975,-0,-0.00188164,-0.093895,15.7982,0,
Thu Sep 26 22:17:09 2019,11020798,924.366,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1230,0,30,10,2.6432,-0.143652,-9.70609,0.0127707,0.00212845,0.0202203,-16.5656,36.3973,33.0146,15.2336,12.6045,2.34961,1.08595,3.43556,-0.0151183,-0,-0.000872688,-0.093895,15.8201,0,
Thu Sep 26 22:17:09 2019,11030799,924.366,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1230,0,30,10,2.77727,-0.153229,-9.33739,0.0127707,-0.0606608,0.0308625,-16.5656,36.3973,33.0146,16.5644,12.9089,2.84822,1.02468,3.8729,-0.0151143,0,0.000167541,-0.093895,15.8159,0,
Thu Sep 26 22:17:09 2019,11040800,924.366,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5532,1228,0,28,10,2.77249,-0.143652,-9.31344,0.0159634,-0.121322,0.0383121,-16.5656,36.3973,33.0146,16.5776,13.2128,3.35499,0.964157,4.31915,-0.015097,0,0.000728226,-0.093895,15.7977,0,
Thu Sep 26 22:17:09 2019,11050801,924.783,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5532,1228,0,28,10,2.81079,-0.105345,-9.39485,0.0159634,-0.175597,0.0340552,-16.5656,36.3973,33.0146,16.6564,13.5148,3.86867,0.90339,4.77206,-0.0150492,0,0.00201382,-0.093895,15.7473,0,
Thu Sep 26 22:17:09 2019,11060802,924.783,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5414,5548,1234,0,28,10,2.86347,-0.225055,-9.26556,0.0148991,-0.23945,0.0255414,-16.5656,36.3973,33.0146,17.1735,13.8196,4.38739,0.847001,5.23439,-0.0149772,0,0.00302795,-0.093895,15.6716,0,
Thu Sep 26 22:17:09 2019,11070803,924.783,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5414,5548,1234,0,28,10,2.75812,-0.292093,-9.44273,0.00106422,-0.287341,0.0180918,-16.5656,36.3973,33.0146,16.2825,14.1198,4.90896,0.787832,5.6968,-0.0148735,0,0.00436634,-0.093895,15.5625,0,
Thu Sep 26 22:17:09 2019,11080804,924.783,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5524,1230,0,6,28,2.84431,-0.220267,-9.48104,-0.0138349,-0.327781,0.00638535,-16.5656,36.3973,33.0146,16.6993,14.4179,5.43038,0.728677,6.15906,-0.0147319,0,0.00596325,-0.093895,15.4134,0,
Thu Sep 26 22:17:09 2019,11090805,924.687,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5524,1230,0,6,28,2.80122,-0.138864,-9.55287,-0.0212845,-0.373543,-0.00319267,-16.5656,36.3973,33.0146,16.3429,14.7174,5.9493,0.673257,6.62255,-0.0145654,0,0.00700932,-0.093895,15.2382,0,
Thu Sep 26 22:17:09 2019,11100806,924.687,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5524,1230,0,6,30,2.6001,-0.0143652,-9.54808,-0.00212845,-0.41824,-0.00638535,-16.5656,36.3973,33.0146,15.2332,15.0167,6.46264,0.619713,7.08235,-0.0143769,0,0.00793808,-0.093895,15.0397,0,
Thu Sep 26 22:17:09 2019,11110807,924.687,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5524,1230,0,6,30,2.53785,-0.114922,-9.60075,0.00957802,-0.451231,-0.0106422,-16.5656,36.3973,33.0146,14.8069,15.3127,6.96611,0.565171,7.53128,-0.0141558,0,0.00930866,-0.093895,14.807,0,
Thu Sep 26 22:17:09 2019,11120808,924.687,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5528,1228,0,8,28,2.27449,-0.124498,-9.61033,0.00532112,-0.486351,-0.00212845,-16.5656,36.3973,33.0146,13.3153,15.6092,7.45539,0.513715,7.9691,-0.0139096,0,0.0103666,-0.093895,14.5478,0,
Thu Sep 26 22:17:09 2019,11130809,924.687,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5528,1228,0,8,28,2.1452,-0.138864,-9.61511,0.0244772,-0.525727,0.00319267,-16.5656,36.3973,33.0146,12.5771,15.907,7.92592,0.465859,8.39178,-0.0136223,0,0.0120978,-0.093895,14.2454,0,
Thu Sep 26 22:17:09 2019,11140810,924.687,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5526,1228,0,30,10,1.80044,-0.100556,-9.48104,0.0127707,-0.54914,0.0127707,-16.5656,36.3973,33.0146,10.7524,16.2001,8.373,0.415937,8.78893,-0.0133116,0,0.0130841,-0.093895,13.9183,0,
Thu Sep 26 22:17:09 2019,11150811,925.243,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5526,1228,0,30,10,1.62806,-0.220267,-9.36612,-0.00106422,-0.578938,0.019156,-16.5656,36.3973,33.0146,9.86087,16.4952,8.79194,0.370437,9.16238,-0.0129648,0,0.0146008,-0.093895,13.5533,0,
Thu Sep 26 22:17:09 2019,11160812,925.243,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5522,1230,0,28,10,1.403,-0.105345,-9.55765,-0.00106422,-0.598094,0.0234129,-16.5656,36.3973,33.0146,8.35102,16.7871,9.17874,0.32449,9.50323,-0.0125886,0,0.0158404,-0.093895,13.1572,0,
Thu Sep 26 22:17:09 2019,11170813,925.243,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5522,1230,0,28,10,1.26414,-0.162806,-9.43794,0.00638535,-0.614057,0.0148991,-16.5656,36.3973,33.0146,7.62892,17.0782,9.53028,0.280344,9.81062,-0.0121804,0,0.0171873,-0.093895,12.7276,0,
Thu Sep 26 22:17:09 2019,11180814,925.243,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5540,1230,0,28,10,1.13964,-0.220267,-9.40921,0.00319267,-0.635342,0.0106422,-16.5656,36.3973,33.0146,6.90601,17.3708,9.84477,0.240353,10.0851,-0.0117521,0,0.0180345,-0.093895,12.2767,0,
Thu Sep 26 22:17:09 2019,11190815,924.322,1512,1516,1088,1512,1088,1514,-0.0939026,-0.093895,0.9,-0.563385,-0.5,-1.19209e-07,5382,5540,1230,0,28,10,1.09654,-0.0287304,-9.44273,0.00957802,-0.640663,0.00212845,-16.5656,36.3973,33.0146,6.62385,17.6588,10.1219,0.198478,10.3203,-0.0113108,0,0.0185799,-0.093895,11.8122,0,
Thu Sep 26 22:17:09 2019,11200816,924.322,1512,1516,1088,1512,1088,1514,-0.0939026,-0.093895,0.9,-0.563385,-0.5,-1.19209e-07,5388,5524,1232,0,26,30,1.16837,0.0909797,-9.42358,0.00957802,-0.648113,-0.00638535,-16.5656,36.3973,33.0146,7.06768,17.9474,10.3629,0.159995,10.5229,-0.0108602,0,0.0189705,-0.093895,11.3379,0,
Thu Sep 26 22:17:09 2019,11210817,924.322,1512,1516,1088,1512,1088,1514,-0.0939026,-0.093895,0.9,-0.563385,-0.5,-1.19209e-07,5388,5524,1232,0,26,30,1.1971,-0.0335188,-9.38048,0.0361836,-0.650241,-0.00957802,-16.5656,36.3973,33.0146,7.27256,18.2345,10.5707,0.12272,10.6935,-0.0104229,0,0.0184145,-0.093895,10.8776,0,
Thu Sep 26 22:17:09 2019,11220818,924.322,1512,1516,1088,1512,1088,1514,-0.0939026,-0.093895,0.9,-0.563385,-0.5,-1.19209e-07,5388,5526,1230,0,8,28,1.14443,-0.177171,-9.33739,0.0308625,-0.642791,-0.00532112,-16.5656,36.3973,33.0146,6.98756,18.5188,10.748,0.085527,10.8336,-0.00999463,0,0.0180324,-0.093895,10.4268,0,
Thu Sep 26 22:17:09 2019,11230819,924.322,1512,1516,1088,1512,1088,1514,-0.0939026,-0.093895,0.9,-0.563385,-0.5,-1.19209e-07,5388,5526,1230,0,8,28,1.26414,-0.205901,-9.25119,0.019156,-0.632149,-0.00106422,-16.5656,36.3973,33.0146,7.78105,18.8022,10.8971,0.0502944,10.9474,-0.0095718,0,0.0178034,-0.093895,9.98168,0,
Thu Sep 26 22:17:09 2019,11240820,924.322,1512,1516,1088,1512,1088,1514,-0.0939026,-0.093895,0.9,-0.563385,-0.5,-1.19209e-07,5384,5540,1230,0,28,10,1.37427,-0.201113,-9.50977,0.0170276,-0.625764,0.0117065,-26.5406,34.6043,27.8291,8.22298,19.0869,11.0214,0.0190352,11.0404,-0.00916924,0,0.0169497,-0.093895,9.55794,0,
