today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.001, kiei(I)=1e-05, kded(D)=0.00075,signal, mad_pitch, multiplier
Thu Sep 26 21:30:49 2019,6635930,0,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5396,5532,1228,0,28,28,0.402226,-0.277727,-9.663,0.019156,-0.142606,0.00638535,-25.1156,36.3973,28.1748,2.38358,0.327333,0.00224952,0.313115,0.315365,2.58918e+30,1.29459e+26,1.94188e+32,2.58918e+33,0,0,
Thu Sep 26 21:30:49 2019,6645931,940.267,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5396,5532,1228,0,28,28,0.411803,-0.225055,-9.55765,0.00851379,-0.135156,0.0042569,-25.1156,36.3973,28.1748,2.46713,0.611678,0.0111268,0.557318,0.568445,0.0439898,-1.29459e+26,-1.94188e+32,-0.093895,-44.0837,0,
Thu Sep 26 21:30:49 2019,6655933,940.267,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1230,0,30,28,0.411803,-0.148441,-9.72525,0,-0.112808,0.0117065,-25.1156,36.3973,28.1748,2.42467,0.891755,0.0284022,0.774581,0.802983,0.043711,-1.39391e-08,-0.0209086,-0.093895,-43.8049,0,
Thu Sep 26 21:30:49 2019,6665934,940.267,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1230,0,30,28,0.282516,-0.23942,-9.7444,0.00319267,-0.0968444,0.0148991,-25.1156,36.3973,28.1748,1.66069,1.17366,0.0525745,0.972206,1.02478,0.0433331,-1.88942e-08,-0.0283413,-0.093895,-43.427,0,
Thu Sep 26 21:30:49 2019,6675935,940.267,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1230,0,30,28,0.344765,-0.23942,-9.77313,0.0117065,-0.0798168,0.0106422,-25.1156,36.3973,28.1748,2.02038,1.45526,0.0818237,1.14908,1.2309,0.042967,-1.83035e-08,-0.0274552,-0.093895,-43.0609,0,
Thu Sep 26 21:30:49 2019,6685936,940.267,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5380,5536,1228,0,26,28,0.258574,-0.196325,-9.72046,0.0212845,-0.0670461,0.0159634,-25.1156,36.3973,28.1748,1.52377,1.73808,0.115097,1.30774,1.42284,0.0425932,-1.8692e-08,-0.028038,-0.093895,-42.6871,0,
Thu Sep 26 21:30:49 2019,6695937,938.311,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5380,5536,1228,0,26,28,0.215478,-0.23942,-9.76355,0.00851379,-0.0478901,0.00851379,-25.1156,36.3973,28.1748,1.26429,2.01907,0.151084,1.44624,1.59732,0.0422127,-1.90277e-08,-0.0285416,-0.093895,-42.3065,0,
Thu Sep 26 21:30:49 2019,6705938,938.311,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5370,5524,1226,0,28,30,0.225055,-0.229843,-9.78271,0.00957802,-0.019156,0.00851379,-25.1156,36.3973,28.1748,1.31788,2.29732,0.188511,1.56488,1.75339,0.0418242,-1.94246e-08,-0.0291369,-0.093895,-41.918,0,
Thu Sep 26 21:30:49 2019,6715939,938.311,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1232,0,30,28,0.177171,-0.287304,-9.49062,0.0170276,-0.00532112,0.00957802,-25.1156,36.3973,28.1748,1.06947,2.57984,0.226736,1.67162,1.89835,0.0414249,-1.9965e-08,-0.0299475,-0.093895,-41.5187,0,
Thu Sep 26 21:30:49 2019,6725940,938.311,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1232,0,30,28,0.225055,-0.191536,-9.47625,0.00957802,0.0170276,0.00851379,-25.1156,36.3973,28.1748,1.36048,2.85991,0.265403,1.76064,2.02604,0.0410163,-2.04264e-08,-0.0306396,-0.093895,-41.1102,0,
Thu Sep 26 21:30:49 2019,6735941,942.604,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5380,5536,1232,0,30,28,0.258574,-0.215478,-9.39485,0.00851379,0.0351194,0.00638535,-25.1156,36.3973,28.1748,1.57655,3.14121,0.304846,1.83661,2.14146,0.0405948,-2.10739e-08,-0.0316109,-0.093895,-40.6887,0,
Thu Sep 26 21:30:49 2019,6745942,942.604,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5380,5536,1232,0,30,28,0.387861,-0.196325,-9.39485,0.00319267,0.0553397,0.0106422,-25.1156,36.3973,28.1748,2.36408,3.4219,0.346278,1.89862,2.24489,0.0401694,-2.12734e-08,-0.0319101,-0.093895,-40.2633,0,
Thu Sep 26 21:30:49 2019,6755943,942.604,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5374,5526,1230,0,30,28,0.392649,-0.138864,-9.26077,0.00212845,0.071303,0.00532112,-25.1156,36.3973,28.1748,2.42784,3.7038,0.391123,1.94935,2.34047,0.0397298,-2.19795e-08,-0.0329693,-0.093895,-39.8237,0,
Thu Sep 26 21:30:49 2019,6765944,942.604,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5374,5526,1230,0,30,28,0.339977,-0.153229,-9.55287,0.00319267,0.0787526,0.0117065,-25.1156,36.3973,28.1748,2.03824,3.98815,0.439418,1.99074,2.43016,0.0392781,-2.25866e-08,-0.0338799,-0.093895,-39.372,0,
Thu Sep 26 21:30:49 2019,6775945,942.604,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5374,5526,1230,0,30,28,0.392649,-0.21069,-9.49062,0.0117065,0.0925875,0.00957802,-25.1156,36.3973,28.1748,2.36911,4.27066,0.490324,2.01936,2.50968,0.0388223,-2.27877e-08,-0.0341815,-0.093895,-38.9162,0,
Thu Sep 26 21:30:49 2019,6785946,942.604,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5532,1226,0,30,28,0.397437,-0.129287,-9.56723,0.00957802,0.107487,0.0106422,-25.1156,36.3973,28.1748,2.37879,4.55287,0.543693,2.03762,2.58132,0.0383596,-2.31342e-08,-0.0347013,-0.093895,-38.4535,0,
Thu Sep 26 21:30:49 2019,6795947,940.64,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5532,1226,0,30,28,0.363919,-0.172383,-9.64384,0.0170276,0.120257,0.0106422,-25.1156,36.3973,28.1748,2.16108,4.83569,0.59924,2.04723,2.64647,0.0378891,-2.35258e-08,-0.0352887,-0.093895,-37.983,0,
Thu Sep 26 21:30:49 2019,6805948,940.64,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5370,5526,1226,0,30,28,0.47884,-0.186748,-9.56723,0.0148991,0.127707,0.00851379,-25.1156,36.3973,28.1748,2.86527,5.12004,0.656832,2.04975,2.70658,0.0374121,-2.38487e-08,-0.0357731,-0.093895,-37.506,0,
Thu Sep 26 21:30:49 2019,6815949,940.64,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5370,5526,1226,0,30,28,0.459687,-0.158017,-9.68694,0.0148991,0.137285,0.00638535,-22.4438,37.2938,30.4219,2.71689,5.40377,0.717062,2.04373,2.76079,0.0369278,-2.4214e-08,-0.036321,-0.093895,-37.0217,0,
Thu Sep 26 21:30:49 2019,6825950,940.64,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5374,5546,1234,0,30,30,0.497994,-0.172383,-9.69173,0.0117065,0.148991,0.00532112,-22.4438,37.2938,30.4219,2.94147,5.6869,0.780075,2.02993,2.81,0.0364426,-2.42601e-08,-0.0363902,-0.093895,-36.5365,0,
Thu Sep 26 21:30:49 2019,6835951,939.354,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5374,5546,1234,0,30,30,0.502782,-0.253785,-9.71088,0.00212845,0.157505,0.0042569,-22.4438,37.2938,30.4219,2.96385,5.97094,0.845701,2.01051,2.85621,0.0359512,-2.45741e-08,-0.0368611,-0.093895,-36.0451,0,
Thu Sep 26 21:30:49 2019,6845952,939.354,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5378,5538,1234,0,28,26,0.56982,-0.158017,-9.80665,0,0.155377,-0,-22.4438,37.2938,30.4219,3.32546,6.25803,0.914067,1.98807,2.90214,0.0354563,-2.47448e-08,-0.0371172,-0.093895,-35.5502,0,
Thu Sep 26 21:30:49 2019,6855953,939.354,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5380,5534,1228,0,28,30,0.493206,-0.191536,-9.88326,0.00212845,0.157505,0.0042569,-22.4438,37.2938,30.4219,2.85687,6.5439,0.984942,1.95886,2.94381,0.0349583,-2.48993e-08,-0.0373489,-0.093895,-35.0522,0,
Thu Sep 26 21:30:49 2019,6865954,939.354,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5380,5534,1228,0,28,30,0.531513,-0.244209,-9.78271,-0.00532112,0.161762,0.0138349,-22.4438,37.2938,30.4219,3.10993,6.82916,1.05754,1.92416,2.9817,0.0344634,-2.47448e-08,-0.0371172,-0.093895,-34.5573,0,
