today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.001, kiei(I)=5e-06, kded(D)=0.0005,signal, mad_pitch, multiplier
Thu Sep 26 21:46:17 2019,8999790,0,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1228,0,28,28,-9.72525,-0.555455,1.0343,0.0287341,4.51231,-0.0457616,50.7656,34.2457,1.20996,-96.0708,-1.0062,-0.0906673,-0.962499,-1.05317,2.54988e+30,6.3747e+25,1.27494e+32,2.54988e+33,0,0,
Thu Sep 26 21:46:17 2019,9009791,935.948,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1228,0,28,28,-9.65821,-0.339977,1.41737,0.0510828,4.56339,-0.0351194,50.7656,34.2457,1.20996,-98.3488,-0.734359,-0.447439,-0.617032,-1.06447,0.00452252,-6.3747e+25,-1.27494e+32,-0.093895,-4.61641,0,
Thu Sep 26 21:46:17 2019,9019793,935.948,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5394,5534,1230,0,28,28,-9.75398,0,0.56982,0.0766241,4.67407,0.0266056,50.7656,34.2457,1.20996,-93.3435,-0.479587,-1.1366,-0.314927,-1.45152,0.0028921,-4.07605e-08,-0.081521,-0.093895,-2.98599,0,
Thu Sep 26 21:46:17 2019,9029794,935.948,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5540,1228,0,30,28,-9.27035,-0.502782,0.143652,0.0925875,4.72835,0.0234129,50.7656,34.2457,1.20996,-90.8879,-0.208657,-2.11768,-0.0218493,-2.13953,0.000283119,-6.52244e-08,-0.130449,-0.093895,-0.377014,0,
Thu Sep 26 21:46:17 2019,9039795,935.948,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5540,1228,0,30,28,-9.14106,-0.526724,-0.59855,0.0223487,4.75389,0.032991,50.7656,34.2457,1.20996,-86.2537,0.0705054,-3.34844,0.254278,-3.09416,-0.00224728,-6.32599e-08,-0.12652,-0.093895,2.15338,0,
Thu Sep 26 21:46:17 2019,9049796,935.948,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5540,1228,0,30,28,-9.36133,-0.502782,-1.17795,0.0042569,4.79752,0.052147,50.7656,34.2457,1.20996,-82.8282,0.344485,-4.78871,0.501022,-4.28769,-0.00481623,-6.42237e-08,-0.128447,-0.093895,4.72233,0,
Thu Sep 26 21:46:17 2019,9059797,935.183,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5372,5536,1232,0,30,28,-9.15543,-0.368707,-1.37906,0.00638535,4.84222,0.0372479,50.7656,34.2457,1.20996,-81.4341,0.618159,-6.4031,0.724613,-5.67849,-0.00741773,-6.50376e-08,-0.130075,-0.093895,7.32383,0,
Thu Sep 26 21:46:17 2019,9069798,935.183,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5534,1228,0,26,26,-9.06445,-0.191536,-1.47004,-0.0255414,4.86457,0.0351194,50.7656,34.2457,1.20996,-80.7882,0.898236,-8.16425,0.932592,-7.23166,-0.0100533,-6.58883e-08,-0.131777,-0.093895,9.95936,0,
Thu Sep 26 21:46:17 2019,9079799,935.183,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5534,1228,0,26,26,-9.36133,0.00957681,-1.47962,-0.00319267,4.9114,0.0372479,50.7656,34.2457,1.20996,-81.0184,1.1713,-10.0507,1.11267,-8.93805,-0.0127112,-6.64489e-08,-0.132898,-0.093895,12.6173,0,
Thu Sep 26 21:46:17 2019,9089800,935.183,1513,1516,1088,1513,1088,1514,-0.0469513,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5534,1228,0,28,28,-8.88249,-0.263362,-2.24576,0.0393763,4.94013,0.0361836,50.7656,34.2457,1.20996,-75.8113,1.44955,-12.0396,1.2782,-10.7614,-0.0153815,-6.6757e-08,-0.133514,-0.093895,15.2876,0,
