today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=5e-06, kded(D)=0.0005,signal, mad_pitch, multiplier
Thu Sep 26 21:44:17 2019,7985707,0,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5404,5546,1232,0,26,28,2.40378,-0.191536,-9.34217,0.0180918,0.295854,0.0042569,-28.6781,35.3215,24.3721,14.4294,0.201723,0.0136179,0.192961,0.206579,5.1568e+30,6.446e+25,1.2892e+32,2.5784e+33,0,0,
Thu Sep 26 21:44:17 2019,7995708,937.399,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5404,5546,1232,0,26,28,2.46603,-0.292093,-9.2895,0.0180918,0.269249,0.00319267,-28.6781,35.3215,24.3721,14.8671,0.495824,0.0672936,0.457161,0.524455,0.071166,-6.446e+25,-1.2892e+32,-0.093895,-35.6769,0,
Thu Sep 26 21:44:17 2019,8005711,937.399,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5390,5532,1232,0,28,26,2.4373,-0.339977,-9.40442,0.019156,0.228808,0.00319267,-28.6781,35.3215,24.3721,14.5294,0.793889,0.171546,0.700974,0.872519,0.0705593,-7.58324e-09,-0.0151665,-0.093895,-35.3736,0,
Thu Sep 26 21:44:17 2019,8015712,937.399,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5390,5532,1232,0,28,26,2.46603,-0.301669,-9.44273,0.0180918,0.189432,0.0170276,-28.6781,35.3215,24.3721,14.6363,1.09165,0.321559,0.921129,1.24269,0.0696557,-1.1296e-08,-0.022592,-0.093895,-34.9217,0,
Thu Sep 26 21:44:17 2019,8025713,937.399,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1230,0,30,26,2.52349,-0.229843,-9.52413,0.0223487,0.155377,0.0234129,-28.6781,35.3215,24.3721,14.84,1.38788,0.512953,1.11764,1.63059,0.0688151,-1.05071e-08,-0.0210142,-0.093895,-34.5014,0,
Thu Sep 26 21:44:17 2019,8035714,937.399,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1230,0,30,26,2.37026,-0.268151,-9.52892,0.0148991,0.120257,0.0234129,-28.6781,35.3215,24.3721,13.9685,1.68442,0.741152,1.29352,2.03467,0.0679921,-1.02874e-08,-0.0205748,-0.093895,-34.0899,0,
Thu Sep 26 21:44:17 2019,8045715,936.391,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5380,5528,1232,0,26,28,2.25534,-0.162806,-9.60554,0.0159634,0.0819453,0.0234129,-28.6781,35.3215,24.3721,13.2135,1.98188,1,1.45045,2.45045,0.0671981,-9.9246e-09,-0.0198492,-0.093895,-33.693,0,
Thu Sep 26 21:44:17 2019,8055716,936.391,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5380,5528,1232,0,26,28,2.21224,-0.172383,-9.59596,0.0170276,0.042569,0.0170276,-28.6781,35.3215,24.3721,12.9821,2.27964,1.28345,1.58886,2.87231,0.0664372,-9.51195e-09,-0.0190239,-0.093895,-33.3125,0,
Thu Sep 26 21:44:17 2019,8065717,936.391,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5388,5528,1226,0,28,28,2.2314,-0.272939,-9.57202,0.0170276,0.00744957,0.00744957,-28.6781,35.3215,24.3721,13.1223,2.57618,1.58733,1.70834,3.29567,0.0657109,-9.07888e-09,-0.0181578,-0.093895,-32.9493,0,
Thu Sep 26 21:44:17 2019,8075718,936.391,1512,1516,1088,1513,1088,1514,-0.0939026,-0.093895,0.9,-0.281677,-0.5,-1.19209e-07,5384,5538,1234,0,28,30,2.17394,-0.23942,-9.63427,0.00957802,-0.0287341,0.00638535,-28.6781,35.3215,24.3721,12.7156,2.87302,1.90841,1.81151,3.71992,0.0650202,-8.63352e-09,-0.017267,-0.093895,-32.604,0,
