today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=5e-07, kded(D)=0.0007,signal, mad_pitch, multiplier
Thu Sep 26 10:33:54 2019,6807441,0,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5406,5546,1242,0,6,30,-0.153229,-0.306458,-9.65821,0.00106422,-0.0489543,0.0148991,-20.3063,35.1422,30.7676,-0.90893,0.300504,-0.000857808,0.287451,0.286593,4.90834e+30,6.13543e+24,1.71792e+32,-0.140839,0,0,
Thu Sep 26 10:33:54 2019,6817442,1135.51,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5406,5546,1242,0,6,30,-0.0766145,-0.229843,-9.67736,0.0042569,-0.0510828,0.0127707,-20.3063,35.1422,30.7676,-0.453594,0.587592,-0.00378317,0.536557,0.532773,0.0780205,-6.13543e+24,-1.71792e+32,-0.140839,-39.1511,0,
Thu Sep 26 10:33:54 2019,6827446,1135.51,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5532,1240,0,30,10,-0.129287,-0.124498,-9.57202,0.00532112,-0.0574681,0.0159634,-20.3063,35.1422,30.7676,-0.773834,0.875901,-0.00888993,0.763633,0.754744,0.0774322,-7.35331e-10,-0.0205893,-0.140839,-38.8569,0,
Thu Sep 26 10:33:54 2019,6837447,1135.51,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5532,1240,0,30,10,-0.177171,-0.177171,-9.6199,0.0042569,-0.0691746,0.0148991,-20.3063,35.1422,30.7676,-1.0551,1.16573,-0.0164136,0.969988,0.953574,0.076661,-9.64022e-10,-0.0269926,-0.140839,-38.4713,0,
Thu Sep 26 10:33:54 2019,6847448,1135.51,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5546,1234,0,8,28,-0.201113,-0.153229,-9.74919,0.00106422,-0.0702388,0.00957802,-20.3063,35.1422,30.7676,-1.18177,1.45252,-0.0270731,1.15223,1.12515,0.0759375,-9.04408e-10,-0.0253234,-0.140839,-38.1096,0,
Thu Sep 26 10:33:54 2019,6857449,1135.51,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5546,1234,0,8,28,-0.124498,-0.23942,-9.78271,-0.00106422,-0.0755599,0.00957802,-20.3063,35.1422,30.7676,-0.729129,1.74052,-0.0406389,1.3158,1.27516,0.0752209,-8.95729e-10,-0.0250804,-0.140839,-37.7513,0,
Thu Sep 26 10:33:54 2019,6867450,1138.41,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5390,5528,1238,0,8,28,-0.148441,-0.172383,-9.65821,0.0117065,-0.0744957,0.0127707,-20.3063,35.1422,30.7676,-0.880531,2.0267,-0.0562211,1.45875,1.40253,0.0745069,-8.92477e-10,-0.0249894,-0.140839,-37.3943,0,
Thu Sep 26 10:33:54 2019,6877451,1138.41,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5390,5528,1238,0,8,28,-0.181959,-0.071826,-9.6199,0.0117065,-0.0766241,0.00744957,-20.3063,35.1422,30.7676,-1.08361,2.31378,-0.0736395,1.58492,1.51128,0.0737964,-8.88147e-10,-0.0248681,-0.140839,-37.039,0,
Thu Sep 26 10:33:54 2019,6887452,1138.41,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5390,5526,1240,0,6,26,-0.0814029,-0.186748,-9.62469,0.0127707,-0.0819453,0.0106422,-20.3063,35.1422,30.7676,-0.48458,2.60179,-0.0926334,1.69526,1.60263,0.0730934,-8.78696e-10,-0.0246035,-0.140839,-36.6876,0,
Thu Sep 26 10:33:54 2019,6897453,1138.41,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5390,5526,1240,0,6,26,-0.215478,-0.263362,-9.63427,0.0042569,-0.0819453,0.0117065,-20.3063,35.1422,30.7676,-1.28125,2.88827,-0.11281,1.78837,1.67556,0.0723889,-8.80651e-10,-0.0246582,-0.140839,-36.3353,0,
Thu Sep 26 10:33:54 2019,6907454,1136.57,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5528,1234,0,30,10,-0.138864,-0.258574,-9.6199,0.0042569,-0.0798168,0.0106422,-20.3063,35.1422,30.7676,-0.82701,3.17414,-0.134502,1.86623,1.73173,0.0716936,-8.69141e-10,-0.0243359,-0.140839,-35.9876,0,
Thu Sep 26 10:33:54 2019,6917455,1136.57,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5528,1234,0,30,10,-0.114922,-0.244209,-9.73961,0.00212845,-0.080881,0.0180918,-20.3063,35.1422,30.7676,-0.676026,3.46092,-0.157251,1.9313,1.77405,0.0710009,-8.65889e-10,-0.0242449,-0.140839,-35.6413,0,
