today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0025, kiei(I)=5e-07, kded(D)=0.00065,signal, mad_pitch, multiplier
Thu Sep 26 10:31:39 2019,7281473,0,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5400,5534,1238,0,8,28,0.0670376,-0.0909797,-8.93037,0.0478901,-0.0702388,0.00638535,-22.6219,33.5285,29.9033,0.430095,0.306601,0.000405904,0.293284,0.29369,6.29547e+30,6.29547e+24,1.63682e+32,-0.140839,0,0,
Thu Sep 26 10:31:39 2019,7291474,1136.45,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5346,5528,1234,0,28,28,0.138864,-0.124498,-8.97347,0.0532112,-0.0649177,0.00638535,-22.6219,33.5285,29.9033,0.886578,0.591556,0.0024243,0.53983,0.542255,0.0927967,-6.29547e+24,-1.63682e+32,-0.140839,-37.2595,0,
Thu Sep 26 10:31:39 2019,7301477,1136.45,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5346,5528,1234,0,28,28,0.0957681,-0.263362,-8.87291,0.0383121,-0.0489543,0.0170276,-22.6219,33.5285,29.9033,0.618388,0.873462,0.00692495,0.76047,0.767395,0.0920219,-7.7486e-10,-0.0201464,-0.140839,-36.9496,0,
Thu Sep 26 10:31:39 2019,7311478,1136.45,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5380,5532,1234,0,8,12,-0.0430956,-0.430956,-9.21289,0.0223487,-0.0340552,0.0255414,-22.6219,33.5285,29.9033,-0.268014,1.15567,0.012768,0.95978,0.972548,0.0911561,-8.65803e-10,-0.0225109,-0.140839,-36.6033,0,
Thu Sep 26 10:31:39 2019,7321479,1136.45,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5380,5532,1234,0,8,12,-0.0287304,-0.287304,-9.34696,-0.0106422,-0.0180918,0.0266056,-22.6219,33.5285,29.9033,-0.176114,1.43758,0.0179777,1.13824,1.15622,0.0903382,-8.17823e-10,-0.0212634,-0.140839,-36.2761,0,
Thu Sep 26 10:31:39 2019,7331480,1136.45,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5546,1234,0,30,28,-0.0191536,-0.244209,-9.48104,-0.032991,-0.00212845,0.0276698,-21.5531,34.9629,31.2861,-0.115749,1.71948,0.0219823,1.29723,1.31921,0.0894938,-8.44412e-10,-0.0219547,-0.140839,-35.9384,0,
Thu Sep 26 10:31:39 2019,7341481,1136.14,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5546,1234,0,30,28,-0.129287,-0.158017,-9.68215,-0.0340552,0.0127707,0.0106422,-21.5531,34.9629,31.2861,-0.765032,2.0017,0.0244569,1.43811,1.46257,0.088625,-8.68797e-10,-0.0225887,-0.140839,-35.5908,0,
Thu Sep 26 10:31:39 2019,7351482,1136.14,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5538,1234,0,30,30,-0.167594,-0.11971,-9.91678,-0.0351194,0.0297983,-0.00212845,-21.5531,34.9629,31.2861,-0.96821,2.2833,0.0241619,1.561,1.58516,0.0877474,-8.77647e-10,-0.0228188,-0.140839,-35.2398,0,
Thu Sep 26 10:31:39 2019,7361483,1136.14,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5538,1234,0,30,30,-0.0766145,-0.0383072,-10.1754,-0.00638535,0.0468259,-0.0127707,-21.5531,34.9629,31.2861,-0.431396,2.5649,0.020844,1.66756,1.6884,0.0868649,-8.82463e-10,-0.022944,-0.140839,-34.8868,0,
Thu Sep 26 10:31:39 2019,7371484,1136.14,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5354,5516,1234,0,28,12,0.0909797,0.0287304,-10.1562,0.0276698,0.0564039,-0.0266056,-21.5531,34.9629,31.2861,0.513245,2.84863,0.0164859,1.76081,1.77729,0.0859597,-9.05189e-10,-0.0235349,-0.140839,-34.5247,0,
