today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0015, kiei(I)=5e-06, kded(D)=0.0009,signal, mad_pitch, multiplier
Thu Sep 26 21:38:40 2019,8600941,0,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5394,5534,1228,0,28,28,-0.526724,-0.263362,-9.36612,0.00851379,-0.141542,0.019156,-20.1281,36.0387,31.2861,-3.21877,0.327028,-0.00303773,0.312823,0.309786,3.82862e+30,6.38104e+25,2.29717e+32,2.55241e+33,0,0,
Thu Sep 26 21:38:40 2019,8610942,940.136,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5546,1234,0,30,28,-0.502782,-0.134075,-9.36612,0.00212845,-0.128771,0.00957802,-20.1281,36.0387,31.2861,-3.07275,0.609849,-0.0147812,0.555594,0.540813,0.0517766,-6.38104e+25,-2.29717e+32,-0.140839,-34.6586,0,
Thu Sep 26 21:38:40 2019,8620945,940.136,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5546,1234,0,30,28,-0.411803,-0.134075,-9.47146,0.00638535,-0.107487,-0.00212845,-20.1281,36.0387,31.2861,-2.48956,0.89023,-0.036658,0.773303,0.736645,0.0514913,-4.7554e-09,-0.0171194,-0.140839,-34.4684,0,
Thu Sep 26 21:38:40 2019,8630946,940.136,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5546,1234,0,30,28,-0.493206,-0.196325,-9.43315,0.00638535,-0.0925875,-0,-20.1281,36.0387,31.2861,-2.99295,1.17244,-0.0669608,0.971341,0.90438,0.0510168,-7.90815e-09,-0.0284694,-0.140839,-34.1521,0,
Thu Sep 26 21:38:40 2019,8640947,940.136,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5380,5534,1228,0,28,28,-0.454898,-0.110133,-9.55765,0.00106422,-0.071303,-0.00106422,-20.1281,36.0387,31.2861,-2.72495,1.45282,-0.105006,1.14713,1.04213,0.0505717,-7.41825e-09,-0.0267057,-0.140839,-33.8553,0,
Thu Sep 26 21:38:40 2019,8650948,940.136,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5380,5524,1226,0,28,28,-0.402226,-0.143652,-9.59596,0.00319267,-0.052147,0.00319267,-20.1281,36.0387,31.2861,-2.40022,1.73381,-0.149655,1.30424,1.15458,0.0501118,-7.66478e-09,-0.0275932,-0.140839,-33.5487,0,
Thu Sep 26 21:38:40 2019,8660949,940.414,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5380,5524,1226,0,28,28,-0.521936,-0.201113,-9.88326,0.00851379,-0.0393763,0.00957802,-20.1281,36.0387,31.2861,-3.02299,2.01663,-0.199899,1.44482,1.24492,0.0496341,-7.9628e-09,-0.0286661,-0.140839,-33.2302,0,
Thu Sep 26 21:38:40 2019,8670950,940.414,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5540,1232,0,26,28,-0.622492,-0.244209,-9.663,0.0117065,-0.0255414,0.0276698,-20.1281,36.0387,31.2861,-3.68592,2.29915,-0.256569,1.5677,1.31113,0.0491456,-8.14123e-09,-0.0293084,-0.140839,-32.9046,0,
Thu Sep 26 21:38:40 2019,8680951,940.414,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5540,1232,0,26,28,-0.56982,-0.158017,-9.61511,0.0127707,-0.0127707,0.0180918,-20.1281,36.0387,31.2861,-3.39155,2.58197,-0.320465,1.67452,1.35406,0.0486535,-8.20208e-09,-0.0295275,-0.140839,-32.5765,0,
Thu Sep 26 21:38:40 2019,8690952,940.414,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5374,5538,1230,0,30,28,-0.627281,0.0622492,-9.67736,0.0255414,-0.00319267,0.0148991,-20.1281,36.0387,31.2861,-3.70869,2.86571,-0.391102,1.76681,1.37571,0.0481524,-8.35113e-09,-0.0300641,-0.140839,-32.2424,0,
Thu Sep 26 21:38:40 2019,8700953,939.728,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5374,5538,1230,0,30,28,-0.775721,-0.0526724,-9.46667,0.0415047,0.00106422,0.0042569,-20.1281,36.0387,31.2861,-4.68449,3.15097,-0.468881,1.84605,1.37717,0.0476439,-8.47454e-09,-0.0305083,-0.140839,-31.9035,0,
