today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.001, kiei(I)=5e-05, kded(D)=0.00055,signal, mad_pitch, multiplier
Thu Sep 26 21:50:59 2019,7115854,0,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5402,5534,1232,0,28,30,2.53307,-0.263362,-9.52892,0.0308625,-0.411855,-0.0415047,-28.1438,33.3492,25.9277,14.8866,0.404467,0.0140493,0.386899,0.400948,2.45417e+30,6.13543e+26,1.34979e+32,2.45417e+33,0,0,
Thu Sep 26 21:50:59 2019,7125855,937.286,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1232,0,28,28,2.5618,-0.158017,-9.34217,-0.0170276,-0.441653,-0.0500185,-28.1438,33.3492,25.9277,15.3346,0.699483,0.0694224,0.63476,0.704182,0.0775562,-6.13543e+26,-1.34979e+32,-0.140839,-77.6971,0,
Thu Sep 26 21:50:59 2019,7135858,937.286,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1232,0,28,28,2.53785,0.0574608,-9.04051,0.00532112,-0.46613,-0.032991,-28.1438,33.3492,25.9277,15.6805,0.992974,0.17762,0.857703,1.03532,0.0772009,-8.88405e-08,-0.0195449,-0.140839,-77.3417,0,
Thu Sep 26 21:50:59 2019,7145859,937.286,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5396,5548,1232,0,28,28,2.41336,0.229843,-8.69574,0.0297983,-0.484222,-0.0138349,-28.1438,33.3492,25.9277,15.5111,1.28464,0.33466,1.05671,1.39137,0.0773819,4.52671e-08,0.00995876,-0.140839,-77.5228,0,
Thu Sep 26 21:50:59 2019,7155860,937.286,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5396,5548,1232,0,28,28,2.42293,-0.00957681,-9.10754,0.0542754,-0.498057,0.0170276,-28.1438,33.3492,25.9277,14.8977,1.57508,0.535226,1.23365,1.76888,0.0775283,3.65944e-08,0.00805077,-0.140839,-77.6692,0,
Thu Sep 26 21:50:59 2019,7165861,937.286,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5520,1228,0,28,28,2.31759,-0.445322,-9.65342,0.00744957,-0.517213,0.032991,-28.1438,33.3492,25.9277,13.5,1.86705,0.772226,1.39236,2.16458,0.0776646,3.40805e-08,0.00749771,-0.140839,-77.8055,0,
Thu Sep 26 21:50:59 2019,7175862,936.356,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5520,1228,0,28,28,2.15478,-0.387861,-9.87369,-0.0415047,-0.520406,0.0404405,-28.1438,33.3492,25.9277,12.3109,2.15444,1.03733,1.52794,2.56527,0.077799,3.35922e-08,0.00739029,-0.140839,-77.9398,0,
Thu Sep 26 21:50:59 2019,7185863,936.356,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5544,1232,0,26,28,1.97282,-0.234632,-9.63427,-0.0595966,-0.504442,0.0287341,-28.1438,33.3492,25.9277,11.5726,2.43635,1.32289,1.64099,2.96388,0.0779273,3.20816e-08,0.00705795,-0.140839,-78.0682,0,
Thu Sep 26 21:50:59 2019,7195864,936.356,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5544,1232,0,26,28,1.68552,0.047884,-9.43315,-0.042569,-0.483158,0.0319267,-28.1438,33.3492,25.9277,10.1307,2.71673,1.62221,1.73678,3.35898,0.0780579,3.265e-08,0.007183,-0.140839,-78.1988,0,
Thu Sep 26 21:50:59 2019,7205865,936.356,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5528,1230,0,28,28,1.2402,0.11971,-9.39964,-0.0266056,-0.449103,0.0297983,-28.1438,33.3492,25.9277,7.51625,2.99345,1.9271,1.81437,3.74147,0.0781808,3.07083e-08,0.00675583,-0.140839,-78.3216,0,
