today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0005, kiei(I)=5e-06, kded(D)=0.0009,signal, mad_pitch, multiplier
Thu Sep 26 21:37:33 2019,7220559,0,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5392,5532,1230,0,28,28,0.277727,-0.272939,-9.61511,0.00319267,0.172404,0.0138349,-22.2656,35.6801,28.8662,1.6545,0.237089,0.00156144,0.226791,0.228352,1.23818e+30,6.19089e+25,2.22872e+32,2.47636e+33,0,0,
Thu Sep 26 21:37:33 2019,7230560,942.204,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5380,5544,1228,0,28,30,0.143652,-0.201113,-9.63906,0.00638535,0.173469,0.00957802,-22.2656,35.6801,28.8662,0.853824,0.523263,0.00691298,0.480406,0.487319,0.0152552,-6.19089e+25,-2.22872e+32,-0.140839,-30.6513,0,
Thu Sep 26 21:37:33 2019,7240563,942.204,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5380,5544,1228,0,28,30,0.349553,-0.253785,-9.59596,0.00106422,0.169212,0.0148991,-22.2656,35.6801,28.8662,2.0862,0.810962,0.0169255,0.712112,0.729037,0.0150452,-1.05021e-08,-0.0378076,-0.140839,-30.2312,0,
Thu Sep 26 21:37:33 2019,7250564,942.204,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5402,5540,1230,0,28,30,0.416591,-0.158017,-9.76355,0.00957802,0.170276,0.0127707,-22.2656,35.6801,28.8662,2.44321,1.09714,0.0330726,0.919981,0.953054,0.0148036,-1.20766e-08,-0.0434758,-0.140839,-29.7481,0,
Thu Sep 26 21:37:33 2019,7260565,942.204,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5402,5540,1230,0,28,30,0.383072,-0.153229,-9.70609,0.0202203,0.162826,0.0170276,-22.2656,35.6801,28.8662,2.26013,1.38575,0.0564361,1.10904,1.16548,0.0145737,-1.14967e-08,-0.0413881,-0.140839,-29.2882,0,
Thu Sep 26 21:37:33 2019,7270566,942.204,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5378,5534,1232,0,28,26,0.272939,-0.153229,-9.7444,0.0212845,0.157505,0.0159634,-22.2656,35.6801,28.8662,1.60443,1.67375,0.085687,1.27727,1.36296,0.0143452,-1.14231e-08,-0.041123,-0.140839,-28.8313,0,
Thu Sep 26 21:37:33 2019,7280567,940.414,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5378,5534,1232,0,28,26,0.426168,-0.258574,-9.74919,0.0180918,0.154313,0.0148991,-22.2656,35.6801,28.8662,2.50299,1.96115,0.119652,1.4258,1.54545,0.0141184,-1.13399e-08,-0.0408235,-0.140839,-28.3777,0,
Thu Sep 26 21:37:33 2019,7290568,940.414,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5378,5544,1232,0,28,28,0.483629,-0.158017,-9.73004,0.0180918,0.146863,0.0159634,-22.2656,35.6801,28.8662,2.84553,2.24976,0.159203,1.55748,1.71669,0.0138923,-1.1308e-08,-0.0407086,-0.140839,-27.9254,0,
Thu Sep 26 21:37:33 2019,7300569,940.414,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5378,5544,1232,0,28,28,0.47884,-0.234632,-9.69173,0.0212845,0.14367,0.0159634,-22.2656,35.6801,28.8662,2.82852,2.53715,0.205195,1.67093,1.87613,0.0136671,-1.12595e-08,-0.0405342,-0.140839,-27.475,0,
Thu Sep 26 21:37:33 2019,7310570,940.414,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5538,1234,0,30,26,0.47884,-0.196325,-9.65821,0.0202203,0.1309,0.0159634,-22.2656,35.6801,28.8662,2.83832,2.82729,0.257207,1.77106,2.02827,0.0134433,-1.1192e-08,-0.0402913,-0.140839,-27.0273,0,
