today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.001, kiei(I)=3e-05, kded(D)=0.00085,signal, mad_pitch, multiplier
Thu Sep 26 21:34:29 2019,6831978,0,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5404,5538,1234,0,28,28,-0.483629,-0.177171,-9.72525,0.0244772,-0.505507,-0.00638535,-26.0063,34.7836,26.9648,-2.84693,0.431296,-0.0026868,0.412563,0.409876,2.54988e+30,3.82482e+26,2.1674e+32,2.54988e+33,0,0,
Thu Sep 26 21:34:29 2019,6841980,941.057,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5404,5538,1234,0,28,28,-0.3304,-0.153229,-9.26077,0.0276698,-0.41824,-0.00319267,-26.0063,34.7836,26.9648,-2.0433,0.692775,-0.0124371,0.626066,0.613629,0.0665993,-3.82482e+26,-2.1674e+32,-0.140839,-66.7401,0,
Thu Sep 26 21:34:29 2019,6851991,941.057,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5390,5538,1232,0,30,28,-0.138864,-0.0766145,-8.98783,0.0223487,-0.339488,-0.0202203,-26.0063,34.7836,26.9648,-0.885161,0.956693,-0.0286908,0.821395,0.792704,0.0661821,-6.25694e-08,-0.035456,-0.140839,-66.323,0,
Thu Sep 26 21:34:29 2019,6861992,941.057,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5390,5538,1232,0,30,28,-0.0909797,-0.138864,-8.99741,0.0127707,-0.278827,-0.0212845,-26.0063,34.7836,26.9648,-0.579342,1.22579,-0.0476007,1.00198,0.954381,0.0659789,-3.04928e-08,-0.0172792,-0.140839,-66.1197,0,
Thu Sep 26 21:34:29 2019,6871994,941.057,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5538,1232,0,28,28,0.244209,-0.316035,-8.81545,0.00957802,-0.19156,0.0042569,-26.0063,34.7836,26.9648,1.58682,1.48727,-0.0651553,1.15615,1.09099,0.0658259,-2.29443e-08,-0.0130017,-0.140839,-65.9667,0,
Thu Sep 26 21:34:29 2019,6881995,941.057,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5538,1232,0,28,28,0.23942,-0.23942,-9.02135,-0.00638535,-0.116,0.0148991,-26.0063,34.7836,26.9648,1.52023,1.75211,-0.0770889,1.29606,1.21897,0.0655485,-4.16096e-08,-0.0235788,-0.140839,-65.6893,0,
Thu Sep 26 21:34:29 2019,6891996,941.222,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5402,5550,1234,0,28,28,0.229843,-0.215478,-9.38048,-0.00851379,-0.0478901,0.0159634,-26.0063,34.7836,26.9648,1.4036,2.01907,-0.0820257,1.42122,1.3392,0.0652433,-4.57867e-08,-0.0259458,-0.140839,-65.3841,0,
Thu Sep 26 21:34:29 2019,6902006,941.222,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5402,5550,1234,0,28,28,0.296881,-0.0766145,-9.42358,-0.00744957,-0.00106422,0.0127707,-26.0063,34.7836,26.9648,1.80445,2.29214,-0.0804463,1.53622,1.45578,0.0648988,-5.16735e-08,-0.0292817,-0.140839,-65.0396,0,
Thu Sep 26 21:34:29 2019,6912007,941.222,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1230,0,28,28,0.272939,0.0287304,-9.72525,0.00212845,0.0319267,-0.0042569,-26.0063,34.7836,26.9648,1.60758,2.56917,-0.0724498,1.63944,1.56699,0.0645224,-5.64571e-08,-0.0319924,-0.140839,-64.6632,0,
Thu Sep 26 21:34:29 2019,6922008,941.222,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1230,0,28,28,0.0766145,-0.205901,-10.0652,0.00106422,0.0510828,-0.019156,-26.0063,34.7836,26.9648,0.436116,2.85016,-0.0597104,1.73149,1.67178,0.0641276,-5.92152e-08,-0.0335553,-0.140839,-64.2684,0,
Thu Sep 26 21:34:29 2019,6932009,941.587,1512,1517,1088,1512,1088,1514,-0.0939026,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5546,1232,0,28,26,-0.306458,-0.205901,-10.0413,-0.00744957,0.042569,-0.00532112,-26.0063,34.7836,26.9648,-1.74811,3.13908,-0.0471376,1.81676,1.76962,0.0637329,-5.92054e-08,-0.0335497,-0.140839,-63.8737,0,
