today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0008, kiei(I)=0, kded(D)=0.0005,signal, mad_pitch, multiplier
Thu Sep 26 22:09:23 2019,6941151,0,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5400,5528,1234,0,28,28,-0.0861913,-0.234632,-9.76834,0.00532112,0.00638535,0.0148991,-21.1969,34.6043,30.9404,-0.505538,0.28465,-0.000477104,0.272286,0.271809,2.00796e+30,0,1.25497e+32,2.50995e+33,0,0,
Thu Sep 26 22:09:23 2019,6951152,928.119,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5400,5528,1234,0,28,28,-0.138864,-0.263362,-9.69652,0.00851379,-0.00532112,0.00957802,-21.1969,34.6043,30.9404,-0.820477,0.574483,-0.0026404,0.525362,0.522722,0.0291017,-0,-1.25497e+32,-0.140839,-36.5179,0,
Thu Sep 26 22:09:23 2019,6961155,928.119,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1230,0,28,28,-0.177171,-0.129287,-9.76355,0.0127707,-0.0148991,0.00532112,-21.1969,34.6043,30.9404,-1.03958,0.863706,-0.00761676,0.754365,0.746748,0.0287895,-0,-0.0195105,-0.140839,-36.1277,0,
Thu Sep 26 22:09:23 2019,6971156,928.119,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1230,0,28,28,-0.181959,-0.129287,-9.72046,0.019156,-0.0297983,0.0138349,-21.1969,34.6043,30.9404,-1.07241,1.15445,-0.0158901,0.962517,0.946626,0.0284776,-0,-0.0194923,-0.140839,-35.7378,0,
Thu Sep 26 22:09:23 2019,6981157,928.119,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5524,1228,0,28,26,-0.234632,-0.21069,-9.56723,0.0180918,-0.0489543,0.00851379,-21.1969,34.6043,30.9404,-1.40487,1.44642,-0.0277315,1.15051,1.12278,0.0281878,-0,-0.0181133,-0.140839,-35.3756,0,
Thu Sep 26 22:09:23 2019,6991158,928.119,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5524,1228,0,28,26,-0.186748,-0.220267,-9.57681,0.0138349,-0.0585323,0.0106422,-21.1969,34.6043,30.9404,-1.11713,1.73564,-0.04318,1.31556,1.27238,0.0279067,-0,-0.0175697,-0.140839,-35.0242,0,
Thu Sep 26 22:09:23 2019,7001159,925.234,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5536,1228,0,28,26,-0.138864,-0.296881,-9.54808,0.00851379,-0.0691746,0.0138349,-21.1969,34.6043,30.9404,-0.833231,2.02517,-0.0613735,1.46191,1.40054,0.0276313,-0,-0.01721,-0.140839,-34.68,0,
Thu Sep 26 22:09:23 2019,7011160,925.234,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5382,5536,1228,0,28,26,-0.205901,-0.186748,-9.56723,0.00638535,-0.0840737,0.0127707,-21.1969,34.6043,30.9404,-1.2329,2.31592,-0.0815797,1.59147,1.50989,0.0273631,-0,-0.016761,-0.140839,-34.3448,0,
Thu Sep 26 22:09:23 2019,7021161,925.234,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1228,0,28,28,-0.258574,-0.21069,-9.60075,0.00106422,-0.0957802,0.0159634,-21.1969,34.6043,30.9404,-1.54276,2.60575,-0.10433,1.70314,1.59881,0.0271032,-0,-0.0162436,-0.140839,-34.0199,0,
Thu Sep 26 22:09:23 2019,7031162,925.234,1513,1517,1088,1512,1088,1514,-0.0469513,-0.140839,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1228,0,28,28,-0.277727,-0.272939,-9.50498,-0.00106422,-0.0989729,0.0159634,-21.1969,34.6043,30.9404,-1.67366,2.89315,-0.130409,1.79656,1.66615,0.0268484,-0,-0.0159288,-0.140839,-33.7013,0,
