today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0025, kiei(I)=5e-09, kded(D)=0.0007,signal, mad_pitch, multiplier
Thu Sep 26 10:40:03 2019,4216017,0,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5396,5546,1242,0,28,12,-9.64384,-0.0622492,3.5099,0.0255414,1.94647,-0.00106422,53.9719,33.5285,-18.8408,-109.999,-0.271143,-0.103812,-0.259366,-0.363178,6.4872e+30,6.4872e+22,1.81642e+32,-0.140839,0,0,
Thu Sep 26 10:40:03 2019,4226018,1138.88,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5366,5520,1240,0,28,10,-9.48104,0.0622492,3.40934,0.0319267,1.98691,0.00319267,53.9719,33.5285,-18.8408,-109.778,0.00375095,-0.509639,0.0266088,-0.48303,0.0447979,-6.4872e+22,-1.81642e+32,-0.140839,-18.06,0,
Thu Sep 26 10:40:03 2019,4236022,1138.88,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5366,5520,1240,0,28,10,-9.32302,0.0335188,3.10767,0.061725,2.0497,0.0106422,53.9719,33.5285,-18.8408,-108.435,0.272242,-1.29241,0.282055,-1.01035,0.0431459,-1.65201e-11,-0.0462562,-0.140839,-17.3992,0,
Thu Sep 26 10:40:03 2019,4246023,1138.88,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5382,5538,1238,0,26,10,-9.22246,-0.148441,2.77727,0.0840737,2.10504,0.0319267,53.9719,33.5285,-18.8408,-106.759,0.542868,-2.41281,0.51677,-1.89604,0.0404453,-2.70053e-11,-0.0756148,-0.140839,-16.319,0,
Thu Sep 26 10:40:03 2019,4256024,1138.88,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5382,5538,1238,0,26,10,-9.10754,-0.339977,2.63841,0.0883306,2.16038,0.0457616,53.9719,33.5285,-18.8408,-106.156,0.813493,-3.83292,0.729587,-3.10333,0.0377975,-2.64785e-11,-0.0741398,-0.140839,-15.2598,0,
Thu Sep 26 10:40:03 2019,4266025,1138.88,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5400,5550,1238,0,28,12,-9.11712,-0.220267,2.40378,0.0691746,2.21146,0.0372479,53.9719,33.5285,-18.8408,-104.77,1.08534,-5.51788,0.922731,-4.59514,0.0350655,-2.73193e-11,-0.0764941,-0.140839,-14.1671,0,
Thu Sep 26 10:40:03 2019,4276026,1138.59,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5400,5550,1238,0,28,12,-9.29908,-0.0622492,2.29365,0.0585323,2.25722,0.0319267,53.9719,33.5285,-18.8408,-103.856,1.35871,-7.43476,1.09744,-6.33733,0.0322541,-2.81143e-11,-0.07872,-0.140839,-13.0425,0,
Thu Sep 26 10:40:03 2019,4286027,1138.59,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5380,5528,1240,0,26,10,-9.29429,0.0383072,2.02071,0.0574681,2.2966,0.0319267,53.9719,33.5285,-18.8408,-102.266,1.63391,-9.5521,1.2549,-8.2972,0.0293742,-2.87988e-11,-0.0806366,-0.140839,-11.8905,0,
Thu Sep 26 10:40:03 2019,4296028,1138.59,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5380,5528,1240,0,26,10,-9.663,-0.177171,1.73819,0.0606608,2.32639,0.0266056,53.9719,35.6801,4.32129,-100.197,1.91185,-11.8391,1.39687,-10.4422,0.0264301,-2.94412e-11,-0.0824353,-0.140839,-10.7129,0,
Thu Sep 26 10:40:03 2019,4306029,1138.59,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5380,5540,1234,0,6,32,-9.70609,-0.215478,1.42216,0.0585323,2.34981,0.0212845,53.9719,35.6801,4.32129,-98.3359,2.19162,-14.2654,1.52325,-12.7421,0.0236042,-2.82593e-11,-0.079126,-0.140839,-9.58251,0,
Thu Sep 26 10:40:03 2019,4316030,1139.28,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5380,5540,1234,0,6,32,-9.85932,-0.0383072,1.28808,0.0564039,2.37641,0.0180918,53.9719,35.6801,4.32129,-97.4434,2.47048,-16.8038,1.63227,-15.1716,0.0207368,-2.86736e-11,-0.080286,-0.140839,-8.43557,0,
Thu Sep 26 10:40:03 2019,4326031,1139.28,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5370,5524,1234,0,6,30,-9.85932,0.023942,0.823605,0.0564039,2.39025,0.0117065,53.9719,35.6801,4.32129,-94.7752,2.75299,-19.4293,1.72936,-17.6999,0.0178341,-2.90278e-11,-0.0812777,-0.140839,-7.27446,0,
Thu Sep 26 10:40:03 2019,4336032,1139.28,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5370,5524,1234,0,6,30,-9.83538,-0.134075,0.6608,0.0627892,2.40302,0.0042569,53.9719,35.6801,4.32129,-93.8438,3.03581,-22.1177,1.81196,-20.3057,0.0149031,-2.93097e-11,-0.082067,-0.140839,-6.10207,0,
Thu Sep 26 10:40:03 2019,4346033,1139.28,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5374,5526,1234,0,28,10,-10.07,-0.177171,0.253785,0.0553397,2.41792,0.0042569,53.9719,35.6801,4.32129,-91.4437,3.31803,-24.847,1.88012,-22.9669,0.0119464,-2.95666e-11,-0.0827864,-0.140839,-4.91941,0,
Thu Sep 26 10:40:03 2019,4356034,1139.28,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5374,5526,1234,0,28,10,-9.93115,-0.100556,0.306458,0.0627892,2.4243,0.0170276,53.9719,35.6801,4.32129,-91.7676,3.60267,-27.5983,1.93772,-25.6606,0.00897262,-2.97381e-11,-0.0832667,-0.140839,-3.72989,0,
Thu Sep 26 10:40:03 2019,4366035,1139.28,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5382,5528,1240,0,28,12,-9.84496,-0.0191536,0.071826,0.0872664,2.43601,0.0212845,53.9719,35.6801,4.32129,-90.4181,3.8858,-30.3565,1.98166,-28.3749,0.00596704,-3.00558e-11,-0.0841561,-0.140839,-2.52766,0,
Thu Sep 26 10:40:03 2019,4376036,1139.1,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5382,5528,1240,0,28,12,-9.77792,-0.0766145,-0.047884,0.0862022,2.44133,0.0308625,53.9719,35.6801,4.32129,-89.7195,4.17075,-33.1077,2.01613,-31.0916,0.002946,-3.02104e-11,-0.0845892,-0.140839,-1.31924,0,
Thu Sep 26 10:40:03 2019,4386037,1139.1,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5380,5540,1234,0,8,32,-9.52413,-0.205901,-0.225055,0.0840737,2.44452,0.0138349,53.9719,35.6801,4.32129,-88.6464,4.45632,-35.8384,2.04064,-33.7977,-9.33173e-05,-3.03932e-11,-0.0851009,-0.140839,-0.103512,0,
Thu Sep 26 10:40:03 2019,4396038,1139.1,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5380,5540,1234,0,8,32,-9.40442,-0.181959,-0.474052,0.0670461,2.44346,0.00957802,53.9719,35.6801,4.32129,-87.1144,4.7431,-38.5359,2.05653,-36.4794,-0.00314688,-3.05357e-11,-0.0854998,-0.140839,1.11791,0,
