today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0025, kiei(I)=5e-07, kded(D)=0.00075,signal, mad_pitch, multiplier
Thu Sep 26 10:38:11 2019,10961686,0,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5402,5534,1242,0,8,30,-1.24977,-0.368707,-9.57681,0.0042569,0.156441,0.0148991,-16.7438,35.1422,34.5703,-7.43509,0.241662,-0.0070169,0.231165,0.224149,6.41273e+30,6.41273e+24,1.92382e+32,-0.140839,0,0,
Thu Sep 26 10:38:11 2019,10971687,1136.98,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5362,5520,1238,0,8,28,-1.17316,-0.201113,-9.6199,0.00744957,0.155377,0.0180918,-16.7438,35.1422,34.5703,-6.95296,0.528446,-0.0340067,0.484975,0.450968,0.0512213,-6.41273e+24,-1.92382e+32,-0.140839,-20.6293,0,
Thu Sep 26 10:38:11 2019,10981690,1136.98,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5362,5520,1238,0,8,28,-1.1971,-0.320823,-9.42358,0.00744957,0.159634,0.0127707,-16.7438,35.1422,34.5703,-7.23966,0.813706,-0.0855476,0.713926,0.628379,0.0507314,-4.89864e-10,-0.0146959,-0.140839,-20.4334,0,
Thu Sep 26 10:38:11 2019,10991691,1136.98,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5544,1234,0,30,14,-1.14443,-0.220267,-9.55765,0.00744957,0.163891,0.0138349,-16.7438,35.1422,34.5703,-6.82806,1.09897,-0.159056,0.920726,0.761669,0.0499657,-7.65705e-10,-0.0229712,-0.140839,-20.1271,0,
Thu Sep 26 10:38:11 2019,11001692,1136.98,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5544,1234,0,30,14,-1.08218,-0.244209,-9.60075,0.0042569,0.160698,0.0127707,-16.7438,35.1422,34.5703,-6.43114,1.38636,-0.251507,1.10852,0.857009,0.0492338,-7.31912e-10,-0.0219574,-0.140839,-19.8343,0,
Thu Sep 26 10:38:11 2019,11011693,1136.98,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5544,1234,0,30,14,-1.10133,-0.282516,-9.51456,0.0042569,0.166019,0.0106422,-16.7438,35.1422,34.5703,-6.60274,1.67131,-0.359967,1.27383,0.913864,0.0484978,-7.35955e-10,-0.0220787,-0.140839,-19.54,0,
Thu Sep 26 10:38:11 2019,11021694,1137.66,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5370,5524,1240,0,28,10,-1.12049,-0.277727,-9.62469,0.0159634,0.164955,0.0117065,-16.7438,35.1422,34.5703,-6.64037,1.9581,-0.482649,1.42204,0.939388,0.0477541,-7.43728e-10,-0.0223118,-0.140839,-19.2425,0,
Thu Sep 26 10:38:11 2019,11031695,1137.66,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5370,5524,1240,0,28,10,-1.1971,-0.282516,-9.59117,0.00851379,0.166019,0.0138349,-16.7438,35.1422,34.5703,-7.11446,2.24427,-0.618563,1.5517,0.933134,0.0470191,-7.34997e-10,-0.0220499,-0.140839,-18.9485,0,
Thu Sep 26 10:38:11 2019,11041696,1137.66,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1234,0,26,10,-1.04387,-0.368707,-9.60075,0.0148991,0.160698,0.0159634,-16.7438,35.1422,34.5703,-6.20529,2.53228,-0.766143,1.66623,0.900086,0.0462962,-7.22928e-10,-0.0216878,-0.140839,-18.6593,0,
Thu Sep 26 10:38:11 2019,11051697,1137.66,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5534,1234,0,8,28,-1.00556,-0.316035,-9.60075,0.00957802,0.162826,0.0159634,-16.7438,35.1422,34.5703,-5.97926,2.81815,-0.922359,1.7627,0.840339,0.0455622,-7.33976e-10,-0.0220193,-0.140839,-18.3657,0,
Thu Sep 26 10:38:11 2019,11061698,1137.22,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5534,1234,0,8,28,-0.90022,-0.311246,-9.6199,0.00744957,0.156441,0.0223487,-16.7438,35.1422,34.5703,-5.34611,3.10645,-1.084,1.84665,0.762642,0.0448308,-7.31406e-10,-0.0219422,-0.140839,-18.0732,0,
Thu Sep 26 10:38:11 2019,11071699,1137.22,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5534,1234,0,8,28,-0.933739,-0.306458,-9.51456,0.0042569,0.156441,0.0138349,-16.7438,35.1422,34.5703,-5.60494,3.39293,-1.24884,1.91474,0.665896,0.0441054,-7.2536e-10,-0.0217608,-0.140839,-17.783,0,
Thu Sep 26 10:38:11 2019,11081700,1137.22,1512,1517,1088,1513,1088,1514,-0.0939026,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5538,1234,0,18,28,-0.938527,-0.272939,-9.59596,0.00319267,0.138349,0.0202203,-16.7438,35.1422,34.5703,-5.58602,3.68459,-1.41586,1.97478,0.558918,0.0433805,-7.24955e-10,-0.0217486,-0.140839,-17.493,0,
