today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0025, kiei(I)=5e-07, kded(D)=0.0006,signal, mad_pitch, multiplier
Thu Sep 26 10:28:01 2019,6602452,0,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5534,1238,0,30,28,0.881066,-0.196325,-9.663,0.00532112,-0.245836,0.0117065,-23.6906,35.6801,29.9033,5.20979,0.356906,0.00491677,0.341404,0.34632,6.15603e+30,6.15603e+24,1.47745e+32,-0.140839,0,0,
Thu Sep 26 10:28:01 2019,6612453,1138.75,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5392,5546,1238,0,28,28,0.742203,-0.229843,-9.64384,0.00532112,-0.255414,0.0159634,-23.6906,35.6801,29.9033,4.40088,0.646129,0.023384,0.587762,0.611146,0.128939,-6.15603e+24,-1.47745e+32,-0.140839,-51.7164,0,
Thu Sep 26 10:28:01 2019,6622456,1138.75,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5392,5546,1238,0,28,28,0.670376,-0.215478,-9.73004,0.00106422,-0.27457,0.019156,-23.6906,35.6801,29.9033,3.94132,0.938096,0.0571367,0.81359,0.870726,0.12809,-8.48627e-10,-0.0203671,-0.140839,-51.3769,0,
Thu Sep 26 10:28:01 2019,6632468,1138.75,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5532,1238,0,8,30,0.699107,-0.21069,-9.60075,0.00532112,-0.291597,0.019156,-23.6906,35.6801,29.9033,4.16481,1.22945,0.103329,1.01657,1.1199,0.127293,-7.97014e-10,-0.0191283,-0.140839,-51.0581,0,
Thu Sep 26 10:28:01 2019,6642469,1138.75,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5384,5532,1238,0,8,30,0.627281,-0.205901,-9.69173,0.00319267,-0.309689,0.0244772,-23.6906,35.6801,29.9033,3.70321,1.52112,0.16028,1.19876,1.35904,0.126557,-7.35702e-10,-0.0176569,-0.140839,-50.7638,0,
Thu Sep 26 10:28:01 2019,6652470,1138.75,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1234,0,28,26,0.56982,-0.215478,-9.59596,-0.00851379,-0.325653,0.0148991,-23.6906,35.6801,29.9033,3.39831,1.81217,0.225915,1.36035,1.58627,0.125844,-7.13463e-10,-0.0171231,-0.140839,-50.4784,0,
Thu Sep 26 10:28:01 2019,6662471,1137.63,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1234,0,28,26,0.507571,-0.253785,-9.61511,-0.00957802,-0.338423,0.0127707,-23.6906,35.6801,29.9033,3.02178,2.10231,0.29788,1.5022,1.80008,0.125165,-6.79131e-10,-0.0162991,-0.140839,-50.2068,0,
Thu Sep 26 10:28:01 2019,6672474,1137.63,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1240,0,28,10,0.488417,-0.129287,-9.6199,-0.00957802,-0.353322,0.00638535,-23.6906,35.6801,29.9033,2.9065,2.39305,0.374258,1.62691,2.00117,0.12451,-6.5465e-10,-0.0157116,-0.140839,-49.9449,0,
Thu Sep 26 10:28:01 2019,6682475,1137.63,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1240,0,28,10,0.42138,-0.129287,-9.48104,-0.00638535,-0.367157,0.0042569,-23.6906,35.6801,29.9033,2.54481,2.6835,0.453473,1.73459,2.18806,0.123876,-6.34241e-10,-0.0152218,-0.140839,-49.6912,0,
Thu Sep 26 10:28:01 2019,6692476,1137.63,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5528,1240,0,8,28,0.45011,-0.162806,-9.52413,-0.00532112,-0.376735,0.00106422,-23.6906,35.6801,29.9033,2.70578,2.97272,0.534343,1.8254,2.35975,0.123258,-6.17523e-10,-0.0148206,-0.140839,-49.4442,0,
Thu Sep 26 10:28:01 2019,6702477,1137.08,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5528,1240,0,8,28,0.339977,-0.244209,-9.663,-0.0042569,-0.379928,0.0138349,-23.6906,35.6801,29.9033,2.01503,3.26011,0.615735,1.89986,2.51559,0.122655,-6.03504e-10,-0.0144841,-0.140839,-49.2028,0,
Thu Sep 26 10:28:01 2019,6712478,1137.08,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5546,1234,0,30,14,0.35913,-0.311246,-9.4954,-0.0202203,-0.387378,0.0106422,-23.6906,35.6801,29.9033,2.16598,3.54873,0.696286,1.96198,2.65826,0.122066,-5.88655e-10,-0.0141277,-0.140839,-48.9674,0,
Thu Sep 26 10:28:01 2019,6722479,1137.08,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5546,1234,0,30,14,0.296881,-0.186748,-9.63906,-0.0223487,-0.39057,0.0106422,-23.6906,35.6801,29.9033,1.76414,3.83612,0.775018,2.01025,2.78526,0.121495,-5.71508e-10,-0.0137162,-0.140839,-48.7388,0,
